target,model,market_state,n_oos,positive_rate,brier,auc,pearson_ic,spearman_ic,positive_spearman_ic_rate,top_minus_bottom_forward_return_spread,top_decile_precision
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,calm_trend,8906,0.25971255333483045,0.19563740457944157,0.5075662267799784,-0.06327499956334909,-0.05003943757853865,0.4396887159533074,-0.0014918139237661094,0.27529182879377434
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,neutral_mixed,12671,0.2599636966301002,0.19436844141929824,0.5380813801211985,-0.061900656940233195,-0.0723348677439954,0.3907103825136612,-0.006358820471326943,0.27049180327868855
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,recovery_confirmed,1395,0.25806451612903225,0.1877393986753064,0.5922866344605474,0.005030945548548685,0.01306655613538478,0.425,0.0009134888368605299,0.3125
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,recovery_fragile,1217,0.25883319638455216,0.19478472346660877,0.521354661598564,-0.02908576989752515,-0.015786952350494786,0.5142857142857142,0.0006652851297485149,0.2642857142857143
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,stressed_panic,5161,0.25808951753536136,0.19406993203006753,0.5577050673028735,-0.08124344463700009,-0.07025323137078232,0.44594594594594594,-0.011156855070152596,0.2956081081081081
target_etf_forward_risk_adjusted_top_quantile_4w,hist_gradient_depth3,calm_trend,8906,0.25971255333483045,0.1928542103112767,0.5505753622928955,-0.001083752166462896,-0.0054558250332660116,0.5058365758754864,0.0028237629912141174,0.3005836575875486
target_etf_forward_risk_adjusted_top_quantile_4w,hist_gradient_depth3,neutral_mixed,12671,0.2599636966301002,0.19167402692072502,0.5674445715494881,-0.046354824726038364,-0.04541731671316384,0.4371584699453552,-0.0033675340714108973,0.32581967213114754
target_etf_forward_risk_adjusted_top_quantile_4w,hist_gradient_depth3,recovery_confirmed,1395,0.25806451612903225,0.1845405435268815,0.6315190552871712,0.1202839341105472,0.11070913531922084,0.575,0.018319632932600905,0.36875
target_etf_forward_risk_adjusted_top_quantile_4w,hist_gradient_depth3,recovery_fragile,1217,0.25883319638455216,0.1925110776031123,0.5590944286066237,-0.07605493462336102,-0.03874268764361691,0.42857142857142855,-0.010184235950008393,0.34285714285714286
target_etf_forward_risk_adjusted_top_quantile_4w,hist_gradient_depth3,stressed_panic,5161,0.25808951753536136,0.19223294175591044,0.5596676266237509,-0.07847203882734402,-0.09212926552048813,0.41216216216216217,-0.0032196547998276856,0.3327702702702703
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_base,calm_trend,8906,0.25971255333483045,0.19271946309229643,0.5373556135111398,-0.05121240666089279,-0.06770071311156227,0.41245136186770426,0.001322909577139639,0.2918287937743191
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_base,neutral_mixed,12671,0.2599636966301002,0.1913903949584117,0.5596055314716427,-0.055446444661220874,-0.0618977347521224,0.43989071038251365,-0.00325379081899939,0.3005464480874317
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_base,recovery_confirmed,1395,0.25806451612903225,0.18488597276627836,0.6299919484702093,0.07965400721263063,0.06191367456073338,0.55,0.004715579059255635,0.41875
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_base,recovery_fragile,1217,0.25883319638455216,0.19382628836492427,0.5209164818920917,-0.12539126704240963,-0.13294990723562156,0.34285714285714286,-0.009082466169924723,0.2857142857142857
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_base,stressed_panic,5161,0.25808951753536136,0.19120682735640449,0.5613596098056792,-0.11864024489943513,-0.11443007178301297,0.41216216216216217,-0.013752356619265655,0.35135135135135137
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_interactions,calm_trend,8906,0.25971255333483045,0.19332112471982046,0.5413770280929826,-0.026378533342197447,-0.038244855777471935,0.4591439688715953,0.0012183165814443682,0.30642023346303504
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_interactions,neutral_mixed,12671,0.2599636966301002,0.192284039947248,0.561514502892692,-0.048432244387171516,-0.04388296799097184,0.4344262295081967,-0.005759378952223421,0.296448087431694
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_interactions,recovery_confirmed,1395,0.25806451612903225,0.18326453805314344,0.6414170692431561,0.15368845472576478,0.123353705118411,0.725,0.01859906013785969,0.3625
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_interactions,recovery_fragile,1217,0.25883319638455216,0.1895826700961788,0.5789532960264667,-0.03688512291865798,0.006579359016333803,0.45714285714285713,-0.002038043808749184,0.30714285714285716
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_interactions,stressed_panic,5161,0.25808951753536136,0.19299216241946124,0.5545412871738283,-0.12313585141911389,-0.10783763136704315,0.42567567567567566,-0.018779840632041724,0.3091216216216216
target_etf_forward_risk_adjusted_top_quantile_4w,naive_historical_class_rate,calm_trend,8906,0.25971255333483045,0.1922640181241284,0.5044121786991391,1.8646314497501878e-19,,0.0,-0.0008021039546143923,0.24221789883268482
target_etf_forward_risk_adjusted_top_quantile_4w,naive_historical_class_rate,neutral_mixed,12671,0.2599636966301002,0.19238456121891204,0.5039587911591611,-7.79844162206606e-18,,0.0,-0.0028356432567639522,0.22404371584699453
target_etf_forward_risk_adjusted_top_quantile_4w,naive_historical_class_rate,recovery_confirmed,1395,0.25806451612903225,0.19148067697645285,0.5019927536231884,-3.104038818943455e-18,,0.0,0.0016330830303458031,0.15625
target_etf_forward_risk_adjusted_top_quantile_4w,naive_historical_class_rate,recovery_fragile,1217,0.25883319638455216,0.19185025866254574,0.5016471333544504,-1.0937146302804752e-17,,0.0,-0.0018694944758983684,0.32142857142857145
target_etf_forward_risk_adjusted_top_quantile_4w,naive_historical_class_rate,stressed_panic,5161,0.25808951753536136,0.19149495348403456,0.5020619666414914,8.220672995489425e-18,,0.0,0.006197082302468002,0.22635135135135134
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_depth4,calm_trend,8906,0.25971255333483045,0.19165578220153068,0.5442570691484614,-0.023884895993927558,-0.0248597060339693,0.48249027237354086,0.0003540048125424044,0.2840466926070039
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_depth4,neutral_mixed,12671,0.2599636966301002,0.1900499911487402,0.5681945916706763,-0.06027859142778173,-0.05699775404587266,0.4016393442622951,-0.007259047232687194,0.33469945355191255
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_depth4,recovery_confirmed,1395,0.25806451612903225,0.18639644555359453,0.6276623725174449,0.07155422985779325,0.0565215176979883,0.55,0.006616560974829334,0.35625
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_depth4,recovery_fragile,1217,0.25883319638455216,0.19129275116345407,0.5422095519656495,-0.09856821668453578,-0.09659163149863208,0.34285714285714286,-0.010394656888015812,0.2857142857142857
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_depth4,stressed_panic,5161,0.25808951753536136,0.18944165213477443,0.5758987637415426,-0.08253328161146099,-0.0747217511718221,0.44594594594594594,-0.005500440381745788,0.3581081081081081
