name,state,avg_composite_internal_bil,composite_bil_reduction_vs_prod,avg_composite_hidden_bil_contrib,composite_hidden_bil_reduction_vs_prod,avg_composite_sleeve_weight,avg_internal_spy,avg_internal_offense,avg_internal_defense,avg_final_portfolio_bil,avg_final_portfolio_spy,state_ann_return,state_sharpe,state_mean_weekly_return
improved_phaseoo_composite_combined_cash_relief,calm_trend,0.11415254237288135,0.0,0.03388769115151612,0.00047884296852795244,0.3079247596841626,0.04521186440677966,0.7327118644067796,0.15313559322033898,0.06799430894886063,0.09664399390323772,0.035235742022355465,0.38109296301883355,0.0007487886977323861
improved_phaseoo_composite_combined_cash_relief,neutral_healthy_proxy,0.2061860068259386,0.022909556313993135,0.05574598730609132,0.00685148329050906,0.27214053323306914,0.04414675767918088,0.5872198521046643,0.20659414106939705,0.2061396218003783,0.08787024615990884,0.10062151605454739,1.2680675670571777,0.0019061091330587942
improved_phaseoo_composite_combined_cash_relief,neutral_mixed,0.2709375,0.0,0.04858507375652479,0.0006141516372994218,0.2087795073047904,0.04112500000000001,0.5160625,0.21299999999999997,0.3855470814978617,0.06575960497357512,0.1272609018857671,1.7963928266991298,0.0023544797132817852
improved_phaseoo_composite_combined_cash_relief,recovery_confirmed,0.15744318181818182,0.027784090909090925,0.05114508622567821,0.010694505625303961,0.3242468674227439,0.014630681818181819,0.5339772727272727,0.30857954545454547,0.1143792142893493,0.06307585727778042,0.025772012005979672,0.37809918795706926,0.0005341859742369959
improved_phaseoo_composite_combined_cash_relief,recovery_fragile,0.19183673469387752,0.04795918367346941,0.05129974430050038,0.013505355594682411,0.2762150432710347,0.0163265306122449,0.5677551020408164,0.24040816326530612,0.20474124902477675,0.06392359790906577,0.0716711275853048,1.3433999152131904,0.0013594289240838183
improved_phaseoo_composite_combined_cash_relief,stressed_panic,0.537991266375546,0.0,0.0853814115572314,0.001008192213745221,0.17061014644919698,0.01779475982532751,0.3311681222707424,0.13084061135371178,0.6066434989526519,0.027769790930160226,0.033709327604877215,0.496285265370754,0.0006823067051429549
improved_phaseoo_composite_neutral_cash_relief,calm_trend,0.11415254237288135,0.0,0.0335701353755484,0.0007963987444956702,0.30609025234364534,0.04521186440677966,0.7327118644067796,0.15313559322033898,0.06769177059594897,0.09659508808766949,0.03542703042047535,0.3830893248592085,0.0007523749231208851
improved_phaseoo_composite_neutral_cash_relief,neutral_healthy_proxy,0.19244027303754266,0.036655290102389076,0.05138062949956429,0.011216841097036093,0.26919773011856224,0.045242320819112614,0.5975978384527872,0.20996188850967004,0.20182525133219023,0.0876389159974535,0.1007662206983524,1.266307793804791,0.001908986531858768
improved_phaseoo_composite_neutral_cash_relief,neutral_mixed,0.2709375,0.0,0.04827958166489719,0.0009196437289270207,0.20701408409361213,0.04112500000000001,0.5160625,0.21299999999999997,0.3852749699965865,0.06561997607842196,0.1272653934888055,1.7980675587667236,0.0023544702578115768
improved_phaseoo_composite_neutral_cash_relief,recovery_confirmed,0.18522727272727274,0.0,0.05825350183789336,0.003586090013088815,0.3168672473732475,0.014204545454545454,0.5159090909090909,0.2988636363636364,0.12179848980181197,0.06020727352020487,0.023947239749567917,0.3577924754379461,0.0004983271482973709
improved_phaseoo_composite_neutral_cash_relief,recovery_fragile,0.23979591836734693,0.0,0.06384824692971093,0.0009568529654718633,0.2751297676026794,0.012755102040816327,0.5323979591836734,0.22780612244897958,0.21729122137327464,0.0626593090599563,0.06990169105024746,1.3322422192269834,0.0013267105526450836
improved_phaseoo_composite_neutral_cash_relief,stressed_panic,0.537991266375546,0.0,0.08485772798969585,0.0015318757812807782,0.16957475747516115,0.01779475982532751,0.3311681222707424,0.13084061135371178,0.6062514724856078,0.027924978998645395,0.03326074356992459,0.4885278283434432,0.0006741658551164991
improved_phaseoo_composite_recovery_cash_relief,calm_trend,0.11415254237288135,0.0,0.03433847932176341,2.8054798280656434e-05,0.31085896416287506,0.04521186440677966,0.7327118644067796,0.15313559322033898,0.06845405739774209,0.09622382172519327,0.035499874912406915,0.3840455793045329,0.0007536546177050767
improved_phaseoo_composite_recovery_cash_relief,neutral_healthy_proxy,0.22909556313993173,0.0,0.06223332643457588,0.00036414416202450173,0.27355894907892325,0.042320819112627986,0.5699232081911262,0.20098122866894197,0.21270194690162297,0.08642388132396762,0.09914786072244675,1.2620923897104113,0.0018791004444857072
improved_phaseoo_composite_recovery_cash_relief,neutral_mixed,0.2709375,0.0,0.049083067214260846,0.00011615817956336233,0.21078617315115403,0.04112500000000001,0.5160625,0.21299999999999997,0.3858761652680146,0.06493466134271522,0.12710705702404201,1.7994760545500932,0.0023515687271392365
improved_phaseoo_composite_recovery_cash_relief,recovery_confirmed,0.15188636363636365,0.03334090909090909,0.050459294533517246,0.011380297317464927,0.32978806178131587,0.01471590909090909,0.5375909090909091,0.3105227272727273,0.11429145871422315,0.059744870202747706,0.02676841690837728,0.39381563827015537,0.0005526168647616172
improved_phaseoo_composite_recovery_cash_relief,recovery_fragile,0.18224489795918364,0.05755102040816329,0.04901723332428532,0.015787866570897473,0.2776930345498611,0.017040816326530615,0.574826530612245,0.24292857142857144,0.20244422725108474,0.06368563062809479,0.07132629184111594,1.3340407172923179,0.0013533513394323124
improved_phaseoo_composite_recovery_cash_relief,stressed_panic,0.537991266375546,0.0,0.08620184427362128,0.00018775949735534703,0.17221766743526581,0.01779475982532751,0.3311681222707424,0.13084061135371178,0.607233477544579,0.027568697357470712,0.03366745679931582,0.49709428447384785,0.0006812711771241536
