name,state,state_targeted,intended_risky_budget,intended_cash_budget,stage1_risky_budget,stage1_cash_budget,post_overlay_risky_budget,post_overlay_cash_budget,final_etf_risky_budget,final_etf_cash_budget,overlay_cash_added,overlay_absorption,lookthrough_absorption,total_absorption,post_overlay_budget_gap,final_etf_budget_gap,overlay_absorption_reduction_vs_prod,overlay_absorption_reduction_vs_tt1,overlay_absorption_reduction_vs_uu,budget_gap_reduction_vs_prod,budget_gap_reduction_vs_tt1,budget_gap_reduction_vs_uu,total_absorption_reduction_vs_prod,total_absorption_reduction_vs_tt1,total_absorption_reduction_vs_uu,inferred_overlay_cash_source,regime_binding_share,target_vol_binding_share,avg_self_gated_overlay_cut_risky,avg_non_self_gated_overlay_cut_risky,self_gated_overlay_cut_reduction_vs_prod,non_self_gated_overlay_cut_reduction_vs_prod,vv_budget_override_share,vv_target_vol_guardrail_share,target_vol_guardrail_weeks,target_vol_guardrail_override_rate
improved_phasevv_recovery_budget_aware_overlay,calm_trend,0.0,0.9728813559322034,0.027118644067796616,0.9728813559322034,0.027118644067796616,0.9648353611270114,0.03516463887298862,0.9307630002862712,0.06923699971372871,0.008045994805192,0.00804599480519197,0.03407236084074017,0.04211835564593214,0.008045994805192,0.042118355645932096,-0.0016482130897449432,-2.5319727404271575e-05,-0.00010919395611841409,-0.0016482130897450056,-2.531972740429239e-05,-0.00010919395611841409,-0.0007563149183473783,-2.388630272398551e-05,-0.00010184842952321027,other_or_none,0.0,0.003389830508474576,6.185861881151356e-05,6.925063140954e-05,-9.293042434288146e-07,-2.945530458849148e-06,0.0,0.0,1,
improved_phasevv_recovery_budget_aware_overlay,neutral_healthy_proxy,0.0,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8429000669422182,0.15709993305778178,0.7860887738516487,0.21391122614835134,0.04788491599293536,0.04788491599293543,0.05681129309056954,0.10469620908350497,0.04788491599293536,0.10469620908350492,-0.007866532449779307,-0.00010096427671058006,-0.0006094454114309311,-0.007866532449779334,-0.00010096427671052455,-0.0006094454114308478,-0.0008423088610737262,-9.25391504360551e-05,-0.0005680317833895998,lighter_both_regime_relief,0.18771331058020477,0.0034129692832764505,0.004775740885140669,0.004314659387422072,-0.0019392524499987837,-0.0005928803087752151,0.0,0.0,1,
improved_phasevv_recovery_budget_aware_overlay,neutral_mixed,0.0,0.825,0.175,0.825,0.175,0.6670491351398875,0.3329508648601125,0.6141644576442514,0.3858355423557486,0.1579508648601125,0.15795086486011245,0.05288467749563608,0.21083554235574853,0.1579508648601125,0.21083554235574858,-0.0012832258711938938,-2.484305574701473e-05,-8.78900047874831e-05,-0.0012832258711938938,-2.484305574701473e-05,-8.78900047874831e-05,0.0001526465563538304,-2.0340537358332078e-05,-7.963557896639717e-05,lighter_both_regime_relief,0.19,0.0,0.015117097840757408,0.01751087261145147,-0.0004432415619941097,0.00038700305984794986,0.0,0.0,0,0.0
improved_phasevv_recovery_budget_aware_overlay,recovery_confirmed,1.0,0.94,0.06,1.0,1.0092936587501423e-17,0.9339996609192777,0.06600033908072235,0.8910622602257791,0.10893773977422096,0.06600033908072234,0.06600033908072234,0.042937400693498606,0.10893773977422094,0.006000339080722353,0.04893773977422096,-0.0021627234242032056,-0.000706334923403662,-0.003676142944250449,0.057837276575796764,-0.0007063349234036342,0.00432385705574951,0.0167394677332805,-0.0006684039353953564,-0.0034820162329952664,lighter_both_regime_relief,0.2727272727272727,0.0,0.008748327281420195,0.00595525567096199,-0.003391164638586749,0.0031975182166782343,0.0,0.0,0,0.0
improved_phasevv_recovery_budget_aware_overlay,recovery_fragile,1.0,0.9,0.1,1.0,0.0,0.8722942267271718,0.12770577327282817,0.783964031475211,0.216035968524789,0.12770577327282817,0.12770577327282817,0.08833019525196084,0.216035968524789,0.027705773272828166,0.11603596852478901,-0.004192602528429568,-0.00021477891321275422,-0.0008267462238578105,0.09580739747157044,-0.00021477891321280973,-0.012826746223857807,0.0021819318080783523,-0.00019130099976105708,-0.0007546442834738265,lighter_both_regime_relief,0.24489795918367346,0.02040816326530612,0.0036704550527260123,0.003053287959680951,-0.0014585744436021921,0.0005318283013132858,0.0,0.0,1,
improved_phasevv_recovery_budget_aware_overlay,stressed_panic,0.0,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.4901667528845952,0.5098332471154048,0.3922304955103182,0.6077695044896818,0.5010996226612563,0.5010996226612563,0.09793625737427702,0.5990358800355333,0.5010996226612563,0.5990358800355333,-0.0005085251951445491,-5.578707180320386e-06,-2.1651279293544157e-05,-0.0005085251951445491,-5.578707180320386e-06,-2.1651279293544157e-05,-0.0003558061051903705,-2.1116263150267045e-06,-1.7973150663319615e-05,lighter_both_regime_relief,0.2183406113537118,0.0,0.045361512564367844,0.04870257779359594,-0.00023778739247296704,0.00031463706636438576,0.0,0.0,0,0.0
improved_phasevv_recovery_overlay_tolerance_band,calm_trend,0.0,0.9728813559322034,0.027118644067796616,0.9728813559322034,0.027118644067796616,0.964839394855215,0.03516060514478507,0.9307660776177584,0.0692339223822416,0.008041961076988454,0.008041961076988402,0.034073317237456546,0.04211527831444495,0.008041961076988454,0.04211527831444499,-0.0016441793615413758,-2.1285999200704175e-05,-0.0001051602279148467,-0.001644179361541459,-2.128599920074581e-05,-0.00010516022791486751,-0.0007532375868601893,-2.080897123679648e-05,-9.877109803602124e-05,other_or_none,0.0,0.003389830508474576,6.185861881151356e-05,6.925063140954e-05,-9.293042434288146e-07,-2.945530458849148e-06,0.0,0.0,1,
improved_phasevv_recovery_overlay_tolerance_band,neutral_healthy_proxy,0.0,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8429168368533579,0.15708316314664203,0.7861008012299295,0.21389919877007044,0.04786814608179561,0.04786814608179568,0.05681603562342841,0.10468418170522409,0.04786814608179561,0.10468418170522402,-0.00784976253863956,-8.419436557083326e-05,-0.0005926755002911843,-0.007849762538639588,-8.419436557077775e-05,-0.000592675500291101,-0.0008302814827928495,-8.051177215517846e-05,-0.0005560044051087232,lighter_both_regime_relief,0.18771331058020477,0.0034129692832764505,0.0047754796394047375,0.004314884763655557,-0.0019389912042628524,-0.0005931056850087,0.0,0.0,1,
improved_phasevv_recovery_overlay_tolerance_band,neutral_mixed,0.0,0.825,0.175,0.825,0.175,0.6670548698238039,0.33294513017619615,0.6141684987339652,0.3858315012660348,0.15794513017619616,0.15794513017619605,0.052886371089838735,0.21083150126603478,0.15794513017619616,0.21083150126603484,-0.0012774911872774908,-1.910837183061176e-05,-8.215532087108013e-05,-0.0012774911872775463,-1.910837183066727e-05,-8.215532087113564e-05,0.000156687646067577,-1.6299447644585463e-05,-7.559448925265055e-05,lighter_both_regime_relief,0.19,0.0,0.015116802543594416,0.017511123131219653,-0.00044294626483111846,0.00038675254007976625,0.0,0.0,0,0.0
improved_phasevv_recovery_overlay_tolerance_band,recovery_confirmed,1.0,0.925,0.075,1.0,1.0092936587501423e-17,0.9341058904921764,0.06589410950782361,0.8911494262619746,0.10885057373802538,0.0658941095078236,0.0658941095078236,0.04295646423020183,0.10885057373802542,-0.009105890492176388,0.033850573738025386,-0.002056493851304464,-0.0006001053505049203,-0.0035699133713517073,0.0729435061486955,0.014399894649495107,0.01943008662864825,0.016826633769476018,-0.0005812378991998379,-0.003394850196799748,lighter_both_regime_relief,0.2727272727272727,0.0,0.008747121221433432,0.005885974133037228,-0.0033899585785999867,0.0032667997546029963,0.0,0.0,0,0.0
