name,state,n_weeks,current_risky_budget,current_cash_budget,post_overlay_risky_budget,final_etf_risky_budget
improved_phase2b_regime_confidence_boost,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9664835742167563,0.9315193152046186
improved_phase2b_regime_confidence_boost,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8507665993919975,0.7869310827127224
improved_phase2b_regime_confidence_boost,neutral_mixed,200,0.825,0.175,0.6683323610110814,0.6140118110878976
improved_phase2b_regime_confidence_boost,recovery_confirmed,44,1.0,2.523234146875355e-18,0.9361623843434809,0.8743227924924986
improved_phase2b_regime_confidence_boost,recovery_fragile,49,1.0,9.063045098980867e-18,0.8764868292556014,0.7817820996671326
improved_phase2b_regime_confidence_boost,stressed_panic,229,0.9912663755458515,0.00873362445414848,0.49067527807973976,0.39258630161550856
