name,state,state_targeted,target_stage1_risky_budget,target_cash_floor,target_composite_ceiling,current_risky_budget,post_overlay_risky_budget,final_etf_risky_budget,overlay_absorption,lookthrough_absorption,total_absorption,overlay_absorption_reduction_vs_prod,lookthrough_absorption_reduction_vs_prod,total_absorption_reduction_vs_prod,bucket_offense,bucket_defense,bucket_composite,bucket_cash
improved_phasett_recovery_two_stage_bucket,calm_trend,0.0,,,,0.9728813559322034,0.9648606808544157,0.9307868865889952,0.008020675077787698,0.034073794265420454,0.04209446934320815,-0.0016228933623406716,0.0008904647467172788,-0.0007324286156233928,0.48985923165771894,0.16709387968901565,0.30790756950768094,0.035139319145584325
improved_phasett_recovery_two_stage_bucket,neutral_healthy_proxy,0.0,,0.16,0.25,0.8907849829351536,0.8430010312189288,0.7861813130020847,0.04778395171622485,0.05681971821684406,0.10460366993306891,-0.0077655681730687265,0.007015798462431055,-0.0007497697106376711,0.43775368449816293,0.15793992009629443,0.24730742662447117,0.15699896878107125
improved_phasett_recovery_two_stage_bucket,neutral_mixed,0.0,,,,0.825,0.6670739781956345,0.6141847981816098,0.15792602180436544,0.05288918001402476,0.2108152018183902,-0.001258382815446879,0.0014313699091590415,0.00017298709371216248,0.345117199335464,0.11666645657294561,0.20529032228722477,0.3329260218043655
improved_phasett_recovery_two_stage_bucket,recovery_confirmed,1.0,0.94,0.06,0.22,1.0,0.9347059958426813,0.8917306641611744,0.06529400415731867,0.04297533168150691,0.10826933583882559,-0.0014563885007995436,0.0188642601694754,0.017407871668675856,0.5143920408894425,0.18914010099062348,0.2311738539626152,0.06529400415731872
improved_phasett_recovery_two_stage_bucket,recovery_fragile,1.0,0.9,0.1,0.22,1.0,0.8725090056403846,0.784155332474972,0.12749099435961542,0.08835367316541254,0.21584466752502796,-0.003977823615216813,0.006351056423056223,0.0023732328078394094,0.4400706321343868,0.19559568240010883,0.2368426911058889,0.12749099435961536
improved_phasett_recovery_two_stage_bucket,stressed_panic,0.0,,0.51,0.17,0.9912663755458515,0.49017233159177553,0.3922326071366332,0.501094043954076,0.09793972445514232,0.5990337684092183,-0.0005029464879642287,0.00014925200908888492,-0.0003536944788753438,0.2392090114778897,0.07826913508380574,0.17269418503007983,0.5098276684082245
improved_phasett_recovery_neutral_two_stage_bucket,calm_trend,0.0,,,,0.9728813559322034,0.9663690119283539,0.9331023149400495,0.0065123440038494795,0.03326669698830442,0.0397790409921539,-0.0001145622884024533,0.00169756202383331,0.0015829997354308567,0.49265326099450163,0.17001800216606977,0.3036977487677824,0.03363098807164612
improved_phasett_recovery_neutral_two_stage_bucket,neutral_healthy_proxy,1.0,0.84,0.16,0.25,0.8907849829351536,0.851450138737832,0.8013271933834999,0.03933484419732158,0.05012294535433215,0.08945778955165373,0.0006835393458345385,0.013712571324942968,0.014396110670777507,0.4565905746091972,0.17130848933319115,0.22355107479544334,0.148549861262168
improved_phasett_recovery_neutral_two_stage_bucket,neutral_mixed,0.0,,,,0.825,0.6681329778335148,0.6168603616812416,0.15686702216648518,0.05127261615227319,0.20813963831875837,-0.0001993831775666255,0.003047933770910616,0.0028485505933439903,0.348108951540709,0.12033448615392596,0.19968954013887966,0.3318670221664853
improved_phasett_recovery_neutral_two_stage_bucket,recovery_confirmed,1.0,0.94,0.06,0.22,1.0,0.9382190947710688,0.898042380272569,0.061780905228931204,0.0401767144984998,0.101957619727431,0.0020567104275879267,0.021662877352482512,0.02371958778007044,0.5176284386745974,0.19906405863136714,0.22152659746510428,0.061780905228931225
improved_phasett_recovery_neutral_two_stage_bucket,recovery_fragile,1.0,0.9,0.1,0.22,1.0,0.8734815299850307,0.7865885902410071,0.1265184700149693,0.08689293974402357,0.21341140975899286,-0.003005299270570694,0.007811789844445194,0.0048064905738745,0.4387309636702334,0.20052182711390146,0.2342287392008957,0.12651847001496927
improved_phasett_recovery_neutral_two_stage_bucket,stressed_panic,0.0,,0.51,0.17,0.9912663755458515,0.49069494552945414,0.39485086045269835,0.5005714300163974,0.09584408507675579,0.5964155150931532,1.9667449714377838e-05,0.0022448913874754117,0.0022645588371897896,0.24125299722778404,0.08011864384083063,0.16932330446083918,0.5093050544705459
improved_phasett_ss1_overlay_coordinated,calm_trend,0.0,,,,0.9728813559322034,0.9648514795326034,0.9306334009692929,0.008029876399599956,0.034218078563310494,0.04224795496291045,-0.0016320946841529294,0.0007461804488272383,-0.000885914235325691,0.48911372296027567,0.16705874329929107,0.3086790132730366,0.03514852046739657
improved_phasett_ss1_overlay_coordinated,neutral_healthy_proxy,0.0,,0.16,0.25,0.8907849829351536,0.8430004640901585,0.7853006472618542,0.04778451884499513,0.05769981682830427,0.1054843356732994,-0.007766135301839006,0.006135699850970844,-0.0016304354508681618,0.43433097066733317,0.15730046042003995,0.2513690330027852,0.15699953590984148
improved_phasett_ss1_overlay_coordinated,neutral_mixed,0.0,,,,0.825,0.6671336512518775,0.6137105224619479,0.15786634874812244,0.05342312878992961,0.21128947753805205,-0.0011987097592038864,0.0008974211332541948,-0.00030128862594969164,0.3463388784377291,0.11336394207411299,0.2074308307400352,0.3328663487481225
improved_phasett_ss1_overlay_coordinated,recovery_confirmed,1.0,0.935,0.06,0.22,1.0,0.9345156638864996,0.888796215012656,0.06548433611350035,0.045719448873843604,0.11120378498734396,-0.001646720456981221,0.016120142977138707,0.014473422520157486,0.4942381848738297,0.1952981616959477,0.24497931731672215,0.06548433611350031
improved_phasett_ss1_overlay_coordinated,recovery_fragile,1.0,0.895,0.1,0.22,1.0,0.8732571494909012,0.7811474795310444,0.12674285050909884,0.09210966995985681,0.21885252046895565,-0.003229679764700233,0.002595059628611951,-0.0006346201360882819,0.45595208232639833,0.16668147679072728,0.2506235903737754,0.12674285050909886
improved_phasett_ss1_overlay_coordinated,stressed_panic,0.0,,0.51,0.17,0.9912663755458515,0.49017044089855044,0.39188757892291615,0.5010959346473011,0.0982828619756343,0.5993787966229354,-0.0005048371811893215,-0.0001938855114030913,-0.0006987226925924128,0.24035749809745813,0.07620082928515771,0.17361211351593425,0.5098295591014496
