candidate,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,severe_recent_cagr,delay1_recent_cagr,delay2_recent_cagr,worst_current_delay_recent_cagr,peak_total_stock_weight_bound,annual_one_way_turnover,average_increment_cash_conversion_share,average_increment_profitability_share,average_increment_balance_sheet_quality_share,average_increment_shareholder_discipline_share,average_increment_quality_acceleration_share,surface_gates,worst_sleeve_removal_recent_cagr,robust_floor
cash100_control,1.1921841481621729,3.036734026100816,-0.08708758375337322,0.41966075544908743,1.0286117233322742,1.189550918496959,1.186275367586628,1.186275367586628,0.07378789503220702,4.8680851063829795,1.0,0.0,0.0,0.0,0.0,True,1.1293348809519004,1.1293348809519004
cash75__profitability25,1.1720899082260345,2.9933290414771094,-0.08708758375337311,0.41808555071439213,1.0074525141085457,1.1771105503572383,1.1758673028267768,1.1720899082260345,0.07378789503220702,4.918218085106383,0.75,0.25,0.0,0.0,0.0,True,1.1256211164670797,1.1256211164670797
cash50__profitability50,1.1520419346264608,2.9472480592432766,-0.08708758375337311,0.41647107932333305,0.9864668460224935,1.1646472023954497,1.1654230889761181,1.1520419346264608,0.07378789503220702,4.968351063829787,0.5,0.5,0.0,0.0,0.0,True,1.1214928652817253,1.1214928652817253
cash75__balance_sheet_quality25,1.1625316669197718,2.957605573621412,-0.08708758375337278,0.41688836380168026,0.9986440494494704,1.1674808659434799,1.1658621688021964,1.1625316669197718,0.07378789503220702,4.918218085106383,0.75,0.0,0.25,0.0,0.0,True,1.1145843821791255,1.1145843821791255
cash75__shareholder_discipline25,1.1934007623674132,3.041599460706528,-0.08708758375337322,0.4193761364495743,1.027038580435728,1.1897178972023084,1.1954053010497745,1.1897178972023084,0.07378789503220702,4.918218085106383,0.75,0.0,0.0,0.25,0.0,True,1.1467830590615615,1.1467830590615615
cash50__shareholder_discipline50,1.1945554490489667,3.045202650349167,-0.087087583753373,0.4190581499473012,1.0254077549527474,1.1898240208433046,1.204519614053507,1.1898240208433046,0.07378789503220702,4.968351063829787,0.5,0.0,0.0,0.5,0.0,True,1.161668770653443,1.161668770653443
cash25__shareholder_discipline75,1.1956397685164974,3.047522902685287,-0.08708758375337311,0.41869499679173505,1.0236891827477042,1.189860949637528,1.213609708583721,1.189860949637528,0.07378789503220702,5.018484042553191,0.25,0.0,0.0,0.75,0.0,True,1.1457264993796255,1.1457264993796255
cash75__quality_acceleration25,1.1766575171805171,3.0002912632074525,-0.087087583753373,0.4130755961114534,1.0106263030836078,1.1784210404818003,1.1708981064257467,1.1708981064257467,0.07378789503220702,4.918218085106383,0.75,0.0,0.0,0.0,0.25,True,1.1292583757364856,1.1292583757364856
cash75__equal_independent,1.1762366820425707,2.9999398471388914,-0.08708758375337322,0.4168788626894626,1.010989049576481,1.1782336479318856,1.1770295886078768,1.1762366820425707,0.07378789503220702,4.918218085106383,0.75,0.0625,0.0625,0.0625,0.0625,True,1.1291592892627658,1.1291592892627658
cash50__equal_independent,1.1602116488225356,2.959461291515977,-0.087087583753373,0.4140534823912856,0.9933963792719525,1.16683239943496,1.167723269285141,1.1602116488225356,0.07378789503220702,4.968351063829787,0.5,0.125,0.125,0.125,0.125,True,1.1288561714373078,1.1288561714373078
cash50__invvol13w,1.1670166573083547,2.9786650061009388,-0.08708758375337278,0.4156694028782919,0.9988139014803783,1.1694715958628232,1.1718464983356447,1.1670166573083547,0.07378789503220702,4.9916858103014405,0.5,0.1462553130053186,0.09564902599341223,0.1493310840288431,0.10876457697242607,True,1.1358818371844368,1.1358818371844368
cash25__invvol13w,1.154349092447048,2.946170419010824,-0.08708758375337322,0.4136177738575766,0.983916241204218,1.1593482512483977,1.1645637966737095,1.154349092447048,0.07378789503220702,5.053486162260672,0.25,0.21938296950797787,0.14347353899011833,0.22399662604326465,0.16314686545863913,True,1.133763410782389,1.133763410782389
cash50__invvol26w,1.1657552490502243,2.974959818151659,-0.08708758375337333,0.41548119294952146,0.9982867674813778,1.1697071306842752,1.1721430265858994,1.1657552490502243,0.07378789503220702,4.978122628085781,0.5,0.13782910650313768,0.10286567138170058,0.14336984642616651,0.11593537568899522,True,1.1345826801104915,1.1345826801104915
cash25__invvol26w,1.1524491214247963,2.9402977299747244,-0.08708758375337311,0.4133321263367955,0.9831205419815932,1.1596820063243998,1.1649957527484633,1.1524491214247963,0.07378789503220702,5.033141388937182,0.25,0.20674365975470654,0.15429850707255083,0.2150547696392498,0.17390306353349277,True,1.1352839333260398,1.1352839333260398
