Date,gross_return,net_return,turnover,cost,wealth,drawdown
2023-01-06,0.038320429762572106,0.038320429762572106,0.0,0.0,1.038320429762572,0.0
2023-01-13,0.005325813375954613,0.005325813375954613,0.0,0.0,1.0438503305959286,0.0
2023-01-20,0.025577843540089296,0.025577843540089296,0.0,0.0,1.0705497710311818,0.0
2023-01-27,0.01463583041327654,0.01463583041327654,0.0,0.0,1.086218155928966,0.0
2023-02-03,-0.009896938193772908,-0.009896938193772908,0.0,0.0,1.0754679219747831,-0.009896938193772908
2023-02-10,-0.003040344404547035,-0.003040344404547035,0.0,0.0,1.0721981290959373,-0.01290719249766037
2023-02-17,-0.024484185935251146,-0.024484185935251146,0.0,0.0,1.045946230743724,-0.037075356331896736
2023-02-24,0.027175275719789838,0.027175275719789838,0.0,0.0,1.0743701079522596,-0.010907613642835545
2023-03-03,-0.036692551600236545,-0.036692551600236545,0.0,0.0,1.0349487273284697,-0.047199937066646935
2023-03-10,0.020519044730979763,0.020519044730979763,0.0,0.0,1.056184886558793,-0.02764938995563715
2023-03-17,0.02109599332855039,0.02109599332855039,0.0,0.0,1.0784661558793531,-0.007136687973129274
2023-03-24,0.04202597010556807,0.03202597010556807,0.5,0.01,1.1130050807474121,0.0
2023-03-31,-0.019170841958980465,-0.029207277160351874,0.5018217600685705,0.010036435201371409,1.0804972328731426,-0.029207277160351874
2023-04-07,0.002199133381574292,0.002199133381574292,0.0,0.0,1.0828733904066525,-0.027072374476965866
2023-04-14,-0.00607510909199338,-0.00607510909199338,0.0,0.0,1.0762948164271153,-0.032983015940632465
2023-04-21,0.01005349479648543,0.01005349479648543,0.0,0.0,1.0871153407635497,-0.02326111572327849
2023-04-28,-0.0020542828794930523,-0.0020542828794930523,0.0,0.0,1.0848820983309848,-0.025267613690983293
2023-05-05,-0.003997683751020054,-0.003997683751020054,0.0,0.0,1.0805450827947145,-0.02916428551332384
2023-05-12,0.02932559173241378,0.02932559173241378,0.0,0.0,1.1122327067412197,-0.0006939537110413063
2023-05-19,0.028638445599954432,0.028638445599954432,0.0,0.0,1.1440853226077181,0.0
2023-05-26,0.012943025378797435,0.012943025378797435,0.0,0.0,1.1588932479737395,0.0
2023-06-02,-0.0037344179099183528,-0.0037344179099183528,0.0,0.0,1.154565456272823,-0.0037344179099183528
2023-06-09,0.03686852066599888,0.03686852066599888,0.0,0.0,1.197132576657666,0.0
2023-06-16,-0.027274179883050365,-0.027274179883050365,0.0,0.0,1.1644817674180452,-0.027274179883050365
2023-06-23,0.029819112479332555,0.029819112479332555,0.0,0.0,1.199205580220816,0.0
2023-06-30,-0.01697343759052783,-0.01697343759052783,0.0,0.0,1.1788509391467252,-0.01697343759052783
2023-07-07,0.030067335334857948,0.030067335334857948,0.0,0.0,1.214295845643862,0.0
2023-07-14,-0.010321138602237056,-0.020321138602237054,0.5,0.009999999999999998,1.1896199714604123,-0.020321138602237054
2023-07-21,0.02079219177325979,0.020752565215949037,0.001981327865537702,3.962655731075405e-05,1.2143076375003399,0.0
2023-07-28,-0.028610888843113188,-0.02866585230696561,0.002748173192621245,5.496346385242489e-05,1.1794984741085348,-0.02866585230696561
2023-08-04,-0.020247476225679083,-0.02028997516949771,0.0021249471909313145,4.249894381862628e-05,1.1555664793564122,-0.048374198044942474
2023-08-11,-0.02442957403337701,-0.024431824456586315,0.00011252116046536753,2.250423209307351e-06,1.1273338819848608,-0.07162415258666666
2023-08-18,0.02031950802492181,0.020283371686903084,0.00180681690093637,3.6136338018727396e-05,1.1502000141283992,-0.052793560208438284
2023-08-25,0.03902448525428983,0.03900137831186079,0.0011553471214519884,2.3106942429039768e-05,1.1950594000137287,-0.015851203510696688
2023-09-01,-0.014203973663351422,-0.0142672706584972,0.0031648497572888956,6.32969951457779e-05,1.1780091641007515,-0.029892320758443836
