Date,net_return,wealth,rebalance_turnover,cap_turnover,cost,adverse_loss,largest_stock_weight_end,mu_weight_end,mu_weight_before_cap,mu_weight_after_cap,drawdown
2023-01-06,0.0011741745076243593,1.0011741745076244,0.19999999999999998,0.0,0.001,0.03996,0.04385217804721472,0.0,0.0,0.0,0.0
2023-01-13,0.004599965114295612,1.0057795407836931,0.0,0.0,0.0,0.0,0.04571969230129836,0.0,0.0,0.0,0.0
2023-01-20,0.024287484520433722,1.030207395811446,0.0,0.0,0.0,0.0,0.04670441304445176,0.0,0.0,0.0,0.0
2023-01-27,0.0216947122304334,1.0525574488012395,0.0,0.0,0.0,0.0,0.04745584201307795,0.0,0.0,0.0,0.0
2023-02-03,-0.01006170948661178,1.0419669215334322,0.0,0.014488473117475864,7.244236558737933e-05,0.0,0.04094558315181525,0.0,0.0,0.0,-0.01006170948661178
2023-02-10,-0.005600732881368531,1.0361311431347016,0.0,0.0,0.0,0.0,0.040905170036047114,0.0,0.0,0.0,-0.015606089420815872
2023-02-17,-0.02271263683721103,1.0125978727649587,0.0,0.0,0.0,0.0,0.04157751432030005,0.0,0.0,0.0,-0.03796427081656284
2023-02-24,0.02754724300597644,1.04049215243335,0.0,0.0,0.0,0.0,0.04169765623668151,0.0,0.0,0.0,-0.011462838804314868
2023-03-03,-0.041822945723203,0.9969757056167112,0.0,0.001697656236681506,8.48828118340753e-06,0.0,0.038972384888395176,0.0,0.0,0.0,-0.05280637484237127
2023-03-10,0.017232582006525554,1.0141561712222649,0.0,0.0,0.0,0.0,0.03703497926356823,0.0,0.0,0.0,-0.036483783020784255
2023-03-17,0.021870330085272505,1.036336101444912,0.0,0.0,0.0,0.0,0.03700814061819413,0.0,0.0,0.0,-0.015411365312935743
2023-03-24,0.0413298610871633,1.0791677285572425,0.0,0.0,0.0,0.0,0.036830007184865884,0.0,0.0,0.0,0.0
2023-03-31,-0.015915633390157446,1.0619920906230365,0.0,0.0,0.0,0.0,0.03803569548554438,0.0,0.0,0.0,-0.015915633390157446
2023-04-07,-0.03314814158326773,1.0267890264427535,0.06429932071626329,0.0,0.00032149660358131644,0.03998714013585675,0.045234049441330366,0.0,0.0,0.0,-0.048536201304420934
2023-04-14,-0.005637690111834126,1.0210003081014374,0.0,0.0,0.0,0.0,0.0486937934653295,0.0,0.0,0.0,-0.05390025935409515
2023-04-21,0.00037159059715641263,1.0213797022156217,0.0,0.0,0.0,0.0,0.042677396738632946,0.0,0.0,0.0,-0.05354869758649905
2023-04-28,-0.00021724419483903912,1.0211578134045889,0.0,0.0,0.0,0.0,0.04837083009781631,0.0,0.0,0.0,-0.053754308637646186
2023-05-05,-0.0018759833548577243,1.019242138343959,0.0,0.010207101760566424,5.103550880283213e-05,0.0,0.04566487529493851,0.0,0.0,0.0,-0.0555294498042479
2023-05-12,0.028729188781574377,1.048524138150578,0.0,0.0,0.0,0.0,0.04685201067107692,0.0,0.0,0.0,-0.028395577069036615
2023-05-19,0.0279254644174165,1.0778046616613044,0.0,0.0,0.0,0.0,0.046108781980597376,0.0,0.0,0.0,-0.001263072328673509
