Date,net_return,wealth,rebalance_turnover,cap_turnover,cost,adverse_loss,largest_stock_weight_end,mu_weight_end,mu_weight_before_cap,mu_weight_after_cap,drawdown
2023-01-06,-0.0018323545449510092,0.998167645455049,0.19999999999999998,0.0,0.004,0.03984,0.04385217804721472,0.0,0.0,0.0,0.0
2023-01-13,0.004599965114295612,1.002759181802361,0.0,0.0,0.0,0.0,0.04571969230129836,0.0,0.0,0.0,0.0
2023-01-20,0.0242874845204335,1.0271136799081082,0.0,0.0,0.0,0.0,0.04670441304445177,0.0,0.0,0.0,0.0
2023-01-27,0.016694791558874655,1.0442611287014427,0.0,0.0,0.0,0.0,0.04768922124098135,0.0,0.0,0.0,0.0
2023-02-03,-0.010284810542908973,1.0335211008354241,0.0,0.014953150298756322,0.00029906300597512645,0.0,0.04095481308275819,0.0,0.0,0.0,-0.010284810542908973
2023-02-10,-0.0056204534365494885,1.0277122436124873,0.0,0.0,0.0,0.0,0.040915202272110575,0.0,0.0,0.0,-0.015847458680698256
2023-02-17,-0.0226900619276329,1.0043933891611334,0.0,0.0,0.0,0.0,0.04179126691847601,0.0,0.0,0.0,-0.038177940789470455
2023-02-24,0.02755784362507474,1.0320723051176948,0.0,0.0,0.0,0.0,0.04191159411393146,0.0,0.0,0.0,-0.011672198886599316
2023-03-03,-0.04185380574884501,0.9888761513405361,0.0,0.0019115941139314567,3.823188227862913e-05,0.0,0.03897364011312414,0.0,0.0,0.0,-0.05303747869058273
2023-03-10,0.017204131327757555,1.0058889065150862,0.0,0.0,0.0,0.0,0.03703720797100126,0.0,0.0,0.0,-0.036745811111510984
2023-03-17,0.021877374923849446,1.0278951152546576,0.0,0.0,0.0,0.0,0.03701011256046641,0.0,0.0,0.0,-0.015672338074229186
2023-03-24,0.04133695633547396,1.0703851707513863,0.0,0.0,0.0,0.0,0.03683171867734859,0.0,0.0,0.0,0.0
2023-03-31,-0.02109294675411788,1.04780759333833,0.0,0.0,0.0,0.0,0.03823863825069946,0.0,0.0,0.0,-0.02109294675411788
2023-04-07,-0.03406361034942462,1.0121154837576847,0.06340237255751024,0.0,0.0012680474511502049,0.03994927810195399,0.045234049441330366,0.0,0.0,0.0,-0.054438055184189094
2023-04-14,-0.005637690111834126,1.0064094903028697,0.0,0.0,0.0,0.0,0.04869379346532951,0.0,0.0,0.0,-0.05976884041060382
2023-04-21,0.00037159059715641263,1.0067834626063552,0.0,0.0,0.0,0.0,0.042677396738632946,0.0,0.0,0.0,-0.059419459352547
2023-04-28,-0.003204783301831715,1.003556939776834,0.0,0.0,0.0,0.0,0.04851580445577281,0.0,0.0,0.0,-0.06243381616324184
2023-05-05,-0.002032867290830964,1.0015168416994753,0.0,0.010477465461879987,0.00020954930923759976,0.0,0.04567205397361158,0.0,0.0,0.0,-0.06433976379135276
2023-05-12,0.02871831298744132,1.0302787158215945,0.0,0.0,0.0,0.0,0.046859871377307814,0.0,0.0,0.0,-0.037469180278009606
2023-05-19,0.02792791507276049,1.0590522522983328,0.0,0.0,0.0,0.0,0.04611640804473515,0.0,0.0,0.0,-0.010587701289899276
2023-05-26,0.01639462546901549,1.0764150173268812,0.0,0.0,0.0,0.0,0.048104826808397845,0.0,0.0,0.0,0.0
2023-06-02,-0.004430306763239189,1.0716461685955656,0.0,0.008104826808397844,0.00016209653616795688,0.0,0.03890070105635078,0.0,0.0,0.0,-0.004430306763239189
2023-06-09,0.03659847081649881,1.1108667796225231,0.0,0.0,0.0,0.0,0.037574352350724836,0.0,0.0,0.0,0.0
2023-06-16,-0.03148555885706972,1.0758905182503546,0.0,0.0,0.0,0.0,0.03795308927464166,0.0,0.0,0.0,-0.03148555885706972
2023-06-23,0.03198537544608171,1.1103032804154718,0.0,0.0,0.0,0.0,0.03862601310912218,0.0,0.0,0.0,-0.0005072608321610161
2023-06-30,-0.015186018088263142,1.0934421947156245,0.0,0.0,0.0,0.0,0.03907811034566191,0.0,0.0,0.0,-0.01568557564825146
2023-07-07,0.028775661007886644,1.1249067166424809,0.2,0.0,0.004,0.0,0.042577112907391,0.0,0.0,0.0,0.0
2023-07-14,-0.008740630877139943,1.1150743222610935,0.0,0.0,0.0,0.0,0.041825067795780504,0.0,0.0,0.0,-0.008740630877139943
2023-07-21,0.014873701916991111,1.131659605345696,0.0,0.0,0.0,0.0,0.04324940850658547,0.0,0.0,0.0,0.0
2023-07-28,-0.03168605520600076,1.0958017766163113,0.0,0.0,0.0,0.0,0.04426086989853435,0.0,0.0,0.0,-0.03168605520600076
2023-08-04,-0.020788087275560252,1.0730221536472975,0.0,0.005805142510098895,0.00011610285020197787,0.0,0.04476700535190021,0.0,0.0,0.0,-0.05181545000052035
2023-08-11,-0.024667741019717804,1.0465531210527061,0.0,0.0,0.0,0.0,0.04409046855382249,0.0,0.0,0.0,-0.0752050209188051
2023-08-18,0.016772050407658723,1.0641059627532947,0.0,0.0,0.0,0.0,0.04321385009863607,0.0,0.0,0.0,-0.05969431291290561
2023-08-25,0.03216234029017073,1.098330100832166,0.0,0.0,0.0,0.0,0.04201197566989941,0.0,0.0,0.0,-0.029451881428027682
2023-09-01,-0.02106814027406323,1.075190328200608,0.0,0.0022709121029333835,4.541824205866768e-05,0.0,0.043454814088627246,0.0,0.0,0.0,-0.04989952533283015
2023-09-08,-0.013379115339269498,1.060805232787945,0.0,0.0,0.0,0.0,0.04454633477247503,0.0,0.0,0.0,-0.06261102916729688
2023-09-15,-0.02686262353444102,1.0323092211761973,0.0,0.0,0.0,0.0,0.04628258840243579,0.0,0.0,0.0,-0.0877917561961129
2023-09-22,-0.000790988405851345,1.0314926765509935,0.0,0.0,0.0,0.0,0.04518411629808165,0.0,0.0,0.0,-0.08851330234068377
2023-09-29,0.01088287609548777,1.042718283543301,0.0,0.0,0.0,0.0,0.04642005603686619,0.0,0.0,0.0,-0.078593705547372
2023-10-06,0.011723143944774472,1.0549422200751273,0.19999999999999998,0.0,0.004,0.0,0.04404494683573841,0.0,0.0,0.0,-0.06779192692588276
2023-10-13,-0.020214226577666916,1.0336173790121816,0.0,0.0,0.0,0.0,0.04926996539453229,0.0,0.0,0.0,-0.08663579213253325
2023-10-20,-0.01782484614534019,1.0151933082581397,0.0,0.0,0.0,0.0,0.04742966143944946,0.0,0.0,0.0,-0.10291636861243136
2023-10-27,0.05691808594284753,1.0729761682261802,0.0,0.0,0.0,0.0,0.04631785878866364,0.0,0.0,0.0,-0.051856085383191974
2023-11-03,0.02851779695339607,1.1035750847274874,0.0,0.0066370834976863516,0.00013274166995372704,0.0,0.03975951407469635,0.0,0.0,0.0,-0.02481710974355167
2023-11-10,0.019062517846619276,1.1246120044751895,0.0,0.0,0.0,0.0,0.03979311153170013,0.0,0.0,0.0,-0.0062276684943204375
2023-11-17,0.007150874130672946,1.1326539633650354,0.0,0.0,0.0,0.0,0.03829074577981272,0.0,0.0,0.0,0.0
2023-11-24,0.004138864237637652,1.1373418643476256,0.0,0.0,0.0,0.0,0.038243874199785734,0.0,0.0,0.0,0.0
2023-12-01,-0.002096501501604897,1.1349574254211827,0.0,0.0,0.0,0.0,0.03800042081677969,0.0,0.0,0.0,-0.002096501501604897
2023-12-08,0.03260058547466893,1.1719577019787362,0.0,0.0,0.0,0.0,0.04188844481068365,0.0,0.0,0.0,0.0
2023-12-15,0.003096769917249498,1.175586985334513,0.0,0.0,0.0,0.0,0.04201991694422843,0.0,0.0,0.0,0.0
2023-12-22,0.0012744196773553096,1.177085176521066,0.0,0.0,0.0,0.0,0.042454793205584825,0.0,0.0,0.0,0.0
2023-12-29,-0.040150368525605606,1.1298247728977175,0.0,0.0,0.0,0.0,0.04063523153478142,0.0,0.0,0.0,-0.040150368525605606
2024-01-05,0.026799142592045522,1.160103108090629,0.16054851974267342,0.0,0.003210970394853469,0.0,0.04327026144490954,0.0,0.0,0.0,-0.014427221384800903
2024-01-12,0.03709180105917054,1.203133421784052,0.0,0.0,0.0,0.0,0.045368757101355316,0.0,0.0,0.0,0.0
2024-01-19,0.006122094556762825,1.2104991183566154,0.0,0.0,0.0,0.0,0.04625997851533622,0.0,0.0,0.0,0.0
