weeks,start,end,cagr,total_return,sharpe_zero_rf,max_drawdown,peak_largest_stock_weight,peak_mu_weight,ending_mu_weight,annual_cap_turnover,scenario,mu_cap_multiple,cap_name,cost_bps,window
53,2025-08-08,2026-08-07,0.8208265519170015,0.8419326352120347,2.3823516283929056,-0.12446365209901511,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.06909324209948046,base,2.0,mu_cap_2.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.698120675768443,0.38522112996661484,1.9555648235036052,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07849321454297126,base,2.0,mu_cap_2.00x,50,ytd
188,2023-01-06,2026-08-07,0.40808727961998614,2.4462999956114406,1.6928065210797394,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07147461011558219,base,2.5,mu_cap_2.50x,50,full_recent
157,2023-08-11,2026-08-07,0.4226329581766348,1.898829624609773,1.675113284603167,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07508786813249732,base,2.5,mu_cap_2.50x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5791453802725155,1.5157068839628312,1.9621520808954445,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07303549896393355,base,2.5,mu_cap_2.50x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8208265519170015,0.8419326352120347,2.3823516283929056,-0.12446365209901511,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.06909324209948046,base,2.5,mu_cap_2.50x,50,trailing_1y
32,2026-01-02,2026-08-07,0.698120675768443,0.38522112996661484,1.9555648235036052,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07849321454297126,base,2.5,mu_cap_2.50x,50,ytd
188,2023-01-06,2026-08-07,0.40808727961998614,2.4462999956114406,1.6928065210797394,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07147461011558219,base,3.0,mu_cap_3.00x,50,full_recent
157,2023-08-11,2026-08-07,0.4226329581766348,1.898829624609773,1.675113284603167,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07508786813249732,base,3.0,mu_cap_3.00x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5791453802725155,1.5157068839628312,1.9621520808954445,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07303549896393355,base,3.0,mu_cap_3.00x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8208265519170015,0.8419326352120347,2.3823516283929056,-0.12446365209901511,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.06909324209948046,base,3.0,mu_cap_3.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.698120675768443,0.38522112996661484,1.9555648235036052,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07849321454297126,base,3.0,mu_cap_3.00x,50,ytd
188,2023-01-06,2026-08-07,0.40808727961998614,2.4462999956114406,1.6928065210797394,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07147461011558219,base,,mu_uncapped,50,full_recent
157,2023-08-11,2026-08-07,0.4226329581766348,1.898829624609773,1.675113284603167,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07508786813249732,base,,mu_uncapped,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5791453802725155,1.5157068839628312,1.9621520808954445,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07303549896393355,base,,mu_uncapped,50,trailing_2y
53,2025-08-08,2026-08-07,0.8208265519170015,0.8419326352120347,2.3823516283929056,-0.12446365209901511,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.06909324209948046,base,,mu_uncapped,50,trailing_1y
32,2026-01-02,2026-08-07,0.698120675768443,0.38522112996661484,1.9555648235036052,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07849321454297126,base,,mu_uncapped,50,ytd
188,2023-01-06,2026-08-07,0.37650298309432895,2.17492008359504,1.5902754163373325,-0.18701606345716226,0.06453345403906213,0.06037477518475699,0.03894774200477296,0.08766797309280151,adverse,1.0,mu_cap_1.00x,50,full_recent
157,2023-08-11,2026-08-07,0.4187813092109456,1.8751984568085764,1.6722980619839842,-0.18701606345716237,0.06453345403906213,0.06037477518475699,0.03894774200477296,0.09167410401733371,adverse,1.0,mu_cap_1.00x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5727569388526641,1.4951989206769385,1.9589863435016062,-0.18701606345716204,0.062238985807532406,0.06037477518475699,0.03894774200477296,0.09783587071554609,adverse,1.0,mu_cap_1.00x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8062621707612132,0.8269172583814384,2.3797190492109235,-0.1241650499279302,0.06037477518475699,0.06037477518475699,0.03894774200477296,0.11822605406022235,adverse,1.0,mu_cap_1.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.6791935938879292,0.37569940675645386,1.9460261509793477,-0.1241650499279302,0.06037477518475699,0.06037477518475699,0.03894774200477296,0.14310954989731756,adverse,1.0,mu_cap_1.00x,50,ytd
188,2023-01-06,2026-08-07,0.3792597146896399,2.1979685350383975,1.5933389263587965,-0.18701606345716226,0.07813881141297588,0.07813881141297588,0.05846387004219364,0.07890188197324041,adverse,1.5,mu_cap_1.50x,50,full_recent
157,2023-08-11,2026-08-07,0.42218442555084223,1.8960710678592236,1.6757820842302336,-0.18701606345716237,0.07813881141297588,0.07813881141297588,0.05846387004219364,0.08117712866397393,adverse,1.5,mu_cap_1.50x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5784009916411537,1.5133129108406291,1.963233672386006,-0.18701606345716204,0.07813881141297588,0.07813881141297588,0.05846387004219364,0.08214039328242717,adverse,1.5,mu_cap_1.50x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8191265117448994,0.8401798327493455,2.385148808834894,-0.12446365209901478,0.07813881141297588,0.07813881141297588,0.05846387004219364,0.08713124027762825,adverse,1.5,mu_cap_1.50x,50,trailing_1y
32,2026-01-02,2026-08-07,0.6954955388311315,0.3839029389744162,1.9572512023293673,-0.12446365209901478,0.07813881141297588,0.07813881141297588,0.05846387004219364,0.10836864902552854,adverse,1.5,mu_cap_1.50x,50,ytd
188,2023-01-06,2026-08-07,0.37962297226814967,2.2010146542404776,1.5927741072912587,-0.18701606345716226,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.07381670163578385,adverse,2.0,mu_cap_2.00x,50,full_recent
157,2023-08-11,2026-08-07,0.4226329581766357,1.8988296246097782,1.6751132846031702,-0.18701606345716237,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.0750878681324973,adverse,2.0,mu_cap_2.00x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.579145380272517,1.5157068839628365,1.9621520808954462,-0.18701606345716204,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.07303549896393353,adverse,2.0,mu_cap_2.00x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8208265519170004,0.8419326352120335,2.3823516283929047,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.06909324209948049,adverse,2.0,mu_cap_2.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.698120675768443,0.38522112996661484,1.9555648235036058,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.0784932145429713,adverse,2.0,mu_cap_2.00x,50,ytd
188,2023-01-06,2026-08-07,0.37962297226814967,2.2010146542404776,1.5927741072912587,-0.18701606345716226,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.07381670163578385,adverse,2.5,mu_cap_2.50x,50,full_recent
157,2023-08-11,2026-08-07,0.4226329581766357,1.8988296246097782,1.6751132846031702,-0.18701606345716237,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.0750878681324973,adverse,2.5,mu_cap_2.50x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.579145380272517,1.5157068839628365,1.9621520808954462,-0.18701606345716204,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.07303549896393353,adverse,2.5,mu_cap_2.50x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8208265519170004,0.8419326352120335,2.3823516283929047,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.06909324209948049,adverse,2.5,mu_cap_2.50x,50,trailing_1y
32,2026-01-02,2026-08-07,0.698120675768443,0.38522112996661484,1.9555648235036058,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.0784932145429713,adverse,2.5,mu_cap_2.50x,50,ytd
188,2023-01-06,2026-08-07,0.37962297226814967,2.2010146542404776,1.5927741072912587,-0.18701606345716226,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.07381670163578385,adverse,3.0,mu_cap_3.00x,50,full_recent
157,2023-08-11,2026-08-07,0.4226329581766357,1.8988296246097782,1.6751132846031702,-0.18701606345716237,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.0750878681324973,adverse,3.0,mu_cap_3.00x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.579145380272517,1.5157068839628365,1.9621520808954462,-0.18701606345716204,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.07303549896393353,adverse,3.0,mu_cap_3.00x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8208265519170004,0.8419326352120335,2.3823516283929047,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.06909324209948049,adverse,3.0,mu_cap_3.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.698120675768443,0.38522112996661484,1.9555648235036058,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.0784932145429713,adverse,3.0,mu_cap_3.00x,50,ytd
188,2023-01-06,2026-08-07,0.37962297226814967,2.2010146542404776,1.5927741072912587,-0.18701606345716226,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.07381670163578385,adverse,,mu_uncapped,50,full_recent
157,2023-08-11,2026-08-07,0.4226329581766357,1.8988296246097782,1.6751132846031702,-0.18701606345716237,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.0750878681324973,adverse,,mu_uncapped,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.579145380272517,1.5157068839628365,1.9621520808954462,-0.18701606345716204,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.07303549896393353,adverse,,mu_uncapped,50,trailing_2y
53,2025-08-08,2026-08-07,0.8208265519170004,0.8419326352120335,2.3823516283929047,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.06909324209948049,adverse,,mu_uncapped,50,trailing_1y
32,2026-01-02,2026-08-07,0.698120675768443,0.38522112996661484,1.9555648235036058,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.0775752148508404,0.0784932145429713,adverse,,mu_uncapped,50,ytd
188,2023-01-06,2026-08-07,0.38114579028464024,2.2138071872753695,1.6077570767667557,-0.19135834543691566,0.06453604283155122,0.06038361444266133,0.03901007094564419,0.08623826817868604,base,1.0,mu_cap_1.00x,100,full_recent
157,2023-08-11,2026-08-07,0.3942760237978471,1.727860865552346,1.590384776384798,-0.19135834543691554,0.06453604283155122,0.06038361444266133,0.03901007094564419,0.09265601702028357,base,1.0,mu_cap_1.00x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5465044850043175,1.4118135822897098,1.8852911715819993,-0.19135834543691554,0.06234087187046737,0.06038361444266133,0.03901007094564419,0.09872947666782218,base,1.0,mu_cap_1.00x,100,trailing_2y
53,2025-08-08,2026-08-07,0.7773239153093277,0.7970898374511477,2.3144781121623397,-0.12636751703360916,0.06038361444266133,0.06038361444266133,0.03901007094564419,0.1191522682265269,base,1.0,mu_cap_1.00x,100,trailing_1y
32,2026-01-02,2026-08-07,0.6545392171405586,0.3632342911116957,1.893510279563621,-0.12636751703360938,0.06038361444266133,0.06038361444266133,0.03901007094564419,0.1435545650449513,base,1.0,mu_cap_1.00x,100,ytd
188,2023-01-06,2026-08-07,0.3840442669902313,2.2382581616701276,1.6111272686252183,-0.19135834543691566,0.07814279930582517,0.07814279930582517,0.0585560077729317,0.07741311067895199,base,1.5,mu_cap_1.50x,100,full_recent
157,2023-08-11,2026-08-07,0.39778053269426095,1.7486147105372503,1.5947037836600249,-0.19135834543691554,0.07814279930582517,0.07814279930582517,0.0585560077729317,0.08208831249830903,base,1.5,mu_cap_1.50x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5523202928230202,1.430162907158663,1.890568845475757,-0.19135834543691554,0.07814279930582517,0.07814279930582517,0.0585560077729317,0.08292824228734595,base,1.5,mu_cap_1.50x,100,trailing_2y
53,2025-08-08,2026-08-07,0.790589894745741,0.8107622810795554,2.321647932553615,-0.1266149720860157,0.07814279930582517,0.07814279930582517,0.0585560077729317,0.0878479359633193,base,1.5,mu_cap_1.50x,100,trailing_1y
32,2026-01-02,2026-08-07,0.6712034283164265,0.3716673810259019,1.9064645102972817,-0.1266149720860158,0.07814279930582517,0.07814279930582517,0.0585560077729317,0.10883859598013286,base,1.5,mu_cap_1.50x,100,ytd
188,2023-01-06,2026-08-07,0.3844630494502248,2.2418020196809705,1.6106957843967067,-0.19135834543691566,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.0722983951295203,base,2.0,mu_cap_2.00x,100,full_recent
157,2023-08-11,2026-08-07,0.3982869967863314,1.7516227166239657,1.594339046756743,-0.19135834543691554,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.07596368496140994,base,2.0,mu_cap_2.00x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.553161378662751,1.432822408611674,1.8898727758484697,-0.19135834543691554,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.07377046587503017,base,2.0,mu_cap_2.00x,100,trailing_2y
53,2025-08-08,2026-08-07,0.7925124727322124,0.8127439280314543,2.3195123888153915,-0.1266149720860157,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.06970517137288236,base,2.0,mu_cap_2.00x,100,trailing_1y
32,2026-01-02,2026-08-07,0.6741764358286915,0.3731684949562235,1.9057084741460242,-0.1266149720860158,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.07878964212722167,base,2.0,mu_cap_2.00x,100,ytd
188,2023-01-06,2026-08-07,0.3844630494502248,2.2418020196809705,1.6106957843967067,-0.19135834543691566,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.0722983951295203,base,2.5,mu_cap_2.50x,100,full_recent
157,2023-08-11,2026-08-07,0.3982869967863314,1.7516227166239657,1.594339046756743,-0.19135834543691554,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.07596368496140994,base,2.5,mu_cap_2.50x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.553161378662751,1.432822408611674,1.8898727758484697,-0.19135834543691554,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.07377046587503017,base,2.5,mu_cap_2.50x,100,trailing_2y
53,2025-08-08,2026-08-07,0.7925124727322124,0.8127439280314543,2.3195123888153915,-0.1266149720860157,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.06970517137288236,base,2.5,mu_cap_2.50x,100,trailing_1y
32,2026-01-02,2026-08-07,0.6741764358286915,0.3731684949562235,1.9057084741460242,-0.1266149720860158,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.07878964212722167,base,2.5,mu_cap_2.50x,100,ytd
188,2023-01-06,2026-08-07,0.3844630494502248,2.2418020196809705,1.6106957843967067,-0.19135834543691566,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.0722983951295203,base,3.0,mu_cap_3.00x,100,full_recent
157,2023-08-11,2026-08-07,0.3982869967863314,1.7516227166239657,1.594339046756743,-0.19135834543691554,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.07596368496140994,base,3.0,mu_cap_3.00x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.553161378662751,1.432822408611674,1.8898727758484697,-0.19135834543691554,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.07377046587503017,base,3.0,mu_cap_3.00x,100,trailing_2y
53,2025-08-08,2026-08-07,0.7925124727322124,0.8127439280314543,2.3195123888153915,-0.1266149720860157,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.06970517137288236,base,3.0,mu_cap_3.00x,100,trailing_1y
32,2026-01-02,2026-08-07,0.6741764358286915,0.3731684949562235,1.9057084741460242,-0.1266149720860158,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.07878964212722167,base,3.0,mu_cap_3.00x,100,ytd
188,2023-01-06,2026-08-07,0.3844630494502248,2.2418020196809705,1.6106957843967067,-0.19135834543691566,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.0722983951295203,base,,mu_uncapped,100,full_recent
157,2023-08-11,2026-08-07,0.3982869967863314,1.7516227166239657,1.594339046756743,-0.19135834543691554,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.07596368496140994,base,,mu_uncapped,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.553161378662751,1.432822408611674,1.8898727758484697,-0.19135834543691554,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.07377046587503017,base,,mu_uncapped,100,trailing_2y
53,2025-08-08,2026-08-07,0.7925124727322124,0.8127439280314543,2.3195123888153915,-0.1266149720860157,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.06970517137288236,base,,mu_uncapped,100,trailing_1y
32,2026-01-02,2026-08-07,0.6741764358286915,0.3731684949562235,1.9057084741460242,-0.1266149720860158,0.0914741103901541,0.0914741103901541,0.07780269102656485,0.07878964212722167,base,,mu_uncapped,100,ytd
188,2023-01-06,2026-08-07,0.35304170449183525,1.9835988474236816,1.5068670051672448,-0.19135834543691566,0.0645360428315512,0.06038361444266133,0.03901007094564419,0.08858761572069619,adverse,1.0,mu_cap_1.00x,100,full_recent
157,2023-08-11,2026-08-07,0.39427602379784754,1.727860865552349,1.590384776384799,-0.19135834543691543,0.0645360428315512,0.06038361444266133,0.03901007094564419,0.09265601702028353,adverse,1.0,mu_cap_1.00x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5465044850043177,1.4118135822897102,1.8852911715819995,-0.19135834543691566,0.06234087187046735,0.06038361444266133,0.03901007094564419,0.09872947666782217,adverse,1.0,mu_cap_1.00x,100,trailing_2y
53,2025-08-08,2026-08-07,0.7773239153093261,0.7970898374511461,2.314478112162339,-0.12636751703360927,0.06038361444266133,0.06038361444266133,0.03901007094564419,0.11915226822652701,adverse,1.0,mu_cap_1.00x,100,trailing_1y
32,2026-01-02,2026-08-07,0.6545392171405586,0.3632342911116957,1.8935102795636194,-0.12636751703360927,0.06038361444266133,0.06038361444266133,0.03901007094564419,0.14355456504495137,adverse,1.0,mu_cap_1.00x,100,ytd
188,2023-01-06,2026-08-07,0.35588120187853334,2.0062983731797446,1.5106779253925273,-0.19135834543691566,0.0781427993058252,0.0781427993058252,0.05855600777293169,0.07976245822096209,adverse,1.5,mu_cap_1.50x,100,full_recent
157,2023-08-11,2026-08-07,0.39778053269426117,1.7486147105372516,1.594703783660026,-0.19135834543691543,0.0781427993058252,0.0781427993058252,0.05855600777293169,0.08208831249830895,adverse,1.5,mu_cap_1.50x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5523202928230204,1.4301629071586643,1.890568845475757,-0.19135834543691566,0.0781427993058252,0.0781427993058252,0.05855600777293169,0.08292824228734587,adverse,1.5,mu_cap_1.50x,100,trailing_2y
53,2025-08-08,2026-08-07,0.7905898947457404,0.8107622810795545,2.3216479325536135,-0.12661497208601602,0.0781427993058252,0.0781427993058252,0.05855600777293169,0.08784793596331925,adverse,1.5,mu_cap_1.50x,100,trailing_1y
32,2026-01-02,2026-08-07,0.6712034283164248,0.371667381025901,1.9064645102972786,-0.12661497208601602,0.0781427993058252,0.0781427993058252,0.05855600777293169,0.10883859598013278,adverse,1.5,mu_cap_1.50x,100,ytd
188,2023-01-06,2026-08-07,0.356291462791948,2.0095883809681565,1.5103828276756603,-0.19135834543691566,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07464774267153038,adverse,2.0,mu_cap_2.00x,100,full_recent
157,2023-08-11,2026-08-07,0.3982869967863316,1.751622716623968,1.5943390467567446,-0.19135834543691543,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07596368496140984,adverse,2.0,mu_cap_2.00x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5531613786627518,1.4328224086116768,1.8898727758484708,-0.19135834543691566,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07377046587503006,adverse,2.0,mu_cap_2.00x,100,trailing_2y
53,2025-08-08,2026-08-07,0.7925124727322121,0.8127439280314541,2.3195123888153915,-0.12661497208601602,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.06970517137288229,adverse,2.0,mu_cap_2.00x,100,trailing_1y
32,2026-01-02,2026-08-07,0.6741764358286919,0.37316849495622373,1.9057084741460237,-0.12661497208601602,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07878964212722156,adverse,2.0,mu_cap_2.00x,100,ytd
188,2023-01-06,2026-08-07,0.356291462791948,2.0095883809681565,1.5103828276756603,-0.19135834543691566,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07464774267153038,adverse,2.5,mu_cap_2.50x,100,full_recent
157,2023-08-11,2026-08-07,0.3982869967863316,1.751622716623968,1.5943390467567446,-0.19135834543691543,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07596368496140984,adverse,2.5,mu_cap_2.50x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5531613786627518,1.4328224086116768,1.8898727758484708,-0.19135834543691566,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07377046587503006,adverse,2.5,mu_cap_2.50x,100,trailing_2y
53,2025-08-08,2026-08-07,0.7925124727322121,0.8127439280314541,2.3195123888153915,-0.12661497208601602,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.06970517137288229,adverse,2.5,mu_cap_2.50x,100,trailing_1y
32,2026-01-02,2026-08-07,0.6741764358286919,0.37316849495622373,1.9057084741460237,-0.12661497208601602,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07878964212722156,adverse,2.5,mu_cap_2.50x,100,ytd
188,2023-01-06,2026-08-07,0.356291462791948,2.0095883809681565,1.5103828276756603,-0.19135834543691566,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07464774267153038,adverse,3.0,mu_cap_3.00x,100,full_recent
157,2023-08-11,2026-08-07,0.3982869967863316,1.751622716623968,1.5943390467567446,-0.19135834543691543,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07596368496140984,adverse,3.0,mu_cap_3.00x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5531613786627518,1.4328224086116768,1.8898727758484708,-0.19135834543691566,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07377046587503006,adverse,3.0,mu_cap_3.00x,100,trailing_2y
53,2025-08-08,2026-08-07,0.7925124727322121,0.8127439280314541,2.3195123888153915,-0.12661497208601602,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.06970517137288229,adverse,3.0,mu_cap_3.00x,100,trailing_1y
32,2026-01-02,2026-08-07,0.6741764358286919,0.37316849495622373,1.9057084741460237,-0.12661497208601602,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07878964212722156,adverse,3.0,mu_cap_3.00x,100,ytd
188,2023-01-06,2026-08-07,0.356291462791948,2.0095883809681565,1.5103828276756603,-0.19135834543691566,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07464774267153038,adverse,,mu_uncapped,100,full_recent
157,2023-08-11,2026-08-07,0.3982869967863316,1.751622716623968,1.5943390467567446,-0.19135834543691543,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07596368496140984,adverse,,mu_uncapped,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5531613786627518,1.4328224086116768,1.8898727758484708,-0.19135834543691566,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07377046587503006,adverse,,mu_uncapped,100,trailing_2y
53,2025-08-08,2026-08-07,0.7925124727322121,0.8127439280314541,2.3195123888153915,-0.12661497208601602,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.06970517137288229,adverse,,mu_uncapped,100,trailing_1y
32,2026-01-02,2026-08-07,0.6741764358286919,0.37316849495622373,1.9057084741460237,-0.12661497208601602,0.09147411039015407,0.09147411039015407,0.07780269102656481,0.07878964212722156,adverse,,mu_uncapped,100,ytd
