cik10,company_name,recent_cagr,cagr_change
0001653482,GITLAB INC.,0.9624462463522852,-0.092345137802059
0001107843,"QUALYS, INC.",0.9663509700658983,-0.08844041408844583
0001393052,VEEVA SYSTEMS INC,0.9669670055298021,-0.08782437862454207
0001713683,"ZSCALER, INC.",0.9688789350734859,-0.08591244908085827
0001373715,"SERVICENOW, INC.",0.9701622746468872,-0.08462910950745695
0001773383,"DYNATRACE, INC.",0.9732101952820156,-0.08158118887232857
0001044777,ONESPAN INC.,0.9754145125861264,-0.07937687156821771
0000851310,HARMONIC INC.,0.9756604355353742,-0.07913094861896997
0001327567,PALO ALTO NETWORKS INC,0.9759619376161848,-0.07882944653815938
0001124804,VERADIGM INC.,0.9777410345077258,-0.07705034964661839
0001792849,"HIGHPEAK ENERGY, INC.",0.9787787105200387,-0.07601267363430542
0001493761,TURTLE BEACH CORP,0.9806126983959587,-0.07417868575838549
0001855747,"BLEND LABS, INC.",0.9835279782724509,-0.07126340588189328
0001361113,VARONIS SYSTEMS INC,0.9857831757276159,-0.06900820842672828
0001475115,"EVENTBRITE, INC.",0.9885482385500284,-0.06624314560431577
0000033213,EQT CORP,1.0088746732362255,-0.045916710918118664
0000874499,GULFPORT ENERGY CORP,1.018873031114924,-0.03591835303942004
0001070412,CNX RESOURCES CORP,1.0196316790601876,-0.03515970509415656
0001013462,ANSYS INC,1.0205310154434941,-0.03426036871085003
0001108524,"SALESFORCE, INC.",1.0210182034503719,-0.03377318070397228
0001528129,"VITAL ENERGY, INC.",1.0238486843087449,-0.030942699845599275
0001104485,"NORTHERN OIL & GAS, INC.",1.0391881793328892,-0.015603204821454941
0001031308,BENTLEY SYSTEMS INC,1.042728735913932,-0.012062648240412255
0001013857,PEGASYSTEMS INC,1.0454399434977182,-0.009351440656625964
0001520006,MATADOR RESOURCES CO,1.0475360879501028,-0.007255296204241368
0001657788,"KIMBELL ROYALTY PARTNERS, LP",1.0547913841543415,-2.6645352591003757e-15
0001171486,NATURAL RESOURCE PARTNERS LP,1.054791384154342,-2.220446049250313e-15
0001585521,"ZOOM COMMUNICATIONS, INC.",1.0547913841543424,-1.7763568394002505e-15
0001615165,"VERITONE, INC.",1.0547913841543424,-1.7763568394002505e-15
0001621434,"BLACK STONE MINERALS, L.P.",1.0547913841543428,-1.3322676295501878e-15
0001114995,IMPINJ INC,1.0547913841543428,-1.3322676295501878e-15
0001459417,"2U, INC.",1.0547913841543433,-8.881784197001252e-16
0000785786,PLEXUS CORP,1.0547913841543433,-8.881784197001252e-16
0001650372,ATLASSIAN CORP,1.0547913841543437,-4.440892098500626e-16
0001834494,"MERIDIANLINK, INC.",1.0547913841543437,-4.440892098500626e-16
0001679268,"MAMMOTH ENERGY SERVICES, INC.",1.0547913841543437,-4.440892098500626e-16
0001314727,SONOS INC,1.0547913841543437,-4.440892098500626e-16
0001819974,"SKYWATER TECHNOLOGY, INC",1.0547913841543437,-4.440892098500626e-16
0001658566,PERMIAN RESOURCES CORP,1.0547913841543441,0.0
0000917273,RAMBUS INC,1.0548326004654482,4.1216311104097514e-05
