block_weeks,annualized_mean_difference,lower_5pct,median,upper_95pct,probability_positive
4,-0.03186437878122179,-0.08306170541895992,-0.028532341860385592,0.006944943242747436,0.1294
13,-0.03186437878122179,-0.07868987750667139,-0.03067805791791651,0.004996250747428158,0.181
