candidate,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,one_week_delay_recent_cagr,two_week_delay_recent_cagr,severe_200bps_recent_cagr,worst_loo_company,worst_loo_recent_cagr,worst_loo_full_cagr,rolling_26w_win_rate,base_gate,delay_gate,loo_gate,rolling_gate,all_return_gates
sales_only__top10__floor25m__sector60__cohort1__w0.40__50bps,1.1120849711819831,2.332867517610213,-0.15282913445812063,0.4196258540268616,1.0265163604855365,1.0421683900291456,1.0978659126539996,"RACKSPACE TECHNOLOGY, INC.",0.8996412974439985,0.3748564043645255,0.4049079754601227,True,False,False,True,False
sales_only__top20__floor50m__sector50__cohort1__w0.40__50bps,1.0823817784948488,3.035983773791371,-0.0866637049151543,0.4271211408345008,1.016895021923578,0.9953773189951007,1.0706449275277912,"RACKSPACE TECHNOLOGY, INC.",0.9888858832501997,0.41263933278951836,0.5460122699386503,True,False,False,True,False
sales_only__top20__floor50m__sector50__cohort1__w0.30__50bps,1.0769406323525845,2.994049615167767,-0.08892325418577418,0.4238985328053879,1.027757772868405,1.0116420242877222,1.0681723260156164,"RACKSPACE TECHNOLOGY, INC.",1.007169476713417,0.41311649802911155,0.558282208588957,True,False,False,True,False
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,1.0522857314277463,2.992668155751405,-0.08446800237136076,0.4119601435596396,1.019747454081179,1.0101657635609285,1.043805394175466,"RACKSPACE TECHNOLOGY, INC.",0.9922568675038621,0.40343913934882725,0.5521472392638037,True,False,False,True,False
