candidate,cik10,company_name,recent_cagr,recent_sharpe,recent_drawdown,full_cagr
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001509991,KOSMOS ENERGY LTD.,0.9986987681491053,2.8770971630394326,-0.08446800237136087,0.4014677229877377
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001528129,"VITAL ENERGY, INC.",1.0460456514518364,2.9863022393701333,-0.08446800237136087,0.4117453977753065
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001534504,PBF ENERGY INC.,1.0132616129509215,2.898150725565926,-0.0903381712518847,0.40558892470721086
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001538849,CROSSAMERICA PARTNERS LP,1.0474145047681471,2.9822902142192484,-0.08437990324102806,0.40985674069482303
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001596961,"RIDENOW GROUP, INC.",1.0109510227737188,2.9020166527045776,-0.08681204834578138,0.41019598848859395
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001597033,SABRE CORP,1.0399068690749682,3.0036358004121975,-0.08310130776558833,0.4095539745138097
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001688568,DXC TECHNOLOGY CO,1.0543131127923009,3.003574233513145,-0.08554335467923602,0.41483609990573767
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001694426,"DELEK US HOLDINGS, INC.",1.014278965991545,2.8902976117390136,-0.08971818882769234,0.40386727923671595
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001705873,BERRY CORP (BRY),1.0439973040001589,2.981082219509015,-0.08446800237136076,0.41104809495680517
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001738827,"KLX ENERGY SERVICES HOLDINGS, INC.",1.0580089163493582,2.9982348844445514,-0.08389667072293594,0.41946509155827116
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001774675,SKILLSOFT CORP.,1.0751126085218004,3.0467938509832204,-0.08446800237136087,0.41049897297136906
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001810019,"RACKSPACE TECHNOLOGY, INC.",0.9922568675038621,3.214312950650024,-0.07433684370318672,0.40343913934882725
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001867072,"KYNDRYL HOLDINGS, INC.",1.0505039318428557,2.9893112896658,-0.08524196084264912,0.4090965868485401
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001881487,PROFRAC HOLDING CORP.,1.0511969899396214,3.007777428209552,-0.08446800237136076,0.4117489356668884
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,0001897762,INGRAM MICRO HOLDING CORP,1.0505383107138355,2.99259622017926,-0.08498069302312827,0.41162111762393483
