candidate,past_only_selector,embargoed_hgb,xlk,breadth_ceiling,training_score,training_5y_cagr,training_3y_cagr,training_5y_sharpe,training_5y_drawdown
clean_046,0.0,0.7,0.2,0.1,0.19376137947146083,0.13397555828531926,0.1475905716966417,0.6909887299127676,-0.2952262202500203
clean_066,0.1,0.2,0.5,0.2,0.19337998863328654,0.1392838854248506,0.12371058677318092,0.7269648134642188,-0.2953982308977523
clean_080,0.1,0.4,0.4,0.1,0.19274381607590796,0.1387586107261478,0.1276954214167232,0.7118002321520231,-0.2953113008424936
clean_115,0.2,0.2,0.6,0.0,0.1927036377381455,0.14728443000157743,0.10874924377289852,0.7170820660532948,-0.3050674280166379
clean_100,0.2,0.0,0.7,0.1,0.19224811542722342,0.14716699616739382,0.10425359507350551,0.7267183920473549,-0.29589739235191803
clean_052,0.1,0.0,0.6,0.3,0.19161565248377188,0.13832433606180028,0.11827628757132413,0.7313816457529447,-0.29549335348123495
clean_090,0.1,0.6,0.3,0.0,0.19073642911925404,0.1374580347361185,0.13074394725687055,0.6903842410052177,-0.2952300874447673
clean_029,0.0,0.4,0.3,0.3,0.18919831291385303,0.12850964269033915,0.14007911079443058,0.7006879406132036,-0.2949053288093836
clean_041,0.0,0.6,0.2,0.2,0.18857465895401854,0.1281427266037194,0.1442039069481702,0.6842785090733583,-0.29482038695639523
clean_014,0.0,0.2,0.4,0.4,0.1881720402739947,0.12795636026420487,0.1351080195925749,0.7086581823769929,-0.2949959872943686
clean_107,0.2,0.1,0.6,0.1,0.18789265202446337,0.14157662370585777,0.10569922061309245,0.7123691161702098,-0.29540702456890144
clean_073,0.1,0.3,0.4,0.2,0.1875347997703649,0.1329177770180623,0.12432776754077346,0.704858032972955,-0.2949103825332404
clean_121,0.2,0.3,0.5,0.0,0.1874495632490629,0.14107512511170062,0.10965016386127502,0.6990943902366004,-0.2953188627181442
clean_058,0.1,0.1,0.5,0.3,0.18673288529177973,0.13258942661711925,0.11952068094091106,0.7132302503923486,-0.2950022661007975
clean_085,0.1,0.5,0.3,0.1,0.18649055981563872,0.13216294291546982,0.12806325540229158,0.6877381744566934,-0.29482421334581477
clean_002,0.0,0.0,0.5,0.5,0.18517399318181843,0.12636204192806622,0.12904856212478122,0.7064219938754435,-0.29509649616673217
clean_093,0.1,0.7,0.2,0.0,0.18424887401841494,0.1307406057610021,0.13092929888542248,0.6652572089618695,-0.2947437638166175
clean_114,0.2,0.2,0.5,0.1,0.1828950346654175,0.13559785009793401,0.10684817858583151,0.6948187103090765,-0.29491790193236356
clean_035,0.0,0.5,0.2,0.3,0.18235414700046332,0.1218501099287157,0.14014729655137326,0.6719989207782193,-0.2944191710875932
clean_126,0.2,0.4,0.4,0.0,0.18185461548439563,0.13473685527740797,0.11037101032057972,0.6790119922177692,-0.2948305019809042
clean_021,0.0,0.3,0.3,0.4,0.18169937939054057,0.12149575596619067,0.1354116569527377,0.6817842872500485,-0.29450907278010385
clean_099,0.2,0.0,0.6,0.2,0.18159457973585708,0.1349608111211522,0.10180147900919612,0.700776493604069,-0.2950126687580893
clean_045,0.0,0.7,0.1,0.2,0.1813590519159259,0.12123862773297112,0.1440228675594344,0.6540901500831293,-0.2943349890321356
clean_079,0.1,0.4,0.3,0.2,0.18130933178538577,0.12641637627436886,0.12475855871124764,0.6803193840739018,-0.2944229527323783
clean_065,0.1,0.2,0.4,0.3,0.18099813835395773,0.12638629211909014,0.12018939935087869,0.6910954327724003,-0.29451407848260613
clean_143,0.3,0.0,0.7,0.0,0.1804967817201849,0.14259960002886918,0.08664405180133294,0.6894380616246354,-0.3275424061089415
clean_089,0.1,0.6,0.2,0.1,0.1799281640985379,0.12547696552278187,0.12824749301233518,0.661677368811682,-0.29433754437265114
clean_007,0.0,0.1,0.4,0.5,0.1795407371479445,0.12043528968165607,0.1298585480310439,0.6832199892963767,-0.2946046888331487
clean_051,0.1,0.0,0.5,0.4,0.1783586225879284,0.1249699198959966,0.11431087760113079,0.6908340736999121,-0.2946142288617317
clean_120,0.2,0.3,0.4,0.1,0.17732066965464718,0.12933766961540005,0.10759001767428522,0.674410625831216,-0.2944291982159982
clean_106,0.2,0.1,0.5,0.2,0.17698732345352258,0.1293616877777668,0.10314089045566965,0.6842804365016162,-0.2945215514435977
clean_150,0.3,0.1,0.6,0.0,0.17616178305959612,0.1369912341400341,0.08806227458204274,0.6754836020096283,-0.31649432574308656
clean_130,0.2,0.5,0.3,0.0,0.1759527776593703,0.12830165773168578,0.11091191125137212,0.6569820964494721,-0.29434256012356663
clean_040,0.0,0.6,0.1,0.3,0.17513897672350967,0.11503770573869043,0.14003179460177972,0.641068148997615,-0.2939334316374287
clean_028,0.0,0.4,0.2,0.4,0.17486821359340315,0.11492682371176555,0.13551120141906758,0.6525875894062353,-0.29402257657462805
clean_072,0.1,0.3,0.3,0.3,0.1748316531878593,0.12001262121157397,0.12065512855167615,0.6662754189541206,-0.2940263095297634
clean_084,0.1,0.5,0.2,0.2,0.1747161042319872,0.11978823650295656,0.12498150266380148,0.6534871153107283,-0.29393594155956515
clean_057,0.1,0.1,0.4,0.4,0.17317542739250802,0.1192346078333435,0.11542874321150753,0.6700603972904964,-0.29412239261187545
clean_013,0.0,0.2,0.3,0.5,0.17313288928461545,0.11409504696054973,0.13020008121149007,0.656158367448386,-0.29411743888708985
clean_092,0.1,0.7,0.1,0.1,0.17307512532045582,0.1187035762971187,0.12824961924738298,0.6337809376796969,-0.29385129398738374
clean_113,0.2,0.2,0.4,0.2,0.17169946409800532,0.1233665442759937,0.1041471878929443,0.6643538116452582,-0.29403250790595215
clean_156,0.3,0.2,0.5,0.0,0.17139197806387513,0.13114003188785106,0.08930389220873991,0.6591679126854254,-0.30552950112289246
clean_125,0.2,0.4,0.3,0.1,0.17137769381873635,0.12294100278339659,0.10813044454413778,0.6517395878545706,-0.2939409134842599
clean_142,0.3,0.0,0.6,0.1,0.17054953935535394,0.13083504155015047,0.08474118799318142,0.6662615802730922,-0.29453232502355264
clean_133,0.2,0.6,0.2,0.0,0.16974826358063777,0.12176766488831392,0.11127301172899018,0.6330576112895238,-0.29385503721056505
clean_098,0.2,0.0,0.5,0.3,0.16964723739266052,0.12233754794140017,0.09865025805938532,0.6664963121000482,-0.2941323005445442
clean_001,0.0,0.0,0.4,0.6,0.16938209505464533,0.1121917914435504,0.12378094966450304,0.6493273528916418,-0.2942229865769478
clean_078,0.1,0.4,0.2,0.3,0.16827684390058084,0.11350233002279597,0.12090922284552508,0.6390267903324571,-0.2935389593066884
clean_088,0.1,0.6,0.1,0.2,0.16779080780150646,0.11305365933703793,0.12499063464248561,0.6246142180653802,-0.29344934907920206
clean_034,0.0,0.5,0.1,0.4,0.16770831715220938,0.10825669830153006,0.1354034211200721,0.6213327183526973,-0.2935364987423068
clean_044,0.0,0.7,0.0,0.3,0.16762334219699482,0.10811788588421356,0.13971785808727377,0.6083725324028454,-0.2934481105232376
clean_064,0.1,0.2,0.3,0.4,0.1670929556059742,0.11300614986059077,0.11592721730750233,0.6451110049736906,-0.2936342876632775
clean_020,0.0,0.3,0.2,0.5,0.16631544049327407,0.10760198620491579,0.130322047544835,0.6265763450687412,-0.2936306073485139
clean_161,0.3,0.3,0.4,0.0,0.16625084890235298,0.12511856657472564,0.0903689122445086,0.6406903528416501,-0.29465608369797613
clean_149,0.3,0.1,0.5,0.1,0.1661559694216963,0.12535141069072098,0.08616074785780081,0.6509689864992346,-0.2940411773618016
clean_119,0.2,0.3,0.3,0.2,0.16586587673602837,0.11713247123055415,0.10475294948800662,0.641605091512939,-0.2935438834548404
clean_129,0.2,0.5,0.2,0.1,0.1651106243269364,0.11643896441818247,0.10849120293846548,0.6269988479448728,-0.29345304780160086
clean_105,0.2,0.1,0.4,0.3,0.16475350779253878,0.11672574322382911,0.09987236151596313,0.6475635340345239,-0.2936404349703613
clean_050,0.1,0.0,0.4,0.5,0.1636791496100353,0.11124903626245342,0.10965456422365705,0.6403335858546613,-0.2937394748910134
clean_006,0.0,0.1,0.3,0.6,0.16344250516003916,0.10625815107142067,0.12443841674554923,0.6235608949352199,-0.29373043105733465
clean_135,0.2,0.7,0.1,0.0,0.16325575092843356,0.11513896318517047,0.11145447451002166,0.6073603066432478,-0.29336793330633437
clean_083,0.1,0.5,0.1,0.3,0.1613938306914464,0.10688955820291013,0.12097579115105161,0.6096735842438482,-0.29305202787779916
clean_155,0.3,0.2,0.4,0.1,0.16114464132661327,0.11949580033194351,0.08728884352526167,0.6326050806986866,-0.2935512768439281
clean_165,0.3,0.4,0.3,0.0,0.16064568380635075,0.11889010440709313,0.09107655356590016,0.6198865509232481,-0.29345921234286276
clean_071,0.1,0.3,0.2,0.4,0.16059559627430184,0.10661798408298329,0.11622525651055238,0.6175722887134616,-0.2931466015433484
clean_091,0.1,0.7,0.0,0.2,0.16058170039143765,0.1062304369249989,0.12481214043743116,0.5939979610520898,-0.2929631753556887
clean_039,0.0,0.6,0.0,0.4,0.16024525410859963,0.10147640916570677,0.13510562088241218,0.5882772234445194,-0.2930508393475054
clean_124,0.2,0.4,0.2,0.2,0.15963605775999898,0.11073614881046812,0.10517556459897337,0.6164169909402608,-0.2930556781547339
clean_141,0.3,0.0,0.5,0.2,0.15945927084992545,0.11868168570555615,0.08218385686588991,0.6359510236682479,-0.2936507124981377
clean_027,0.0,0.4,0.1,0.5,0.15917271383850665,0.10100392505363698,0.13025842348106886,0.5949283176200381,-0.2931441942818045
clean_112,0.2,0.2,0.3,0.3,0.1591291444962045,0.11069618315392216,0.10071326538681591,0.6249745498780643,-0.29315147395892616
clean_178,0.4,0.0,0.6,0.0,0.1590684261253893,0.12630373108596182,0.06741400000538644,0.6306198747219628,-0.3279937330803385
clean_132,0.2,0.6,0.1,0.1,0.15854147423526385,0.10984192745933519,0.108671548660912,0.6003485316138915,-0.2929656012324745
clean_056,0.1,0.1,0.3,0.5,0.1581973851659654,0.10551531282139681,0.11063813555511359,0.6169675680659324,-0.2932468910582263
clean_012,0.0,0.2,0.2,0.6,0.15673562539407632,0.09990056434306549,0.12462540444461179,0.594076654548535,-0.29324326734026496
clean_097,0.2,0.0,0.4,0.4,0.15624109030127625,0.10924159277649559,0.09475881690354426,0.622684895643156,-0.293256301471575
clean_160,0.3,0.3,0.3,0.1,0.15568990070713098,0.11342644598798723,0.08819789505785547,0.61174664596982,-0.29306179583403247
clean_148,0.3,0.1,0.4,0.2,0.1548374330934495,0.11321195766069514,0.08349893615513859,0.6186057765049083,-0.2931588171889923
clean_168,0.3,0.5,0.2,0.0,0.15473528486310778,0.11255690856433032,0.09160737405865249,0.5971892750691385,-0.2929704910907107
clean_184,0.4,0.1,0.5,0.0,0.15469423298603113,0.12080149263513884,0.06880654441013978,0.615713740819059,-0.3169530677495679
clean_087,0.1,0.6,0.0,0.3,0.15418060837223774,0.100148783803792,0.12086175891442208,0.5783281041563592,-0.2925655153075145
clean_077,0.1,0.4,0.1,0.4,0.15374207537455914,0.10010761077772035,0.11632264990942232,0.5878071393510023,-0.292659334316525
clean_128,0.2,0.5,0.1,0.2,0.15303493029715934,0.10419638444502866,0.10539394640581867,0.5889891570839656,-0.29256789207010436
clean_118,0.2,0.3,0.2,0.3,0.15295505537928417,0.10442397785337687,0.10117023198282826,0.5994959907240955,-0.2926629321976053
clean_000,0.0,0.0,0.3,0.7,0.1522990750929872,0.09770934011288701,0.11785902312623597,0.5831576408738419,-0.29335386288521537
clean_063,0.1,0.2,0.2,0.5,0.15177971445789484,0.09925642229660214,0.11097340040726222,0.5893384095775489,-0.292758872198874
clean_033,0.0,0.5,0.0,0.5,0.15173244785588186,0.09430430155688474,0.1299878468641411,0.5615351286250869,-0.2926581997513452
clean_134,0.2,0.7,0.0,0.1,0.15169625814889842,0.10315873119803598,0.10867294128214255,0.5719913704543408,-0.29247857384133435
clean_104,0.2,0.1,0.3,0.4,0.15105757813973034,0.1036289281122924,0.09585666151415495,0.6012322281810842,-0.29276368892013593
clean_189,0.4,0.2,0.4,0.0,0.14988496611791513,0.11504941597290519,0.070025606388886,0.5984763461750621,-0.3059956022864905
clean_164,0.3,0.4,0.2,0.1,0.14973936685203287,0.10713777269279645,0.08872818037839458,0.5883824912283663,-0.2925727343966399
clean_019,0.0,0.3,0.1,0.6,0.1496426440376806,0.09338846621908159,0.12457473133975228,0.5623714490430596,-0.29275652219095805
clean_154,0.3,0.2,0.3,0.2,0.14951603042560843,0.1073176082759959,0.08448675774082637,0.5977943813776297,-0.2926689990535979
clean_177,0.4,0.0,0.5,0.1,0.1486924759476669,0.11459059410936656,0.06539893891120774,0.6031843780868464,-0.2931694660068963
clean_170,0.3,0.6,0.1,0.0,0.14851796021120317,0.10611018712188147,0.09196151660433372,0.5726339295677417,-0.2924821893734342
clean_049,0.1,0.0,0.3,0.6,0.1476358201416902,0.09718193516099727,0.10433522175054044,0.5802609251992968,-0.2928691053210767
clean_140,0.3,0.0,0.4,0.3,0.14714953773417358,0.10616572663451329,0.07897610790563503,0.5975726938177509,-0.2927734676016397
clean_082,0.1,0.5,0.0,0.4,0.14656851194465362,0.09348694584820816,0.11621622049909752,0.5561147828599946,-0.29217248604724344
clean_123,0.2,0.4,0.1,0.3,0.14640566693178497,0.09801300367871701,0.10141924161508276,0.5717209224002996,-0.29217480975088816
clean_131,0.2,0.6,0.0,0.2,0.14611905068607495,0.09755169651775031,0.10540222742369343,0.5596736454831673,-0.2920805252654236
clean_005,0.0,0.1,0.2,0.7,0.14610529350530915,0.09176860622496208,0.11836534958674383,0.5553452489430877,-0.2928605604808946
clean_111,0.2,0.2,0.2,0.4,0.1451167406911298,0.09758750074151479,0.0965304598533121,0.576051022902273,-0.2922748138578559
clean_070,0.1,0.3,0.1,0.5,0.14496345062826865,0.09283880591585492,0.11109282516241481,0.5593231953003126,-0.2922712723287302
clean_193,0.4,0.3,0.3,0.0,0.14471697125668648,0.10913132132228553,0.07107119364806169,0.5791682036889665,-0.295129482669792
clean_183,0.4,0.1,0.4,0.1,0.1442491843704005,0.1092050035133032,0.06679267537467903,0.5868837965001488,-0.29267754054956463
clean_159,0.3,0.3,0.2,0.2,0.14380913821170827,0.10127176368813418,0.08526238966693378,0.5746736309874764,-0.2921796005900227
clean_167,0.3,0.5,0.1,0.1,0.14348421844523584,0.10074983298198892,0.08908194112220724,0.5630973631938033,-0.292084092596275
clean_147,0.3,0.1,0.3,0.3,0.14226106559095755,0.10069487948611178,0.08017587991191477,0.5779137392571605,-0.29228082592348814
clean_026,0.0,0.4,0.0,0.6,0.14224642592815817,0.08675917487176266,0.12433011764338797,0.5289188571208421,-0.29227019567381485
clean_171,0.3,0.7,0.0,0.0,0.1420320682454981,0.09957593288924227,0.09213914145945745,0.546447660741155,-0.2919943072555392
clean_055,0.1,0.1,0.2,0.6,0.14187582066041182,0.09144508539471397,0.1051687525808711,0.5545814364932211,-0.2923757752025927
clean_096,0.2,0.0,0.3,0.5,0.1414367322344009,0.09575518532126281,0.09015662387497225,0.5693663387915155,-0.292384685298671
clean_127,0.2,0.5,0.0,0.3,0.13953423818530056,0.0914883449410755,0.10148398436526485,0.541960359110758,-0.2916871066832646
clean_196,0.4,0.4,0.2,0.0,0.13923321091678537,0.10308984215574069,0.07194332875174236,0.5579630699781825,-0.29209012931169176
clean_188,0.4,0.2,0.3,0.1,0.13922187493354932,0.10347098354795925,0.06790010651703948,0.5676925284966194,-0.29218686422826545
clean_011,0.0,0.2,0.1,0.7,0.13916877633334057,0.08539622414987091,0.11839664033433417,0.5241204974311778,-0.29237348640480176
clean_117,0.2,0.3,0.1,0.4,0.13860921145298163,0.09127907964064597,0.09682266718594135,0.5479496351281166,-0.2917863582064899
clean_076,0.1,0.4,0.0,0.5,0.13784409614057605,0.0863176572958595,0.11102981525175015,0.5274455718753532,-0.2917840915122488
clean_163,0.3,0.4,0.1,0.2,0.13759129701234699,0.09499123048205704,0.08567688543511243,0.5489349309257905,-0.2916906218628097
clean_205,0.5,0.0,0.5,0.0,0.13751774495554434,0.11009593051148592,0.04835238616895565,0.569544707979661,-0.3341786874240755
clean_176,0.4,0.0,0.4,0.2,0.1371735175785112,0.10249161199605727,0.06273988407558018,0.5685658515820278,-0.29229097456562847
clean_169,0.3,0.6,0.0,0.1,0.13692108242300868,0.09424740718424607,0.08925844645204872,0.5359510417684642,-0.2915958704974624
clean_153,0.3,0.2,0.2,0.3,0.13659100685556597,0.09474487224796313,0.08100116819573411,0.5544373304806787,-0.2917910935968121
clean_103,0.2,0.1,0.2,0.5,0.13594637777669638,0.09011788536022602,0.09112253895218214,0.5453888487490611,-0.2918913270631275
clean_062,0.1,0.2,0.1,0.6,0.1351837708085459,0.08516689918103171,0.10535210254876692,0.5247800053529681,-0.2918878458477647
clean_192,0.4,0.3,0.2,0.1,0.13372497325892999,0.09748679480355937,0.06879238012800215,0.5459518233839372,-0.29169660800075015
clean_139,0.3,0.0,0.3,0.4,0.13356159390243486,0.09329168727816306,0.07511450877556758,0.5505222890286674,-0.29190060410104013
clean_198,0.4,0.5,0.1,0.0,0.13330486096392533,0.09684695992373427,0.07246417184323728,0.5345743345671359,-0.29160063073477227
clean_210,0.5,0.1,0.4,0.0,0.13307731899273248,0.104675039291664,0.049719493499974066,0.5535644736774186,-0.3232396372334556
clean_182,0.4,0.1,0.3,0.2,0.1325045065889068,0.09712013329778002,0.06403086076421127,0.5502316838097542,-0.2917983033501186
clean_018,0.0,0.3,0.0,0.7,0.13188272366562337,0.07886770400102128,0.11817665491468743,0.49109104790604385,-0.2918868310539704
clean_122,0.2,0.4,0.0,0.4,0.13175749027847897,0.0848412480824361,0.09691771484798073,0.517774269746231,-0.29129832203054473
clean_166,0.3,0.5,0.0,0.2,0.13102760149599957,0.08857518832847622,0.08589074639072791,0.5211526458169548,-0.2912020629365011
clean_158,0.3,0.3,0.1,0.3,0.13056925483593324,0.08866879109198855,0.08163082119633547,0.5287873382183945,-0.29130178110301463
clean_048,0.1,0.0,0.2,0.7,0.13038801661585453,0.08278686578911976,0.09837232901281512,0.5120419843853813,-0.29200313390311494
clean_110,0.2,0.2,0.1,0.5,0.12969953401881384,0.08404948979643034,0.09163601649411102,0.5177903519272232,-0.2914025413685737
clean_146,0.3,0.1,0.2,0.4,0.12837695970058782,0.08779796887665325,0.07619224446810913,0.5284050503416312,-0.2914072173429605
clean_214,0.5,0.2,0.3,0.0,0.1282226018873474,0.09901793779264412,0.05091621384123135,0.5353697505939154,-0.31238302116263583
clean_069,0.1,0.3,0.0,0.6,0.12811534679195763,0.07872373376061548,0.10530183206452026,0.4929055691623228,-0.291400335639903
clean_195,0.4,0.4,0.1,0.1,0.12790637510955621,0.09138598467020587,0.06949057320765717,0.5222761234513552,-0.2912067719316145
clean_187,0.4,0.2,0.2,0.2,0.12718156363611335,0.09135497981822716,0.06500038592670498,0.5286845996716558,-0.2913077126967538
clean_199,0.4,0.6,0.0,0.0,0.12710801080135783,0.09051535918752296,0.07281143343828766,0.5095536525735775,-0.2911115522812684
clean_204,0.5,0.0,0.4,0.1,0.12671987218558675,0.09843565932248022,0.04622864336443899,0.5378988358276693,-0.29792346495157973
clean_095,0.2,0.0,0.2,0.6,0.12530304950793014,0.08188277764174723,0.08485237983884053,0.5071766897122963,-0.29151746578451554
clean_175,0.4,0.0,0.3,0.3,0.12446340136426672,0.09003667865320164,0.059441035655833474,0.5260908347559569,-0.29141686301264247
clean_054,0.1,0.1,0.1,0.7,0.12440517844163704,0.07704390999685717,0.09905710110459953,0.4846170211214286,-0.2915090588069792
clean_162,0.3,0.4,0.0,0.3,0.12405213386020714,0.08237401913648412,0.08187475011334544,0.5006529734431302,-0.29081288850665654
clean_217,0.5,0.3,0.2,0.0,0.12305472160626615,0.09322904343059135,0.051942555033401616,0.5153452903789085,-0.3016169102170333
clean_116,0.2,0.3,0.0,0.5,0.12292597020186305,0.07773510021643393,0.09175272155376879,0.4875909360587205,-0.2909141752429514
clean_152,0.3,0.2,0.1,0.4,0.1223833314950415,0.08181032221748108,0.07685339712286776,0.5024111902769253,-0.29091757424686693
clean_209,0.5,0.1,0.3,0.1,0.12220152239232238,0.09312371957183996,0.04759680078110873,0.5204825041488579,-0.2913161224832739
clean_197,0.4,0.5,0.0,0.1,0.12164236577396759,0.08508679106739514,0.0698374145623657,0.49639066764820805,-0.29071735608545435
clean_191,0.4,0.3,0.1,0.2,0.1214327204769993,0.08538494973275657,0.06576153193308709,0.5047329105741922,-0.29081754229849244
clean_102,0.2,0.1,0.1,0.6,0.11954531585623498,0.07622647052126608,0.08567084219614052,0.4810818088463318,-0.2910233631688036
clean_181,0.4,0.1,0.2,0.3,0.11953766033150927,0.08466450471808318,0.0606186482998845,0.5055336301069402,-0.2909234473239657
clean_138,0.3,0.0,0.2,0.5,0.1185663185645943,0.07995630858296021,0.07051451574026646,0.4943817869273824,-0.2910321357625161
clean_219,0.5,0.4,0.1,0.0,0.11752762128212149,0.0872628355935392,0.052798539510652054,0.49330358072802355,-0.2932132790103098
clean_061,0.1,0.2,0.0,0.7,0.11752126152245383,0.0707561093530793,0.09908744337952902,0.45341362896747545,-0.29102122236757955
clean_213,0.5,0.2,0.2,0.1,0.11713166239102618,0.08748491720296969,0.04868376676599029,0.5003558203944729,-0.29082467244010346
clean_157,0.3,0.3,0.0,0.4,0.11605596738138435,0.07569953205303781,0.07732133234294247,0.4743984844667892,-0.2904283511419292
clean_225,0.6,0.0,0.4,0.0,0.11588441699965271,0.09397818260057167,0.029460962383416556,0.5065921872428474,-0.3419081681085634
clean_194,0.4,0.4,0.0,0.2,0.11536641028090143,0.07929485765990418,0.06634622881961971,0.4788562703907301,-0.29032779221994787
clean_203,0.5,0.0,0.3,0.2,0.11479103630913609,0.08639256721376576,0.04347132629987582,0.49914098090913883,-0.29093346331935077
clean_186,0.4,0.2,0.1,0.3,0.11388142442532417,0.07884454928549944,0.06142844836267636,0.481461603452216,-0.2904329457636936
clean_145,0.3,0.1,0.1,0.5,0.11312686447379347,0.07446404330639678,0.07146264963693882,0.4700964359887375,-0.29053800522434314
clean_109,0.2,0.2,0.0,0.6,0.11305698937436554,0.07013920976190113,0.08603498318852698,0.4516296856066675,-0.29053467025617163
clean_220,0.5,0.5,0.0,0.0,0.11173592066366692,0.0812060347596526,0.05348420506634688,0.46967038287971297,-0.2902329874100359
clean_216,0.5,0.3,0.1,0.1,0.11164558280845484,0.08163365116495802,0.04955942775005173,0.47797563784464503,-0.2903336430745207
clean_229,0.6,0.1,0.3,0.0,0.11137371804862202,0.08863533176445482,0.03080287593913278,0.4895165620820929,-0.33109610871195705
clean_174,0.4,0.0,0.2,0.4,0.11054819248435846,0.0772400105017923,0.05550750067677113,0.47551935980251736,-0.2905471451216092
clean_208,0.5,0.1,0.2,0.2,0.11005206365999529,0.08109513725414508,0.04473843182599513,0.47973451759709707,-0.2904400182894269
clean_094,0.2,0.0,0.1,0.7,0.10804174324507712,0.06764842876692345,0.07889060845627571,0.43785503448040325,-0.29065465668698587
clean_190,0.4,0.3,0.0,0.3,0.1078369005358367,0.0728454443433213,0.062046153312258046,0.45515787936166513,-0.289942864617062
clean_151,0.3,0.2,0.0,0.5,0.10686188859102495,0.06845574945893862,0.07196633366861183,0.44198538815078237,-0.29004845477632024
clean_232,0.6,0.2,0.2,0.0,0.10647663730661132,0.08307518146481008,0.031977470364024985,0.47038287318517774,-0.32036552646227445
clean_218,0.5,0.4,0.0,0.1,0.10579488158235513,0.07560967834680654,0.05024448278888194,0.4535572973760662,-0.28984303445119297
