variant,structure,dte_bucket,profit_taking,n_trades,activations_per_year,premium_at_risk_per_year,cash_premium_per_year,max_concurrent_risk,avg_dte,avg_moneyness,baseline_sharpe,options_sharpe,tilt_sharpe,options_minus_baseline_sharpe,options_minus_tilt_sharpe,baseline_cagr,options_cagr,tilt_cagr,options_minus_baseline_cagr,options_minus_tilt_cagr,baseline_max_drawdown,options_max_drawdown,tilt_max_drawdown,baseline_cvar_5,options_cvar_5,tilt_cvar_5,options_cvar_1,tilt_cvar_1,upside_capture,downside_capture,sharpe_ex_best,sharpe_ex_top3,hit_rate,avg_trade_return,median_trade_return,worst_trade_return,best_trade_return,gates_passed,gates_total,verdict
outright_call|dte=60-90|PT,outright_call,60-90,True,18,0.8432432432432432,0.004216216216216217,0.004216216216216217,0.01,75.0,0.020000000000000018,0.9482556438408204,0.9692620671642543,0.9499522005328809,0.021006423323433943,0.019309866631373462,0.07134169431933479,0.07225296482708332,0.0714061340604335,0.0009112705077485295,0.0008468307666498198,-0.11603457885760937,-0.11573309513404695,-0.11598667607109292,-0.02494792885739993,-0.02467369987478554,-0.024924872035795482,-0.0378116845704091,-0.03804417673496968,0.9929886556188858,0.984509825323993,0.9642841544245625,0.9548758915898141,0.6111111111111112,0.40090634393084756,0.8550878195704106,-0.9996485048106226,2.2646508169018738,15,16,RESEARCH-ONLY
outright_call|dte=60-90|noPT,outright_call,60-90,False,16,0.7495495495495496,0.003747747747747748,0.003747747747747748,0.01,75.0,0.020000000000000018,0.9482556438408204,0.9644005128400767,0.9501827953327303,0.016144868999256268,0.01421771750734635,0.07134169431933479,0.0720063401777089,0.07141621305726242,0.0006646458583741133,0.000590127120446482,-0.11603457885760937,-0.11531093949715199,-0.11597829318989217,-0.02494792885739993,-0.024665452227981326,-0.024919106605868515,-0.0377288188168863,-0.0380412371065964,0.9936412803853005,0.9869078157983039,0.9591392018266858,0.951305348252394,0.625,0.3807314660940962,0.3054156363318944,-0.9970429868927159,1.7116088679289936,15,16,RESEARCH-ONLY
outright_call|dte=90-120|PT,outright_call,90-120,True,24,1.1243243243243244,0.005621621621621622,0.005621621621621622,0.01,105.0,0.020000000000000018,0.9482556438408204,0.9639079836930216,0.9505625974098624,0.015652339852201158,0.013345386283159177,0.07134169431933479,0.0718302323434048,0.0714276344530631,0.0004885380240700066,0.0004025978903416938,-0.11603457885760937,-0.11493104985168412,-0.11591061070579312,-0.02494792885739993,-0.02467939829414865,-0.02491548701527982,-0.03788457071918127,-0.03804299969667723,0.9910647608510158,0.9842677272292447,0.9601344878238355,0.952449345259121,0.5416666666666666,0.22592069177290638,0.24479274984288396,-0.9999843068786235,1.667214205013837,15,16,RESEARCH-ONLY
outright_call|dte=90-120|noPT,outright_call,90-120,False,21,0.9837837837837837,0.00491891891891892,0.00491891891891892,0.01,105.0,0.020000000000000018,0.9482556438408204,0.9482620638894458,0.9509583368104616,6.420048625388475e-06,-0.0026962729210158187,0.07134169431933479,0.07131480535044044,0.0714456255062137,-2.6888968894356324e-05,-0.00013082015577325912,-0.11603457885760937,-0.11657587291191707,-0.11594209342845196,-0.02494792885739993,-0.024991447246641884,-0.02491457448965902,-0.03828281212246689,-0.03804606394065923,0.9936986503569493,0.990927776506443,0.9443325879116866,0.9355484228497553,0.47619047619047616,0.06445639757481404,-0.024229449761237996,-0.9993522556255768,2.157421686825606,13,16,RESEARCH-ONLY
outright_call|dte=60-120|PT,outright_call,60-120,True,22,1.0306306306306305,0.005153153153153154,0.005153153153153154,0.01,90.0,0.020000000000000018,0.9482556438408204,0.9581701459523431,0.949983452571985,0.009914502111522672,0.008186693380358046,0.07134169431933479,0.07171705860771316,0.07140036560095564,0.0003753642883783659,0.000316693006757518,-0.11603457885760937,-0.11621812091227712,-0.11595613056439436,-0.02494792885739993,-0.02478573373939978,-0.024918872837753802,-0.037839918733629664,-0.038035321621888545,0.9943795861480729,0.9896592763720589,0.953880238493542,0.946199886620951,0.5909090909090909,0.19475254320913973,0.20592235884746862,-0.9996937654109512,1.9118233031187049,14,16,RESEARCH-ONLY
outright_call|dte=60-120|noPT,outright_call,60-120,False,19,0.8900900900900901,0.004450450450450451,0.004450450450450451,0.01,90.0,0.020000000000000018,0.9482556438408204,0.945716999490263,0.9505068644222254,-0.0025386443505573952,-0.004789864931962429,0.07134169431933479,0.071109798209543,0.0714182188451582,-0.00023189610979179598,-0.00030842063561520305,-0.11603457885760937,-0.11656208061218776,-0.11594018258088912,-0.02494792885739993,-0.024892087499913524,-0.02491362642539215,-0.037918912487737495,-0.03803263001120885,0.9945056432119204,0.9933678997892675,0.9432575272519768,0.9387085077500954,0.5789473684210527,0.033725705518410004,0.12772159987332796,-0.9965604381552943,1.192054015780345,12,16,RESEARCH-ONLY
backspread_1x2|dte=60-90|PT,backspread_1x2,60-90,True,0,0.0,0.0,0.0,0.0,,,0.9482556438408204,0.9482556438408204,0.9482556438408204,0.0,0.0,0.07134169431933479,0.07134169431933479,0.07134169431933479,0.0,0.0,-0.11603457885760937,-0.11603457885760937,-0.11603457885760937,-0.02494792885739993,-0.02494792885739993,-0.02494792885739993,-0.03806773897428264,-0.03806773897428264,1.0,1.0,0.9482556438408204,0.9482556438408204,,,,,,13,16,RESEARCH-ONLY
backspread_1x2|dte=60-90|noPT,backspread_1x2,60-90,False,0,0.0,0.0,0.0,0.0,,,0.9482556438408204,0.9482556438408204,0.9482556438408204,0.0,0.0,0.07134169431933479,0.07134169431933479,0.07134169431933479,0.0,0.0,-0.11603457885760937,-0.11603457885760937,-0.11603457885760937,-0.02494792885739993,-0.02494792885739993,-0.02494792885739993,-0.03806773897428264,-0.03806773897428264,1.0,1.0,0.9482556438408204,0.9482556438408204,,,,,,13,16,RESEARCH-ONLY
backspread_1x2|dte=90-120|PT,backspread_1x2,90-120,True,0,0.0,0.0,0.0,0.0,,,0.9482556438408204,0.9482556438408204,0.9482556438408204,0.0,0.0,0.07134169431933479,0.07134169431933479,0.07134169431933479,0.0,0.0,-0.11603457885760937,-0.11603457885760937,-0.11603457885760937,-0.02494792885739993,-0.02494792885739993,-0.02494792885739993,-0.03806773897428264,-0.03806773897428264,1.0,1.0,0.9482556438408204,0.9482556438408204,,,,,,13,16,RESEARCH-ONLY
backspread_1x2|dte=90-120|noPT,backspread_1x2,90-120,False,0,0.0,0.0,0.0,0.0,,,0.9482556438408204,0.9482556438408204,0.9482556438408204,0.0,0.0,0.07134169431933479,0.07134169431933479,0.07134169431933479,0.0,0.0,-0.11603457885760937,-0.11603457885760937,-0.11603457885760937,-0.02494792885739993,-0.02494792885739993,-0.02494792885739993,-0.03806773897428264,-0.03806773897428264,1.0,1.0,0.9482556438408204,0.9482556438408204,,,,,,13,16,RESEARCH-ONLY
