variant,underlying,open_date,exit_date,exit_index,exit_reason,structure,dte_bucket,dte_days,weeks_held,open_spot,exit_spot,long_strike,moneyness_long_otm,sigma,entry_cost_basis,max_loss_per_share,premium_fraction,trade_return,incremental_dollars,tilt_incremental_dollars,surplus,profit_taking
outright_call|dte=60-120|PT,SPY,2006-12-08,2007-02-16,110,time_stop,outright_call,60-120,90,10,98.60983276367188,102.18128967285156,100.58202941894531,0.020000000000000018,0.07210020593944032,0.8409296080102167,0.8409296080102167,0.005,1.0922121032204137,0.00573515121275095,0.00019670191915391325,0.03270244096464352,True
outright_call|dte=60-120|PT,SPY,2009-06-26,2009-08-07,239,profit_target,outright_call,60-120,90,6,68.0250244140625,74.95790100097656,69.38552490234375,0.020000000000000018,0.22943304076758697,2.761642550838798,2.761642550838798,0.005,1.1646911421633206,0.006327102587332014,0.0006067481778019789,0.04132477235151068,True
outright_call|dte=60-120|PT,QQQ,2009-07-31,2009-10-09,248,time_stop,outright_call,60-120,90,10,34.1510009765625,36.809600830078125,34.83402099609375,0.020000000000000018,0.23534591396272006,1.4283398612018523,1.4283398612018523,0.005,0.4442316550412058,0.002272631372194004,0.00048288407990626725,0.0439466915575189,True
outright_call|dte=60-120|PT,QQQ,2010-01-15,2010-03-26,272,time_stop,outright_call,60-120,90,10,39.79605484008789,41.706642150878906,40.59197593688965,0.020000000000000018,0.177839398471188,1.1905988799337393,1.1905988799337393,0.005,0.12772159987332796,0.000536083909768417,0.00032287558141675434,0.019597464826007938,True
outright_call|dte=60-120|PT,SPY,2010-12-31,2011-02-11,318,profit_target,outright_call,60-120,90,6,95.93637084960938,101.55144500732422,97.85509826660156,0.020000000000000018,0.11908843406087921,1.7145658435392235,1.7145658435392235,0.005,1.4212739317804628,0.010278783488978843,0.0004414681747472304,0.03866033196908867,True
outright_call|dte=60-120|PT,SPY,2011-02-11,2011-04-22,328,time_stop,outright_call,60-120,90,10,101.55144500732422,102.50595092773438,103.5824739074707,0.020000000000000018,0.11588718451928723,1.7489986563323316,1.7489986563323316,0.005,-0.6205716188476276,-0.004905015751711321,7.318338078458475e-05,0.03743254376605342,True
outright_call|dte=60-120|PT,SPY,2014-06-13,2014-08-22,502,time_stop,outright_call,60-120,90,10,158.3817596435547,163.2886505126953,161.5493948364258,0.020000000000000018,0.10775575445972717,2.467511919583828,2.467511919583828,0.005,0.06539091982261137,0.00033008541927446685,0.00029720022998253796,0.01103478204566568,True
outright_call|dte=60-120|PT,QQQ,2014-07-25,2014-08-29,503,profit_target,outright_call,60-120,90,5,88.42284393310547,91.20148468017578,90.19130081176758,0.020000000000000018,0.07796565291434661,0.8543910650596089,0.8543910650596089,0.005,1.058760620891616,0.009790985591058265,0.0002994896101977649,0.06146998865470557,True
outright_call|dte=60-120|PT,QQQ,2014-09-05,2014-10-17,510,thesis_invalidated,outright_call,60-120,90,6,91.30200958251952,85.20659637451172,93.12804977416991,0.020000000000000018,0.09460402876071454,1.1817134361074182,1.1817134361074182,0.005,-0.995300252167906,-0.008840308875448571,-0.000635608923502207,0.025258431701954943,True
outright_call|dte=60-120|PT,SPY,2016-08-05,2016-10-14,614,time_stop,outright_call,60-120,90,10,186.32742309570312,182.9254608154297,190.0539715576172,0.020000000000000018,0.10244285117173055,2.70376888003426,2.70376888003426,0.005,-0.95884143050988,-0.009941421847417736,-0.00019297626020456322,0.012127690060563037,True
outright_call|dte=60-120|PT,SPY,2018-08-24,2018-10-19,719,thesis_invalidated,outright_call,60-120,90,8,255.2107696533203,246.32589721679688,260.3149850463867,0.020000000000000018,0.06657269424224249,1.9071851387016565,1.9071851387016565,0.005,-0.9965604381552943,-0.01077354136559637,-0.0003899869135926425,0.012847036754157309,True
outright_call|dte=60-120|PT,SPY,2019-04-12,2019-06-21,754,time_stop,outright_call,60-120,90,10,261.38629150390625,266.133544921875,266.6140173339844,0.020000000000000018,0.11788975231104674,4.607904603600192,4.607904603600192,0.005,-0.4149808010768654,-0.004785101816392751,0.0002006410820970144,0.05221028649844434,True
outright_call|dte=60-120|PT,QQQ,2020-07-31,2020-08-28,816,profit_target,outright_call,60-120,90,4,257.13916015625,283.00885009765625,262.281943359375,0.020000000000000018,0.20839190181360062,9.317626419895822,9.317626419895822,0.005,1.4322149802944364,0.016930220606684962,0.0012791127789595178,0.09986780286084329,True
outright_call|dte=60-120|PT,QQQ,2020-08-28,2020-09-18,819,thesis_invalidated,outright_call,60-120,90,3,283.00885009765625,258.18402099609375,288.66902709960937,0.020000000000000018,0.19027695193771518,9.194079138533883,9.194079138533883,0.005,-0.8947701189463859,-0.00999570980578972,-0.0010864207187780961,0.10998185716358774,True
outright_call|dte=60-120|PT,SPY,2020-07-31,2020-10-09,822,time_stop,outright_call,60-120,90,10,301.4715270996094,321.5238952636719,307.5009576416016,0.020000000000000018,0.21881389895896766,11.575098908286666,11.575098908286666,0.005,0.3131475062103232,0.00313571232180223,0.0008456783338762107,0.04809091755669384,True
