Date,baseline_equity,overlay_equity,baseline_return,overlay_return
2011-10-28,1.587930568344853,1.587930568344853,0.00609702364492537,0.00609702364492537
2011-11-04,1.5848455165323359,1.5848455165323359,-0.0019428127866653044,-0.0019428127866653044
2011-11-11,1.5793414125517022,1.5793414125517022,-0.0034729593031103123,-0.0034729593031103123
2011-11-18,1.570316864629388,1.570316864629388,-0.005714120994100735,-0.005714120994100735
2011-11-25,1.5977046132624628,1.5977046132624628,0.017440905877005086,0.017440905877005086
2011-12-02,1.5859864725480415,1.5859864725480415,-0.007334359941850166,-0.007334359941850166
2011-12-09,1.5779425632924053,1.5779425632924053,-0.00507186498426615,-0.00507186498426615
2011-12-16,1.5740114567802157,1.5740114567802157,-0.0024912861872407044,-0.0024912861872407044
2011-12-23,1.57676479129378,1.57676479129378,0.0017492468061170996,0.0017492468061170996
2011-12-30,1.5778681458232042,1.5778681458232042,0.0006997584773051901,0.0006997584773051901
2012-01-06,1.590660647135542,1.590660647135542,0.008107459008029894,0.008107459008029894
2012-01-13,1.5885542664559427,1.5885542664559427,-0.001324217508864911,-0.001324217508864911
2012-01-20,1.6123605269561316,1.6123605269561316,0.014986117253205755,0.014986117253205755
2012-01-27,1.6121559764689166,1.6121559764689166,-0.0001268639884165479,-0.0001268639884165479
2012-02-03,1.6082666241988604,1.6082666241988604,-0.0024125161130965633,-0.0024125161130965633
2012-02-10,1.6093204969340813,1.6093204969340813,0.0006552848385732446,0.0006552848385732446
2012-02-17,1.6265016664291565,1.6282760745055773,0.010676039687437688,0.011778621851650017
2012-02-24,1.6206738226556778,1.622579728876512,-0.003583054289930887,-0.0034983905482950384
2012-03-02,1.6163932251851143,1.6180550329854895,-0.0026412455182062144,-0.002788581547333524
2012-03-09,1.6027741887713463,1.6038040378414449,-0.00842557132854127,-0.008807484821916067
2012-03-16,1.6065924582478173,1.6154738779219093,0.00238228785016692,0.007276350355228445
2012-03-23,1.6096504891532655,1.6152658585671138,0.0019034266529442956,-0.0001287667709385376
2012-03-30,1.6026343214222905,1.6104064873419666,-0.004358814399929578,-0.0030084033531532217
2012-04-06,1.6091327331210636,1.6115225793572845,0.004054831231248057,0.0006930498753516812
2012-04-13,1.6154539167388906,1.6063418261921445,0.003928317091385303,-0.0032148188498892782
2012-04-20,1.635036044691201,1.62466379898574,0.012121749651541114,0.011406023608952598
2012-04-27,1.617445864530922,1.6114341441481805,-0.01075828280201685,-0.008143010785258253
2012-05-04,1.6153217377920133,1.589872384255349,-0.001313259865748151,-0.013380478483177027
2012-05-11,1.5746044111774218,1.5419761853891663,-0.025206945255530355,-0.030125813455534667
2012-05-18,1.588383445745561,1.588383445745561,0.008750791291023852,0.030095964383965113
2012-05-25,1.5943620512101704,1.5943620512101704,0.00376395604010038,0.00376395604010038
2012-06-01,1.6056071827832101,1.6056071827832101,0.00705306022838692,0.00705306022838692
2012-06-08,1.61430813950779,1.61430813950779,0.0054191067515638736,0.0054191067515638736
2012-06-15,1.6107861600849225,1.6107861600849225,-0.0021817268566467485,-0.0021817268566467485
2012-06-22,1.6264264924884166,1.6264264924884166,0.00970975092228854,0.00970975092228854
2012-06-29,1.6428982592510566,1.6428982592510566,0.01012758144233028,0.01012758144233028
2012-07-06,1.6546356447708408,1.6546356447708408,0.007144316730322009,0.007144316730322009
2012-07-13,1.6569412744959215,1.6569412744959215,0.0013934365141758942,0.0013934365141758942
2012-07-20,1.6583449898386493,1.6583449898386493,0.0008471726574346139,0.0008471726574346139
2012-07-27,1.662941763402116,1.662941763402116,0.002771904273014991,0.002771904273014991
2012-08-03,1.6563806654142559,1.6491360461027218,-0.003945476704149353,-0.008301984833882448
2012-08-10,1.6467768139604193,1.6310773960314005,-0.005798094396033515,-0.010950370112883023
2012-08-17,1.6634831234636644,1.6374011507271953,0.010144853486895533,0.0038770414642379514
2012-08-24,1.6765989831428723,1.6545368857669704,0.007884576341176341,0.010465202758752845
2012-08-31,1.679280685592973,1.6635950980265402,0.0015994894885797972,0.005474772026838659
2012-09-07,1.6777182404458433,1.6511204118931888,-0.0009304252472706054,-0.007498631216303564
2012-09-14,1.675220994655896,1.644843271758433,-0.0014884774628686204,-0.003801745826374048
2012-09-21,1.6726740135614124,1.6419695050642094,-0.0015203851328324802,-0.001747137094193385
2012-09-28,1.6788650513768018,1.6481526002582498,0.0037012817591441927,0.0037656577512374945
2012-10-05,1.675666434209053,1.6442056585295264,-0.0019052258936033128,-0.0023947671642207125
2012-10-12,1.6791268177359726,1.646961052501658,0.0020650789776981426,0.0016758207574811834
2012-10-19,1.6651387488868135,1.6334244644437141,-0.008330561278283799,-0.008219130645125139
2012-10-26,1.6671340658271068,1.635185260688615,0.001198288696138583,0.0010779783719601088
2012-11-02,1.6493062619194994,1.6462887185322495,-0.010693683413374844,0.006790336306577549
2012-11-09,1.634975240994837,1.6164570396259859,-0.008689120544527307,-0.018120563283006708
2012-11-16,1.6640942234567428,1.639700702846242,0.017810044905749,0.014379388162171214
2012-11-23,1.67213540145318,1.6600412860766232,0.00483216508001183,0.012405058554328496
2012-11-30,1.6814071181933603,1.669860594565059,0.005544836101264661,0.005915098962172793
2012-12-07,1.6782401564907,1.6645947306557065,-0.001883518672184059,-0.003153475162232966
2012-12-14,1.6906388640616643,1.672286744471099,0.007387922117708667,0.004620952880442175
2012-12-21,1.6860392152824615,1.6713568458511208,-0.0027206571888169773,-0.0005560640978902187
2012-12-28,1.7060838359247348,1.6783637739060189,0.011888585070018776,0.004192359083753816
2013-01-04,1.715863045570545,1.7142253553536788,0.005731963130938267,0.021366989686747218
2013-01-11,1.7202113772367293,1.7171872962558217,0.0025341950672632674,0.0017278596964467319
2013-01-18,1.7271951608812421,1.7282181667569185,0.004059840399225356,0.006423801599946932
2013-01-25,1.7237574819032928,1.748767038112854,-0.001990324576983782,0.011890206775511558
2013-02-01,1.7173944965517485,1.7186420045340487,-0.0036913460381436947,-0.017226441785701763
2013-02-08,1.7169917440892513,1.7185680572588558,-0.00023451365618432085,-4.3026572723037226e-05
2013-02-15,1.719314039622603,1.7194575543799462,0.0013525373906695393,0.0005175803875403506
2013-02-22,1.7194234687005465,1.7145540832966792,6.364694024574291e-05,-0.0028517546541212413
2013-03-01,1.7352932366419351,1.7279738901024224,0.009229702996541134,0.007826995331602582
2013-03-08,1.7401324783385257,1.7538788878753198,0.0027887169697931036,0.014991544676269397
2013-03-15,1.7342694021378227,1.7536535394271535,-0.0033693274929855743,-0.00012848575219426284
2013-03-22,1.735550182564141,1.7464931567607496,0.0007385129581019001,-0.004083122752252977
2013-03-29,1.736776353817134,1.7529305407175404,0.0007065029091704034,0.003685891314186618
2013-04-05,1.761367089675576,1.7539989137218006,0.014158838473586899,0.0006094782305652302
2013-04-12,1.746764424263717,1.7764285274386908,-0.008290529269823321,0.012787701030724685
2013-04-19,1.769120428739172,1.7454674358162334,0.012798522894624575,-0.01742884171484127
2013-04-26,1.7951344345373421,1.788092539686039,0.01470448555992876,0.02442045207785437
2013-05-03,1.797288781279395,1.797288781279395,0.0012001032906530096,0.005143045669756319
2013-05-10,1.8081601787150035,1.8081601787150035,0.006048776105902043,0.006048776105902043
2013-05-17,1.779965462011752,1.779965462011752,-0.01559304149883911,-0.01559304149883911
2013-05-24,1.745274205141238,1.731938246544853,-0.019489848320598968,-0.02698210526659195
2013-05-31,1.7445896249768569,1.7219815724343477,-0.0003922479128863898,-0.005748862080024231
2013-06-07,1.735591069048268,1.7147839169994359,-0.0051579785869173556,-0.004179867862776576
2013-06-14,1.682712237314655,1.6553568391185824,-0.030467333392427354,-0.034655723844693065
2013-06-21,1.7088435273506273,1.67652433487627,0.015529268437290078,0.012787270549447394
2013-06-28,1.7165301404111748,1.684085730932766,0.00449813744647809,0.004510161826582815
2013-07-05,1.7597335706929633,1.7282392500065749,0.025169048456929355,0.026218094639014256
2013-07-12,1.778401583198428,1.7545517382595015,0.010608431194566226,0.015225026426651578
2013-07-19,1.7686734309602745,1.7475242613793847,-0.005470166204338045,-0.004005283359206024
2013-07-26,1.7771766222343524,1.7504081503106863,0.004807666087606188,0.0016502711836603456
2013-08-02,1.7688515677059884,1.7441640479494271,-0.004684427211234299,-0.003567226512371291
2013-08-09,1.7463502937583206,1.711018557855755,-0.012720837835392573,-0.019003654004129067
2013-08-16,1.755330590234457,1.7197808703989448,0.005142322538744359,0.005121109004317725
2013-08-23,1.7310446941451263,1.7310446941451263,-0.01383551122759552,0.006549569157359381
2013-08-30,1.7456683570353946,1.7456683570353946,0.008447882911243987,0.008447882911243987
2013-09-06,1.7683295692522567,1.7683295692522567,0.012981395993994393,0.012981395993994393
2013-09-13,1.7921134677715493,1.7921134677715493,0.013449924116435863,0.013449924116435863
2013-09-20,1.7876148115189376,1.7876148115189376,-0.0025102519084384545,-0.0025102519084384545
2013-09-27,1.7876090625451102,1.7876090625451102,-3.216002569694787e-06,-3.216002569694787e-06
2013-10-04,1.7945262964390531,1.7945262964390531,0.0038695451029402417,0.0038695451029402417
2013-10-11,1.8169457911679554,1.8169457911679554,0.012493266202557196,0.012493266202557196
2013-10-18,1.821453341310564,1.821453341310564,0.0024808390897073096,0.0024808390897073096
2013-10-25,1.810270931930319,1.810270931930319,-0.006139278523708547,-0.006139278523708547
2013-11-01,1.804248755749289,1.804248755749289,-0.0033266712041872815,-0.0033266712041872815
2013-11-08,1.8219055737640228,1.8219055737640228,0.009786243697533337,0.009786243697533337
2013-11-15,1.8214188546198116,1.8214188546198116,-0.0002671483918926798,-0.0002671483918926798
2013-11-22,1.8260266888756256,1.8260266888756256,0.0025298048519299954,0.0025298048519299954
2013-11-29,1.819821624632231,1.819821624632231,-0.003398123522069363,-0.003398123522069363
2013-12-06,1.799876709581752,1.799876709581752,-0.010959818688004441,-0.010959818688004441
2013-12-13,1.8253227621917572,1.8253227621917572,0.014137664249190829,0.014137664249190829
2013-12-20,1.8433089100862559,1.8433089100862559,0.009853680821304112,0.009853680821304112
2013-12-27,1.8379691125135167,1.8379691125135167,-0.0028968544249532435,-0.0028968544249532435
2014-01-03,1.8499817117993902,1.8499817117993902,0.006535800413667303,0.006535800413667303
2014-01-10,1.8522376092341075,1.8522376092341075,0.001219416073320545,0.001219416073320545
2014-01-17,1.824689359505009,1.824689359505009,-0.014872956683181449,-0.014872956683181449
2014-01-24,1.8179465014177667,1.8179465014177667,-0.003695345759604507,-0.003695345759604507
2014-01-31,1.8305455366671675,1.8305455366671675,0.00693036634443045,0.00693036634443045
2014-02-07,1.8616047470997819,1.8616047470997819,0.0169671880925526,0.0169671880925526
2014-02-14,1.8676029827285578,1.8676029827285578,0.0032220779615654838,0.0032220779615654838
2014-02-21,1.885580953698141,1.885580953698141,0.009626227381216435,0.009626227381216435
2014-02-28,1.886604753406121,1.886604753406121,0.0005429624784722975,0.0005429624784722975
2014-03-07,1.8666157052339185,1.8666157052339185,-0.01059524955405411,-0.01059524955405411
2014-03-14,1.872644446366172,1.872644446366172,0.0032297709246467132,0.0032297709246467132
2014-03-21,1.8719545974437644,1.8719545974437644,-0.00036838222212776106,-0.00036838222212776106
2014-03-28,1.8760805216593934,1.8760805216593934,0.0022040728024403933,0.0022040728024403933
2014-04-04,1.851121036714096,1.851121036714096,-0.013304058465049673,-0.013304058465049673
2014-04-11,1.8740853271945994,1.8740853271945994,0.01240561261259665,0.01240561261259665
2014-04-18,1.8759878781242625,1.8759878781242625,0.0010151890642626782,0.0010151890642626782
2014-04-25,1.8861326994614236,1.8861326994614236,0.005407722222227074,0.005407722222227074
2014-05-02,1.8803463835838023,1.8803463835838023,-0.003067820137614641,-0.003067820137614641
2014-05-09,1.8868998367353242,1.8868998367353242,0.0034852371928577597,0.0034852371928577597
2014-05-16,1.893854762849038,1.893854762849038,0.003685901062849828,0.003685901062849828
2014-05-23,1.9012235646562188,1.9012235646562188,0.0038909012199517257,0.0038909012199517257
2014-05-30,1.9118873252747473,1.9118873252747473,0.005608893565579587,0.005608893565579587
2014-06-06,1.9067096514195898,1.92047349417851,-0.002708148009932243,0.0044909387651956845
2014-06-13,1.9185711134165668,1.918080452802263,0.006220906254995828,-0.0012460684219287588
2014-06-20,1.9200777382178347,1.9371214347383456,0.0007852848355383024,0.009927102853409586
2014-06-27,1.9099583410141692,1.9202438059838631,-0.0052703059893075554,-0.008712736564583157
2014-07-04,1.9153766062828301,1.9443456297251016,0.002836849973274269,0.012551439388130081
2014-07-11,1.9264689216131707,1.9317644692026417,0.005791192861996697,-0.006470639957278923
2014-07-18,1.9335108379701405,1.942588669500017,0.003655349057524848,0.005603271242401009
2014-07-25,1.906091896912169,1.9075187613916422,-0.014180908903906997,-0.018053182672686408
2014-08-01,1.9101168232686505,1.877148340185778,0.0021116119128368194,-0.015921427259623533
2014-08-08,1.939093960813866,1.9043443351464646,0.015170348322271154,0.014487930643773739
2014-08-15,1.9436886479061064,1.9100661722652001,0.002369502038112703,0.0030046231729912165
2014-08-22,1.9622592621577415,1.9354696130951228,0.009554315333189178,0.01329977002827909
2014-08-29,1.9572004709274986,1.9171782825435058,-0.0025780442614296017,-0.00945059040341445
2014-09-05,1.904132502390284,1.90069347766101,-0.027114222240129715,-0.008598472574300908
2014-09-12,1.9102673762760802,1.8918954654448128,0.0032218734137960947,-0.004628843271995642
2014-09-19,1.8997412496557382,1.890797413001951,-0.005510289685657477,-0.0005803980520687757
2014-09-26,1.9049480552899212,1.8789363214180104,0.0027407972718003215,-0.006273063154401681
2014-10-03,1.9098199326738912,1.8777900104271006,0.0025574856859960082,-0.0006100850666640456
2014-10-10,1.921554437314835,1.884617244212384,0.00614429896776425,0.0036357812893736963
2014-10-17,1.9446951592269446,1.9078230364557003,0.012042709518261807,0.012313265367055681
2014-10-24,1.964986370711195,1.9279964138826908,0.010434134824666597,0.010574029688030118
2014-10-31,1.9670613230810017,1.9352745569071832,0.0010559627286654827,0.003774977469919394
2014-11-07,1.9661661760871865,1.935027200804199,-0.0004550681685984159,-0.00012781447578136262
2014-11-14,1.9813721206673873,1.947411008474824,0.007733804377848541,0.006399810641151804
2014-11-21,1.9981843989005301,1.9654446689412988,0.008485169473102294,0.009260325831575988
2014-11-28,1.9883027540371574,1.947704136609667,-0.0049453117884464826,-0.009026218143901144
2014-12-05,1.9857279342794618,1.9857279342794618,-0.0012949837505719097,0.019522368390089362
2014-12-12,2.0125856180194033,2.0125856180194033,0.013525359278227178,0.013525359278227178
2014-12-19,2.019958567259887,2.019958567259887,0.003663421408993006,0.003663421408993006
2014-12-26,2.028114803454362,2.028114803454362,0.0040378235111719896,0.0040378235111719896
2015-01-02,2.0616947519681172,2.0616947519681172,0.016557222725538168,0.016557222725538168
2015-01-09,2.078379146929119,2.078379146929119,0.008092563142567455,0.008092563142567455
2015-01-16,2.0953020727142273,2.0953020727142273,0.008142367002725415,0.008142367002725415
2015-01-23,2.095659857030532,2.095659857030532,0.00017075548244993577,0.00017075548244993577
2015-01-30,2.0624850005786075,2.0624850005786075,-0.01583026765561646,-0.01583026765561646
2015-02-06,2.054370716974259,2.054370716974259,-0.003934226722653533,-0.003934226722653533
2015-02-13,2.0440595678218565,2.0440595678218565,-0.005019127787992073,-0.005019127787992073
2015-02-20,2.0564263185993457,2.0564263185993457,0.006050093144138291,0.006050093144138291
2015-02-27,2.000879641673876,2.000879641673876,-0.027011265331063794,-0.027011265331063794
2015-03-06,2.0226987340257123,2.0226987340257123,0.010904750039629096,0.010904750039629096
2015-03-13,2.0928574849702075,2.0928574849702075,0.03468571456751768,0.03468571456751768
2015-03-20,2.0571495116053056,2.0571495116053056,-0.017061827487699355,-0.017061827487699355
2015-03-27,2.07839786480295,2.07839786480295,0.010329027169767135,0.010329027169767135
2015-04-03,2.0786254939788784,2.0786254939788784,0.0001095214635191688,0.0001095214635191688
2015-04-10,2.076312713270331,2.076312713270331,-0.0011126490631654384,-0.0011126490631654384
2015-04-17,2.0908594644210523,2.0908594644210523,0.007006050224394711,0.007006050224394711
2015-04-24,2.0436893081622256,2.0436893081622256,-0.02256017540226596,-0.02256017540226596
2015-05-01,2.0420539789409715,2.0420539789409715,-0.0008001848493911501,-0.0008001848493911501
2015-05-08,2.0461006660921606,2.0461006660921606,0.0019816749179606408,0.0019816749179606408
2015-05-15,2.036187933826285,2.036187933826285,-0.004844694315459863,-0.004844694315459863
2015-05-22,2.0350393657508454,2.0350393657508454,-0.0005640776356440336,-0.0005640776356440336
2015-05-29,1.9931773725118025,1.9931773725118025,-0.020570606123679336,-0.020570606123679336
2015-06-05,1.9970354546992222,1.9970354546992222,0.0019356441833160432,0.0019356441833160432
2015-06-12,2.0128108012430803,2.0128108012430803,0.007899382310282643,0.007899382310282643
2015-06-19,1.9852614604751484,1.9852614604751484,-0.013686999667786859,-0.013686999667786859
2015-06-26,1.9770365029346342,1.9770365029346342,-0.004143009726560454,-0.004143009726560454
2015-07-03,1.9781121880390338,1.9781121880390338,0.000544089652772195,0.000544089652772195
2015-07-10,2.0014544147008624,2.0014544147008624,0.011800254203462757,0.011800254203462757
2015-07-17,1.9871879617123236,1.9871879617123236,-0.007128042929057221,-0.007128042929057221
2015-07-24,2.000584626642474,2.000584626642474,0.006741518763331511,0.006741518763331511
2015-07-31,1.9867319512315942,1.9867319512315942,-0.006924313636323509,-0.006924313636323509
2015-08-07,1.9859231745578945,1.9859231745578945,-0.00040708897503682895,-0.00040708897503682895
2015-08-14,1.9292044985527754,1.9292044985527754,-0.028560357586715712,-0.028560357586715712
2015-08-21,1.9381065706977723,1.9381065706977723,0.004614374552658784,0.004614374552658784
2015-08-28,1.9310525993629084,1.9310525993629084,-0.0036396199473820445,-0.0036396199473820445
2015-09-04,1.9348010180036166,1.9348010180036166,0.001941127156217748,0.001941127156217748
2015-09-11,1.9350883620585215,1.9350883620585215,0.00014851349168787387,0.00014851349168787387
2015-09-18,1.9245783369811362,1.9245783369811362,-0.005431289487062396,-0.005431289487062396
2015-09-25,1.9360211961078773,1.9360211961078773,0.0059456447715660055,0.0059456447715660055
2015-10-02,1.9359291690101283,1.9359291690101283,-4.7534137505245155e-05,-4.7534137505245155e-05
2015-10-09,1.9426934879267652,1.9426934879267652,0.0034940942183827595,0.0034940942183827595
2015-10-16,1.9436640577591442,1.9436640577591442,0.000499600085350993,0.000499600085350993
2015-10-23,1.9403615352434374,1.9403615352434374,-0.0016991220795193884,-0.0016991220795193884
2015-10-30,1.9245909876990313,1.9245909876990313,-0.008127633566199055,-0.008127633566199055
2015-11-06,1.901913693255969,1.901913693255969,-0.011782916260131837,-0.011782916260131837
2015-11-13,1.9284107558377508,1.9284107558377508,0.013931790215159667,0.013931790215159667
2015-11-20,1.9376254853305597,1.9376254853305597,0.004778405982705625,0.004778405982705625
2015-11-27,1.9363748915718582,1.9363748915718582,-0.0006454259443682275,-0.0006454259443682275
2015-12-04,1.9166770983528985,1.9166770983528985,-0.010172510139795254,-0.010172510139795254
2015-12-11,1.9179364419026823,1.9179364419026823,0.0006570452325360687,0.0006570452325360687
2015-12-18,1.9359342254283174,1.9359342254283174,0.009383931152473712,0.009383931152473712
2015-12-25,1.9326026614130307,1.9326026614130307,-0.0017209076483729602,-0.0017209076483729602
2016-01-01,1.9188623974372674,1.9188623974372674,-0.0071097200941020455,-0.0071097200941020455
2016-01-08,1.9085124359460852,1.9085124359460852,-0.005393800777484081,-0.005393800777484081
2016-01-15,1.9127563708551363,1.9127563708551363,0.0022236873227117204,0.0022236873227117204
2016-01-22,1.9205974064902922,1.9205974064902922,0.004099338397001606,0.004099338397001606
2016-01-29,1.9148272731358547,1.9148272731358547,-0.00300434298981056,-0.00300434298981056
2016-02-05,1.9147552694460206,1.9147552694460206,-3.76032297242368e-05,-3.76032297242368e-05
2016-02-12,1.9193431163260573,1.9193431163260573,0.0023960487030616484,0.0023960487030616484
2016-02-19,1.9228226334654952,1.9228226334654952,0.0018128687413110356,0.0018128687413110356
2016-02-26,1.9309282933495269,1.9309282933495269,0.004215500557855911,0.004215500557855911
2016-03-04,1.9343383989791436,1.9343383989791436,0.0017660446746581293,0.0017660446746581293
2016-03-11,1.94201353972205,1.94201353972205,0.003967837658062745,0.003967837658062745
2016-03-18,1.9366347134725093,1.9366347134725093,-0.002769716142303813,-0.002769716142303813
2016-03-25,1.9477502726167357,1.9477502726167357,0.005739626098251405,0.005739626098251405
2016-04-01,1.9546538353835081,1.9546538353835081,0.003544377769485685,0.003544377769485685
2016-04-08,1.9588211583421744,1.9588211583421744,0.002132000502200748,0.002132000502200748
2016-04-15,1.9491452002872964,1.9491452002872964,-0.004939684265544253,-0.004939684265544253
2016-04-22,1.9761652973185506,1.9761652973185506,0.013862536781390933,0.013862536781390933
2016-04-29,2.0001430681114885,2.0001430681114885,0.01213348439296702,0.01213348439296702
2016-05-06,1.992030963096004,1.992030963096004,-0.004055762382609851,-0.004055762382609851
2016-05-13,1.960981496118892,1.960981496118892,-0.015586839538304642,-0.015586839538304642
2016-05-20,1.9650591947322944,1.9650591947322944,0.0020794171803624195,0.0020794171803624195
2016-05-27,1.9924104321134477,1.9924104321134477,0.013918785477034623,0.013918785477034623
2016-06-03,2.0075070756040634,2.0075070756040634,0.007577075108265774,0.007577075108265774
2016-06-10,2.0204287832949386,2.0204287832949386,0.006436693473165889,0.006436693473165889
2016-06-17,2.0249604077566383,2.0269461114466765,0.0022429023478420795,0.003225715355880787
2016-06-24,2.092252993262484,2.091487419230627,0.033231556156890996,0.03184164957295588
2016-07-01,2.1187687060853846,2.190956671125194,0.01267328229821496,0.047559096449720784
2016-07-08,2.097650329651198,2.239600100227886,-0.009967287308676798,0.022201912864716844
2016-07-15,2.1114458734311956,2.1298588640138356,0.006576665130975989,-0.04900037118362499
2016-07-22,2.130720992634813,2.148563938597744,0.009128872042689196,0.008782307081445673
2016-07-29,2.100615044591784,2.16639509572222,-0.014129465165591992,0.008299104720203676
2016-08-05,2.113884065738203,2.108657320473513,0.006316731464235392,-0.026651544477143796
2016-08-12,2.103440857907947,2.122511514943328,-0.0049402935570211914,0.006570149798784675
2016-08-19,2.0900423225472164,2.0764277303088647,-0.006369817962962099,-0.021711912661022015
2016-08-26,2.103039480011879,2.0757885232681796,0.006218609702038247,-0.0003078397727764859
2016-09-02,2.0675810840449533,2.0337921769715823,-0.016860546986367297,-0.020231514832000808
2016-09-09,2.0543934553210352,2.0135397740894647,-0.006378288535179633,-0.009957951019496258
2016-09-16,2.0995561213720064,2.1019550781619283,0.021983454987162476,0.043910383698501976
2016-09-23,2.0876702218768326,2.1110098669357837,-0.005661148741957223,0.004307793666919579
2016-09-30,2.0381260073250385,2.057972790912151,-0.02373182030026444,-0.025124030377280282
2016-10-07,2.0247837154371315,2.0241130717463904,-0.006546352796615418,-0.016452947927826034
2016-10-14,2.0465142171719415,2.025963973704485,0.01073225825016988,0.0009144261671596432
2016-10-21,2.016217856476068,1.9954198715873073,-0.014803884791838806,-0.015076330336381893
2016-10-28,2.0147633205858457,1.9829922196316287,-0.0007214180181721597,-0.006228088700847012
2016-11-04,1.9559267176035007,1.9164804135976738,-0.02920273680842911,-0.03354113312976614
2016-11-11,1.9511640509324948,1.9262434343814998,-0.002434992389102053,0.005094245010048626
2016-11-18,1.9562300374345007,1.938026877080278,0.002596391881853677,0.006117317514731324
2016-11-25,1.954164125123659,1.9612108153089758,-0.0010560681879474565,0.011962650519906859
2016-12-02,1.9671403676852224,1.9331649371879025,0.006640303337234865,-0.014300287303205983
2016-12-09,1.94488905050387,2.077850231347967,-0.011311504530577055,0.07484374011590167
2016-12-16,1.948634301835299,1.948634301835299,0.0019256889386356502,-0.06218731627680485
2016-12-23,1.962229901009105,1.9600177431041181,0.006976988530378092,0.005841753508135428
2016-12-30,1.9873821509172327,1.972139729863679,0.012818197243448681,0.006184631135207397
2017-01-06,2.0010198926929563,1.998477120238974,0.006862163761222062,0.01335472835746554
2017-01-13,1.9975248252058493,1.9897385170365443,-0.0017466430493119356,-0.00437263109691477
2017-01-20,2.0061741121571823,1.9924950502432457,0.004330002231857977,0.00138537460229049
2017-01-27,2.0132460087069575,2.0058266244370353,0.0035250661978540876,0.006690894510459122
2017-02-03,2.024443912723058,2.013488677431199,0.005562114102137139,0.0038198979417345402
2017-02-10,2.028241719050647,2.024151305989947,0.0018759750782528783,0.005295598966243764
2017-02-17,2.0356836075834686,2.0540682891808926,0.003669132955368193,0.014780013283796523
2017-02-24,2.034376243788389,2.0615905211426004,-0.0006422234723555409,0.003662113865117611
2017-03-03,1.9989267528542487,2.0378141527946823,-0.017425238346337912,-0.01153302176357529
2017-03-10,2.02061190715173,2.0338848386996475,0.01084839865518683,-0.0019282004149623333
2017-03-17,2.014129137225347,2.013960040343895,-0.0032083201645193293,-0.009796424053434394
2017-03-24,2.0298808824450543,2.0298808824450543,0.007820623280097472,0.007905242299862447
2017-03-31,2.029988749114279,2.029988749114279,5.3139408404456745e-05,5.3139408404456745e-05
2017-04-07,2.0248242100350957,2.015383254630827,-0.0025441220210883353,-0.007194864744853646
2017-04-14,2.0267787175543943,2.002338841203468,0.0009652726936058009,-0.006472423246241754
2017-04-21,2.0473584692054128,2.02696370991676,0.01015392132982873,0.012298052760386646
2017-04-28,2.052900687348993,2.045956075040074,0.0027070091666610008,0.009369859475231612
2017-05-05,2.0547770636918585,2.0532272057712686,0.00091401223372789,0.003553903634540223
2017-05-12,2.0641193329939402,2.0512931092922013,0.00454660968684184,-0.0009419787900875054
2017-05-19,2.072917755985056,2.050698439496097,0.004262555391288281,-0.00028989996281392205
2017-05-26,2.090102661968746,2.0822115474950476,0.008290201545176012,0.015367012229596355
2017-06-02,2.0760225817433082,2.0818889530340647,-0.006736549587557206,-0.00015492876378042642
2017-06-09,2.0729945961636655,2.0600013923388194,-0.0014585513694653773,-0.010513318043859798
2017-06-16,2.076215489737183,2.054735339022749,0.0015537394933291537,-0.0025563348333913494
2017-06-23,2.073864029485474,2.042027586019442,-0.0011325704211978538,-0.006184617922301849
2017-06-30,2.0644906049344645,2.022644081840914,-0.004519787419879684,-0.009492283214602604
2017-07-07,2.0940718349058587,2.0883056824053368,0.01432858541506099,0.03246325003688266
2017-07-14,2.103417724488632,2.1429748815010843,0.004463022436474118,0.026178734060034126
2017-07-21,2.106517784221668,2.1642466221207184,0.0014738202958659574,0.009926266893401037
2017-07-28,2.1124519206608676,2.1554568222570163,0.0028170360030415065,-0.00406136702437776
2017-08-04,2.093656689192834,2.133302813089086,-0.008897353489661253,-0.010278103898519575
2017-08-11,2.0960708324303594,2.073048812934352,0.0011530750241846022,-0.028244466648166267
2017-08-18,2.111229157474636,2.0757339429296042,0.007231780915867514,0.001295256521939514
2017-08-25,2.1253267829368783,2.0923302431279693,0.006677449206463848,0.007995388934548098
2017-09-01,2.1292798771043087,2.114411810076842,0.0018599935780077015,0.010553576339775939
2017-09-08,2.140646510527183,2.10474730429509,0.0053382524040626045,-0.004570777431195272
2017-09-15,2.137670842200369,2.1271644803838314,-0.0013900792644561122,0.010650768404831812
2017-09-22,2.1377812014880355,2.105550408191405,5.162594983665336e-05,-0.010160978331363535
2017-09-29,2.142939928357899,2.0998269355295025,0.0024131220099947726,-0.0027182786218920008
2017-10-06,2.163985047007589,2.2025921077807165,0.009820675965385828,0.04893982952233156
2017-10-13,2.1589030826334294,2.197028583023567,-0.002348428599905139,-0.0025258987978282743
2017-10-20,2.1580747761581196,2.237974578999452,-0.00038367006002859583,0.018636988290582135
2017-10-27,2.1643904913640437,2.244889930040745,0.0029265506810507436,0.0030900042861008448
2017-11-03,2.1608253866008584,2.2462012525669013,-0.0016471633826752319,0.0005841366690670924
2017-11-10,2.1699428071955427,2.222502600289574,0.004219415715504216,-0.010550547173920899
2017-11-17,2.186435731178434,2.2128861406987075,0.007600626121665899,-0.004326860895286999
