group,variant,strategy,window,metric,value
recovery_variant,outright_call|dte=60-90|PT,baseline,train,ann_vol,0.07438362069854018
recovery_variant,outright_call|dte=60-90|PT,baseline,train,sharpe,0.8171158544464415
recovery_variant,outright_call|dte=60-90|PT,baseline,train,sortino,0.9977960973656987
recovery_variant,outright_call|dte=60-90|PT,baseline,train,max_drawdown,-0.11603457885760937
recovery_variant,outright_call|dte=60-90|PT,baseline,train,calmar,0.5238096814096534
recovery_variant,outright_call|dte=60-90|PT,baseline,train,var_5,-0.015468083001715288
recovery_variant,outright_call|dte=60-90|PT,baseline,train,cvar_5,-0.024988289222441222
recovery_variant,outright_call|dte=60-90|PT,baseline,train,hit_rate,0.5447316103379721
recovery_variant,outright_call|dte=60-90|PT,baseline,train,n_weeks,1006.0
recovery_variant,outright_call|dte=60-90|PT,baseline,holdout,cagr,0.17909299664100753
recovery_variant,outright_call|dte=60-90|PT,baseline,holdout,ann_return,0.16835354849280926
recovery_variant,outright_call|dte=60-90|PT,baseline,holdout,ann_vol,0.08220610256668094
recovery_variant,outright_call|dte=60-90|PT,baseline,holdout,sharpe,2.178585178584977
recovery_variant,outright_call|dte=60-90|PT,baseline,holdout,sortino,3.058182941995818
recovery_variant,outright_call|dte=60-90|PT,baseline,holdout,max_drawdown,-0.07285258948618911
recovery_variant,outright_call|dte=60-90|PT,baseline,holdout,calmar,2.4582928061185627
recovery_variant,outright_call|dte=60-90|PT,baseline,holdout,var_5,-0.01609280452556348
recovery_variant,outright_call|dte=60-90|PT,baseline,holdout,cvar_5,-0.02300079828386331
recovery_variant,outright_call|dte=60-90|PT,baseline,holdout,hit_rate,0.6538461538461539
recovery_variant,outright_call|dte=60-90|PT,baseline,holdout,n_weeks,104.0
recovery_variant,outright_call|dte=60-90|PT,options,full,cagr,0.07225296482708332
recovery_variant,outright_call|dte=60-90|PT,options,full,ann_return,0.07259004841584565
recovery_variant,outright_call|dte=60-90|PT,options,full,ann_vol,0.0745443025934895
recovery_variant,outright_call|dte=60-90|PT,options,full,sharpe,0.9692620671642543
recovery_variant,outright_call|dte=60-90|PT,options,full,sortino,1.1989498064196484
recovery_variant,outright_call|dte=60-90|PT,options,full,max_drawdown,-0.11573309513404695
recovery_variant,outright_call|dte=60-90|PT,options,full,calmar,0.6243068565944503
recovery_variant,outright_call|dte=60-90|PT,options,full,var_5,-0.0154471375524594
recovery_variant,outright_call|dte=60-90|PT,options,full,cvar_5,-0.02467369987478554
recovery_variant,outright_call|dte=60-90|PT,options,full,hit_rate,0.5603603603603604
recovery_variant,outright_call|dte=60-90|PT,options,full,n_weeks,1110.0
recovery_variant,outright_call|dte=60-90|PT,options,full,cvar_1,-0.0378116845704091
recovery_variant,outright_call|dte=60-90|PT,options,full,upside_capture,0.9929886556188858
recovery_variant,outright_call|dte=60-90|PT,options,full,downside_capture,0.984509825323993
recovery_variant,outright_call|dte=60-90|PT,options,train,cagr,0.0618840216263985
recovery_variant,outright_call|dte=60-90|PT,options,train,ann_return,0.06281460091993073
recovery_variant,outright_call|dte=60-90|PT,options,train,ann_vol,0.07392099326499388
recovery_variant,outright_call|dte=60-90|PT,options,train,sharpe,0.8371643682404952
recovery_variant,outright_call|dte=60-90|PT,options,train,sortino,1.021418580785272
recovery_variant,outright_call|dte=60-90|PT,options,train,max_drawdown,-0.11573309513404695
recovery_variant,outright_call|dte=60-90|PT,options,train,calmar,0.5347132689635736
recovery_variant,outright_call|dte=60-90|PT,options,train,var_5,-0.01497411812295707
recovery_variant,outright_call|dte=60-90|PT,options,train,cvar_5,-0.024734765509499188
recovery_variant,outright_call|dte=60-90|PT,options,train,hit_rate,0.5506958250497018
recovery_variant,outright_call|dte=60-90|PT,options,train,n_weeks,1006.0
recovery_variant,outright_call|dte=60-90|PT,options,holdout,cagr,0.177929458443296
recovery_variant,outright_call|dte=60-90|PT,options,holdout,ann_return,0.16714870400133042
recovery_variant,outright_call|dte=60-90|PT,options,holdout,ann_vol,0.07951209439414482
recovery_variant,outright_call|dte=60-90|PT,options,holdout,sharpe,2.237765962512472
recovery_variant,outright_call|dte=60-90|PT,options,holdout,sortino,3.0916293740449987
recovery_variant,outright_call|dte=60-90|PT,options,holdout,max_drawdown,-0.07158691648225768
recovery_variant,outright_call|dte=60-90|PT,options,holdout,calmar,2.485502479875559
recovery_variant,outright_call|dte=60-90|PT,options,holdout,var_5,-0.015518471926754596
recovery_variant,outright_call|dte=60-90|PT,options,holdout,cvar_5,-0.022535564565934103
recovery_variant,outright_call|dte=60-90|PT,options,holdout,hit_rate,0.6538461538461539
recovery_variant,outright_call|dte=60-90|PT,options,holdout,n_weeks,104.0
recovery_variant,outright_call|dte=60-90|PT,tilt,full,cagr,0.0714061340604335
recovery_variant,outright_call|dte=60-90|PT,tilt,full,ann_return,0.07184552627211196
recovery_variant,outright_call|dte=60-90|PT,tilt,full,ann_vol,0.07516813374439034
recovery_variant,outright_call|dte=60-90|PT,tilt,full,sharpe,0.9499522005328809
recovery_variant,outright_call|dte=60-90|PT,tilt,full,sortino,1.1778670247130036
recovery_variant,outright_call|dte=60-90|PT,tilt,full,max_drawdown,-0.11598667607109292
recovery_variant,outright_call|dte=60-90|PT,tilt,full,calmar,0.6156408346133292
recovery_variant,outright_call|dte=60-90|PT,tilt,full,var_5,-0.015579284906148422
recovery_variant,outright_call|dte=60-90|PT,tilt,full,cvar_5,-0.024924872035795482
recovery_variant,outright_call|dte=60-90|PT,tilt,full,hit_rate,0.554954954954955
recovery_variant,outright_call|dte=60-90|PT,tilt,full,n_weeks,1110.0
recovery_variant,outright_call|dte=60-90|PT,tilt,full,cvar_1,-0.03804417673496968
recovery_variant,outright_call|dte=60-90|PT,tilt,full,upside_capture,0.9994483852143613
recovery_variant,outright_call|dte=60-90|PT,tilt,full,downside_capture,0.9988313115929516
recovery_variant,outright_call|dte=60-90|PT,tilt,train,cagr,0.060851108987166835
recovery_variant,outright_call|dte=60-90|PT,tilt,train,ann_return,0.06187042052819355
recovery_variant,outright_call|dte=60-90|PT,tilt,train,ann_vol,0.07432621199787516
recovery_variant,outright_call|dte=60-90|PT,tilt,train,sharpe,0.8187032185752511
recovery_variant,outright_call|dte=60-90|PT,tilt,train,sortino,0.9995538361706491
recovery_variant,outright_call|dte=60-90|PT,tilt,train,max_drawdown,-0.11598667607109292
recovery_variant,outright_call|dte=60-90|PT,tilt,train,calmar,0.5246387865263828
recovery_variant,outright_call|dte=60-90|PT,tilt,train,var_5,-0.015457618854930244
recovery_variant,outright_call|dte=60-90|PT,tilt,train,cvar_5,-0.02496775637248443
recovery_variant,outright_call|dte=60-90|PT,tilt,train,hit_rate,0.5447316103379721
recovery_variant,outright_call|dte=60-90|PT,tilt,train,n_weeks,1006.0
recovery_variant,outright_call|dte=60-90|PT,tilt,holdout,cagr,0.17908576727279768
recovery_variant,outright_call|dte=60-90|PT,tilt,holdout,ann_return,0.16833549144886123
recovery_variant,outright_call|dte=60-90|PT,tilt,holdout,ann_vol,0.08205918168498352
recovery_variant,outright_call|dte=60-90|PT,tilt,holdout,sharpe,2.182397674403931
recovery_variant,outright_call|dte=60-90|PT,tilt,holdout,sortino,3.0625207960419782
recovery_variant,outright_call|dte=60-90|PT,tilt,holdout,max_drawdown,-0.0727623483692259
recovery_variant,outright_call|dte=60-90|PT,tilt,holdout,calmar,2.4612422672787204
recovery_variant,outright_call|dte=60-90|PT,tilt,holdout,var_5,-0.01601040245408545
recovery_variant,outright_call|dte=60-90|PT,tilt,holdout,cvar_5,-0.022960698993092204
recovery_variant,outright_call|dte=60-90|PT,tilt,holdout,hit_rate,0.6538461538461539
recovery_variant,outright_call|dte=60-90|PT,tilt,holdout,n_weeks,104.0
recovery_variant,outright_call|dte=60-90|PT,options,full,n_trades,18.0
recovery_variant,outright_call|dte=60-90|PT,options,full,option_hit_rate,0.6111111111111112
recovery_variant,outright_call|dte=60-90|PT,options,full,avg_trade_return,0.40090634393084756
recovery_variant,outright_call|dte=60-90|PT,options,full,median_trade_return,0.8550878195704106
recovery_variant,outright_call|dte=60-90|PT,options,full,worst_trade_return,-0.9996485048106226
recovery_variant,outright_call|dte=60-90|PT,options,full,best_trade_return,2.2646508169018738
recovery_variant,outright_call|dte=60-90|PT,options,full,avg_premium_fraction,0.005000000000000001
recovery_variant,outright_call|dte=60-90|PT,options,full,sharpe_ex_best,0.9642841544245625
recovery_variant,outright_call|dte=60-90|PT,options,full,sharpe_ex_top3,0.9548758915898141
recovery_variant,outright_call|dte=60-90|PT,options,full,activations_per_year,0.8432432432432432
recovery_variant,outright_call|dte=60-90|PT,options,full,premium_at_risk_per_year,0.004216216216216217
recovery_variant,outright_call|dte=60-90|PT,options,full,cash_premium_per_year,0.004216216216216217
recovery_variant,outright_call|dte=60-90|PT,options,full,max_concurrent_risk,0.01
recovery_variant,outright_call|dte=60-90|PT,options,full,avg_dte,75.0
recovery_variant,outright_call|dte=60-90|PT,options,full,avg_moneyness,0.020000000000000018
recovery_variant,outright_call|dte=60-90|PT,options,full,n_trades,18.0
recovery_variant,outright_call|dte=60-90|PT,options,full,incremental_cagr_vs_baseline,0.0009112705077485295
recovery_variant,outright_call|dte=60-90|PT,options,full,incremental_sharpe_vs_baseline,0.021006423323433943
recovery_variant,outright_call|dte=60-90|PT,options,full,incremental_drawdown_impact,0.0003014837235624235
recovery_variant,outright_call|dte=60-90|PT,options,full,incremental_cvar5_impact,0.0002742289826143905
recovery_variant,outright_call|dte=60-90|PT,options,full,options_minus_tilt_sharpe,0.019309866631373462
recovery_variant,outright_call|dte=60-90|PT,options,full,options_minus_tilt_cagr,0.0008468307666498198
recovery_variant,outright_call|dte=60-90|noPT,baseline,full,cagr,0.07134169431933479
recovery_variant,outright_call|dte=60-90|noPT,baseline,full,ann_return,0.07179028923478889
recovery_variant,outright_call|dte=60-90|noPT,baseline,full,ann_vol,0.07523466354534096
recovery_variant,outright_call|dte=60-90|noPT,baseline,full,sharpe,0.9482556438408204
recovery_variant,outright_call|dte=60-90|noPT,baseline,full,sortino,1.1760208459590407
recovery_variant,outright_call|dte=60-90|noPT,baseline,full,max_drawdown,-0.11603457885760937
recovery_variant,outright_call|dte=60-90|noPT,baseline,full,calmar,0.6148313289168827
recovery_variant,outright_call|dte=60-90|noPT,baseline,full,var_5,-0.0155902506165986
recovery_variant,outright_call|dte=60-90|noPT,baseline,full,cvar_5,-0.02494792885739993
recovery_variant,outright_call|dte=60-90|noPT,baseline,full,hit_rate,0.554954954954955
recovery_variant,outright_call|dte=60-90|noPT,baseline,full,n_weeks,1110.0
recovery_variant,outright_call|dte=60-90|noPT,baseline,full,cvar_1,-0.03806773897428264
recovery_variant,outright_call|dte=60-90|noPT,baseline,train,cagr,0.06078003578390767
recovery_variant,outright_call|dte=60-90|noPT,baseline,train,ann_return,0.06180760636914862
recovery_variant,outright_call|dte=60-90|noPT,baseline,train,ann_vol,0.07438362069854018
recovery_variant,outright_call|dte=60-90|noPT,baseline,train,sharpe,0.8171158544464415
recovery_variant,outright_call|dte=60-90|noPT,baseline,train,sortino,0.9977960973656987
recovery_variant,outright_call|dte=60-90|noPT,baseline,train,max_drawdown,-0.11603457885760937
recovery_variant,outright_call|dte=60-90|noPT,baseline,train,calmar,0.5238096814096534
recovery_variant,outright_call|dte=60-90|noPT,baseline,train,var_5,-0.015468083001715288
recovery_variant,outright_call|dte=60-90|noPT,baseline,train,cvar_5,-0.024988289222441222
recovery_variant,outright_call|dte=60-90|noPT,baseline,train,hit_rate,0.5447316103379721
recovery_variant,outright_call|dte=60-90|noPT,baseline,train,n_weeks,1006.0
recovery_variant,outright_call|dte=60-90|noPT,baseline,holdout,cagr,0.17909299664100753
recovery_variant,outright_call|dte=60-90|noPT,baseline,holdout,ann_return,0.16835354849280926
recovery_variant,outright_call|dte=60-90|noPT,baseline,holdout,ann_vol,0.08220610256668094
recovery_variant,outright_call|dte=60-90|noPT,baseline,holdout,sharpe,2.178585178584977
recovery_variant,outright_call|dte=60-90|noPT,baseline,holdout,sortino,3.058182941995818
recovery_variant,outright_call|dte=60-90|noPT,baseline,holdout,max_drawdown,-0.07285258948618911
recovery_variant,outright_call|dte=60-90|noPT,baseline,holdout,calmar,2.4582928061185627
recovery_variant,outright_call|dte=60-90|noPT,baseline,holdout,var_5,-0.01609280452556348
recovery_variant,outright_call|dte=60-90|noPT,baseline,holdout,cvar_5,-0.02300079828386331
recovery_variant,outright_call|dte=60-90|noPT,baseline,holdout,hit_rate,0.6538461538461539
recovery_variant,outright_call|dte=60-90|noPT,baseline,holdout,n_weeks,104.0
recovery_variant,outright_call|dte=60-90|noPT,options,full,cagr,0.0720063401777089
recovery_variant,outright_call|dte=60-90|noPT,options,full,ann_return,0.07236865647608948
recovery_variant,outright_call|dte=60-90|noPT,options,full,ann_vol,0.07466435284823358
recovery_variant,outright_call|dte=60-90|noPT,options,full,sharpe,0.9644005128400767
recovery_variant,outright_call|dte=60-90|noPT,options,full,sortino,1.1932963249128914
recovery_variant,outright_call|dte=60-90|noPT,options,full,max_drawdown,-0.11531093949715199
recovery_variant,outright_call|dte=60-90|noPT,options,full,calmar,0.6244536770900853
recovery_variant,outright_call|dte=60-90|noPT,options,full,var_5,-0.015448889998937732
recovery_variant,outright_call|dte=60-90|noPT,options,full,cvar_5,-0.024665452227981326
recovery_variant,outright_call|dte=60-90|noPT,options,full,hit_rate,0.5603603603603604
recovery_variant,outright_call|dte=60-90|noPT,options,full,n_weeks,1110.0
recovery_variant,outright_call|dte=60-90|noPT,options,full,cvar_1,-0.0377288188168863
recovery_variant,outright_call|dte=60-90|noPT,options,full,upside_capture,0.9936412803853005
recovery_variant,outright_call|dte=60-90|noPT,options,full,downside_capture,0.9869078157983039
recovery_variant,outright_call|dte=60-90|noPT,options,train,cagr,0.06139214986355568
recovery_variant,outright_call|dte=60-90|noPT,options,train,ann_return,0.06235625806145731
recovery_variant,outright_call|dte=60-90|noPT,options,train,ann_vol,0.0739954170267493
recovery_variant,outright_call|dte=60-90|noPT,options,train,sharpe,0.8296750302976528
recovery_variant,outright_call|dte=60-90|noPT,options,train,sortino,1.0127133286301748
recovery_variant,outright_call|dte=60-90|noPT,options,train,max_drawdown,-0.11531093949715199
recovery_variant,outright_call|dte=60-90|noPT,options,train,calmar,0.5324052525395647
recovery_variant,outright_call|dte=60-90|noPT,options,train,var_5,-0.015385027438560489
recovery_variant,outright_call|dte=60-90|noPT,options,train,cvar_5,-0.024712797669792237
recovery_variant,outright_call|dte=60-90|noPT,options,train,hit_rate,0.5506958250497018
recovery_variant,outright_call|dte=60-90|noPT,options,train,n_weeks,1006.0
recovery_variant,outright_call|dte=60-90|noPT,options,holdout,cagr,0.1803189733449253
recovery_variant,outright_call|dte=60-90|noPT,options,holdout,ann_return,0.16921935652531972
recovery_variant,outright_call|dte=60-90|noPT,options,holdout,ann_vol,0.07998890418729197
recovery_variant,outright_call|dte=60-90|noPT,options,holdout,sharpe,2.254299832920739
recovery_variant,outright_call|dte=60-90|noPT,options,holdout,sortino,3.1021926784518468
recovery_variant,outright_call|dte=60-90|noPT,options,holdout,max_drawdown,-0.07192724133709949
recovery_variant,outright_call|dte=60-90|noPT,options,holdout,calmar,2.506963564747731
recovery_variant,outright_call|dte=60-90|noPT,options,holdout,var_5,-0.01562626477605423
recovery_variant,outright_call|dte=60-90|noPT,options,holdout,cvar_5,-0.022684493180192295
recovery_variant,outright_call|dte=60-90|noPT,options,holdout,hit_rate,0.6538461538461539
recovery_variant,outright_call|dte=60-90|noPT,options,holdout,n_weeks,104.0
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,cagr,0.07141621305726242
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,ann_return,0.07185437031971227
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,ann_vol,0.07516049901982728
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,sharpe,0.9501827953327303
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,sortino,1.1782610102715456
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,max_drawdown,-0.11597829318989217
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,calmar,0.6157722371403768
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,var_5,-0.015577857138470725
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,cvar_5,-0.024919106605868515
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,hit_rate,0.554954954954955
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,n_weeks,1110.0
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,cvar_1,-0.0380412371065964
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,upside_capture,0.9994379149841992
recovery_variant,outright_call|dte=60-90|noPT,tilt,full,downside_capture,0.9987584056076646
recovery_variant,outright_call|dte=60-90|noPT,tilt,train,cagr,0.06086389608509335
recovery_variant,outright_call|dte=60-90|noPT,tilt,train,ann_return,0.06188201271652715
recovery_variant,outright_call|dte=60-90|noPT,tilt,train,ann_vol,0.07431985226108236
recovery_variant,outright_call|dte=60-90|noPT,tilt,train,sharpe,0.8189453320127867
recovery_variant,outright_call|dte=60-90|noPT,tilt,train,sortino,0.9999609897663501
recovery_variant,outright_call|dte=60-90|noPT,tilt,train,max_drawdown,-0.11597829318989217
recovery_variant,outright_call|dte=60-90|noPT,tilt,train,calmar,0.5247869615173627
recovery_variant,outright_call|dte=60-90|noPT,tilt,train,var_5,-0.015456381368917749
recovery_variant,outright_call|dte=60-90|noPT,tilt,train,cvar_5,-0.024961982159249524
recovery_variant,outright_call|dte=60-90|noPT,tilt,train,hit_rate,0.5447316103379721
recovery_variant,outright_call|dte=60-90|noPT,tilt,train,n_weeks,1006.0
recovery_variant,outright_call|dte=60-90|noPT,tilt,holdout,cagr,0.17906667689438116
recovery_variant,outright_call|dte=60-90|noPT,tilt,holdout,ann_return,0.1683177525197529
recovery_variant,outright_call|dte=60-90|noPT,tilt,holdout,ann_vol,0.08204075677334641
recovery_variant,outright_call|dte=60-90|noPT,tilt,holdout,sharpe,2.1826551087173387
recovery_variant,outright_call|dte=60-90|noPT,tilt,holdout,sortino,3.062579142347812
recovery_variant,outright_call|dte=60-90|noPT,tilt,holdout,max_drawdown,-0.07274824402904112
recovery_variant,outright_call|dte=60-90|noPT,tilt,holdout,calmar,2.4614570328721292
recovery_variant,outright_call|dte=60-90|noPT,tilt,holdout,var_5,-0.01600723669718513
recovery_variant,outright_call|dte=60-90|noPT,tilt,holdout,cvar_5,-0.022956046908684358
recovery_variant,outright_call|dte=60-90|noPT,tilt,holdout,hit_rate,0.6538461538461539
recovery_variant,outright_call|dte=60-90|noPT,tilt,holdout,n_weeks,104.0
recovery_variant,outright_call|dte=60-90|noPT,options,full,n_trades,16.0
recovery_variant,outright_call|dte=60-90|noPT,options,full,option_hit_rate,0.625
