trade_id,variant,underlying,pilot_date,open_date,add_date,exit_date,exit_index,exit_reason,profit_variant,dte_bucket,moneyness_bucket,avg_dte,avg_moneyness,pilot_spot,exit_spot,weeks_held,stage_count,addon_taken,partial_taken,premium_fraction,total_budget,trade_return,incremental_dollars,tilt_incremental_dollars,vol_scaled_tilt_incremental_dollars,pilot_surplus,peak_option_return,partial_date,runner_return,runner_best_return,runner_worst_return
11,v3|dte=60-90|mny=atm_5otm|profit=no_target,SPY,2024-02-09,2024-02-09,2024-02-23,2024-03-22,1002,thesis_invalidated:surplus_materially_negative,no_target,60-90,atm_5otm,75.0,0.020000000000000018,487.776611328125,508.8266906738281,6,2,True,False,0.0025,0.007719864906611824,1.7555854406326898,0.013272967067010966,0.0002799153666879911,0.0004198730500319866,0.0453073017522191,1.9006162532975681,,,,
12,v3|dte=60-90|mny=atm_5otm|profit=no_target,SPY,2025-09-05,2025-09-05,2025-09-12,2025-10-10,1083,thesis_invalidated:surplus_materially_negative,no_target,60-90,atm_5otm,75.0,0.020000000000000018,641.796142578125,649.32275390625,5,2,True,False,0.0025,0.009704572015649664,-0.3351929446668575,-0.003290529077932377,3.762500727518531e-05,5.6158483376771254e-05,0.012505557425387927,0.678097431881918,,,,
1,v3|dte=60-90|mny=atm_5otm|profit=full_100,SPY,2006-12-08,2006-12-08,2006-12-15,2007-01-12,105,thesis_invalidated:surplus_materially_negative,full_100,60-90,atm_5otm,75.0,0.020000000000000018,98.60983276367188,100.43537139892578,5,2,True,False,0.0025,0.0027076638792820035,0.07655141217738548,0.000173604550430534,3.367094323020117e-05,5.0506414845301754e-05,0.02073264689587963,0.5095430228301001,,,,
2,v3|dte=60-90|mny=atm_5otm|profit=full_100,SPY,2009-10-09,2009-10-09,,2009-11-06,252,thesis_invalidated:lost_recovery_ma|surplus_materially_negative,full_100,60-90,atm_5otm,75.0,0.020000000000000018,79.82488250732422,79.72815704345703,4,1,False,False,0.00125,0.0016423859482557904,-0.36079298331846626,-0.0005905712129527037,-1.9901130788311757e-06,-1.6501364332145175e-06,0.04913006760227832,0.12569472189243866,,,,
3,v3|dte=60-90|mny=atm_5otm|profit=full_100,QQQ,2011-01-07,2011-01-07,,2011-02-04,317,thesis_invalidated:surplus_materially_negative,full_100,60-90,atm_5otm,75.0,0.020000000000000018,48.94340896606445,50.26618576049805,4,1,False,False,0.00125,0.0018933226466863265,0.4715025455651591,0.0008415362630999205,5.1170184388846815e-05,7.675527658327022e-05,0.022645050604297293,0.5489500479633255,,,,
4,v3|dte=60-90|mny=atm_5otm|profit=full_100,SPY,2014-06-27,2014-06-27,2014-07-18,2014-07-25,498,thesis_invalidated:credit_deteriorated,full_100,60-90,atm_5otm,75.0,0.020000000000000018,160.5260772705078,162.0836639404297,4,2,True,False,0.0025,0.004804336473730388,-0.15318046686052106,-0.0007592183600858762,2.328785608482596e-05,3.4931784127238944e-05,0.004047106318258956,0.3039332174128353,,,,
5,v3|dte=60-90|mny=atm_5otm|profit=full_100,QQQ,2014-09-19,2014-09-19,,2014-10-10,509,thesis_invalidated:surplus_materially_negative,full_100,60-90,atm_5otm,75.0,0.020000000000000018,91.60169982910156,86.52596282958984,3,1,False,False,0.00125,0.002374676562069673,-0.9789191534791855,-0.0021930332911156212,-0.00013158307881248554,-0.0001973746182187283,0.010553202376027353,-0.46814606013583615,,,,
6,v3|dte=60-90|mny=atm_5otm|profit=full_100,SPY,2018-08-24,2018-08-24,2018-08-31,2018-10-05,717,thesis_invalidated:surplus_materially_negative,full_100,60-90,atm_5otm,75.0,0.020000000000000018,255.2107696533203,256.6425476074219,6,2,True,False,0.0025,0.005571717239786998,-0.5937369144496913,-0.003312513258220206,4.379056082922626e-06,6.5685841243839385e-06,0.0035361821185825454,0.5140180293023114,,,,
7,v3|dte=60-90|mny=atm_5otm|profit=full_100,SPY,2020-07-31,2020-07-31,,2020-08-28,816,thesis_invalidated:surplus_materially_negative,full_100,60-90,atm_5otm,75.0,0.020000000000000018,301.4715270996094,323.68585205078125,4,1,False,False,0.00125,0.0031785265543551613,0.9042177048913403,0.0026398660870980057,0.0002342138988171983,0.00017982374606225496,0.028146859658995264,1.0044396893593057,,,,
9,v3|dte=60-90|mny=atm_5otm|profit=full_100,QQQ,2020-10-16,2020-10-16,,2020-10-30,825,thesis_invalidated:surplus_materially_negative,full_100,60-90,atm_5otm,75.0,0.020000000000000018,279.1197204589844,260.61236572265625,2,1,False,False,0.00125,0.0030927268769259894,-0.7767673162717467,-0.002197262336366146,-0.00020506681978515548,-0.00015683734638008355,0.00532237257700835,-0.26934459796292415,,,,
8,v3|dte=60-90|mny=atm_5otm|profit=full_100,SPY,2020-10-16,2020-10-16,2020-10-23,2020-11-06,826,thesis_invalidated:lost_recovery_ma|surplus_materially_negative,full_100,60-90,atm_5otm,75.0,0.020000000000000018,321.93170166015625,324.5921630859375,3,2,True,False,0.0025,0.006113896555351983,-0.05156608881295045,-0.00037909708337741343,6.382735061094122e-05,7.319070082348499e-05,0.006563692812280149,-0.0016485145399478588,,,,
10,v3|dte=60-90|mny=atm_5otm|profit=full_100,SPY,2023-06-09,2023-06-09,2023-06-16,2023-07-21,967,thesis_invalidated:surplus_materially_negative,full_100,60-90,atm_5otm,75.0,0.020000000000000018,413.6953430175781,436.7518615722656,6,2,True,False,0.0025,0.007232071062822365,0.9414525364022651,0.0065016579467971,0.0003069936987384397,0.00039426978175032554,0.027316425448800342,1.0436342488444894,,,,
11,v3|dte=60-90|mny=atm_5otm|profit=full_100,SPY,2024-02-09,2024-02-09,2024-02-23,2024-03-22,1002,thesis_invalidated:surplus_materially_negative,full_100,60-90,atm_5otm,75.0,0.020000000000000018,487.776611328125,508.8266906738281,6,2,True,False,0.0025,0.007719864906611824,1.7555854406326898,0.013272967067010966,0.0002799153666879911,0.0004198730500319866,0.0453073017522191,1.9006162532975681,,,,
12,v3|dte=60-90|mny=atm_5otm|profit=full_100,SPY,2025-09-05,2025-09-05,2025-09-12,2025-10-10,1083,thesis_invalidated:surplus_materially_negative,full_100,60-90,atm_5otm,75.0,0.020000000000000018,641.796142578125,649.32275390625,5,2,True,False,0.0025,0.009704572015649664,-0.3351929446668575,-0.003290529077932377,3.762500727518531e-05,5.6158483376771254e-05,0.012505557425387927,0.678097431881918,,,,
1,v3|dte=60-90|mny=atm_5otm|profit=partial_runner,SPY,2006-12-08,2006-12-08,2006-12-15,2007-01-12,105,thesis_invalidated:surplus_materially_negative,partial_runner,60-90,atm_5otm,75.0,0.020000000000000018,98.60983276367188,100.43537139892578,5,2,True,False,0.0025,0.0027076638792820035,0.07655141217738548,0.000173604550430534,3.367094323020117e-05,5.0506414845301754e-05,0.02073264689587963,0.5095430228301001,,,,
2,v3|dte=60-90|mny=atm_5otm|profit=partial_runner,SPY,2009-10-09,2009-10-09,,2009-11-06,252,thesis_invalidated:lost_recovery_ma|surplus_materially_negative,partial_runner,60-90,atm_5otm,75.0,0.020000000000000018,79.82488250732422,79.72815704345703,4,1,False,False,0.00125,0.0016423859482557904,-0.36079298331846626,-0.0005905712129527037,-1.9901130788311757e-06,-1.6501364332145175e-06,0.04913006760227832,0.12569472189243866,,,,
3,v3|dte=60-90|mny=atm_5otm|profit=partial_runner,QQQ,2011-01-07,2011-01-07,,2011-02-04,317,thesis_invalidated:surplus_materially_negative,partial_runner,60-90,atm_5otm,75.0,0.020000000000000018,48.94340896606445,50.26618576049805,4,1,False,False,0.00125,0.0018933226466863265,0.4715025455651591,0.0008415362630999205,5.1170184388846815e-05,7.675527658327022e-05,0.022645050604297293,0.5489500479633255,,,,
4,v3|dte=60-90|mny=atm_5otm|profit=partial_runner,SPY,2014-06-27,2014-06-27,2014-07-18,2014-07-25,498,thesis_invalidated:credit_deteriorated,partial_runner,60-90,atm_5otm,75.0,0.020000000000000018,160.5260772705078,162.0836639404297,4,2,True,False,0.0025,0.004804336473730388,-0.15318046686052106,-0.0007592183600858762,2.328785608482596e-05,3.4931784127238944e-05,0.004047106318258956,0.3039332174128353,,,,
5,v3|dte=60-90|mny=atm_5otm|profit=partial_runner,QQQ,2014-09-19,2014-09-19,,2014-10-10,509,thesis_invalidated:surplus_materially_negative,partial_runner,60-90,atm_5otm,75.0,0.020000000000000018,91.60169982910156,86.52596282958984,3,1,False,False,0.00125,0.002374676562069673,-0.9789191534791855,-0.0021930332911156212,-0.00013158307881248554,-0.0001973746182187283,0.010553202376027353,-0.46814606013583615,,,,
6,v3|dte=60-90|mny=atm_5otm|profit=partial_runner,SPY,2018-08-24,2018-08-24,2018-08-31,2018-10-05,717,thesis_invalidated:surplus_materially_negative,partial_runner,60-90,atm_5otm,75.0,0.020000000000000018,255.2107696533203,256.6425476074219,6,2,True,False,0.0025,0.005571717239786998,-0.5937369144496913,-0.003312513258220206,4.379056082922626e-06,6.5685841243839385e-06,0.0035361821185825454,0.5140180293023114,,,,
7,v3|dte=60-90|mny=atm_5otm|profit=partial_runner,SPY,2020-07-31,2020-07-31,,2020-08-28,816,thesis_invalidated:surplus_materially_negative,partial_runner,60-90,atm_5otm,75.0,0.020000000000000018,301.4715270996094,323.68585205078125,4,1,False,False,0.00125,0.0031785265543551613,0.9042177048913403,0.0026398660870980057,0.0002342138988171983,0.00017982374606225496,0.028146859658995264,1.0044396893593057,,,,
9,v3|dte=60-90|mny=atm_5otm|profit=partial_runner,QQQ,2020-10-16,2020-10-16,,2020-10-30,825,thesis_invalidated:surplus_materially_negative,partial_runner,60-90,atm_5otm,75.0,0.020000000000000018,279.1197204589844,260.61236572265625,2,1,False,False,0.00125,0.0030927268769259894,-0.7767673162717467,-0.002197262336366146,-0.00020506681978515548,-0.00015683734638008355,0.00532237257700835,-0.26934459796292415,,,,
8,v3|dte=60-90|mny=atm_5otm|profit=partial_runner,SPY,2020-10-16,2020-10-16,2020-10-23,2020-11-06,826,thesis_invalidated:lost_recovery_ma|surplus_materially_negative,partial_runner,60-90,atm_5otm,75.0,0.020000000000000018,321.93170166015625,324.5921630859375,3,2,True,False,0.0025,0.006113896555351983,-0.05156608881295045,-0.00037909708337741343,6.382735061094122e-05,7.319070082348499e-05,0.006563692812280149,-0.0016485145399478588,,,,
10,v3|dte=60-90|mny=atm_5otm|profit=partial_runner,SPY,2023-06-09,2023-06-09,2023-06-16,2023-07-21,967,thesis_invalidated:surplus_materially_negative,partial_runner,60-90,atm_5otm,75.0,0.020000000000000018,413.6953430175781,436.7518615722656,6,2,True,False,0.0025,0.007232071062822365,0.9414525364022651,0.0065016579467971,0.0003069936987384397,0.00039426978175032554,0.027316425448800342,1.0436342488444894,,,,
11,v3|dte=60-90|mny=atm_5otm|profit=partial_runner,SPY,2024-02-09,2024-02-09,2024-02-23,2024-03-22,1002,thesis_invalidated:surplus_materially_negative,partial_runner,60-90,atm_5otm,75.0,0.020000000000000018,487.776611328125,508.8266906738281,6,2,True,False,0.0025,0.007719864906611824,1.7555854406326898,0.013272967067010966,0.0002799153666879911,0.0004198730500319866,0.0453073017522191,1.9006162532975681,,,,
12,v3|dte=60-90|mny=atm_5otm|profit=partial_runner,SPY,2025-09-05,2025-09-05,2025-09-12,2025-10-10,1083,thesis_invalidated:surplus_materially_negative,partial_runner,60-90,atm_5otm,75.0,0.020000000000000018,641.796142578125,649.32275390625,5,2,True,False,0.0025,0.009704572015649664,-0.3351929446668575,-0.003290529077932377,3.762500727518531e-05,5.6158483376771254e-05,0.012505557425387927,0.678097431881918,,,,
1,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2006-09-08,2006-09-08,,2006-11-03,95,thesis_invalidated:surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,90.4443359375,95.20711517333984,8,1,False,True,0.00125,0.0012564694011102176,0.8538571028053591,0.0010000447941080686,7.280052848748649e-05,8.766511409671967e-05,0.005531615193839691,1.1465817460439611,2006-10-27,0.6684615468689553,0.6684615468689553,0.6684615468689553
2,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2006-12-08,2006-12-08,2006-12-15,2007-02-16,110,thesis_invalidated:surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,98.60983276367188,102.18128967285156,10,2,True,False,0.0025,0.0027076638792820035,0.7000676808053254,0.0018142230353826313,8.132493698667131e-05,0.00012198740548000696,0.04717223503340741,0.7895449271635003,,,,
3,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2009-10-09,2009-10-09,,2009-11-06,252,thesis_invalidated:lost_recovery_ma|surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,79.82488250732422,79.72815704345703,4,1,False,False,0.00125,0.0016423859482557904,-0.27651573288202036,-0.0004521554410782507,-1.9901130788311757e-06,-1.6501364332145175e-06,0.1026081081636453,0.10425688999783365,,,,
4,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,QQQ,2011-01-07,2011-01-07,,2011-03-11,322,thesis_invalidated:surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,48.94340896606445,49.48653030395508,9,1,False,True,0.00125,0.0018933226466863265,0.313552658762592,0.000539605575498673,5.4050774265252145e-05,8.107616139787822e-05,0.05223208096687567,1.1267802382070444,2011-02-11,-0.3699436878310845,-0.3699436878310845,-0.3699436878310845
5,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2011-04-29,2011-04-29,,2011-05-13,331,thesis_invalidated:credit_deteriorated|surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,104.5364761352539,102.70519256591795,2,1,False,False,0.00125,0.001967813252089202,-0.4909466108144888,-0.00093161883863909,-3.447240818994103e-05,-4.9510558238614275e-05,0.009521685460329547,-0.4014937231976593,,,,
6,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2014-06-13,2014-06-13,2014-06-27,2014-07-25,498,thesis_invalidated:credit_deteriorated,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,158.3817596435547,162.0836639404297,6,2,True,False,0.0025,0.00478566181803842,0.05691989460801891,0.0001931797557667907,7.921961054557635e-05,0.0001188294158183645,0.019735116363896216,0.37926355884451135,,,,
7,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2014-09-12,2014-09-12,,2014-09-19,506,thesis_invalidated:surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,163.23951721191406,165.2955780029297,1,1,False,False,0.00125,0.0023878342203451004,0.2382397101722339,0.000538801296499923,3.0075636094435807e-05,4.511345414165371e-05,0.003970730282151648,0.3034102212339304,,,,
8,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,QQQ,2014-09-19,2014-09-19,,2014-10-17,510,thesis_invalidated:panic_returned|credit_deteriorated|lost_recovery_ma,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,91.60169982910156,85.20659637451172,4,1,False,False,0.00125,0.002374676562069673,-0.9812309355527273,-0.002164319854882212,-0.00016578624975254735,-0.000248679374628821,0.03388512380164377,-0.392292823350927,,,,
9,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,QQQ,2015-04-17,2015-04-17,,2015-04-24,537,thesis_invalidated:lost_recovery_ma|surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,97.71247100830078,101.88793182373048,1,1,False,False,0.00125,0.0026135743305263155,0.5102887579140097,0.0012219940328356393,0.00011168356600457389,0.0001027328884503814,0.012804747077591848,0.589777639909484,,,,
10,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2016-06-03,2016-06-03,2016-06-10,2016-06-24,598,thesis_invalidated:lost_recovery_ma,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,178.65170288085938,173.5685272216797,3,2,True,False,0.0025,0.005034919823623753,-0.7266406338618548,-0.0035177717517929368,-0.00014080558028864554,-0.0002112083704329683,0.014266501075111113,-0.12607939542899518,,,,
11,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2018-08-17,2018-08-17,2018-08-24,2018-10-12,718,thesis_invalidated:surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,253.03610229492188,246.0583953857422,8,2,True,False,0.0025,0.005592727001624468,-0.9700149648184205,-0.005247598903585906,-0.0001774299821338837,-0.00026614497320082554,0.01598733372792438,0.9022321122578061,,,,
12,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2020-07-31,2020-07-31,,2020-09-18,819,thesis_invalidated:surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,301.4715270996094,306.5068359375,7,1,False,False,0.00125,0.0031785265543551613,-0.2233158994418984,-0.0007629046522142745,5.308913582849347e-05,4.076054977138086e-05,0.07053497545439241,0.8176941949502751,,,,
13,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2020-10-16,2020-10-16,2020-10-23,2020-11-06,826,thesis_invalidated:lost_recovery_ma|surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,321.93170166015625,324.5921630859375,3,2,True,False,0.0025,0.006113896555351983,-0.033347494333779266,-0.00026771048134785404,6.382735061094122e-05,7.319070082348499e-05,0.031001908499648234,0.017528953332863955,,,,
14,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,QQQ,2020-10-16,2020-10-16,,2020-11-06,826,thesis_invalidated:lost_recovery_ma|surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,279.1197204589844,285.0211181640625,3,1,False,False,0.00125,0.0030927268769259894,0.020608915091141204,-1.6514403093778542e-06,6.538918591603588e-05,5.001036448397383e-05,0.031515796123213355,0.07432517378014858,,,,
15,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2023-06-09,2023-06-09,2023-06-16,2023-08-18,971,thesis_invalidated:surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,413.6953430175781,421.6068115234375,10,2,True,True,0.0025,0.007232071062822365,0.3041576873651661,0.0019838966224685027,0.00021579338686008762,0.00027264380329736817,0.06020628071808054,1.2533413909916535,2023-07-28,-0.5323589467117387,-0.5323589467117387,-0.5323589467117387
16,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2024-02-09,2024-02-09,2024-02-23,2024-04-19,1006,thesis_invalidated:lost_recovery_ma|surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,487.776611328125,483.3956298828125,10,2,True,True,0.0025,0.007719864906611824,0.21095038507897537,0.001548506852989664,8.000162181776809e-05,0.00012000243272665211,0.08799168280355056,1.4631529186984695,2024-03-22,-0.8909998141830718,-0.8909998141830718,-0.8909998141830718
17,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2025-09-05,2025-09-05,2025-09-12,2025-10-17,1084,thesis_invalidated:surplus_materially_negative,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,641.796142578125,660.62841796875,6,2,True,False,0.0025,0.009704572015649664,0.1399044393850752,0.0011504617226579686,0.000207250984663587,0.0003101783243778791,0.03600889188062068,0.5582089040287846,,,,
18,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,SPY,2025-11-14,2025-11-14,,2025-11-28,1090,thesis_invalidated:lost_recovery_ma|vix_stress_returned,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,668.125732421875,679.5208129882812,2,1,False,False,0.00125,0.004989808759385776,0.28112659401791684,0.0013176652876421523,8.510265368473803e-05,0.00012765398052710705,0.006001601649091998,0.348554309492544,,,,
19,v3|dte=90-120|mny=atm_5otm|profit=partial_runner,QQQ,2025-11-14,2025-11-14,,2025-11-28,1090,thesis_invalidated:lost_recovery_ma|vix_stress_returned,partial_runner,90-120,atm_5otm,105.0,0.020000000000000018,607.310791015625,617.6743774414062,2,1,False,False,0.00125,0.004989808759385776,0.13945002109969368,0.0006106792653248518,8.514967145493105e-05,0.00010605469423336802,0.009613113949531266,0.19942107484178273,,,,
1,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2006-09-08,2006-09-08,,2006-11-03,95,time_stop,partial_runner,60-90,itm_atm,75.0,-0.009999999999999898,90.4443359375,95.20711517333984,8,1,False,True,0.00125,0.0012564694011102176,0.9226727006637017,0.001086509487136182,7.280052848748649e-05,8.766511409671967e-05,0.006582259496149809,1.1840427197861172,2006-10-27,0.7705048175305921,0.7705048175305921,0.7705048175305921
2,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2006-12-08,2006-12-08,2006-12-15,2007-02-02,108,time_stop,partial_runner,60-90,itm_atm,75.0,-0.010000000000000064,98.60983276367188,101.53621673583984,8,2,True,False,0.0025,0.0027076638792820035,0.5300321964457798,0.0013714310495995898,6.37179835731513e-05,9.557697535972694e-05,0.03573264689587963,0.6105602067850314,,,,
3,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2009-10-09,2009-10-09,,2009-11-06,252,thesis_invalidated:lost_recovery_ma|surplus_materially_negative,partial_runner,60-90,itm_atm,75.0,-0.010000000000000009,79.82488250732422,79.72815704345703,4,1,False,False,0.00125,0.0016423859482557904,-0.2812312068998702,-0.00045990006934453246,-1.9901130788311757e-06,-1.6501364332145175e-06,0.06413006760227832,0.11304790548131441,,,,
4,v3|dte=60-90|mny=itm_atm|profit=partial_runner,QQQ,2011-01-07,2011-01-07,,2011-03-04,321,time_stop,partial_runner,60-90,itm_atm,75.0,-0.01000000000000012,48.94340896606445,50.78303909301758,8,1,False,True,0.00125,0.0018933226466863265,0.7691160008664452,0.0013770569505462218,7.912779182303909e-05,0.00011869168773455865,0.03764505060429729,1.0612443570753,2011-02-11,0.6019545092944593,0.6019545092944593,0.6019545092944593
5,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2011-04-29,2011-04-29,,2011-05-13,331,thesis_invalidated:credit_deteriorated,partial_runner,60-90,itm_atm,75.0,-0.010000000000000009,104.5364761352539,102.70519256591795,2,1,False,False,0.00125,0.001967813252089202,-0.47338865391935486,-0.0008970680583812344,-3.447240818994103e-05,-4.9510558238614275e-05,0.00845105341270597,-0.38659722062747026,,,,
6,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2014-06-13,2014-06-13,2014-06-20,2014-07-25,498,thesis_invalidated:credit_deteriorated,partial_runner,60-90,itm_atm,75.0,-0.009999999999999953,158.3817596435547,162.0836639404297,6,2,True,False,0.0025,0.0047983110645430024,0.08918730897920471,0.0003500907520736664,7.7857699418067e-05,0.0001167865491271005,0.017334447727435132,0.33437360109570075,,,,
7,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2014-09-12,2014-09-12,,2014-10-10,509,thesis_invalidated:lost_recovery_ma,partial_runner,60-90,itm_atm,75.0,-0.010000000000000009,163.23951721191406,156.92788696289062,4,1,False,False,0.00125,0.0023878342203451004,-0.8684559550699936,-0.001981403613948903,-9.232523442971484e-05,-0.00013848785164457226,0.006856706426344783,0.2670059441019152,,,,
