dte_bucket,n_trades,activations_per_year,avg_dte,avg_moneyness,full_sharpe,full_cagr,full_max_drawdown,full_cvar_5,holdout_sharpe,sharpe_ex_best
21-45,3,0.14054054054054055,33.0,0.050000000000000044,0.9477417477300508,0.07134169431933479,-0.11603457885760937,-0.024888411906398702,2.166733904134842,0.9515240758015496
45-75,27,1.2648648648648648,60.0,0.050000000000000044,0.8295072828692138,0.07134169431933501,-0.1885981900662791,-0.029480603814966106,2.32189848487361,0.776386057396712
75-100,29,1.3585585585585584,87.0,0.050000000000000044,0.853533995772917,0.07134169431933479,-0.13983238200288994,-0.0280647373110492,2.237312766585319,0.8370252331891515
100-150,36,1.6864864864864864,125.0,0.050000000000000044,0.7220227335788493,0.07134169431933479,-0.16545823496379186,-0.032845433945374876,1.3327130350234058,0.6436672968532706
