method,cost_bps,decision_date,realization_date,gross_return,net_return,turnover,cost,wealth,drawdown
minimum_variance,10.0,2005-06-24,2005-07-01,0.0,0.0,0.0,0.0,1.0,0.0
minimum_variance,10.0,2005-07-01,2005-07-08,0.0,0.0,0.0,0.0,1.0,0.0
minimum_variance,10.0,2005-07-08,2005-07-15,0.0,0.0,0.0,0.0,1.0,0.0
minimum_variance,10.0,2005-07-15,2005-07-22,0.0,0.0,0.0,0.0,1.0,0.0
minimum_variance,10.0,2005-07-22,2005-07-29,0.0,0.0,0.0,0.0,1.0,0.0
minimum_variance,10.0,2005-07-29,2005-08-05,-0.008902495775306968,-0.009527495775306968,0.625,0.000625,0.990472504224693,-0.009527495775306982
minimum_variance,10.0,2005-08-05,2005-08-12,0.0017637892021170332,0.0017637892021170332,0.0,0.0,0.9922194889326382,-0.007780511067361773
minimum_variance,10.0,2005-08-12,2005-08-19,-0.00088379030274686,-0.00088379030274686,0.0,0.0,0.9913425749701231,-0.008657425029876875
minimum_variance,10.0,2005-08-19,2005-08-26,-0.00034541843312911125,-0.00034541843312911125,0.0,0.0,0.9910001469711828,-0.008999853028817228
minimum_variance,10.0,2005-08-26,2005-09-02,0.014278035128983662,0.013944701795650329,0.3333333333333333,0.0003333333333333333,1.0048193485001418,0.0
minimum_variance,10.0,2005-09-02,2005-09-09,0.009276398113757911,0.009276398113757911,0.0,0.0,1.014140452809236,0.0
minimum_variance,10.0,2005-09-09,2005-09-16,-0.004694405852825397,-0.004694405852825397,0.0,0.0,1.0093796659319811,-0.004694405852825545
minimum_variance,10.0,2005-09-16,2005-09-23,-0.009753458549137348,-0.009753458549137348,0.0,0.0,0.9995347231999715,-0.014402077709064431
minimum_variance,10.0,2005-09-23,2005-09-30,0.011298482990656129,0.011298482990656129,0.0,0.0,1.0108279492686165,-0.0032663163484343283
minimum_variance,10.0,2005-09-30,2005-10-07,-0.024690574686438146,-0.02489890801977148,0.20833333333333343,0.00020833333333333343,0.985659437135963,-0.02808389665788258
minimum_variance,10.0,2005-10-07,2005-10-14,-0.008190622671503282,-0.008190622671503282,0.0,0.0,0.9775862726037761,-0.03604449472871574
minimum_variance,10.0,2005-10-14,2005-10-21,-0.006229717477631523,-0.006229717477631523,0.0,0.0,0.9714961863154437,-0.04204966518756337
minimum_variance,10.0,2005-10-21,2005-10-28,0.008868509578800246,0.008868509578800246,0.0,0.0,0.98011190954955,-0.03355407346726447
minimum_variance,10.0,2005-10-28,2005-11-04,0.008721912397458051,0.008513579064124718,0.2083333333333334,0.0002083333333333334,0.9884561697831903,-0.02532615966052676
minimum_variance,10.0,2005-11-04,2005-11-11,0.015415610459503746,0.015415610459503746,0.0,0.0,1.003693825052861,-0.010300967412784856
minimum_variance,10.0,2005-11-11,2005-11-18,0.01127852579003997,0.01127852579003997,0.0,0.0,1.0150140117440238,0.0
minimum_variance,10.0,2005-11-18,2005-11-25,0.010391241556648403,0.010391241556648403,0.0,0.0,1.025561267523439,0.0
minimum_variance,10.0,2005-11-25,2005-12-02,0.008960353338308339,0.008668686671641673,0.29166666666666663,0.0002916666666666666,1.0344515368141713,0.0
minimum_variance,10.0,2005-12-02,2005-12-09,0.011014660703103153,0.011014660703103153,0.0,0.0,1.045845669505983,0.0
minimum_variance,10.0,2005-12-09,2005-12-16,-0.0018791538618475878,-0.0018791538618475878,0.0,0.0,1.0438803645772343,-0.00187915386184756
minimum_variance,10.0,2005-12-16,2005-12-23,0.010740518824512314,0.010740518824512314,0.0,0.0,1.0550921812835148,0.0
minimum_variance,10.0,2005-12-23,2005-12-30,-0.0010354167036155052,-0.0010354167036155052,0.0,0.0,1.0539997212151597,-0.0010354167036155104
minimum_variance,10.0,2005-12-30,2006-01-06,0.032001834750411476,0.031751834750411476,0.25,0.00025,1.0874661461901634,0.0
minimum_variance,10.0,2006-01-06,2006-01-13,0.003130291433407373,0.003130291433407373,0.0,0.0,1.0908702321517028,0.0
minimum_variance,10.0,2006-01-13,2006-01-20,-0.015520974160752668,-0.015520974160752668,0.0,0.0,1.0739388634657419,-0.01552097416075271
minimum_variance,10.0,2006-01-20,2006-01-27,0.026605205673760336,0.026605205673760336,0.0,0.0,1.1025112278092923,0.0
minimum_variance,10.0,2006-01-27,2006-02-03,-0.005815008444054102,-0.0062650084440541015,0.45,0.00045,1.0956039856574027,-0.006265008444054088
minimum_variance,10.0,2006-02-03,2006-02-10,-0.004284623207097138,-0.004284623207097138,0.0,0.0,1.0909097353946668,-0.01052278845057919
minimum_variance,10.0,2006-02-10,2006-02-17,0.008354728481918657,0.008354728481918657,0.0,0.0,1.100023990032171,-0.002255975009037736
minimum_variance,10.0,2006-02-17,2006-02-24,0.005069570806212741,0.005069570806212741,0.0,0.0,1.105600639538172,0.0
minimum_variance,10.0,2006-02-24,2006-03-03,-0.0024668675908030954,-0.0027335342574697622,0.26666666666666666,0.0002666666666666666,1.1025784423149139,-0.002733534257469694
minimum_variance,10.0,2006-03-03,2006-03-10,0.0003236429050934548,0.0003236429050934548,0.0,0.0,1.1029352840050781,-0.0024107760413445423
minimum_variance,10.0,2006-03-10,2006-03-17,0.017068689962884114,0.017068689962884114,0.0,0.0,1.1217609444168863,0.0
minimum_variance,10.0,2006-03-17,2006-03-24,-0.0029384136664342233,-0.0029384136664342233,0.0,0.0,1.1184647467273396,-0.002938413666434214
minimum_variance,10.0,2006-03-24,2006-03-31,0.006523023234519061,0.006523023234519061,0.0,0.0,1.1257605182572326,0.0
minimum_variance,10.0,2006-03-31,2006-04-07,0.0005903352627599462,0.0004570019294266129,0.13333333333333333,0.0001333333333333333,1.1262749929861484,0.0
minimum_variance,10.0,2006-04-07,2006-04-14,-0.004041019427145723,-0.004041019427145723,0.0,0.0,1.121723693859183,-0.004041019427145631
minimum_variance,10.0,2006-04-14,2006-04-21,0.019535951911043712,0.019535951911043712,0.0,0.0,1.1436376339998942,0.0
minimum_variance,10.0,2006-04-21,2006-04-28,0.001821960742947674,0.001821960742947674,0.0,0.0,1.1457212968731996,0.0
minimum_variance,10.0,2006-04-28,2006-05-05,0.012082016016967281,0.011948682683633948,0.13333333333333336,0.00013333333333333334,1.159411157093419,0.0
minimum_variance,10.0,2006-05-05,2006-05-12,-0.009437065284139198,-0.009437065284139198,0.0,0.0,1.148469718312769,-0.009437065284139123
minimum_variance,10.0,2006-05-12,2006-05-19,-0.01637711493779142,-0.01637711493779142,0.0,0.0,1.1296610977333879,-0.02565962831909674
minimum_variance,10.0,2006-05-19,2006-05-26,0.00012775946829515056,0.00012775946829515056,0.0,0.0,1.129805422634588,-0.02553514711127236
minimum_variance,10.0,2006-05-26,2006-06-02,0.0005331444747460241,0.00048314447474602414,0.04999999999999999,4.999999999999999e-05,1.1303512818820718,-0.025064339801765145
minimum_variance,10.0,2006-06-02,2006-06-09,-0.028773763743215344,-0.028773763743215344,0.0,0.0,1.0978268211503563,-0.05311690815314485
minimum_variance,10.0,2006-06-09,2006-06-16,-0.0015623024040995834,-0.0015623024040995834,0.0,0.0,1.0961116836683882,-0.05459622588393842
minimum_variance,10.0,2006-06-16,2006-06-23,0.001244195298679022,0.001244195298679022,0.0,0.0,1.0974754606720356,-0.053419958952829805
minimum_variance,10.0,2006-06-23,2006-06-30,0.021089003299931932,0.021089003299931932,0.0,0.0,1.1206201242837426,-0.033457529343536185
minimum_variance,10.0,2006-06-30,2006-07-07,-3.5168709554273e-05,-0.00030183537622093963,0.2666666666666666,0.0002666666666666666,1.1202818814869286,-0.03374926605380035
minimum_variance,10.0,2006-07-07,2006-07-14,-0.0036640647601412666,-0.0036640647601412666,0.0,0.0,1.1161770961235478,-0.03728967131751315
minimum_variance,10.0,2006-07-14,2006-07-21,-0.0031563703003935845,-0.0031563703003935845,0.0,0.0,1.1126540278873638,-0.04032834160684873
minimum_variance,10.0,2006-07-21,2006-07-28,0.010824862777751708,0.010824862777751708,0.0,0.0,1.1246983550583571,-0.029940027593045482
minimum_variance,10.0,2006-07-28,2006-08-04,0.002234563351894453,0.0021012300185611196,0.1333333333333333,0.0001333333333333333,1.1270616050038322,-0.027901708459219243
minimum_variance,10.0,2006-08-04,2006-08-11,-0.007109902358343083,-0.007109902358343083,0.0,0.0,1.1190483070404176,-0.0348132323947864
minimum_variance,10.0,2006-08-11,2006-08-18,0.007499371706923769,0.007499371706923769,0.0,0.0,1.1274404662529176,-0.027574938057910447
minimum_variance,10.0,2006-08-18,2006-08-25,-0.001230976515116318,-0.001230976515116318,0.0,0.0,1.1260526135167686,-0.028771970471871633
minimum_variance,10.0,2006-08-25,2006-09-01,0.0064196524177893375,0.006102985751122671,0.31666666666666665,0.00031666666666666665,1.132924896572076,-0.022844579646570384
minimum_variance,10.0,2006-09-01,2006-09-08,-0.0029038552360371203,-0.0029038552360371203,0.0,0.0,1.1296350466791283,-0.02568209753038575
minimum_variance,10.0,2006-09-08,2006-09-15,0.003291650169256321,0.003291650169256321,0.0,0.0,1.1333534100717275,-0.022474983841812235
minimum_variance,10.0,2006-09-15,2006-09-22,-0.0004820584676256956,-0.0004820584676256956,0.0,0.0,1.13280706746359,-0.022946208053167272
minimum_variance,10.0,2006-09-22,2006-09-29,0.005566594078054624,0.005566594078054624,0.0,0.0,1.1391129445769113,-0.01750734620097516
minimum_variance,10.0,2006-09-29,2006-10-06,0.0025247104943828995,0.0023413771610495664,0.1833333333333333,0.0001833333333333333,1.1417800376091995,-0.015206960340471087
minimum_variance,10.0,2006-10-06,2006-10-13,0.0064433321405646905,0.0064433321405646905,0.0,0.0,1.1491369056229819,-0.008861611696228677
minimum_variance,10.0,2006-10-13,2006-10-20,0.001871290715373686,0.001871290715373686,0.0,0.0,1.1512872748451675,-0.007006903632545303
minimum_variance,10.0,2006-10-20,2006-10-27,0.0071410669760598846,0.0071410669760598846,0.0,0.0,1.1595086943835222,0.0
minimum_variance,10.0,2006-10-27,2006-11-03,-0.004287838139620756,-0.00442117147295409,0.13333333333333347,0.00013333333333333348,1.1543823076212716,-0.004421171472954066
minimum_variance,10.0,2006-11-03,2006-11-10,0.011789067432125308,0.011789067432125308,0.0,0.0,1.167991398488271,0.0
minimum_variance,10.0,2006-11-10,2006-11-17,0.00903916025940309,0.00903916025940309,0.0,0.0,1.1785490599208108,0.0
minimum_variance,10.0,2006-11-17,2006-11-24,0.01660410179900973,0.01660410179900973,0.0,0.0,1.1981178084868631,0.0
minimum_variance,10.0,2006-11-24,2006-12-01,0.0002596823811257361,7.634904779240265e-05,0.18333333333333346,0.00018333333333333347,1.1982092836406841,0.0
minimum_variance,10.0,2006-12-01,2006-12-08,0.0012017439609158275,0.0012017439609158275,0.0,0.0,1.1996492244112125,0.0
minimum_variance,10.0,2006-12-08,2006-12-15,0.0033673744447972314,0.0033673744447972314,0.0,0.0,1.2036888925522156,0.0
minimum_variance,10.0,2006-12-15,2006-12-22,-0.008196133187721888,-0.008196133187721888,0.0,0.0,1.1938232980722763,-0.008196133187721832
minimum_variance,10.0,2006-12-22,2006-12-29,0.003061547862833313,0.003061547862833313,0.0,0.0,1.19747824523909,-0.005159678178932925
minimum_variance,10.0,2006-12-29,2007-01-05,-0.013016934605979351,-0.013466934605979352,0.45,0.00045,1.1813518840183723,-0.018557127736288592
minimum_variance,10.0,2007-01-05,2007-01-12,0.009013402288587562,0.009013402288587562,0.0,0.0,1.1919998837934107,-0.00971098830530892
minimum_variance,10.0,2007-01-12,2007-01-19,0.0065449504704056935,0.0065449504704056935,0.0,0.0,1.199801463993568,-0.003229595772380245
minimum_variance,10.0,2007-01-19,2007-01-26,-0.0014840658422149476,-0.0014840658422149476,0.0,0.0,1.1980208796234155,-0.004708868681825296
minimum_variance,10.0,2007-01-26,2007-02-02,0.012588080343287572,0.012138080343287571,0.45,0.00045,1.2125625533132205,0.0
minimum_variance,10.0,2007-02-02,2007-02-09,0.0016485454906026583,0.0016485454906026583,0.0,0.0,1.2145615178425586,0.0
minimum_variance,10.0,2007-02-09,2007-02-16,0.008704442054958243,0.008704442054958243,0.0,0.0,1.2251335981968012,0.0
minimum_variance,10.0,2007-02-16,2007-02-23,-0.002596656625128265,-0.002596656625128265,0.0,0.0,1.2219523469223763,-0.002596656625128202
minimum_variance,10.0,2007-02-23,2007-03-02,-0.03264215360439183,-0.03277548693772516,0.13333333333333333,0.0001333333333333333,1.1819022637372993,-0.035287036877554745
minimum_variance,10.0,2007-03-02,2007-03-09,0.010764470442595344,0.010764470442595344,0.0,0.0,1.194624815721336,-0.024902412700434695
minimum_variance,10.0,2007-03-09,2007-03-16,-0.007521795127207445,-0.007521795127207445,0.0,0.0,1.1856390926036022,-0.03223689698113619
minimum_variance,10.0,2007-03-16,2007-03-23,0.023912585749448587,0.023912585749448587,0.0,0.0,1.2139907890733843,-0.009095178795045178
minimum_variance,10.0,2007-03-23,2007-03-30,-0.004423763957430531,-0.004423763957430531,0.0,0.0,1.208620380376029,-0.013478707828335712
minimum_variance,10.0,2007-03-30,2007-04-06,0.007839155839353018,0.007705822506019685,0.13333333333333333,0.0001333333333333333,1.2179337945043645,-0.00587674985245179
minimum_variance,10.0,2007-04-06,2007-04-13,0.003030384833388738,0.003030384833388738,0.0,0.0,1.2216246026033022,-0.002864173832685446
minimum_variance,10.0,2007-04-13,2007-04-20,0.011036724303008774,0.011036724303008774,0.0,0.0,1.2351073365440075,0.0
minimum_variance,10.0,2007-04-20,2007-04-27,-0.0008436090734194007,-0.0008436090734194007,0.0,0.0,1.234065388788252,-0.0008436090734195156
minimum_variance,10.0,2007-04-27,2007-05-04,0.0064164161492403435,0.0064164161492403435,0.0,0.0,1.2419836658780916,0.0
minimum_variance,10.0,2007-05-04,2007-05-11,-0.0010006604237558965,-0.0010006604237558965,0.0,0.0,1.2407408619766962,-0.0010006604237559058
minimum_variance,10.0,2007-05-11,2007-05-18,-0.0026909116145761615,-0.0026909116145761615,0.0,0.0,1.237402137980524,-0.0036888793495754024
minimum_variance,10.0,2007-05-18,2007-05-25,-0.0028332138882408613,-0.0028332138882408613,0.0,0.0,1.2338963130578586,-0.006511641853610972
minimum_variance,10.0,2007-05-25,2007-06-01,0.007648995098931986,0.0073823284322653195,0.2666666666666667,0.0002666666666666667,1.243005340892213,0.0
minimum_variance,10.0,2007-06-01,2007-06-08,-0.009113204305419243,-0.009113204305419243,0.0,0.0,1.2316775792679349,-0.009113204305419398
minimum_variance,10.0,2007-06-08,2007-06-15,0.005461631646545029,0.005461631646545029,0.0,0.0,1.2384045485132045,-0.003701345623910335
minimum_variance,10.0,2007-06-15,2007-06-22,-0.005380527632147924,-0.005380527632147924,0.0,0.0,1.2317412786201516,-0.00906195806365262
minimum_variance,10.0,2007-06-22,2007-06-29,0.0009448062601329207,0.0009448062601329207,0.0,0.0,1.232905035491056,-0.008125713598227335
minimum_variance,10.0,2007-06-29,2007-07-06,0.01917102987051318,0.018504363203846515,0.6666666666666666,0.0006666666666666666,1.2557191580636338,0.0
minimum_variance,10.0,2007-07-06,2007-07-13,0.012706209445392013,0.012706209445392013,0.0,0.0,1.2716745886905816,0.0
minimum_variance,10.0,2007-07-13,2007-07-20,-0.0030551381084484236,-0.0030551381084484236,0.0,0.0,1.2677894471931275,-0.003055138108448485
minimum_variance,10.0,2007-07-20,2007-07-27,-0.03124054360674412,-0.03124054360674412,0.0,0.0,1.2281830156839206,-0.034200237539890876
minimum_variance,10.0,2007-07-27,2007-08-03,-0.004489342626540393,-0.004622675959873726,0.13333333333333333,0.0001333333333333333,1.2225055235829934,-0.038664816883867026
minimum_variance,10.0,2007-08-03,2007-08-10,-0.0012976123985983742,-0.0012976123985983742,0.0,0.0,1.220919185258237,-0.03991225733668735
minimum_variance,10.0,2007-08-10,2007-08-17,-0.01051057859554016,-0.01051057859554016,0.0,0.0,1.2080866182027774,-0.05000333501456489
minimum_variance,10.0,2007-08-17,2007-08-24,0.024476664576847076,0.024476664576847076,0.0,0.0,1.2376565491363043,-0.02675058529659302
minimum_variance,10.0,2007-08-24,2007-08-31,0.003727294766059284,0.003727294766059284,0.0,0.0,1.2422696599140792,-0.023122997847098592
minimum_variance,10.0,2007-08-31,2007-09-07,-0.0009247775751383777,-0.0011914442418050444,0.2666666666666667,0.0002666666666666667,1.2407895648810054,-0.024286892326265463
minimum_variance,10.0,2007-09-07,2007-09-14,0.006513844631017417,0.006513844631017417,0.0,0.0,1.2488718753264278,-0.01793124873843177
minimum_variance,10.0,2007-09-14,2007-09-21,0.00691339726086463,0.00691339726086463,0.0,0.0,1.2575058227284803,-0.011141817323479408
minimum_variance,10.0,2007-09-21,2007-09-28,0.0056363199186796435,0.0056363199186796435,0.0,0.0,1.2645935278449807,-0.005568296251710181
minimum_variance,10.0,2007-09-28,2007-10-05,0.009828389416682702,0.009428389416682703,0.4,0.0004,1.2765166080793198,0.0
minimum_variance,10.0,2007-10-05,2007-10-12,0.005543392168234229,0.005543392168234229,0.0,0.0,1.2835928402471675,0.0
minimum_variance,10.0,2007-10-12,2007-10-19,-0.0008851952336370529,-0.0008851952336370529,0.0,0.0,1.28245660998305,-0.0008851952336369484
minimum_variance,10.0,2007-10-19,2007-10-26,0.015114623288229392,0.015114623288229392,0.0,0.0,1.3018404585264436,0.0
minimum_variance,10.0,2007-10-26,2007-11-02,0.004859945220602593,0.004593278553935926,0.2666666666666667,0.0002666666666666667,1.3078201743852393,0.0
minimum_variance,10.0,2007-11-02,2007-11-09,-0.018871054231064027,-0.018871054231064027,0.0,0.0,1.2831402289499358,-0.018871054231064055
minimum_variance,10.0,2007-11-09,2007-11-16,-0.007677681912770308,-0.007677681912770308,0.0,0.0,1.273288686422579,-0.026403850192089573
minimum_variance,10.0,2007-11-16,2007-11-23,0.0011184190747876325,0.0011184190747876325,0.0,0.0,1.2747127567771854,-0.025314961687004534
minimum_variance,10.0,2007-11-23,2007-11-30,0.010214268029735697,0.010214268029735697,0.0,0.0,1.2877330145358308,-0.0153592674611025
minimum_variance,10.0,2007-11-30,2007-12-07,0.009154184883702723,0.008704184883702722,0.45,0.00045,1.2989416807751983,-0.0067887724810595795
minimum_variance,10.0,2007-12-07,2007-12-14,-0.006571385388532604,-0.006571385388532604,0.0,0.0,1.2904058343935962,-0.013315546229303976
minimum_variance,10.0,2007-12-14,2007-12-21,0.015153428476623647,0.015153428476623647,0.0,0.0,1.3099599069108976,0.0
minimum_variance,10.0,2007-12-21,2007-12-28,0.010405187919122894,0.010405187919122894,0.0,0.0,1.3235902859088222,0.0
minimum_variance,10.0,2007-12-28,2008-01-04,0.00826943608995986,0.008136102756626528,0.13333333333333333,0.0001333333333333333,1.334359152482649,0.0
minimum_variance,10.0,2008-01-04,2008-01-11,0.009525964261985088,0.009525964261985088,0.0,0.0,1.3470702100818515,0.0
minimum_variance,10.0,2008-01-11,2008-01-18,-0.0033608245310889746,-0.0033608245310889746,0.0,0.0,1.3425429434747091,-0.0033608245310889906
minimum_variance,10.0,2008-01-18,2008-01-25,0.0001676008216356039,0.0001676008216356039,0.0,0.0,1.3427679547751166,-0.003193786986406155
minimum_variance,10.0,2008-01-25,2008-02-01,0.007928998938213626,0.007795665604880293,0.13333333333333347,0.00013333333333333348,1.3532357247354925,0.0
minimum_variance,10.0,2008-02-01,2008-02-08,0.0009199582689139291,0.0009199582689139291,0.0,0.0,1.3544806451302527,0.0
minimum_variance,10.0,2008-02-08,2008-02-15,-0.004735683678597263,-0.004735683678597263,0.0,0.0,1.3480662532461336,-0.0047356836785971135
minimum_variance,10.0,2008-02-15,2008-02-22,0.017791522313951175,0.017791522313951175,0.0,0.0,1.3720504040714467,0.0
minimum_variance,10.0,2008-02-22,2008-02-29,0.012636414603361608,0.012636414603361608,0.0,0.0,1.3893882018340031,0.0
minimum_variance,10.0,2008-02-29,2008-03-07,-0.015101994667000938,-0.015285328000334272,0.18333333333333346,0.00018333333333333347,1.3681509474491758,-0.01528532800033422
minimum_variance,10.0,2008-03-07,2008-03-14,0.014723170595200374,0.014723170595200374,0.0,0.0,1.3882944672484552,-0.0007872058968863005
minimum_variance,10.0,2008-03-14,2008-03-21,-0.03367600791158793,-0.03367600791158793,0.0,0.0,1.3415422517857825,-0.03443670385646258
minimum_variance,10.0,2008-03-21,2008-03-28,0.010782945062334386,0.010782945062334386,0.0,0.0,1.356008028185589,-0.024025087879940177
minimum_variance,10.0,2008-03-28,2008-04-04,0.0025259771929933648,0.0023926438596600314,0.1333333333333333,0.0001333333333333333,1.359252472467877,-0.02168992749927401
minimum_variance,10.0,2008-04-04,2008-04-11,0.0025399248462141073,0.0025399248462141073,0.0,0.0,1.362704871594976,-0.019205093438827814
minimum_variance,10.0,2008-04-11,2008-04-18,-0.005613798772793338,-0.005613798772793338,0.0,0.0,1.3550549206591367,-0.024711078681642906
minimum_variance,10.0,2008-04-18,2008-04-25,-0.010556786643351452,-0.010556786643351452,0.0,0.0,1.3407498949717147,-0.03500699573962518
minimum_variance,10.0,2008-04-25,2008-05-02,0.0002700396481893153,0.00013670631485598195,0.13333333333333336,0.00013333333333333334,1.340933183949,-0.03487507510215082
minimum_variance,10.0,2008-05-02,2008-05-09,0.004309082245512265,0.004309082245512265,0.0,0.0,1.346711375324373,-0.03071627242357211
minimum_variance,10.0,2008-05-09,2008-05-16,0.0011105022451844593,0.0011105022451844593,0.0,0.0,1.3482069013302862,-0.029639880667877594
minimum_variance,10.0,2008-05-16,2008-05-23,-0.003402617980123009,-0.003402617980123009,0.0,0.0,1.3436194682868938,-0.032941645457111424
minimum_variance,10.0,2008-05-23,2008-05-30,-0.006985418167069645,-0.006985418167069645,0.0,0.0,1.334233724443494,-0.039696952455551826
minimum_variance,10.0,2008-05-30,2008-06-06,0.003324777613651362,0.0031914442803180286,0.13333333333333336,0.00013333333333333334,1.3384918570319766,-0.03663219878709423
minimum_variance,10.0,2008-06-06,2008-06-13,-0.004165779047473747,-0.004165779047473747,0.0,0.0,1.3329159956987386,-0.0406453761883977
minimum_variance,10.0,2008-06-13,2008-06-20,-0.00012315058682769347,-0.00012315058682769347,0.0,0.0,1.3327518463116763,-0.040763521273295966
minimum_variance,10.0,2008-06-20,2008-06-27,0.006396157245294321,0.006396157245294321,0.0,0.0,1.3412763366896423,-0.034628093919937375
minimum_variance,10.0,2008-06-27,2008-07-04,-0.0015134576596218786,-0.0017801243262885453,0.2666666666666667,0.0002666666666666667,1.338888698054426,-0.03634657593386603
minimum_variance,10.0,2008-07-04,2008-07-11,4.5528696476667085e-05,4.5528696476667085e-05,0.0,0.0,1.3389496559115757,-0.036302702049613056
minimum_variance,10.0,2008-07-11,2008-07-18,-0.007094816969559984,-0.007094816969559984,0.0,0.0,1.3294500531714277,-0.043139957992630595
minimum_variance,10.0,2008-07-18,2008-07-25,-0.004334996456491283,-0.004334996456491283,0.0,0.0,1.3236868919018474,-0.04728794288409066
minimum_variance,10.0,2008-07-25,2008-08-01,-0.0028543005360285537,-0.0030376338693618873,0.18333333333333332,0.00018333333333333334,1.319666015766576,-0.05018193329653531
minimum_variance,10.0,2008-08-01,2008-08-08,-0.013734980526553855,-0.013734980526553855,0.0,0.0,1.3015404287384673,-0.06322766594647633
minimum_variance,10.0,2008-08-08,2008-08-15,-0.01222466943408673,-0.01222466943408673,0.0,0.0,1.28562952724204,-0.07467939806527857
minimum_variance,10.0,2008-08-15,2008-08-22,0.01189456363322576,0.01189456363322576,0.0,0.0,1.3009215294625742,-0.06367311328443137
minimum_variance,10.0,2008-08-22,2008-08-29,-0.00013446787831143756,-0.00013446787831143756,0.0,0.0,1.3007465973046577,-0.06379901917429398
minimum_variance,10.0,2008-08-29,2008-09-05,-0.004572866574610814,-0.004839533241277481,0.26666666666666666,0.0002666666666666666,1.2944515909085232,-0.06832979494151659
minimum_variance,10.0,2008-09-05,2008-09-12,-0.0022425394312947716,-0.0022425394312947716,0.0,0.0,1.2915487321740087,-0.0704191021133227
minimum_variance,10.0,2008-09-12,2008-09-19,0.005347439465623025,0.005347439465623025,0.0,0.0,1.2984552108362113,-0.06544822453347421
minimum_variance,10.0,2008-09-19,2008-09-26,-0.006162457715987747,-0.006162457715987747,0.0,0.0,1.290453535503329,-0.07120736033318809
minimum_variance,10.0,2008-09-26,2008-10-03,-0.022899820101721723,-0.023033153435055055,0.1333333333333333,0.0001333333333333333,1.2607303212192715,-0.09260038371198365
minimum_variance,10.0,2008-10-03,2008-10-10,-0.03135547387790054,-0.03135547387790054,0.0,0.0,1.2211995245652036,-0.12105232867731941
minimum_variance,10.0,2008-10-10,2008-10-17,-0.0038416262628190668,-0.0038416262628190668,0.0,0.0,1.2165081323994917,-0.12442891713511628
minimum_variance,10.0,2008-10-17,2008-10-24,-0.014783748085528568,-0.014783748085528568,0.0,0.0,1.198523582626101,-0.13737313945516416
minimum_variance,10.0,2008-10-24,2008-10-31,0.018880744390362136,0.018880744390362136,0.0,0.0,1.2211526000354853,-0.12108610219695659
minimum_variance,10.0,2008-10-31,2008-11-07,0.0007083422951991345,0.0005250089618658012,0.18333333333333332,0.00018333333333333334,1.2217937160943098,-0.12062466452390153
minimum_variance,10.0,2008-11-07,2008-11-14,-0.006533712957636604,-0.006533712957636604,0.0,0.0,1.2138108666599055,-0.12637025054792772
minimum_variance,10.0,2008-11-14,2008-11-21,0.00552453036336,0.00552453036336,0.0,0.0,1.2205166016481444,-0.12154385647074517
