method,decision_date,last_covariance_observation,observations,fallback_equal_weight,trend_v4_weight,defensive_weight,cash_weight,estimated_annual_volatility,trend_variance,defensive_variance,cross_covariance,causal_history_pass,last_optimizer_observation,optimizer_error
minimum_variance,2018-09-28,2018-09-28,104,False,0.19999999999999996,0.8,0.0,0.06909994260911666,0.00021738272663561486,9.086801755011571e-05,7.803836376882733e-05,True,,
minimum_variance,2018-10-26,2018-10-26,104,False,0.19999999999999996,0.8,0.0,0.0693253319382783,0.0002318779498985936,9.00223879848079e-05,7.9792694737319e-05,True,,
minimum_variance,2018-11-30,2018-11-30,104,False,0.19999999999999996,0.8,0.0,0.07099449628254031,0.00026489325241695955,9.113584488535046e-05,8.751440021633954e-05,True,,
minimum_variance,2018-12-28,2018-12-28,104,False,0.19999999999999996,0.8,0.0,0.07158799155550788,0.0003018364190824024,8.892051913900182e-05,9.241261456214477e-05,True,,
minimum_variance,2019-01-25,2019-01-25,104,False,0.19999999999999996,0.8,0.0,0.07109282519871209,0.0003135681106273478,8.678789562048932e-05,9.096556240263615e-05,True,,
minimum_variance,2019-02-22,2019-02-22,104,False,0.19999999999999996,0.8,0.0,0.0710535150461505,0.0003158866979428903,8.649601538034026e-05,9.092369452131005e-05,True,,
minimum_variance,2019-03-29,2019-03-29,104,False,0.19999999999999996,0.8,0.0,0.07110263884071268,0.00031237716388058474,8.678202199638584e-05,9.121003949528157e-05,True,,
minimum_variance,2019-04-26,2019-04-26,104,False,0.19999999999999996,0.8,0.0,0.06981414038408566,0.0003085852179276749,8.30265430290756e-05,8.828326876632339e-05,True,,
minimum_variance,2019-05-31,2019-05-31,104,False,0.19999999999999996,0.8,0.0,0.06985478679202636,0.00030564145061280325,8.413831909436008e-05,8.676885583080093e-05,True,,
minimum_variance,2019-06-28,2019-06-28,104,False,0.19999999999999996,0.8,0.0,0.07135339550234569,0.0003079241212625952,8.8825147655565e-05,8.982716126867576e-05,True,,
minimum_variance,2019-07-26,2019-07-26,104,False,0.19999999999999996,0.8,0.0,0.07062947491270519,0.00029977330491277025,8.733947392874718e-05,8.764041826184995e-05,True,,
minimum_variance,2019-08-30,2019-08-30,104,False,0.19999999999999996,0.8,0.0,0.0701156951387798,0.0003046597723316267,8.53033221180341e-05,8.675623907790563e-05,True,,
minimum_variance,2019-09-27,2019-09-27,104,False,0.19999999999999996,0.8,0.0,0.07281749938236136,0.00031919103308405424,9.21389888978884e-05,9.447628106752628e-05,True,,
minimum_variance,2019-10-25,2019-10-25,104,False,0.19999999999999996,0.8,0.0,0.07276972131925494,0.00032151435894275807,9.305269893183056e-05,9.194042390803898e-05,True,,
minimum_variance,2019-11-29,2019-11-29,104,False,0.19999999999999996,0.8,0.0,0.0725259314758668,0.00032794147001152384,9.182126305203446e-05,9.147120459413777e-05,True,,
minimum_variance,2019-12-27,2019-12-27,104,False,0.19999999999999996,0.8,0.0,0.07259615062986634,0.00032710439388572486,9.232079168617043e-05,9.118918267284754e-05,True,,
minimum_variance,2020-01-31,2020-01-31,104,False,0.19999999999999996,0.8,0.0,0.06724844613328301,0.0002945142276570802,7.975472662411256e-05,7.545232041850206e-05,True,,
minimum_variance,2020-02-28,2020-02-28,104,False,0.19999999999999996,0.8,0.0,0.07569716738519458,0.0003517624899886734,9.900663978483144e-05,0.0001023710456085658,True,,
minimum_variance,2020-03-27,2020-03-27,104,False,0.19999999999999996,0.8,0.0,0.1389466323910409,0.0006097625079669351,0.0003824250143990784,0.00031915601905279446,True,,
minimum_variance,2020-04-24,2020-04-24,104,False,0.19999999999999996,0.8,0.0,0.1389530100179406,0.0006468930796249721,0.00038130302810315516,0.0003168651810188078,True,,
minimum_variance,2020-05-29,2020-05-29,104,False,0.19999999999999996,0.8,0.0,0.13916653853354932,0.0006451580909515694,0.0003826381967294409,0.00031798061484824576,True,,
minimum_variance,2020-06-26,2020-06-26,104,False,0.19999999999999996,0.8,0.0,0.1395313230683217,0.0006458737774113193,0.0003846456932943577,0.0003199858165471506,True,,
minimum_variance,2020-07-31,2020-07-31,104,False,0.19999999999999996,0.8,0.0,0.14051743020500432,0.0006561757397517233,0.0003895598771603402,0.000325465741636932,True,,
minimum_variance,2020-08-28,2020-08-28,104,False,0.19999999999999996,0.8,0.0,0.14117575903091195,0.0006630037148850816,0.0003927407145422404,0.00032939520619154974,True,,
minimum_variance,2020-09-25,2020-09-25,104,False,0.19999999999999996,0.8,0.0,0.14143221833634637,0.0006614317472101424,0.00039472409035688023,0.0003299805662419395,True,,
minimum_variance,2020-10-30,2020-10-30,104,False,0.19999999999999996,0.8,0.0,0.14260324606387606,0.0006468184877362935,0.0004034091888579517,0.00033442581299701054,True,,
minimum_variance,2020-11-27,2020-11-27,104,False,0.21285057029379825,0.7871494297062017,0.0,0.14505072899043253,0.0006406083650486199,0.0004218660567339565,0.0003407942866806511,True,,
minimum_variance,2020-12-25,2020-12-25,104,False,0.24527088912425937,0.7547291108757406,0.0,0.14428645876331642,0.0005983682199573503,0.0004212695071182185,0.0003360080334462815,True,,
minimum_variance,2021-01-29,2021-01-29,104,False,0.2489522161958695,0.7510477838041305,0.0,0.1459649947723399,0.0006064519952787077,0.000431341641718905,0.0003445173130254328,True,,
minimum_variance,2021-02-26,2021-02-26,104,False,0.2269293090506737,0.7730706909493263,0.0,0.14924708756696364,0.0006489126207501035,0.00044736396418881797,0.0003636177056384422,True,,
minimum_variance,2021-03-26,2021-03-26,104,False,0.22343323791162667,0.7765667620883734,0.0,0.1494280074583273,0.0006557586718959761,0.00044813726683104953,0.00036427049548960614,True,,
minimum_variance,2021-04-30,2021-04-30,104,False,0.22591310338423531,0.7740868966157647,0.0,0.14965370366235187,0.0006569281836148235,0.000449965625319626,0.0003646723216153738,True,,
minimum_variance,2021-05-28,2021-05-28,104,False,0.2157339137348476,0.7842660862651524,0.0,0.15056818164459096,0.0006690439274600696,0.00045361214144053923,0.0003718648902092922,True,,
minimum_variance,2021-06-25,2021-06-25,104,False,0.20387195651668844,0.7961280434833116,0.0,0.15118689697858295,0.0006834905123801361,0.00045556257240988215,0.0003771030747548201,True,,
minimum_variance,2021-07-30,2021-07-30,104,False,0.20199609583249245,0.7980039041675075,0.0,0.15147331278900752,0.0006878510398114453,0.000457035461657735,0.00037880855759314625,True,,
minimum_variance,2021-08-27,2021-08-27,104,False,0.19999999999999996,0.8,0.0,0.15150923389410745,0.0006991661737611494,0.0004563545828465603,0.00037940515604703356,True,,
minimum_variance,2021-09-24,2021-09-24,104,False,0.19999999999999996,0.8,0.0,0.15044750758224018,0.0006904311228504929,0.0004504007710263571,0.0003731381095205546,True,,
minimum_variance,2021-10-29,2021-10-29,104,False,0.19999999999999996,0.8,0.0,0.15140445941608693,0.0006944579406611575,0.00045604585235286063,0.00037870383703119596,True,,
minimum_variance,2021-11-26,2021-11-26,104,False,0.19999999999999996,0.8,0.0,0.1514435353994859,0.0006913043886365751,0.0004563767194697682,0.0003791474796861406,True,,
minimum_variance,2021-12-31,2021-12-31,104,False,0.19999999999999996,0.8,0.0,0.15208371644554045,0.0007131797162749248,0.00045811567759892303,0.0003846125749725689,True,,
minimum_variance,2022-01-28,2022-01-28,104,False,0.19999999999999996,0.8,0.0,0.15288485546329034,0.0007325480126142374,0.00046124099412879737,0.00039062373072038377,True,,
minimum_variance,2022-02-25,2022-02-25,104,False,0.20983854868998147,0.7901614513100186,0.0,0.142333303677569,0.0006202919318405764,0.0004058616923339747,0.0003283260134039099,True,,
minimum_variance,2022-03-25,2022-03-25,104,False,0.19999999999999996,0.8,0.0,0.08650240980726268,0.0003584149337235888,0.00013875640606160334,0.0001273648225113215,True,,
minimum_variance,2022-04-29,2022-04-29,104,False,0.19999999999999996,0.8,0.0,0.0866653139059547,0.00033011447010318956,0.0001392617221216474,0.0001315870447352526,True,,
minimum_variance,2022-05-27,2022-05-27,104,False,0.19999999999999996,0.8,0.0,0.08776415604123207,0.0003396662274247853,0.00014251833381700383,0.00013539850860314244,True,,
minimum_variance,2022-06-24,2022-06-24,104,False,0.19999999999999996,0.8,0.0,0.08788004882903229,0.00035082586562440725,0.00014239550068114302,0.00013547253119145986,True,,
minimum_variance,2022-07-29,2022-07-29,104,False,0.19999999999999996,0.8,0.0,0.08967784712412138,0.0003690691103516797,0.00014741273023580689,0.00014234115703354202,True,,
minimum_variance,2022-08-26,2022-08-26,104,False,0.19999999999999996,0.8,0.0,0.08850542968464874,0.0003705539310967565,0.00014324332363708717,0.00013793996973201838,True,,
minimum_variance,2022-09-30,2022-09-30,104,False,0.19999999999999996,0.8,0.0,0.08767522822069926,0.00037773958060601496,0.00013919652645574539,0.0001363453675146624,True,,
minimum_variance,2022-10-28,2022-10-28,104,False,0.19999999999999996,0.8,0.0,0.08472769321832606,0.00037777240243596136,0.00012864265734028514,0.0001269103224006783,True,,
minimum_variance,2022-11-25,2022-11-25,104,False,0.19999999999999996,0.8,0.0,0.07884726354462088,0.00035750915230072937,0.00010847952984871414,0.00011196353235121256,True,,
minimum_variance,2022-12-30,2022-12-30,104,False,0.19999999999999996,0.8,0.0,0.0783151473426657,0.000360077194636518,0.00010666109058894093,0.00011025364445069268,True,,
minimum_variance,2023-01-27,2023-01-27,104,False,0.19999999999999996,0.8,0.0,0.07682704823001295,0.0003467150239558341,0.00010390935189194763,0.00010355317661926589,True,,
minimum_variance,2023-02-24,2023-02-24,104,False,0.19999999999999996,0.8,0.0,0.07259999307305955,0.00030888264398271976,9.51320470428304e-05,8.787791881844e-05,True,,
minimum_variance,2023-03-31,2023-03-31,104,False,0.19999999999999996,0.8,0.0,0.07506761094169676,0.0003214527687876113,0.00010129156414461093,9.588588934393433e-05,True,,
minimum_variance,2023-04-28,2023-04-28,104,False,0.19999999999999996,0.8,0.0,0.07431009821049193,0.0003225238569131097,9.903980066311172e-05,9.345531896666647e-05,True,,
minimum_variance,2023-05-26,2023-05-26,104,False,0.19999999999999996,0.8,0.0,0.07199327440263349,0.0003134828245452374,9.236754460554526e-05,8.75598196926828e-05,True,,
minimum_variance,2023-06-30,2023-06-30,104,False,0.19999999999999996,0.8,0.0,0.07165108215039868,0.00030760877736599255,9.218543824735948e-05,8.570432280828088e-05,True,,
minimum_variance,2023-07-28,2023-07-28,104,False,0.19999999999999996,0.8,0.0,0.07338779279190198,0.000314493730333724,9.685858095560648e-05,9.063507196937562e-05,True,,
minimum_variance,2023-08-25,2023-08-25,104,False,0.19999999999999996,0.8,0.0,0.07653429343873211,0.0003164648322614377,0.00010671538996195911,9.902422134183668e-05,True,,
minimum_variance,2023-09-29,2023-09-29,104,False,0.19999999999999996,0.8,0.0,0.07677474737914247,0.0003262372564521871,0.00010597673507246315,0.00010149534846748924,True,,
minimum_variance,2023-10-27,2023-10-27,104,False,0.19999999999999996,0.8,0.0,0.07612976376844108,0.0003262074774022724,0.0001035433753485693,0.00010043905329576506,True,,
minimum_variance,2023-11-24,2023-11-24,104,False,0.19999999999999996,0.8,0.0,0.07712367217415614,0.0003654078112035373,0.00010392328764313524,0.00010393302581489233,True,,
minimum_variance,2023-12-29,2023-12-29,104,False,0.19999999999999996,0.8,0.0,0.07632479994235244,0.00034466777528092176,0.00010322476662953718,0.00010055564184043322,True,,
minimum_variance,2024-01-26,2024-01-26,104,False,0.19999999999999996,0.8,0.0,0.07531849437659446,0.000333182963618898,0.00010097983301048809,9.731046804331377e-05,True,,
minimum_variance,2024-02-23,2024-02-23,104,False,0.19999999999999996,0.8,0.0,0.0758331519005353,0.00033326228005612957,0.00010157924157819702,0.00010077669620976651,True,,
minimum_variance,2024-03-29,2024-03-29,104,False,0.19999999999999996,0.8,0.0,0.06908761610762727,0.00030166656473047605,8.285112591908357e-05,8.343430133463871e-05,True,,
minimum_variance,2024-04-26,2024-04-26,104,False,0.19999999999999996,0.8,0.0,0.0699614557660256,0.0003001667978955608,8.601706968215048e-05,8.45919635971648e-05,True,,
minimum_variance,2024-05-31,2024-05-31,104,False,0.19999999999999996,0.8,0.0,0.06892531360201748,0.0002931011623506276,8.380211696582898e-05,8.125685004954102e-05,True,,
minimum_variance,2024-06-28,2024-06-28,104,False,0.19999999999999996,0.8,0.0,0.06758603721638687,0.0002800567859893392,8.096815143545569e-05,7.756816297987023e-05,True,,
minimum_variance,2024-07-26,2024-07-26,104,False,0.19999999999999996,0.8,0.0,0.0655990877832429,0.00026957537187350446,7.64166109359608e-05,7.207804883100621e-05,True,,
minimum_variance,2024-08-30,2024-08-30,104,False,0.19999999999999996,0.8,0.0,0.06872558619099738,0.00026386343456816355,8.594569292355266e-05,7.897221111169452e-05,True,,
minimum_variance,2024-09-27,2024-09-27,104,False,0.19999999999999996,0.8,0.0,0.07251760840210607,0.00028631085221485637,9.4846270644277e-05,9.055246807168055e-05,True,,
minimum_variance,2024-10-25,2024-10-25,104,False,0.19999999999999996,0.8,0.0,0.07258501206518772,0.00027430137508212954,9.535042875406337e-05,9.163310380993917e-05,True,,
minimum_variance,2024-11-29,2024-11-29,104,False,0.19999999999999996,0.8,0.0,0.07493036540686558,0.0002933182754266014,0.00010022324968038751,0.00010030215731705362,True,,
minimum_variance,2024-12-27,2024-12-27,104,False,0.19999999999999996,0.8,0.0,0.07609035433695735,0.00029582111570915107,0.00010358793064059892,0.00010378772660634368,True,,
minimum_variance,2025-01-31,2025-01-31,104,False,0.19999999999999996,0.8,0.0,0.07491005865269929,0.00029661116024220715,9.804212357713322e-05,0.00010406993998798445,True,,
minimum_variance,2025-02-28,2025-02-28,104,False,0.19999999999999996,0.8,0.0,0.0734073186773628,0.0002995003032135699,9.181608695442325e-05,0.00010276649223993189,True,,
minimum_variance,2025-03-28,2025-03-28,104,False,0.19999999999999996,0.8,0.0,0.07163457606755429,0.0002884325310440834,8.740329147980419e-05,9.752351462491857e-05,True,,
minimum_variance,2025-04-25,2025-04-25,104,False,0.19999999999999996,0.8,0.0,0.09007723304011785,0.00034866829499998744,0.0001505508386838271,0.00014292944394026188,True,,
minimum_variance,2025-05-30,2025-05-30,104,False,0.19999999999999996,0.8,0.0,0.08945190902518096,0.00034467992424201476,0.00014867127658808448,0.00014044048683740446,True,,
minimum_variance,2025-06-27,2025-06-27,104,False,0.19999999999999996,0.8,0.0,0.08899748712168616,0.00033408064362774436,0.00014898037633385405,0.00013627392132441852,True,,
minimum_variance,2025-07-25,2025-07-25,104,False,0.19999999999999996,0.8,0.0,0.08739593550762109,0.0003227647872263064,0.00014414103134199633,0.0001303897393485522,True,,
minimum_variance,2025-08-29,2025-08-29,104,False,0.19999999999999996,0.8,0.0,0.08400442687068671,0.0003071492053746371,0.00013296696603022534,0.00011975557435140671,True,,
minimum_variance,2025-09-26,2025-09-26,104,False,0.19999999999999996,0.8,0.0,0.08333024544224923,0.0002967587414884694,0.00013175600561025512,0.00011669661997957894,True,,
minimum_variance,2025-10-31,2025-10-31,104,False,0.19999999999999996,0.8,0.0,0.08536373657620673,0.0002663514760100155,0.00014175367560462435,0.0001211174355786829,True,,
minimum_variance,2025-11-28,2025-11-28,104,False,0.19999999999999996,0.8,0.0,0.08758983937926686,0.00027878334746541506,0.00014853144128136356,0.00012914568713425024,True,,
minimum_variance,2025-12-26,2025-12-26,104,False,0.19999999999999996,0.8,0.0,0.08740473251460971,0.0002799748930600242,0.0001477688042200206,0.00012857534158313322,True,,
minimum_variance,2026-01-30,2026-01-30,104,False,0.19999999999999996,0.8,0.0,0.0875135193745922,0.00028124580587272967,0.0001479509982981272,0.0001291956474609479,True,,
minimum_variance,2026-02-27,2026-02-27,104,False,0.19999999999999996,0.8,0.0,0.08749804840345589,0.00028660690844175516,0.00014771314167440116,0.00012883850660640558,True,,
minimum_variance,2026-03-27,2026-03-27,104,False,0.19999999999999996,0.8,0.0,0.09547823728046378,0.00035027548764923495,0.00017221346116867223,0.0001596308168377837,True,,
minimum_variance,2026-04-24,2026-04-24,104,False,0.19999999999999996,0.8,0.0,0.09461626346309615,0.0003772301320885495,0.0001696929914806548,0.0001514552812799067,True,,
minimum_variance,2026-05-29,2026-05-29,104,False,0.19999999999999996,0.8,0.0,0.09514875365668081,0.0003782571267634871,0.00017188412498425203,0.00015301723673532262,True,,
minimum_variance,2026-06-26,2026-06-26,104,False,0.19999999999999996,0.8,0.0,0.09704963557314658,0.0003905520728021184,0.0001787034202560366,0.00015979769395019547,True,,
minimum_variance,2026-07-31,2026-07-31,104,False,0.19999999999999996,0.8,0.0,0.09606290988784456,0.00037645684880202303,0.00017634299934455737,0.00015482917021785263,True,,
CDAR,2005-01-07,,0,True,0.5,0.5,0.0,,,,,True,,
CDAR,2005-01-28,,3,True,0.5,0.5,0.0,,,,,True,2005-01-28,
CDAR,2005-02-25,,7,True,0.5,0.5,0.0,,,,,True,2005-02-25,
CDAR,2005-03-25,,11,True,0.5,0.5,0.0,,,,,True,2005-03-25,
CDAR,2005-04-29,,16,True,0.5,0.5,0.0,,,,,True,2005-04-29,
CDAR,2005-05-27,,20,True,0.5,0.5,0.0,,,,,True,2005-05-27,
CDAR,2005-06-24,,24,True,0.5,0.5,0.0,,,,,True,2005-06-24,
CDAR,2005-07-29,,29,True,0.5,0.5,0.0,,,,,True,2005-07-29,
CDAR,2005-08-26,,33,True,0.5,0.5,0.0,,,,,True,2005-08-26,
CDAR,2005-09-30,,38,True,0.5,0.5,0.0,,,,,True,2005-09-30,
CDAR,2005-10-28,,42,True,0.5,0.5,0.0,,,,,True,2005-10-28,
CDAR,2005-11-25,,46,True,0.5,0.5,0.0,,,,,True,2005-11-25,
CDAR,2005-12-30,,51,True,0.5,0.5,0.0,,,,,True,2005-12-30,
CDAR,2006-01-27,,55,False,0.20000000028058476,0.799999999719415,2.220446049250313e-16,,,,,True,2006-01-27,
CDAR,2006-02-24,,59,False,0.20000000069454632,0.7999999993054536,0.0,,,,,True,2006-02-24,
CDAR,2006-03-31,,64,False,0.20000000004287435,0.7999999999571255,2.220446049250313e-16,,,,,True,2006-03-31,
CDAR,2006-04-28,,68,False,0.20000000002992158,0.7999999999700783,1.1102230246251565e-16,,,,,True,2006-04-28,
CDAR,2006-05-26,,72,False,0.20000000006785054,0.7999999999321492,2.220446049250313e-16,,,,,True,2006-05-26,
CDAR,2006-06-30,,77,False,0.20000000017769812,0.7999999998223016,2.220446049250313e-16,,,,,True,2006-06-30,
CDAR,2006-07-28,,81,False,0.20000000000631507,0.7999999999936847,2.220446049250313e-16,,,,,True,2006-07-28,
CDAR,2006-08-25,,85,False,0.20000000003148036,0.7999999999685196,1.1102230246251565e-16,,,,,True,2006-08-25,
CDAR,2006-09-29,,90,False,0.2000000000846629,0.7999999999153368,3.3306690738754696e-16,,,,,True,2006-09-29,
CDAR,2006-10-27,,94,False,0.20000000006674676,0.799999999933253,2.220446049250313e-16,,,,,True,2006-10-27,
CDAR,2006-11-24,,98,False,0.2000000000317549,0.799999999968245,1.1102230246251565e-16,,,,,True,2006-11-24,
CDAR,2006-12-29,,103,False,0.2000000000209765,0.7999999999790234,1.1102230246251565e-16,,,,,True,2006-12-29,
CDAR,2007-01-26,,104,False,0.2000000000162265,0.7999999999837734,1.1102230246251565e-16,,,,,True,2007-01-26,
CDAR,2007-02-23,,104,False,0.2000000000101015,0.7999999999898986,0.0,,,,,True,2007-02-23,
CDAR,2007-03-30,,104,False,0.20000000000234833,0.7999999999976517,0.0,,,,,True,2007-03-30,
CDAR,2007-04-27,,104,False,0.20000000015781072,0.7999999998421892,1.1102230246251565e-16,,,,,True,2007-04-27,
CDAR,2007-05-25,,104,False,0.20000000016621894,0.7999999998337808,2.220446049250313e-16,,,,,True,2007-05-25,
CDAR,2007-06-29,,104,False,0.2000000000078945,0.7999999999921052,2.220446049250313e-16,,,,,True,2007-06-29,
CDAR,2007-07-27,,104,False,0.20000000000466514,0.7999999999953348,1.1102230246251565e-16,,,,,True,2007-07-27,
CDAR,2007-08-31,,104,False,0.20000000000356827,0.7999999999964313,4.440892098500626e-16,,,,,True,2007-08-31,
CDAR,2007-09-28,,104,False,0.20000000016475802,0.7999999998352417,2.220446049250313e-16,,,,,True,2007-09-28,
CDAR,2007-10-26,,104,False,0.2000000002045883,0.7999999997954116,1.1102230246251565e-16,,,,,True,2007-10-26,
CDAR,2007-11-30,,104,False,0.2000000000063709,0.7999999999936289,2.220446049250313e-16,,,,,True,2007-11-30,
CDAR,2007-12-28,,104,False,0.20000000000307133,0.7999999999969287,0.0,,,,,True,2007-12-28,
CDAR,2008-01-25,,104,False,0.20000000000864773,0.7999999999913522,1.1102230246251565e-16,,,,,True,2008-01-25,
CDAR,2008-02-29,,104,False,0.20000000033189136,0.7999999996681084,2.220446049250313e-16,,,,,True,2008-02-29,
CDAR,2008-03-28,,104,False,0.20000000003595123,0.7999999999640485,3.3306690738754696e-16,,,,,True,2008-03-28,
CDAR,2008-04-25,,104,False,0.2000000000599249,0.7999999999400752,0.0,,,,,True,2008-04-25,
CDAR,2008-05-30,,104,False,0.20000000001169901,0.799999999988301,0.0,,,,,True,2008-05-30,
CDAR,2008-06-27,,104,False,0.20000000002739413,0.7999999999726056,2.220446049250313e-16,,,,,True,2008-06-27,
CDAR,2008-07-25,,104,False,0.2000000001082558,0.7999999998917441,1.1102230246251565e-16,,,,,True,2008-07-25,
CDAR,2008-08-29,,104,False,0.20000000004113105,0.7999999999588687,2.220446049250313e-16,,,,,True,2008-08-29,
CDAR,2008-09-26,,104,False,0.20000000000883608,0.7999999999911637,2.220446049250313e-16,,,,,True,2008-09-26,
CDAR,2008-10-31,,104,False,0.20000000017527958,0.7999999998247203,2.220446049250313e-16,,,,,True,2008-10-31,
CDAR,2008-11-28,,104,False,0.2000000001357252,0.7999999998642747,1.1102230246251565e-16,,,,,True,2008-11-28,
CDAR,2008-12-26,,104,False,0.200000000354084,0.7999999996459157,2.220446049250313e-16,,,,,True,2008-12-26,
CDAR,2009-01-30,,104,False,0.20000000025671386,0.799999999743286,2.220446049250313e-16,,,,,True,2009-01-30,
CDAR,2009-02-27,,104,False,0.20000000000951948,0.7999999999904805,0.0,,,,,True,2009-02-27,
CDAR,2009-03-27,,104,False,0.20000000003415588,0.7999999999658439,2.220446049250313e-16,,,,,True,2009-03-27,
CDAR,2009-04-24,,104,False,0.20000000012295385,0.7999999998770461,1.1102230246251565e-16,,,,,True,2009-04-24,
CDAR,2009-05-29,,104,False,0.2000000002203426,0.7999999997796573,1.1102230246251565e-16,,,,,True,2009-05-29,
CDAR,2009-06-26,,104,False,0.20000000006331298,0.7999999999366868,2.220446049250313e-16,,,,,True,2009-06-26,
CDAR,2009-07-31,,104,False,0.2000000000310119,0.7999999999689881,0.0,,,,,True,2009-07-31,
CDAR,2009-08-28,,104,False,0.2000000000493145,0.7999999999506854,1.1102230246251565e-16,,,,,True,2009-08-28,
CDAR,2009-09-25,,104,False,0.20000000003025417,0.7999999999697458,0.0,,,,,True,2009-09-25,
CDAR,2009-10-30,,104,False,0.20000000007367585,0.7999999999263241,0.0,,,,,True,2009-10-30,
CDAR,2009-11-27,,104,False,0.2000000001449648,0.7999999998550349,3.3306690738754696e-16,,,,,True,2009-11-27,
CDAR,2009-12-25,,104,False,0.2000000002109365,0.7999999997890633,2.220446049250313e-16,,,,,True,2009-12-25,
CDAR,2010-01-29,,104,False,0.20000000018736425,0.7999999998126354,4.440892098500626e-16,,,,,True,2010-01-29,
CDAR,2010-02-26,,104,False,0.20000000042607713,0.799999999573923,0.0,,,,,True,2010-02-26,
CDAR,2010-03-26,,104,False,0.20000000030112502,0.7999999996988748,2.220446049250313e-16,,,,,True,2010-03-26,
CDAR,2010-04-30,,104,False,0.20000000014821706,0.7999999998517827,2.220446049250313e-16,,,,,True,2010-04-30,
CDAR,2010-05-28,,104,False,0.20000000002778182,0.7999999999722179,2.220446049250313e-16,,,,,True,2010-05-28,
CDAR,2010-06-25,,104,False,0.2000000002637421,0.7999999997362576,3.3306690738754696e-16,,,,,True,2010-06-25,
CDAR,2010-07-30,,104,False,0.20000000000854648,0.7999999999914533,2.220446049250313e-16,,,,,True,2010-07-30,
CDAR,2010-08-27,,104,False,0.200000000021556,0.7999999999784436,4.440892098500626e-16,,,,,True,2010-08-27,
CDAR,2010-09-24,,104,False,0.2000000000437604,0.7999999999562395,1.1102230246251565e-16,,,,,True,2010-09-24,
CDAR,2010-10-29,,104,False,0.20000000004590868,0.7999999999540911,2.220446049250313e-16,,,,,True,2010-10-29,
CDAR,2010-11-26,,104,False,0.20000000006161087,0.799999999938389,1.1102230246251565e-16,,,,,True,2010-11-26,
CDAR,2010-12-31,,104,False,0.20000000018055708,0.7999999998194429,0.0,,,,,True,2010-12-31,
CDAR,2011-01-28,,104,False,0.20000000002512439,0.7999999999748756,0.0,,,,,True,2011-01-28,
CDAR,2011-02-25,,104,False,0.20000000007311453,0.7999999999268851,4.440892098500626e-16,,,,,True,2011-02-25,
CDAR,2011-03-25,,104,False,0.2000000000255726,0.7999999999744271,3.3306690738754696e-16,,,,,True,2011-03-25,
CDAR,2011-04-29,,104,False,0.20000000004754864,0.7999999999524512,2.220446049250313e-16,,,,,True,2011-04-29,
CDAR,2011-05-27,,104,False,0.20000000002203358,0.7999999999779661,3.3306690738754696e-16,,,,,True,2011-05-27,
CDAR,2011-06-24,,104,False,0.20000000001643192,0.799999999983568,1.1102230246251565e-16,,,,,True,2011-06-24,
CDAR,2011-07-29,,104,False,0.20000000001890542,0.7999999999810943,3.3306690738754696e-16,,,,,True,2011-07-29,
CDAR,2011-08-26,,104,False,0.20000000002090537,0.7999999999790944,2.220446049250313e-16,,,,,True,2011-08-26,
CDAR,2011-09-30,,104,False,0.200000000032581,0.799999999967419,0.0,,,,,True,2011-09-30,
CDAR,2011-10-28,,104,False,0.20000000003043147,0.7999999999695683,2.220446049250313e-16,,,,,True,2011-10-28,
CDAR,2011-11-25,,104,False,0.20000000003324805,0.7999999999667518,2.220446049250313e-16,,,,,True,2011-11-25,
CDAR,2011-12-30,,104,False,0.20000000002902207,0.7999999999709778,1.1102230246251565e-16,,,,,True,2011-12-30,
CDAR,2012-01-27,,104,False,0.20000000006229585,0.799999999937704,2.220446049250313e-16,,,,,True,2012-01-27,
CDAR,2012-02-24,,104,False,0.20000000003675616,0.7999999999632437,2.220446049250313e-16,,,,,True,2012-02-24,
CDAR,2012-03-30,,104,False,0.2000000001866183,0.7999999998133815,2.220446049250313e-16,,,,,True,2012-03-30,
CDAR,2012-04-27,,104,False,0.20000000072069385,0.7999999992793059,2.220446049250313e-16,,,,,True,2012-04-27,
CDAR,2012-05-25,,104,False,0.20000000066357757,0.7999999993364223,1.1102230246251565e-16,,,,,True,2012-05-25,
CDAR,2012-06-29,,104,False,0.20000000007584637,0.7999999999241535,1.1102230246251565e-16,,,,,True,2012-06-29,
CDAR,2012-07-27,,104,False,0.20000000009714403,0.7999999999028559,1.1102230246251565e-16,,,,,True,2012-07-27,
CDAR,2012-08-31,,104,False,0.2000000001103989,0.7999999998896008,3.3306690738754696e-16,,,,,True,2012-08-31,
CDAR,2012-09-28,,104,False,0.20000000013659075,0.7999999998634091,2.220446049250313e-16,,,,,True,2012-09-28,
CDAR,2012-10-26,,104,False,0.20000000018461656,0.7999999998153833,2.220446049250313e-16,,,,,True,2012-10-26,
CDAR,2012-11-30,,104,False,0.20000000047154123,0.7999999995284585,3.3306690738754696e-16,,,,,True,2012-11-30,
CDAR,2012-12-28,,104,False,0.200000000660938,0.799999999339062,0.0,,,,,True,2012-12-28,
CDAR,2013-01-25,,104,False,0.20000000084857772,0.7999999991514221,2.220446049250313e-16,,,,,True,2013-01-25,
CDAR,2013-02-22,,104,False,0.20000000025173204,0.799999999748268,0.0,,,,,True,2013-02-22,
CDAR,2013-03-29,,104,False,0.20000000008449081,0.7999999999155092,0.0,,,,,True,2013-03-29,
