variant,full_sharpe_delta,holdout_sharpe_delta,full_maxdd_delta,covid_return_delta,gfc_return_delta,bear22_return_delta,full_return_delta,turnover_delta
posthoc_downonly_13w,0.00874804042410604,0.12346344285022326,-1.1102230246251565e-16,-0.001380931908905647,-0.00030585562272567035,0.0019771430411199553,-0.0026290119065786044,-0.0004962369657283555
posthoc_downonly_26w,0.010867949945726929,0.06808631458183267,-1.597689166876748e-05,0.009607551133959058,-3.238042249997797e-05,0.0,-0.002206774824976332,-0.0009114914325200063
posthoc_uponly_13w,-0.0017184591288270656,0.006241843269954028,-0.003161802992803109,-0.01881206387512102,-0.0018400559269224903,0.0,0.0008840623696366734,0.001261987122942454
posthoc_uponly_26w,-0.0005403884471836262,-0.01580090001000789,1.1102230246251565e-16,0.0,-0.002271149348626267,-0.0016124069809799746,0.0010057873439541787,0.000678992901707573
