vol_window,clip_low,full_sharpe_delta,holdout_sharpe_delta,maxdd_delta,covid_ret_delta,turnover_delta
13,0.8,0.009811053325225583,0.16376546386719815,0.0,-0.0015620515007509495,-0.00036495741869954634
13,0.85,0.00874804042410604,0.12346344285022326,-1.1102230246251565e-16,-0.001380931908905647,-0.0004962369657283555
13,0.9,0.00809543643882038,0.08345190955614834,0.0,-0.0009158976428462751,-0.0006178467382745856
26,0.8,0.01655965767604206,0.09456495263788556,-1.5976891668545434e-05,0.009538084914308853,-0.0007868143141570444
26,0.85,0.010867949945726929,0.06808631458183267,-1.597689166876748e-05,0.009607551133959058,-0.0009114914325200063
26,0.9,0.007847865078479788,0.042161839011295665,-1.5976891668656457e-05,0.010074237709220335,-0.000883623681532969
52,0.8,0.008111528149717051,0.039354838481844734,0.0,0.0,-0.0013497395562336728
52,0.85,0.008595657984679317,0.03922471210712519,0.0,0.0,-0.001150168478129085
52,0.9,0.005915132957039271,0.040487110844642515,1.1102230246251565e-16,0.0,-0.0010026183931269028
