variant,market_state,ann_return,cagr,arithmetic_ann_return,ann_vol,sharpe,arithmetic_sharpe,sortino,max_drawdown,calmar,var_5,cvar_5,hit_rate,n_weeks,avg_weekly_turnover,annualized_turnover,total_cost,avg_weekly_cost,annualized_cost,avg_turnover,cost_drag,avg_BIL,avg_cash,avg_SPY,avg_offense,avg_defense,avg_equity,max_single_etf_weight
ggg_baseline,calm_trend,0.040850501925236316,0.040850501925236316,0.04321595012773287,0.07953371985417863,0.5136249379525288,0.543366388582947,0.6654540137287009,-0.13932214620799088,0.2932089623730855,-0.01788373899082492,-0.02702585504492946,0.5559322033898305,295,0.06496956464325289,3.3784173614491504,0.0191660215697596,6.496956464325288e-05,0.00337841736144915,0.06496956464325289,0.0191660215697596,,,,,,,
ggg_baseline,neutral_mixed,0.11211233905762019,0.11211233905762019,0.10930809785041058,0.07670728102960413,1.4615605918081227,1.4250028991149435,1.8364468435989978,-0.09121696089228437,1.229073386801503,-0.015695643317894803,-0.024705687820416808,0.5415821501014199,493,0.05872521062517772,3.0537109525092414,0.02889280362758744,5.86060925508873e-05,0.0030475168126461393,0.05872521062517772,0.02889280362758744,,,,,,,
ggg_baseline,recovery_confirmed,0.025704515117367377,0.025704515117367377,0.028115111346211107,0.07466441754032882,0.3442672689903927,0.3765530124309236,0.4831269757473006,-0.05379827566557094,0.47779440510613597,-0.015593523709383989,-0.022095707267119416,0.5227272727272727,44,0.08582789004709,4.46305028244868,0.00377642716207196,8.582789004709e-05,0.00446305028244868,0.08582789004709,0.00377642716207196,,,,,,,
ggg_baseline,recovery_fragile,0.0666705276141002,0.0666705276141002,0.06625495936435005,0.05837429590622022,1.1421213151968135,1.1350022871503294,1.4959955711994968,-0.03219421138249978,2.0708855645503137,-0.012083020345152132,-0.0171346657959875,0.5918367346938775,49,0.10214778239171207,5.311684684369028,0.005005241337193892,0.00010214778239171208,0.005311684684369028,0.10214778239171207,0.005005241337193892,,,,,,,
ggg_baseline,stressed_panic,0.035802805834723284,0.035802805834723284,0.03796042486416437,0.07448256601549072,0.4806870620874836,0.5096551702618496,0.5341221663194539,-0.1216216745899299,0.29437849754526985,-0.01054902253093513,-0.023120023505570565,0.5720524017467249,229,0.05126093521751634,2.6655686313108498,0.011738754164811245,5.126093521751635e-05,0.00266556863131085,0.05126093521751634,0.011738754164811245,,,,,,,
production_pin,calm_trend,0.04047669238584217,0.04047669238584217,0.04263478583547278,0.07670199134548729,0.527713709589674,0.5558497906975289,0.685054262485031,-0.14151674403915215,0.28602051764732417,-0.017895192096641994,-0.02590709097514267,0.559322033898305,295,0.06836372081610702,3.554913482437565,0.02016729764075157,6.836372081610702e-05,0.003554913482437565,0.06836372081610702,0.02016729764075157,,,,,,,
production_pin,neutral_mixed,0.1122941191662723,0.1122941191662723,0.10943101905046858,0.07618822888591262,1.473903788135384,1.4363244906812977,1.8688301813349002,-0.08626100182449725,1.3017947483932641,-0.015673213987002325,-0.02445964808002605,0.5436105476673428,493,0.06579077490825098,3.421120295229051,0.03236906125485948,6.56573250605669e-05,0.0034141809031494785,0.06579077490825098,0.03236906125485948,,,,,,,
production_pin,recovery_confirmed,0.025296620061159958,0.025296620061159958,0.027719046369310673,0.07468645835535652,0.338704239271853,0.37113885140227243,0.47165652125781576,-0.05397174559702467,0.46870116542153306,-0.015667137605703714,-0.02209750085814312,0.5227272727272727,44,0.09828929408919886,5.111043292638341,0.004324728939924749,9.828929408919884e-05,0.00511104329263834,0.09828929408919886,0.004324728939924749,,,,,,,
production_pin,recovery_fragile,0.06722924137164665,0.06722924137164665,0.06676416035288231,0.058108847110393436,1.156953626079116,1.1489500080090347,1.5122694662290979,-0.03129726228655694,2.148086971828316,-0.012093636924205323,-0.01712115141127595,0.5918367346938775,49,0.11592451546894178,6.028074804384973,0.005680301257978148,0.00011592451546894179,0.006028074804384973,0.11592451546894178,0.005680301257978148,,,,,,,
production_pin,stressed_panic,0.03569658384174068,0.03569658384174068,0.03785757615602589,0.07447914150912471,0.47928296592096675,0.508297697703562,0.5324750267172342,-0.12163728042218092,0.2934674609449037,-0.010556262882435852,-0.023123864128247785,0.5720524017467249,229,0.0532387949894103,2.7684173394493357,0.012191684052574963,5.323879498941032e-05,0.0027684173394493367,0.0532387949894103,0.012191684052574963,,,,,,,
