decision_date,ticker,research_weight,research_score,price_score,fundamental_rank,feature_count,fundamental_snapshot_date,fundamental_available_at
2023-01-02,ITMG,0.0815172937238768,0.3738307794803464,0.36315789473684207,0.3987341772151899,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-01-02,MAPI,0.07056095288353313,0.3300882744836775,0.3223684210526316,0.3481012658227848,3.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-01-02,ADRO,0.0826973355640223,0.32432045303131246,0.28157894736842104,0.42405063291139244,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-01-02,AMRT,0.06557435001268334,0.2975266489007328,0.3355263157894737,0.2088607594936709,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-01-02,MEDC,0.04897291232152712,0.2927931379080613,0.29078947368421054,0.2974683544303798,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-01-02,BMRI,0.1,0.2622018654230513,0.3447368421052632,0.069620253164557,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-01-02,BBRI,0.1,0.2604430379746835,0.24999999999999997,0.28481012658227844,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-01-02,DSNG,0.08531419790077242,0.24200699533644235,0.18026315789473685,0.38607594936708856,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-01-02,TOWR,0.1,0.22888574283810795,0.17236842105263162,0.3607594936708861,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-01-02,LPPF,0.06536295759358503,0.21114423717521652,0.11447368421052632,0.43670886075949367,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-01-02,BBNI,0.1,0.21109093937375084,0.29342105263157897,0.01898734177215189,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-01-02,KLBF,0.1,0.20326948700866088,0.30394736842105263,-0.03164556962025317,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-01-02,CASH_IDR,0.0,,,,,,
2023-02-01,RMKE,0.05824955558196792,0.34070686070686074,0.3054054054054054,0.42307692307692313,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-02-01,ITMG,0.09406413242655576,0.3327650727650728,0.3270270270270271,0.34615384615384615,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-02-01,MAPI,0.06881933533232645,0.33250519750519747,0.26621621621621616,0.4871794871794872,3.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-02-01,AMRT,0.07847344995346027,0.3203430353430353,0.32027027027027033,0.3205128205128205,4.0,2022-12-31,2022-12-31 17:00:00+00:00
2023-02-01,ADRO,0.08683899521473783,0.29990644490644486,0.2581081081081081,0.39743589743589747,4.0,2022-12-31,2022-12-31 17:00:00+00:00
