annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_weight,average_spy_weight,average_offensive_weight,average_ml_exposure,average_number_of_etfs_held,active_weeks,overlay_variant,model_name,target,top_n,weighting,window
0.14854983626928941,0.19268243063234675,0.7709568318282958,-0.28642023699863794,0.5186429486475002,-0.05904628479813483,0.35244460433973873,0.01832711942566641,0.0,0.0,0.9414051056062688,1.0,9.96987951807229,332,raw_ml,lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,10.0,inverse_vol,2020_onward
0.11655065433061451,0.12084122760840912,0.9644941270234494,-0.11341231663787943,1.0276719300493231,-0.03627059595287649,0.34174415822115034,0.01777069622749982,0.25150602409638556,0.0,0.7057961226141306,0.7484939759036144,10.548192771084338,332,bil_fallback_original,lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,10.0,inverse_vol,2020_onward
0.12961573903058898,0.14002857177372666,0.9256377994059394,-0.17280068098962287,0.7500881263215203,-0.041873944028662874,0.3338819168634948,0.01736185967690173,0.16792168674698796,0.0,0.7843499414300577,0.8320783132530121,10.590361445783133,332,bil_fallback_mild,lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,10.0,inverse_vol,2020_onward
0.08133476229959768,0.09927332427032783,0.8193012865985806,-0.09580617295158755,0.8489511666507907,-0.03271140341490691,0.3251680505719,0.0169087386297388,0.4171686746987952,0.0,0.5500300409522182,0.5828313253012049,8.451807228915662,332,bil_fallback_aggressive,lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,10.0,inverse_vol,2020_onward
0.0947755764037792,0.11011535505609028,0.8606935550042286,-0.11454613289386595,0.8274009258051044,-0.034533394909273575,0.3288954309505351,0.017102562409427827,0.32665662650602406,0.0,0.6360006684369974,0.6733433734939759,10.602409638554217,332,regime_gate_original,lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,10.0,inverse_vol,2020_onward
0.07136731660777484,0.09399057762271933,0.7593028834682254,-0.13405052208070056,0.5323911872928818,-0.03196597627853385,0.23261976096263473,0.012096227570057006,0.4679042770164745,0.0,0.499187182456843,0.5320957229835254,10.966867469879517,332,vol_target_8pct,lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,10.0,inverse_vol,2020_onward
0.08147570029224394,0.11556274393930047,0.7050343174184164,-0.16621256115434535,0.4901897890652525,-0.039129311799529436,0.27723862669223026,0.014416408587995973,0.34403347453817257,0.0,0.6159495260331248,0.6559665254618274,10.873493975903614,332,vol_target_10pct,lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,10.0,inverse_vol,2020_onward
0.09382786312718383,0.1327287373993187,0.7069144554950423,-0.19118853398473667,0.4907609320058622,-0.04413404146875695,0.30700026777460043,0.015964013924279218,0.24314061278781338,0.0,0.7120213344525868,0.7568593872121866,10.737951807228916,332,vol_target_12pct,lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,10.0,inverse_vol,2020_onward
0.12176904517737097,0.137771345878741,0.8838488468026262,-0.12815397173891496,0.9501776927011529,-0.04411412380701852,0.28841516359388997,0.01499758850688228,0.2121987951807229,0.0,0.7364586672433702,0.7878012048192772,10.412650602409638,332,drawdown_kill_switch_original,lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,10.0,inverse_vol,2020_onward
0.13628956696419148,0.17378965427505058,0.7842214056568115,-0.24400548746322293,0.5585512374377783,-0.05469017900747385,0.34350183486901853,0.017862095413188964,0.02620481927710844,0.0,0.9164884723388582,0.9737951807228916,10.081325301204819,332,drawdown_kill_switch_mild,lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,10.0,inverse_vol,2020_onward
0.09696203203464115,0.11654744632661622,0.8319532953378637,-0.11480028301767276,0.844614921547837,-0.03734787543481591,0.27798192928634113,0.014455060322889741,0.32936746987951804,0.0,0.6222197189811965,0.670632530120482,10.512048192771084,332,drawdown_kill_switch_aggressive,lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,10.0,inverse_vol,2020_onward
