variant,ann_return,ann_vol,sharpe,max_drawdown,calmar,cvar_5,avg_turnover,cost_drag,n_weeks,avg_BIL,avg_SPY,avg_offense,avg_defense,weeks_compared,gross_return_mean_abs_error,gross_return_max_abs_error,net_return_mean_abs_error,net_return_max_abs_error,turnover_mean_abs_error,turnover_max_abs_error,cost_mean_abs_error,cost_max_abs_error,net_return_corr_vs_saved
no_modifier_wrapper_rebuild,0.07138099253495311,0.07621368826084113,0.9365901869314063,-0.11773854403501682,0.6062669886059027,-0.02537714571816087,0.06183881682725351,0.06857924786142414,1110,0.2665801265614856,0.06025656512327496,0.4162378001730258,0.5447233297452163,1110.0,6.202859816906308e-17,2.3245294578089215e-16,6.260088109956692e-17,2.1163626406917047e-16,5.59693219689813e-17,2.42861286636753e-16,8.810440147578173e-18,9.985502008591496e-17,0.9999999999999999
