date,event,allocation,cap_multiple,scenario,turnover,capped_names,missing_ciks,cost_bps
2023-01-06,quarterly_reset,0.1,1.0,base,0.09999999999999999,,0001431959,50
2023-02-03,monthly_stock_cap,0.1,1.0,base,0.005490143438695936,0001561550|0001743725,,50
2023-03-03,monthly_stock_cap,0.1,1.0,base,5.633244165420796e-05,0000858470,,50
2023-04-07,quarterly_reset,0.1,1.0,base,0.015390642811098578,,0001431959,50
2023-05-05,monthly_stock_cap,0.1,1.0,base,0.003095238605757916,0001561550,,50
2023-06-02,monthly_stock_cap,0.1,1.0,base,0.004101161686764972,0001561550,,50
2023-07-07,quarterly_reset,0.1,1.0,base,0.10000000000000005,,,50
2023-08-04,monthly_stock_cap,0.1,1.0,base,0.0028678426212774516,0001035002|0001280452,,50
2023-09-01,monthly_stock_cap,0.1,1.0,base,0.0007722040375461908,0001035002,,50
2023-10-06,quarterly_reset,0.1,1.0,base,0.09999999999999999,,,50
2023-11-03,monthly_stock_cap,0.1,1.0,base,0.0033430736514190144,0000889900|0001694028,,50
2024-01-05,quarterly_reset,0.1,1.0,base,0.08052851847271965,,,50
2024-02-02,monthly_stock_cap,0.1,1.0,base,0.006663973792422729,0000936395|0001045810,,50
2024-03-01,monthly_stock_cap,0.1,1.0,base,0.005787712945150534,0000936395|0001045810,,50
2024-04-05,quarterly_reset,0.1,1.0,base,0.05632774115711046,,,50
2024-05-03,monthly_stock_cap,0.1,1.0,base,0.004589278991236687,0000788965|0000909494|0001045810|0001680247,,50
2024-06-07,monthly_stock_cap,0.1,1.0,base,0.016968711488389923,0000788965|0000909494|0001045810,,50
2024-07-05,quarterly_reset,0.1,1.0,base,0.0804569618597419,,,50
2024-08-02,monthly_stock_cap,0.1,1.0,base,0.002514745236024535,0000004447|0000045012,,50
2024-09-06,monthly_stock_cap,0.1,1.0,base,0.003045528857801605,0001162194,,50
2024-10-04,quarterly_reset,0.1,1.0,base,0.06253193811888012,,,50
2024-11-01,monthly_stock_cap,0.1,1.0,base,0.004443894939244222,0001045810|0001162194|0001562088,,50
2024-12-06,monthly_stock_cap,0.1,1.0,base,0.013035154883323876,0001507605|0001562088,,50
2025-01-03,quarterly_reset,0.1,1.0,base,0.06095399263584684,,,50
2025-02-07,monthly_stock_cap,0.1,1.0,base,0.0037665037517218927,0000889900|0001562088,,50
2025-04-04,quarterly_reset,0.1,1.0,base,0.035809865664626184,,,50
2025-05-02,monthly_stock_cap,0.1,1.0,base,0.009816087750959265,0001045810|0001562088,,50
2025-06-06,monthly_stock_cap,0.1,1.0,base,0.0026250555697535437,0001045810|0001658566,,50
2025-07-04,quarterly_reset,0.1,1.0,base,0.09999999999999998,,,50
2025-08-01,monthly_stock_cap,0.1,1.0,base,0.0027705859108728926,0001511737|0001751008,,50
2025-09-05,monthly_stock_cap,0.1,1.0,base,0.012263900635737507,0000723125|0000927003|0001511737|0001751008,,50
2025-10-03,quarterly_reset,0.1,1.0,base,0.07132011638626756,,,50
2025-11-07,monthly_stock_cap,0.1,1.0,base,0.0053648420708876324,0000033213|0000723125|0001321655,,50
2026-01-02,quarterly_reset,0.1,1.0,base,0.0641002141025555,,,50
2026-02-06,monthly_stock_cap,0.1,1.0,base,0.01866154449066786,0000723125|0000751978|0000912093|0001992243,,50
2026-03-06,monthly_stock_cap,0.1,1.0,base,0.0003671394709108486,0000912093,,50
2026-04-03,quarterly_reset,0.1,1.0,base,0.044029955557934645,,,50
2026-05-01,monthly_stock_cap,0.1,1.0,base,0.015025384029006985,0000723125|0000751978|0001713445,,50
2026-06-05,monthly_stock_cap,0.1,1.0,base,0.008449518344602265,0000723125,,50
2026-07-03,monthly_stock_cap,0.1,1.0,base,0.004016254753724117,0000723125|0001713445,,50
2023-01-06,quarterly_reset,0.1,1.25,base,0.09999999999999999,,0001431959,50
2023-04-07,quarterly_reset,0.1,1.25,base,0.010699340117778398,,0001431959,50
2023-06-02,monthly_stock_cap,0.1,1.25,base,0.0028128316159313814,0001561550,,50
2023-07-07,quarterly_reset,0.1,1.25,base,0.10000000000000006,,,50
2023-10-06,quarterly_reset,0.1,1.25,base,0.09999999999999995,,,50
2024-01-05,quarterly_reset,0.1,1.25,base,0.08051926186466485,,,50
2024-03-01,monthly_stock_cap,0.1,1.25,base,0.005053100473603755,0001045810,,50
2024-04-05,quarterly_reset,0.1,1.25,base,0.05634659077769148,,,50
2024-06-07,monthly_stock_cap,0.1,1.25,base,0.007365585171257786,0000788965|0001045810,,50
2024-07-05,quarterly_reset,0.1,1.25,base,0.08,,,50
2024-10-04,quarterly_reset,0.1,1.25,base,0.060000000000000005,,,50
2024-12-06,monthly_stock_cap,0.1,1.25,base,0.005002808192348582,0001507605,,50
2025-01-03,quarterly_reset,0.1,1.25,base,0.06143950895650137,,,50
2025-04-04,quarterly_reset,0.1,1.25,base,0.032610084644975126,,,50
2025-05-02,monthly_stock_cap,0.1,1.25,base,0.003778549524807704,0001562088,,50
2025-07-04,quarterly_reset,0.1,1.25,base,0.09999999999999995,,,50
2025-09-05,monthly_stock_cap,0.1,1.25,base,0.00364949552862349,0001511737|0001751008,,50
2025-10-03,quarterly_reset,0.1,1.25,base,0.08510185842966483,,,50
2026-01-02,quarterly_reset,0.1,1.25,base,0.06397522826788954,,,50
2026-02-06,monthly_stock_cap,0.1,1.25,base,0.004288505506764364,0000751978|0000912093,,50
2026-03-06,monthly_stock_cap,0.1,1.25,base,0.0004707023595451925,0000912093,,50
2026-04-03,quarterly_reset,0.1,1.25,base,0.05264760004603837,,,50
2026-05-01,monthly_stock_cap,0.1,1.25,base,0.004288556063207199,0000723125|0000751978,,50
2026-06-05,monthly_stock_cap,0.1,1.25,base,0.010505393240654495,0000723125,,50
2026-07-03,monthly_stock_cap,0.1,1.25,base,0.0035575337459255113,0000723125,,50
2023-01-06,quarterly_reset,0.1,1.5,base,0.09999999999999999,,0001431959,50
2023-04-07,quarterly_reset,0.1,1.5,base,0.010699340117778398,,0001431959,50
2023-07-07,quarterly_reset,0.1,1.5,base,0.10000000000000002,,,50
2023-10-06,quarterly_reset,0.1,1.5,base,0.10000000000000003,,,50
2024-01-05,quarterly_reset,0.1,1.5,base,0.08051926186466485,,,50
2024-03-01,monthly_stock_cap,0.1,1.5,base,5.310047360374934e-05,0001045810,,50
2024-04-05,quarterly_reset,0.1,1.5,base,0.056355817152042256,,,50
2024-06-07,monthly_stock_cap,0.1,1.5,base,0.0010616066147662929,0000788965,,50
2024-07-05,quarterly_reset,0.1,1.5,base,0.08135040948996544,,,50
2024-10-04,quarterly_reset,0.1,1.5,base,0.06,,,50
2024-12-06,monthly_stock_cap,0.1,1.5,base,2.8081923485988877e-06,0001507605,,50
2025-01-03,quarterly_reset,0.1,1.5,base,0.06540039813011712,,,50
2025-04-04,quarterly_reset,0.1,1.5,base,0.03261008464497507,,,50
2025-07-04,quarterly_reset,0.1,1.5,base,0.10099453729584967,,,50
2025-10-03,quarterly_reset,0.1,1.5,base,0.08945259828160695,,,50
2026-01-02,quarterly_reset,0.1,1.5,base,0.06397522826788954,,,50
2026-04-03,quarterly_reset,0.1,1.5,base,0.05867724472710667,,,50
2026-06-05,monthly_stock_cap,0.1,1.5,base,0.005631689559759451,0000723125,,50
2026-07-03,monthly_stock_cap,0.1,1.5,base,0.0042339038427519305,0000723125,,50
2023-01-06,quarterly_reset,0.1,,base,0.09999999999999999,,0001431959,50
2023-04-07,quarterly_reset,0.1,,base,0.010699340117778398,,0001431959,50
2023-07-07,quarterly_reset,0.1,,base,0.10000000000000002,,,50
2023-10-06,quarterly_reset,0.1,,base,0.10000000000000003,,,50
2024-01-05,quarterly_reset,0.1,,base,0.08051926186466485,,,50
2024-04-05,quarterly_reset,0.1,,base,0.056355915098385556,,,50
2024-07-05,quarterly_reset,0.1,,base,0.08226456348291308,,,50
2024-10-04,quarterly_reset,0.1,,base,0.059999999999999956,,,50
