portfolio,full_ann_return,full_sharpe,full_max_drawdown,full_cvar_5,holdout_2020_return,holdout_2020_sharpe,avg_BIL,avg_sector_sleeve_exposure,maxdd_ok,sharpe_ok,bear_ok,cvar_bad,better_than_60_40_sharpe,disguised_spy_qqq
improved_phase4_sector_small_overlay,0.07359781286592693,0.9508000356760612,-0.13057390461459295,-0.025584738104503086,0.09441113941727663,1.0447864173088774,0.26208766489701296,0.08251834047909652,True,True,True,False,True,False
improved_phase4_sector_20pct_offense,0.0764480727804786,0.9301413185249426,-0.14328574427734664,-0.026836988621667803,0.09313072497077846,0.9644617446143784,0.2388770431162823,0.12890154357453693,True,True,True,False,True,False
improved_phase4_sector_25pct_offense,0.07636171925260538,0.9148533393967903,-0.1486809667990573,-0.027230895334872978,0.09137002303045771,0.929911348151849,0.23896782093438468,0.15585430790778473,True,True,True,False,True,False
improved_phase4_balanced_sector_breadth,0.06802384913317461,0.8775976780156364,-0.1363024163718327,-0.026397948959367347,0.08140151975248777,0.8810358900923372,0.2916660779659555,0.2102513967792198,True,False,True,False,True,False
improved_phase4_stretch_sector_momentum,0.06623201061598882,0.8846132174057202,-0.13645337653119283,-0.025760425416270417,0.07830350064021707,0.8901583904752105,0.3097836531355446,0.24194429088095595,True,False,True,False,True,False
improved_phase4_sector_us_hybrid,0.06704021182422615,0.9069731135250301,-0.12253842532263559,-0.02497613315231073,0.0852260537877565,0.9670384302843885,0.32328050238030426,0.19407307095228765,True,True,True,False,True,False
