portfolio,classification,reason,full_ann_return,full_sharpe,full_max_drawdown,holdout_2020_return,holdout_2020_sharpe,bear_2022_return,beats_ggg1,beats_phase2_best,beats_phase3_best,sector_active_good,sector_validation_positive
improved_phase4_sector_small_overlay,KEEP_AS_AGGRESSIVE_SHADOW,credible incremental sector sleeve benefit but not production-challenger strength,0.07359781286592693,0.9508000356760612,-0.13057390461459295,0.09441113941727663,1.0447864173088774,-0.01362060239851881,True,True,True,True,True
improved_phase4_sector_20pct_offense,KEEP_AS_AGGRESSIVE_SHADOW,credible incremental sector sleeve benefit but not production-challenger strength,0.0764480727804786,0.9301413185249426,-0.14328574427734664,0.09313072497077846,0.9644617446143784,-0.008232641628177606,True,True,True,True,True
improved_phase4_sector_25pct_offense,KEEP_AS_AGGRESSIVE_SHADOW,credible incremental sector sleeve benefit but not production-challenger strength,0.07636171925260538,0.9148533393967903,-0.1486809667990573,0.09137002303045771,0.929911348151849,-0.007112247714800457,True,True,True,True,True
improved_phase4_balanced_sector_breadth,REJECT,failed hard risk/realism guardrail,0.06802384913317461,0.8775976780156364,-0.1363024163718327,0.08140151975248777,0.8810358900923372,-0.01721083127328571,False,False,False,True,True
improved_phase4_stretch_sector_momentum,REJECT,failed hard risk/realism guardrail,0.06623201061598882,0.8846132174057202,-0.13645337653119283,0.07830350064021707,0.8901583904752105,-0.018079014201745514,False,False,False,False,True
improved_phase4_sector_us_hybrid,KEEP_AS_RESEARCH_ONLY,partial sector evidence but weak aggregate improvement,0.06704021182422615,0.9069731135250301,-0.12253842532263559,0.0852260537877565,0.9670384302843885,-0.016013344735760993,False,False,False,True,True
