portfolio,signal,active_weeks,signal_active_ann_return,signal_inactive_ann_return,signal_active_delta_vs_ggg1
improved_phase4_sector_small_overlay,sector_breadth_confirmed,649,0.07887565173058464,0.06621135404372391,0.00010293000035899169
improved_phase4_sector_20pct_offense,sector_breadth_confirmed,649,0.07998029852906252,0.07149494467120832,0.0012075767988368735
improved_phase4_sector_25pct_offense,sector_breadth_confirmed,649,0.07883750848025128,0.07288590719211774,6.478675002563605e-05
improved_phase4_balanced_sector_breadth,sector_breadth_confirmed,649,0.08086292387317262,0.05020694802900505,0.002090202142946973
improved_phase4_stretch_sector_momentum,sector_breadth_confirmed,649,0.07719222295441375,0.05099087017530146,-0.0015804987758119005
improved_phase4_sector_us_hybrid,sector_breadth_confirmed,649,0.07929919088272697,0.050017539308596426,0.0005264691525013188
