Date,sector_pct_trend_positive_43w,sector_pct_trend_positive_26w,sector_pct_positive_13w_return,sector_pct_positive_26w_return,sector_top_26w_momentum,sector_median_26w_momentum,sector_top_minus_median_26w,sector_top_minus_spy_26w,sector_top_minus_qqq_26w,sector_count_beating_spy_26w,sector_count_beating_bil_13w,sector_leadership_dispersion,sector_enough_positive,sector_leadership_differentiated,vix_contained,sector_rotation_quality_score
2006-07-07,0.7,0.6,0.4,0.7,0.09885024128356834,0.025779646657178246,0.0730705946263901,0.10480350869094568,0.21455240694484612,7,0,0.0730705946263901,1,1,1,0.6613382432829876
2006-07-14,0.5,0.4,0.4,0.6,0.08132792678746048,0.01834698146017144,0.06298094532728904,0.11335068919015545,0.243974910182036,7,0,0.06298094532728904,0,1,1,0.5537261816591112
2006-07-21,0.5,0.3,0.3,0.6,0.08893775177423868,0.020010324555132075,0.06892742721910661,0.09669370113838738,0.2222930211882922,6,0,0.06892742721910661,0,1,0,0.41115928402388324
2006-07-28,0.7,0.6,0.5,0.6,0.09892694466013152,0.02281457073541704,0.07611237392471448,0.0949055783008359,0.21645178691984956,6,0,0.07611237392471448,1,1,0,0.49014046740589307
2006-08-04,0.7,0.6,0.4,0.8,0.1255333855569749,0.040302021786924214,0.0852313637700507,0.10170576318754598,0.22131059534538722,6,0,0.0852313637700507,1,1,1,0.7015392047125634
2006-08-11,0.6,0.6,0.5,0.6,0.11416163302370386,0.020085794533164947,0.09407583849053891,0.10280072735059309,0.22108940375666497,5,0,0.09407583849053891,1,1,1,0.6275947981131736
2006-08-18,0.8,0.6,0.7,0.7,0.09156000382198015,0.02923281368061481,0.06232719014136534,0.06842773632634769,0.14898907783485094,5,0,0.06232719014136534,1,1,1,0.6829089876767066
2006-08-25,0.7,0.6,0.6,0.7,0.09283196043558206,0.01428299043052883,0.07854897000505323,0.08130156121507692,0.16281049330750053,5,0,0.07854897000505323,1,1,1,0.6681862125063165
2006-09-01,0.9,0.9,0.7,0.7,0.10530143438003603,0.034167270588981946,0.07113416379105408,0.07605447075037941,0.16118173414524695,5,0,0.07113416379105408,1,1,1,0.7289177047388177
2006-09-08,0.7,0.7,0.9,0.8,0.10052551302443602,0.03125888431440538,0.06926662871003064,0.07885815560641718,0.14457725392209986,6,0,0.06926662871003064,1,1,1,0.6815832858875382
2006-09-15,0.9,0.7,0.8,0.6,0.07870495236600439,0.01853101305475635,0.06017393931124804,0.05951782446055098,0.10982485687231458,5,0,0.06017393931124804,1,1,1,0.6902174241390601
2006-09-22,0.7,0.7,0.8,0.6,0.08300620712790119,0.01757635648485978,0.06542985064304141,0.06440625002303446,0.11642555863673576,5,0,0.06542985064304141,1,1,1,0.6267873133038018
2006-09-29,0.9,0.8,0.7,0.6,0.1206982326752899,0.043866978584244265,0.07683125409104563,0.08272116100561666,0.1500136649310928,6,0,0.07683125409104563,1,1,1,0.7110390676138071
2006-10-06,0.9,0.9,0.9,0.8,0.14568949614839632,0.06709339298443873,0.0785961031639576,0.09425325374616422,0.16597033236829395,6,0,0.0785961031639576,1,1,1,0.763245128954947
2006-10-13,0.9,0.9,0.9,0.9,0.2017089170363,0.08509860151078064,0.11661031552551937,0.1307942373216231,0.1926112007973828,6,0,0.11661031552551937,1,1,1,0.8357628944068992
2006-10-20,1.0,0.9,1.0,0.7,0.16089600833705564,0.07966578525301271,0.08123022308404293,0.10828970115194125,0.15964682948766562,6,0,0.08123022308404293,1,1,1,0.7765377788550536
2006-10-27,1.0,1.0,0.9,0.8,0.17837106116594392,0.07419416628394904,0.10417689488199489,0.12011673957149327,0.16850878753534926,5,0,0.10417689488199489,1,1,1,0.8302211186024937
2006-11-03,1.0,1.0,0.9,0.7,0.13549292653988587,0.05074942253061421,0.08474350400927166,0.09605236754201463,0.13970635174762192,6,0,0.08474350400927166,1,1,1,0.7809293800115895
2006-11-10,1.0,1.0,0.9,0.9,0.17977366304049247,0.09071592951159668,0.08905773352889579,0.10068326112513892,0.10777226406524631,6,0,0.08905773352889579,1,1,1,0.8363221669111197
2006-11-17,1.0,1.0,0.9,1.0,0.22010241234079442,0.11228304428087577,0.10781936805991865,0.10553902493517997,0.0929015824171231,5,0,0.10781936805991865,1,1,1,0.8847742100748983
2006-11-24,1.0,1.0,0.9,1.0,0.2702850971901436,0.09873409245035114,0.17155100473979246,0.16738446347292046,0.13820705162667557,5,0,0.17155100473979246,1,1,1,0.9644387559247406
2006-12-01,1.0,1.0,0.9,1.0,0.23867138772322627,0.08258089883741715,0.15609048888580912,0.14208820991002336,0.13588234786451592,4,0,0.15609048888580912,1,1,1,0.9451131111072614
2006-12-08,1.0,1.0,1.0,1.0,0.22770432995760737,0.15037556618478443,0.07732876377282294,0.0895332233627868,0.07554670818967413,6,0,0.07732876377282294,1,1,1,0.8466609547160286
2006-12-15,1.0,1.0,1.0,1.0,0.22524311570987243,0.16597070476423836,0.05927241094563407,0.0719131520275158,0.06432119867087538,7,0,0.05927241094563407,1,1,1,0.8240905136820426
2006-12-22,1.0,1.0,1.0,1.0,0.21777743696963303,0.14638027489410088,0.07139716207553215,0.07540613118406525,0.0904627224743042,5,0,0.07139716207553215,1,1,1,0.8392464525944152
2006-12-29,1.0,1.0,1.0,1.0,0.19546072537812265,0.13324098769024606,0.062219737687876586,0.07167549350832636,0.08023065052755829,5,0,0.062219737687876586,1,1,1,0.8277746721098457
2007-01-05,1.0,0.9,1.0,0.9,0.18532147958363332,0.12271101357642455,0.06261046600720876,0.06420530100776856,0.019794526232776777,5,0,0.06261046600720876,1,1,1,0.8032630825090109
2007-01-12,0.9,0.9,1.0,0.9,0.26736974800248214,0.15781528569362102,0.10955446230886112,0.0961299047269486,0.004394879482786607,4,0,0.10955446230886112,1,1,1,0.8269430778860765
2007-01-19,1.0,1.0,1.0,1.0,0.2708367661326456,0.1489563675960055,0.12188039853664012,0.10708245558374152,0.03136163175084694,4,0,0.12188039853664012,1,1,1,0.9023504981708002
2007-01-26,1.0,1.0,1.0,0.9,0.22758081039258182,0.1197638958519679,0.10781691454061393,0.10591753575548579,0.05139706225927032,5,0,0.10781691454061393,1,1,1,0.8597711431757674
2007-02-02,1.0,1.0,1.0,1.0,0.23643955068081635,0.14119651333914396,0.09524303734167239,0.09558748596870736,0.03916584083860197,5,0,0.09524303734167239,1,1,1,0.8690537966770905
2007-02-09,1.0,1.0,1.0,1.0,0.3030377510189861,0.1586360887605739,0.14440166225841222,0.15841507476023708,0.09967787841043485,6,0,0.14440166225841222,1,1,1,0.9305020778230153
2007-02-16,1.0,1.0,1.0,1.0,0.2680191792902411,0.1409170416939326,0.1271021375963085,0.14179361036288918,0.11333370704136536,7,0,0.1271021375963085,1,1,1,0.9088776719953856
2007-02-23,1.0,1.0,1.0,1.0,0.24284525676562851,0.15327721090622015,0.08956804585940836,0.11233056613453041,0.05961881676422842,7,0,0.08956804585940836,1,1,1,0.8619600573242604
2007-03-02,0.9,0.5,0.8,0.9,0.15323108027996502,0.07960832529600226,0.07362275498396276,0.08751881250483828,0.0642792926745448,7,0,0.07362275498396276,1,1,1,0.7820284437299535
2007-03-09,1.0,0.8,0.7,1.0,0.1949406707972079,0.10696279680640997,0.08797787399079793,0.10354526036153322,0.08422171183975125,6,0,0.08797787399079793,1,1,0,0.7099723424884974
2007-03-16,1.0,0.5,0.4,1.0,0.2048104659530543,0.08844400840522382,0.11636645754783048,0.14498640376207184,0.13502177891387857,7,0,0.11636645754783048,1,1,1,0.8954580719347881
2007-03-23,1.0,1.0,0.9,1.0,0.2435757799390199,0.13232565349977177,0.11125012643924814,0.14248219499761983,0.13493315864078181,6,0,0.11125012643924814,1,1,0,0.7390626580490601
2007-03-30,1.0,0.8,0.8,1.0,0.21730681568399524,0.08561486950131303,0.1316919461826822,0.14411084557834974,0.1444782932474482,6,0,0.1316919461826822,1,1,1,0.9146149327283527
2007-04-06,1.0,0.9,0.9,1.0,0.21734139047770906,0.08586500449601897,0.1314763859816901,0.13876247701932654,0.13928271221220045,6,0,0.1314763859816901,1,1,1,0.9143454824771126
2007-04-13,1.0,0.9,0.7,1.0,0.20170034469022435,0.07935817836412229,0.12234216632610206,0.12792942228241677,0.1474333994042385,6,0,0.12234216632610206,1,1,1,0.9029277079076276
2007-04-20,1.0,1.0,0.9,1.0,0.21047076804062992,0.09179098951410836,0.11867977852652156,0.11400211857661513,0.12751923233822127,4,0,0.11867977852652156,1,1,1,0.898349723158152
2007-04-27,1.0,1.0,0.9,1.0,0.19261311463092223,0.08881194163154171,0.10380117299938052,0.0979894295407806,0.08727976539962201,4,0,0.10380117299938052,1,1,1,0.8797514662492256
2007-05-04,1.0,0.9,0.8,1.0,0.20016251225923964,0.11466716988770354,0.08549534237153611,0.08427850661038372,0.08601427371997272,5,0,0.08549534237153611,1,1,1,0.8568691779644201
2007-05-11,1.0,0.9,0.8,1.0,0.1957597841197325,0.108186549458687,0.0875732346610455,0.09403625304536734,0.10660066222920328,5,0,0.0875732346610455,1,1,1,0.8594665433263069
2007-05-18,0.9,0.9,0.8,1.0,0.20567492238271212,0.08594234801185352,0.1197325743708586,0.10840237220193671,0.14932343610487187,4,0,0.1197325743708586,1,1,1,0.8646657179635732
2007-05-25,0.9,0.9,0.8,0.9,0.18396014764537205,0.08805520429449787,0.09590494335087418,0.09282967351703131,0.14172267101709224,5,0,0.09590494335087418,1,1,1,0.8098811791885928
2007-06-01,1.0,0.9,1.0,1.0,0.2090263982949523,0.11039389922092147,0.09863249907403082,0.09967702436603365,0.12043923697081405,5,0,0.09863249907403082,1,1,1,0.8732906238425385
2007-06-08,0.9,0.9,0.9,0.9,0.15033274758466897,0.08507202536776359,0.06526072221690538,0.0720977039621915,0.07979170815767289,6,0,0.06526072221690538,1,1,1,0.7715759027711317
2007-06-15,0.9,0.9,0.9,0.9,0.17062254503061158,0.09224615524784852,0.07837638978276307,0.08632147498954468,0.0941550747486708,6,0,0.07837638978276307,1,1,0,0.6379704872284538
2007-06-22,0.9,0.7,0.8,0.9,0.1978506546903076,0.06345814800312799,0.1343925066871796,0.11935275562565328,0.09473408203426525,4,0,0.1343925066871796,1,1,1,0.8579906333589745
2007-06-29,0.9,0.8,0.9,0.8,0.18398944158001607,0.07759679543861397,0.10639264614140209,0.1129719495888073,0.07955864466323281,5,0,0.10639264614140209,1,1,0,0.6479908076767527
2007-07-06,0.9,0.9,0.8,0.9,0.28725150937276145,0.09055401168491184,0.1966974976878496,0.18970824465520852,0.17142464534608326,5,0,0.1966974976878496,1,1,0,0.785871872109812
2007-07-13,0.9,0.9,0.9,0.9,0.342136872845741,0.08385029674029765,0.25828657610544337,0.2521180225719124,0.2392796895951248,5,0,0.25828657610544337,1,1,0,0.79
2007-07-20,0.8,0.8,0.4,0.7,0.31598341963359555,0.09205274963484356,0.223930669998752,0.23229006647345884,0.18126095821908783,5,0,0.223930669998752,1,1,0,0.705
2007-07-27,0.5,0.3,0.3,0.6,0.21238822932291046,0.028950543282641683,0.18343768604026878,0.18295442311833288,0.10938652589567699,5,0,0.18343768604026878,0,1,0,0.5542971075503359
2007-08-03,0.5,0.3,0.3,0.6,0.13473578966076638,0.02051988582111197,0.11421590383965441,0.1334747211225218,0.05939684550399971,6,0,0.11421590383965441,0,1,0,0.46776987979956797
2007-08-10,0.6,0.4,0.4,0.6,0.16697086887904855,0.035716686885545634,0.13125418199350292,0.1532834038411761,0.08796453304785867,6,0,0.13125418199350292,1,1,0,0.5240677274918786
2007-08-17,0.5,0.3,0.0,0.5,0.17100148250584501,-0.007212934091532119,0.17821441659737713,0.16976502548086514,0.13375241550603856,5,0,0.17821441659737713,0,1,0,0.5227680207467214
2007-08-24,0.7,0.5,0.3,0.7,0.18804577260951794,0.027225217496410492,0.16082055511310744,0.158725926392963,0.12158366753062233,5,0,0.16082055511310744,1,1,0,0.6210256938913843
2007-08-31,0.7,0.3,0.3,0.7,0.25356924503634604,0.0471691375890837,0.20640010744726234,0.18041675586650818,0.10152082203439394,4,2,0.20640010744726234,1,1,0,0.6699999999999999
2007-09-07,0.6,0.3,0.3,0.7,0.23162388931690847,0.03270502066262804,0.19891886865428043,0.18544230297872977,0.10658027760954192,3,2,0.19891886865428043,1,1,0,0.6336485858178506
2007-09-14,0.7,0.4,0.3,0.7,0.289423229185114,0.05798353681727042,0.23143969236784356,0.2099331690219144,0.13933005483308136,3,1,0.23143969236784356,1,1,0,0.6699999999999999
2007-09-21,0.7,0.7,0.8,0.7,0.26402469613322443,0.04951343426607302,0.21451126186715141,0.19457075015564773,0.12110515204653982,4,7,0.21451126186715141,1,1,0,0.6699999999999999
2007-09-28,0.7,0.7,0.8,0.7,0.24775374658424387,0.06106306321035948,0.1866906833738844,0.1634962907579922,0.06519144410797484,4,7,0.1866906833738844,1,1,0,0.6533633542173554
2007-10-05,0.9,0.9,0.8,0.8,0.22309847237480507,0.051075380875979515,0.17202309149882555,0.1328024437554316,0.03618635054260899,4,8,0.17202309149882555,1,1,0,0.730028864373532
2007-10-12,0.8,0.9,0.8,0.8,0.23073348960147766,0.04329484001630035,0.1874386495851773,0.1452080172540251,0.030291471188125696,4,8,0.1874386495851773,1,1,1,0.8642983119814717
2007-10-19,0.7,0.5,0.4,0.5,0.18561633069217898,-0.0006786137023375161,0.1862949443945165,0.1694124418084355,0.029046446159188388,5,2,0.1862949443945165,1,1,1,0.7528686804931456
2007-10-26,0.7,0.8,0.9,0.6,0.20655742658125176,0.025071224509735313,0.18148620207151644,0.16988208788427706,0.04700755725936312,5,9,0.18148620207151644,1,1,0,0.6218577525893956
2007-11-02,0.7,0.7,0.9,0.6,0.17974339125000904,0.02247661294309211,0.15726677830691693,0.1687971159552213,0.01116313697999849,5,8,0.15726677830691693,1,1,0,0.5915834728836461
2007-11-09,0.7,0.4,0.7,0.6,0.14802406597040663,0.017218735444251454,0.13080533052615517,0.1772096065519938,0.0777996583979399,7,7,0.13080533052615517,1,1,0,0.5585066631576939
2007-11-16,0.7,0.5,0.7,0.5,0.07714479315221157,-0.0034264939400300287,0.0805712870922416,0.11322820116148202,-0.0006857724150675093,7,7,0.0805712870922416,1,1,0,0.47071410886530196
2007-11-23,0.5,0.4,0.6,0.4,0.09985861492261061,-0.005952751699168479,0.10581136662177909,0.14107551805547902,0.02547979351095231,7,4,0.10581136662177909,0,1,0,0.40726420827722387
2007-11-30,0.7,0.6,0.7,0.7,0.07192703724361871,0.012106505559634773,0.059820531683983935,0.09834821267400273,-0.011058126730842055,7,6,0.059820531683983935,1,1,0,0.49477566460497985
2007-12-07,0.7,0.7,0.8,0.7,0.1405142386600977,0.05754593614276282,0.08296830251733489,0.13230832850182228,0.023521244928295326,7,7,0.08296830251733489,1,1,0,0.5237103781466685
2007-12-14,0.7,0.6,0.7,0.6,0.07989798159800898,0.01583947045826939,0.0640585111397396,0.11388066236087535,0.012132031908702379,7,6,0.0640585111397396,1,1,0,0.47507313892467445
2007-12-21,0.7,0.7,0.6,0.7,0.14284307167102606,0.0387306010012709,0.10411247066975515,0.14900313394114284,0.04470347789209428,7,6,0.10411247066975515,1,1,0,0.5501405883371939
2007-12-28,0.7,0.6,0.6,0.7,0.17102405474054438,0.034035959509919445,0.13698809523062494,0.18196352584125997,0.08066748988920014,7,3,0.13698809523062494,1,1,1,0.7412351190382811
2008-01-04,0.4,0.4,0.3,0.3,0.08895660045148168,-0.02456696046727075,0.11352356091875243,0.15593315223905868,0.09682363779231573,7,2,0.11352356091875243,0,1,0,0.3569044511484405
