candidate,scenario,cost_bps,window,weeks,start,end,cagr,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover,total_return,annual_volatility,win_rate,best_week,worst_week,cagr_delta_vs_leader
leader_plus_cash_conversion_00,base,50,full_recent,188,2023-01-06,2026-08-07,0.3859439073786717,1.5388388960078965,2.522905279182384,-0.21241551098419487,0.0,2.2543559701473765,0.22981736144842455,0.6170212765957447,0.11529536904474091,-0.12569620363330747,0.0
leader_plus_cash_conversion_00,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5585821924961887,1.8011104151115283,3.019253515627269,-0.21241551098419498,0.0,1.4499981725111284,0.26703072975664444,0.6571428571428571,0.11529536904474091,-0.12569620363330747,0.0
leader_plus_cash_conversion_00,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9231041941304314,2.433138458415453,4.608076981179561,-0.13441888678479008,0.0,0.947441441869731,0.28684550654384433,0.660377358490566,0.11529536904474091,-0.0724939435810178,0.0
leader_plus_cash_conversion_00,base,50,ytd,32,2026-01-02,2026-08-07,0.8831130360956219,2.1465395766734408,4.050310444818278,-0.13441888678479008,0.0,0.47623229310385873,0.3193675169064504,0.625,0.11529536904474091,-0.0724939435810178,0.0
leader_plus_cash_conversion_05,base,50,full_recent,188,2023-01-06,2026-08-07,0.3790725928686527,1.541109045296988,2.5144714817435787,-0.21784225085795328,0.013057651441077458,2.196400231850618,0.2256339427186106,0.6117021276595744,0.10962306675562927,-0.12570418057999444,-0.006871314510018989
leader_plus_cash_conversion_05,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5424199567906391,1.796309468847712,2.987597325573419,-0.2178422508579534,0.013815952754639647,1.3989685417232982,0.2610443890549714,0.6476190476190476,0.10962306675562927,-0.12570418057999444,-0.016162235705549532
leader_plus_cash_conversion_05,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9100944359104268,2.4838683627035705,4.7199368559953,-0.1267261955801543,0.013862304425672971,0.9340145642505844,0.2771601600895267,0.660377358490566,0.10962306675562927,-0.07058890583640953,-0.013009758220004608
leader_plus_cash_conversion_05,base,50,ytd,32,2026-01-02,2026-08-07,0.8874372722007458,2.2273741346728158,4.2481682610316875,-0.1267261955801542,0.01750101958715687,0.47831746911946227,0.30718533615506705,0.625,0.10962306675562927,-0.07058890583640953,0.004324236105123891
leader_plus_cash_conversion_10,base,50,full_recent,188,2023-01-06,2026-08-07,0.37213849648705466,1.5405146538633339,2.5021504182206766,-0.223286085313379,0.0248125931412969,2.1386755984182195,0.22190289144608255,0.6117021276595744,0.10391924242494643,-0.12571229263319306,-0.01380541089161702
leader_plus_cash_conversion_10,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5263178144383933,1.7882558229090597,2.951119752834739,-0.2232860853133789,0.026301474135020923,1.3486677278382797,0.25553614681204373,0.6476190476190476,0.10391924242494643,-0.12571229263319306,-0.03226437805779536
