candidate,scenario,cost_bps,window,weeks,start,end,cagr,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover,total_return,annual_volatility,win_rate,best_week,worst_week,cagr_delta_vs_leader
leader_plus_cash_conversion_10,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.8969990195611821,2.53355685429458,4.832826165658606,-0.11980768062370117,0.02642236062828386,0.9205010581353243,0.2680276329430805,0.6792452830188679,0.10391924242494643,-0.06865354051798911,-0.026105174569249323
leader_plus_cash_conversion_10,base,50,ytd,32,2026-01-02,2026-08-07,0.8916853812721124,2.3118161612427532,4.462654401755359,-0.11980768062370106,0.033383063128581913,0.4803641477406093,0.29549434123995977,0.625,0.10391924242494643,-0.06865354051798911,0.008572345176490526
leader_plus_cash_conversion_15,base,50,full_recent,188,2023-01-06,2026-08-07,0.3651422214006883,1.5367065297883407,2.485800187702243,-0.2287470617691587,0.03525514654079065,2.0812014652278448,0.21865422218636588,0.6170212765957447,0.09818363255975715,-0.12572054325469295,-0.020801685977983375
leader_plus_cash_conversion_15,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5102755218942867,1.7764841521937638,2.9096566207522065,-0.2287470617691585,0.03743926633012341,1.29908884992,0.2505488019846175,0.6476190476190476,0.09818363255975715,-0.12572054325469295,-0.04830667060190197
leader_plus_cash_conversion_15,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.8838193960378786,2.5809870833965807,4.94550900222973,-0.11277814145203047,0.03765710248560281,0.906902467650655,0.25952925375173314,0.6792452830188679,0.09818363255975715,-0.06668711760744239,-0.03928479809255281
leader_plus_cash_conversion_15,base,50,ytd,32,2026-01-02,2026-08-07,0.8958575406172433,2.3991915206792274,4.693800001854464,-0.11277814145203036,0.04761367345545855,0.4823725149373044,0.28437818812035476,0.625,0.09818363255975715,-0.06668711760744239,0.012744504521621458
leader_plus_cash_conversion_20,base,50,full_recent,188,2023-01-06,2026-08-07,0.3580843677765586,1.5293640774755406,2.465214568642202,-0.2342252277951703,0.04437514542965157,2.02399680519928,0.21591703475413787,0.6117021276595744,0.09241597072220342,-0.12572893602556978,-0.02785953960211307
leader_plus_cash_conversion_20,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.49429285220975006,1.7605378709909698,2.8629140770088104,-0.2342252277951704,0.047211334191035126,1.2502251335853543,0.24612603039279426,0.6476190476190476,0.09241597072220342,-0.12572893602556978,-0.06428934028643862
leader_plus_cash_conversion_20,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.8705570119498931,2.6246667689335523,5.055371448268158,-0.10563488397263654,0.04754282555027726,0.8932203325050263,0.25175382465248386,0.6792452830188679,0.09241597072220342,-0.06468888346714186,-0.05254718218053833
leader_plus_cash_conversion_20,base,50,ytd,32,2026-01-02,2026-08-07,0.8999539411268875,2.488471527605792,4.940642205530627,-0.10563488397263654,0.06015941831292816,0.48434276061572534,0.27393172723723674,0.625,0.09241597072220342,-0.06468888346714186,0.016840905031265674
