security_id,permanent_id_source,ticker,first_observed_date,last_observed_date,delisting_date,knowledge_at_utc
yahoo-ticker:USO,synthetic_ticker_id_not_permanent,USO,2026-08-07,2026-08-13,,2026-08-14T09:09:16.523675+00:00
yahoo-ticker:XLE,synthetic_ticker_id_not_permanent,XLE,2026-08-07,2026-08-13,,2026-08-14T09:09:16.866327+00:00
yahoo-ticker:XLK,synthetic_ticker_id_not_permanent,XLK,2026-08-07,2026-08-13,,2026-08-14T09:09:17.262039+00:00
