cik10,company_name,trailing_1y_cagr,cagr_change
0001881487,PROFRAC HOLDING CORP.,0.9926985467100493,-0.09162523804311884
0001384195,"RING ENERGY, INC.",1.0553247851589758,-0.028998999594192387
0000788965,HALLADOR ENERGY CO,1.05760531528436,-0.02671846946880807
0001047127,"AMKOR TECHNOLOGY, INC.",1.061149856865768,-0.023173927887400136
0000884144,ASURE SOFTWARE INC,1.063143776289834,-0.021180008463334232
0001273441,GRAN TIERRA ENERGY INC.,1.0675861779050417,-0.01673760684812642
0001928446,"GRANITE RIDGE RESOURCES, INC.",1.0693064586763938,-0.015017326076774307
0001314727,SONOS INC,1.0729649465348903,-0.011358838218277878
0001855747,"BLEND LABS, INC.",1.0761850296870268,-0.008138755066141368
0001158114,"APPLIED OPTOELECTRONICS, INC.",1.0775388870796974,-0.006784897673470791
0001837014,"SMARTRENT, INC.",1.0841999461456755,-0.00012383860749265452
0001534701,PHILLIPS 66,1.0842594602407956,-6.432451237259329e-05
0001172358,"DORCHESTER MINERALS, L.P.",1.0843237847531677,-4.440892098500626e-16
0001451505,TRANSOCEAN LTD.,1.0843237847531677,-4.440892098500626e-16
0001635327,FLUTTER ENTERTAINMENT PLC,1.0843237847531682,0.0
0001505952,"DOMO, INC.",1.0843237847531682,0.0
0001509991,KOSMOS ENERGY LTD.,1.0843237847531682,0.0
0001805385,"EVOLV TECHNOLOGIES HOLDINGS, INC.",1.0843237847531682,0.0
0001764046,CLARIVATE PLC,1.0843237847531682,0.0
0001544522,FRESHWORKS INC.,1.0843237847531682,0.0
0001559432,"TXO PARTNERS, L.P.",1.0843237847531682,0.0
0001743759,"CORSAIR GAMING, INC.",1.0843237847531682,0.0
0001671933,"TRADE DESK, INC.",1.0843237847531682,0.0
0001722482,"AVANTOR, INC.",1.0843237847531682,0.0
0001704715,"ALPHA METALLURGICAL RESOURCES, INC.",1.0843237847531682,0.0
0001609253,CALIFORNIA RESOURCES CORP,1.0843237847531682,0.0
0001679268,"MAMMOTH ENERGY SERVICES, INC.",1.0843237847531682,0.0
0001615063,"INSPIRED ENTERTAINMENT, INC.",1.0843237847531682,0.0
0001616543,"SENSEONICS HOLDINGS, INC.",1.0843237847531682,0.0
0001454938,OUTBRAIN INC.,1.0843237847531682,0.0
0001625641,"CS DISCO, INC.",1.0843237847531682,0.0
0001560327,"RAPID7, INC.",1.0843237847531682,0.0
0000009092,BADGER METER INC,1.0843237847531682,0.0
0001432133,KALTURA INC,1.0843237847531682,0.0
0001022652,INSEEGO CORP.,1.0843237847531682,0.0
0000031235,EASTMAN KODAK CO,1.0843237847531682,0.0
0000275880,PARSONS CORP,1.0843237847531682,0.0
0001404655,HUBSPOT INC,1.0843237847531682,0.0
0000708821,PAR TECHNOLOGY CORP,1.0843237847531682,0.0
0000769397,"AUTODESK, INC.",1.0843237847531682,0.0
0000798354,FISERV INC,1.0843237847531682,0.0
0001361113,VARONIS SYSTEMS INC,1.0843237847531682,0.0
0001327567,PALO ALTO NETWORKS INC,1.0843237847531682,0.0
0001173489,CEVA INC,1.0843237847531682,0.0
0000882835,ROPER TECHNOLOGIES INC,1.0843237847531682,0.0
0001005284,UNIVERSAL DISPLAY CORP PA,1.0843237847531682,0.0
0001123494,HARVARD BIOSCIENCE INC,1.0843237847531682,0.0
0001007587,KVH INDUSTRIES INC DE,1.0843237847531682,0.0
0001476840,"EXPENSIFY, INC.",1.0843237847531686,4.440892098500626e-16
0001108524,"SALESFORCE, INC.",1.0843237847531686,4.440892098500626e-16
0001571123,SCIENCE APPLICATIONS INTERNATIONAL CORP,1.0843237847531686,4.440892098500626e-16
0001376139,CVR ENERGY INC,1.0843237847531686,4.440892098500626e-16
0001418819,IRIDIUM COMMUNICATIONS INC.,1.0843237847531686,4.440892098500626e-16
0001980088,MACH NATURAL RESOURCES LP,1.0843237847531686,4.440892098500626e-16
0001944558,"VITESSE ENERGY, INC.",1.084323784753169,8.881784197001252e-16
0000028823,"DIEBOLD NIXDORF, INC",1.0843237847531704,2.220446049250313e-15
0001529274,"ALKAMI TECHNOLOGY, INC.",1.0845365928696413,0.00021280811647317321
0001001614,"RILEY EXPLORATION PERMIAN, INC.",1.0846587489786992,0.00033496422553103145
0001520006,MATADOR RESOURCES CO,1.085825604061311,0.00150181930814286
0001162194,STANDARD BIOTOOLS INC.,1.0859722088741206,0.001648424120952452
0001477720,"ASANA, INC.",1.0860874626479724,0.0017636778948042497
0000876167,PROGRESS SOFTWARE CORP /MA,1.0864233254192892,0.002099540666121058
0000895126,EXPAND ENERGY CORP,1.0865867653921297,0.002262980638961576
