signal_name,avg_full_mean_ic,avg_holdout_mean_ic,avg_full_nw_tstat,avg_holdout_nw_tstat,calm_trend_mean_ic,stressed_panic_mean_ic,min_full_n_dates,min_holdout_n_dates,max_redundancy_vs_strong,most_redundant_existing_signal,redundancy_first_half,redundancy_second_half,redundancy_drift,research_only,corr_with_future_4w_commodities_return,corr_with_future_4w_em_return,corr_with_future_4w_bonds_return,corr_with_future_4w_spy_return,corr_with_future_4w_risk_on_return,verdict,verdict_reason
bm_dollar_strength_4w,0.014460819573198763,0.022106347116124178,0.9668810183355028,0.9383665696099284,0.014647429727756182,0.01605551450872561,970,312,0.016547659623484236,xsmom_global,0.032209908872337725,0.03900609284912649,0.006796183976788765,True,-0.08726054814837252,-0.08079087522090878,0.04063694848057566,-0.0384157840856401,-0.048063745770150844,candidate-pass,Positive full/holdout IC and no large stressed_panic damage.
bm_dollar_strength_8w,0.024142813930434024,0.00046575170323107285,1.346455554155506,-0.0021974571492262853,0.015021670653060464,0.06421429281199995,972,314,0.020284631377863977,breadth_confirmed_momentum,0.05550771404892586,0.032855790695412765,-0.022651923353513098,True,-0.09850985791014338,-0.07029296213263275,0.04043868211035601,-0.02390872311119834,-0.05244568104903846,candidate-pass,Positive full/holdout IC and no large stressed_panic damage.
bm_dollar_strength_13w,0.0064645314658073215,0.008133551144025673,0.3304007776486236,0.2763001371311398,0.015499442153601235,0.021402905526573278,970,315,0.06130988737275255,breadth_confirmed_momentum,0.11626454237585457,0.02468767469571371,-0.09157686768014087,True,-0.10842838539892816,-0.0670620512320361,0.034666115076190045,-0.06914920035562516,-0.08380724085408661,candidate-pass,Positive full/holdout IC and no large stressed_panic damage.
bm_dollar_strength_26w,0.008975659616069293,-0.0014276504418806292,0.5322890511259646,-0.08571214262401641,0.009551737399709293,-0.014303275358900464,954,315,0.11946791884367022,breadth_confirmed_momentum,0.18281468571744147,0.06866940815534431,-0.11414527756209716,True,-0.1385902968275253,-0.07249103421475854,0.018870520690952894,-0.11417900477953266,-0.13495368247861741,reject,holdout IC not positive
bm_dollar_strength_blended,0.018862923787969766,0.01968868827094445,0.9446395207487225,0.6195227956337866,0.013063252225594721,0.027339660015549577,980,315,0.07752256218275456,breadth_confirmed_momentum,0.13863257089870382,0.029573899916127182,-0.10905867098257663,True,-0.13650111972713216,-0.09191878669288064,0.029951885164486932,-0.0888773688837549,-0.11218838458474452,candidate-pass,Positive full/holdout IC and no large stressed_panic damage.
