signal_name,market_state,horizon_weeks,mean_ic,ic_tstat_nw,hit_rate,n_dates,mean_coverage,warning,signal_source
bab_proxy,calm_trend,1,-0.054388576365863577,-2.2700957142096247,0.4610169491525424,295,34.067796610169495,,existing
bab_proxy,neutral_mixed,1,-0.05861191821441424,-2.7158478756761935,0.4321503131524008,479,33.160751565762006,,existing
bab_proxy,recovery_confirmed,1,-0.03604120365923949,-0.477752432318504,0.4186046511627907,43,34.395348837209305,,existing
bab_proxy,recovery_fragile,1,-0.08971365935244957,-1.3232131042665631,0.42857142857142855,49,34.10204081632653,,existing
bab_proxy,stressed_panic,1,-0.05416809368406859,-1.495735092831578,0.45414847161572053,229,34.38427947598253,,existing
bab_proxy,calm_trend,2,-0.08871759964166868,-2.824858621675715,0.4101694915254237,295,34.067796610169495,,existing
bab_proxy,neutral_mixed,2,-0.10680410527346243,-3.7374907581780294,0.40292275574112735,479,33.160751565762006,,existing
bab_proxy,recovery_confirmed,2,0.0038405979465679376,0.05339922204591248,0.4418604651162791,43,34.395348837209305,,existing
bab_proxy,recovery_fragile,2,-0.13173250695391897,-1.73010808812678,0.3469387755102041,49,34.10204081632653,,existing
bab_proxy,stressed_panic,2,-0.08022052710697997,-1.8305085562866381,0.4166666666666667,228,34.38157894736842,,existing
bab_proxy,calm_trend,4,-0.12644003678848945,-3.2538635129743727,0.34915254237288135,295,34.067796610169495,,existing
bab_proxy,neutral_mixed,4,-0.1348818702688538,-3.7815974810631663,0.36268343815513626,477,33.15303983228512,,existing
bab_proxy,recovery_confirmed,4,-0.037125413256860786,-0.4022983184233559,0.3488372093023256,43,34.395348837209305,,existing
bab_proxy,recovery_fragile,4,-0.2356858782962085,-3.119507936086506,0.2857142857142857,49,34.10204081632653,,existing
bab_proxy,stressed_panic,4,-0.06408399602317985,-1.0835825420172136,0.44298245614035087,228,34.38157894736842,,existing
bab_proxy,calm_trend,8,-0.1354046314707756,-2.809225401337095,0.34915254237288135,295,34.067796610169495,,existing
bab_proxy,neutral_mixed,8,-0.17665287698136312,-3.9794653917380796,0.32489451476793246,474,33.141350210970465,,existing
bab_proxy,recovery_confirmed,8,-0.09103591978895312,-0.7031323342406354,0.37209302325581395,43,34.395348837209305,,existing
bab_proxy,recovery_fragile,8,-0.1685061407237079,-1.8152235568956407,0.3469387755102041,49,34.10204081632653,,existing
bab_proxy,stressed_panic,8,-0.11395052027069526,-1.627894509102201,0.41409691629955947,227,34.37885462555066,,existing
bab_proxy,calm_trend,13,-0.19074995898094005,-3.742189906294567,0.2677966101694915,295,34.067796610169495,,existing
bab_proxy,neutral_mixed,13,-0.16163813115933226,-3.311086633984132,0.3816631130063966,469,33.12153518123667,,existing
bab_proxy,recovery_confirmed,13,-0.17272333092944034,-1.6093302738446944,0.37209302325581395,43,34.395348837209305,,existing
bab_proxy,recovery_fragile,13,-0.2297522698293864,-2.7964009444778535,0.2653061224489796,49,34.10204081632653,,existing
bab_proxy,stressed_panic,13,-0.1633250937168854,-2.290497823032896,0.3568281938325991,227,34.37885462555066,,existing
bab_proxy_asset_class_neutral,calm_trend,1,-0.02195312355423707,-1.279393979346233,0.46779661016949153,295,32.14237288135593,,existing
bab_proxy_asset_class_neutral,neutral_mixed,1,-0.007890766429249334,-0.5838009183456495,0.4718162839248434,479,31.32359081419624,,existing
bab_proxy_asset_class_neutral,recovery_confirmed,1,0.014544388628843826,0.3691301190169647,0.5116279069767442,43,32.46511627906977,,existing
bab_proxy_asset_class_neutral,recovery_fragile,1,0.007786188363322885,0.21474800952895293,0.5102040816326531,49,32.16326530612245,,existing
bab_proxy_asset_class_neutral,stressed_panic,1,-0.017391137135575215,-0.981755237818234,0.49344978165938863,229,32.39737991266376,,existing
bab_proxy_asset_class_neutral,calm_trend,2,-0.03821544319254647,-1.7193225227368867,0.4406779661016949,295,32.14237288135593,,existing
