signal_name,category,gate,intended_use,research_only,full_ic_1w,full_tstat_1w,full_hit_rate_1w,full_n_1w,2016_plus_ic_1w,2016_plus_n_1w,2020_plus_ic_1w,2020_plus_n_1w,2022_bear_rate_shock_ic_1w,2022_bear_rate_shock_n_1w,2023_plus_ic_1w,2023_plus_n_1w,2005_2009_ic_1w,2010_2015_ic_1w,2016_2019_ic_1w,2020_2022_ic_1w,2023_latest_ic_1w,full_ic_2w,full_tstat_2w,full_hit_rate_2w,full_n_2w,2016_plus_ic_2w,2016_plus_n_2w,2020_plus_ic_2w,2020_plus_n_2w,2022_bear_rate_shock_ic_2w,2022_bear_rate_shock_n_2w,2023_plus_ic_2w,2023_plus_n_2w,2005_2009_ic_2w,2010_2015_ic_2w,2016_2019_ic_2w,2020_2022_ic_2w,2023_latest_ic_2w,full_ic_4w,full_tstat_4w,full_hit_rate_4w,full_n_4w,2016_plus_ic_4w,2016_plus_n_4w,2020_plus_ic_4w,2020_plus_n_4w,2022_bear_rate_shock_ic_4w,2022_bear_rate_shock_n_4w,2023_plus_ic_4w,2023_plus_n_4w,2005_2009_ic_4w,2010_2015_ic_4w,2016_2019_ic_4w,2020_2022_ic_4w,2023_latest_ic_4w,full_ic_8w,full_tstat_8w,full_hit_rate_8w,full_n_8w,2016_plus_ic_8w,2016_plus_n_8w,2020_plus_ic_8w,2020_plus_n_8w,2022_bear_rate_shock_ic_8w,2022_bear_rate_shock_n_8w,2023_plus_ic_8w,2023_plus_n_8w,2005_2009_ic_8w,2010_2015_ic_8w,2016_2019_ic_8w,2020_2022_ic_8w,2023_latest_ic_8w,full_ic_13w,full_tstat_13w,full_hit_rate_13w,full_n_13w,2016_plus_ic_13w,2016_plus_n_13w,2020_plus_ic_13w,2020_plus_n_13w,2022_bear_rate_shock_ic_13w,2022_bear_rate_shock_n_13w,2023_plus_ic_13w,2023_plus_n_13w,2005_2009_ic_13w,2010_2015_ic_13w,2016_2019_ic_13w,2020_2022_ic_13w,2023_latest_ic_13w,avg_full_ic,avg_full_tstat,avg_full_hit_rate,min_full_n,2016_plus_avg_ic,2016_plus_min_n,2020_plus_avg_ic,2020_plus_min_n,2022_bear_rate_shock_avg_ic,2022_bear_rate_shock_min_n,2023_plus_avg_ic,2023_plus_min_n,2005_2009_avg_ic,2010_2015_avg_ic,2016_2019_avg_ic,2020_2022_avg_ic,2023_latest_avg_ic,subperiod_positive_share,subperiod_min_ic,calm_trend_avg_ic,calm_trend_min_n,neutral_mixed_avg_ic,neutral_mixed_min_n,recovery_fragile_avg_ic,recovery_fragile_min_n,recovery_confirmed_avg_ic,recovery_confirmed_min_n,stressed_panic_avg_ic,stressed_panic_min_n,max_abs_redundancy_existing,most_redundant_existing_signal,signed_redundancy_existing,rolling_104w_redundancy_median,rolling_104w_redundancy_max,rolling_104w_redundancy_recent,max_abs_redundancy_selected,most_redundant_selected_signal,signed_redundancy_selected,stress_safety_flags,verdict,verdict_reason,breadth_component,sign_variant,suggested_use,suggested_use_reason
bm_etf_above_50d_ma,participation_confirmation,none,breadth_decomposition,True,0.05839768859388412,4.715667119541394,0.5666364460562103,1103,0.07097779628880911,536,0.06014796601498284,327,-0.057285863917138524,52,0.07821459956945849,170,0.017324678323906006,0.07018557001271682,0.08792207619092007,0.040585369172557,0.07821459956945849,0.09276949673776438,5.420373144711974,0.6052631578947368,1102,0.1070302345338356,535,0.09031900074444614,326,-0.02138553767645625,52,0.09382597366454981,169,0.05597544550364339,0.09825254559581113,0.13309656092302682,0.08654397893872946,0.09382597366454981,0.11789504233434028,5.032749945230381,0.6181818181818182,1100,0.1395087763124458,533,0.11565839592324484,324,-0.045132437391431884,52,0.12089354737926836,167,0.05885194101307168,0.12900311749495372,0.17648257174833623,0.11008979532989496,0.12089354737926836,0.14689704473914353,4.890401626310007,0.6596715328467153,1096,0.18153498521251904,529,0.15889182302731966,320,-0.011070876502064671,52,0.16047058829750863,163,0.0495582199338507,0.1673462172315677,0.21620394166832674,0.1572527227786521,0.16047058829750863,0.17494210467601523,5.4003145963682755,0.6718606782768103,1091,0.22080693310351057,524,0.20379897357929413,315,-0.013608978521381244,52,0.21782903726662692,158,0.07328452460496294,0.18065410225441692,0.24644093908498516,0.18967954642898469,0.21782903726662692,0.11818027541622951,5.091901286432406,0.6243227266512582,1091,0.14397174509022403,524,0.1257632318578575,315,-0.02969673880169451,52,0.13424674923548244,158,0.05099896187588695,0.12908831051789327,0.172029217923119,0.11683028252976364,0.13424674923548244,1.0,0.05099896187588695,0.12332254311657023,295,0.1231112710006386,477,0.18777256670094766,49,0.13200896457620007,43,0.08335954843662115,227,0.21205227051393744,multi_mom_equal,0.21205227051393744,0.284779602416691,0.6393442982946727,0.3689239491354529,0.9227440521083214,bm_etf_positive_13w_mom,0.9227440521083214,2022_ic_negative,candidate-pass,Passed B6 full/holdout/state/stress/redundancy checks.,participation_confirmation,natural,alpha_signal,Positive holdout and acceptable stress behavior.
bm_etf_above_200d_ma,participation_confirmation,none,breadth_decomposition,True,0.05916009959739502,4.7254756344274895,0.5680147058823529,1088,0.07097779628880911,536,0.06014796601498284,327,-0.057285863917138524,52,0.07821459956945849,170,0.018217598900350365,0.07018557001271682,0.08792207619092007,0.040585369172557,0.07821459956945849,0.09510728158722288,5.526015616205168,0.6071757129714811,1087,0.1070302345338356,535,0.09031900074444614,326,-0.02138553767645625,52,0.09382597366454981,169,0.06429871480426916,0.09825254559581113,0.13309656092302682,0.08654397893872946,0.09382597366454981,0.12206109287849086,5.197106110086591,0.6221198156682027,1085,0.1395087763124458,533,0.11565839592324484,324,-0.045132437391431884,52,0.12089354737926836,167,0.07405913063894749,0.12900311749495372,0.17648257174833623,0.11008979532989496,0.12089354737926836,0.15012810873044152,4.967300119104276,0.6632747456059205,1081,0.18153498521251904,529,0.15889182302731966,320,-0.011070876502064671,52,0.16047058829750863,163,0.05806323165984946,0.1673462172315677,0.21620394166832674,0.1572527227786521,0.16047058829750863,0.17706603136141993,5.41129490272676,0.6747211895910781,1076,0.22080693310351057,524,0.20379897357929413,315,-0.013608978521381244,52,0.21782903726662692,158,0.07646645520090299,0.18065410225441692,0.24644093908498516,0.18967954642898469,0.21782903726662692,0.12070452283099405,5.165438476510056,0.6270612339438071,1076,0.14397174509022403,524,0.1257632318578575,315,-0.02969673880169451,52,0.13424674923548244,158,0.05822102624086389,0.12908831051789327,0.172029217923119,0.11683028252976364,0.13424674923548244,1.0,0.05822102624086389,0.12332254311657023,295,0.12910466099732415,462,0.18777256670094766,49,0.13200896457620007,43,0.08335954843662115,227,0.279366154405351,multi_mom_equal,0.279366154405351,0.284779602416691,0.6393442982946727,0.3689239491354529,0.9753295989412616,bm_etf_positive_26w_mom,0.9753295989412616,2022_ic_negative,candidate-pass,Passed B6 full/holdout/state/stress/redundancy checks.,participation_confirmation,natural,alpha_signal,Positive holdout and acceptable stress behavior.
bm_etf_positive_13w_mom,participation_confirmation,none,breadth_decomposition,True,0.05932597260172055,4.769606481057101,0.5680365296803653,1095,0.07097779628880911,536,0.06014796601498284,327,-0.057285863917138524,52,0.07821459956945849,170,0.0201209665613901,0.07018557001271682,0.08792207619092007,0.040585369172557,0.07821459956945849,0.09527774554393431,5.5704648047542396,0.6069469835466179,1094,0.1070302345338356,535,0.09031900074444614,326,-0.02138553767645625,52,0.09382597366454981,169,0.06593346088607,0.09825254559581113,0.13309656092302682,0.08654397893872946,0.09382597366454981,0.12225524179779512,5.2399307775949415,0.6227106227106227,1092,0.1395087763124458,533,0.11565839592324484,324,-0.045132437391431884,52,0.12089354737926836,167,0.07628687192169974,0.12900311749495372,0.17648257174833623,0.11008979532989496,0.12089354737926836,0.15119865800451796,5.0294401515967575,0.6645220588235294,1088,0.18153498521251904,529,0.15889182302731966,320,-0.011070876502064671,52,0.16047058829750863,163,0.06541775096752965,0.1673462172315677,0.21620394166832674,0.1572527227786521,0.16047058829750863,0.17837752319614786,5.482587575282081,0.6768236380424746,1083,0.22080693310351057,524,0.20379897357929413,315,-0.013608978521381244,52,0.21782903726662692,158,0.08510280759982156,0.18065410225441692,0.24644093908498516,0.18967954642898469,0.21782903726662692,0.12128702822882316,5.218405958057025,0.627807966560722,1083,0.14397174509022403,524,0.1257632318578575,315,-0.02969673880169451,52,0.13424674923548244,158,0.0625723715873022,0.12908831051789327,0.172029217923119,0.11683028252976364,0.13424674923548244,1.0,0.0625723715873022,0.12332254311657023,295,0.13032137242810707,469,0.18777256670094766,49,0.13200896457620007,43,0.08335954843662115,227,0.2542393052585996,multi_mom_equal,0.2542393052585996,0.284779602416691,0.6393442982946727,0.3689239491354529,0.9495751982065295,bm_etf_above_200d_ma,0.9495751982065295,2022_ic_negative,candidate-pass,Passed B6 full/holdout/state/stress/redundancy checks.,participation_confirmation,natural,alpha_signal,Positive holdout and acceptable stress behavior.
bm_etf_positive_26w_mom,participation_confirmation,none,breadth_decomposition,True,0.05808068149388629,4.623905847083551,0.566543438077634,1082,0.07097779628880911,536,0.06014796601498284,327,-0.057285863917138524,52,0.07821459956945849,170,0.012150708805162743,0.07018557001271682,0.08792207619092007,0.040585369172557,0.07821459956945849,0.09444601324412742,5.455457490040307,0.606845513413506,1081,0.1070302345338356,535,0.09031900074444614,326,-0.02138553767645625,52,0.09382597366454981,169,0.06043741660863014,0.09825254559581113,0.13309656092302682,0.08654397893872946,0.09382597366454981,0.12058996458846348,5.106650303308773,0.6209453197405005,1079,0.1395087763124458,533,0.11565839592324484,324,-0.045132437391431884,52,0.12089354737926836,167,0.06601037871458353,0.12900311749495372,0.17648257174833623,0.11008979532989496,0.12089354737926836,0.14844769984526265,4.888425334247674,0.6623255813953488,1075,0.18153498521251904,529,0.15889182302731966,320,-0.011070876502064671,52,0.16047058829750863,163,0.04793950284443817,0.1673462172315677,0.21620394166832674,0.1572527227786521,0.16047058829750863,0.1765191666688069,5.3638720877350625,0.6738317757009346,1070,0.22080693310351057,524,0.20379897357929413,315,-0.013608978521381244,52,0.21782903726662692,158,0.07136455529507013,0.18065410225441692,0.24644093908498516,0.18967954642898469,0.21782903726662692,0.11961670516810936,5.087662212483073,0.6260983256655848,1070,0.14397174509022403,524,0.1257632318578575,315,-0.02969673880169451,52,0.13424674923548244,158,0.05158051245357694,0.12908831051789327,0.172029217923119,0.11683028252976364,0.13424674923548244,1.0,0.05158051245357694,0.12332254311657023,295,0.1266804670677514,456,0.18777256670094766,49,0.13200896457620007,43,0.08335954843662115,227,0.2851068441474972,multi_mom_equal,0.2851068441474972,0.284779602416691,0.6393442982946727,0.3689239491354529,0.9753295989412617,bm_etf_above_200d_ma,0.9753295989412617,2022_ic_negative,candidate-pass,Passed B6 full/holdout/state/stress/redundancy checks.,participation_confirmation,natural,alpha_signal,Positive holdout and acceptable stress behavior.
bm_risk_on_participation,risk_on_expansion,none,breadth_decomposition,True,0.0609962703725572,4.466775514313528,0.573735199138859,929,0.0661972176577528,454,0.054956315805813824,270,-0.22318595245281822,17,0.07528705869909315,159,0.03206268400168443,0.07200031017251166,0.08269201928831546,0.025833900310035348,0.07528705869909315,0.09177551023938142,4.963981344795119,0.6027987082884823,929,0.10121988819851346,454,0.07883245824513102,270,-0.15195752455053096,17,0.07946035649291502,159,0.06995586153423936,0.0912772143114202,0.1340710082388029,0.07793303643073769,0.07946035649291502,0.12164741189451574,4.931426883060379,0.6232508073196986,929,0.1349065700880759,454,0.1028450905688805,270,-0.18327782618132393,17,0.10332584820655323,159,0.0903420480611909,0.1213960480645346,0.1819533063390692,0.10215643773653846,0.10332584820655323,0.15035828288666464,4.650777097031016,0.667027027027027,925,0.17852672851120416,450,0.15509528017335386,266,0.013276121064778679,17,0.14370001625158094,155,0.0797281937288551,0.15296851590049274,0.21240045273874858,0.1710075856497035,0.14370001625158094,0.1797362963778899,5.109648120370748,0.6771739130434783,920,0.21904313670340408,445,0.2089697286326277,261,0.05577211606185065,17,0.20022789366377092,150,0.09571499422878295,0.17437665940763197,0.23333204706466845,0.22078301913108278,0.20022789366377092,0.1209027543542018,4.824521791914158,0.6287971309635091,920,0.1399787082317901,445,0.12013977468516139,261,-0.09787461321160874,17,0.12040023466278264,150,0.07356075631095055,0.12240374957131825,0.16888976673392092,0.11954279585161956,0.12040023466278264,1.0,0.07356075631095055,0.12600887180202652,294,0.12722864238932077,431,0.18967838553784958,48,0.13200896457620007,43,0.04376096334508293,104,0.2766587586947476,multi_mom_invvol,0.2766587586947476,0.3326444974324033,0.637094894540003,0.3798485895929151,0.9392993398311066,bm_etf_positive_13w_mom,0.9392993398311066,2022_ic_negative,candidate-pass,Passed B6 full/holdout/state/stress/redundancy checks.,risk_on_expansion,natural,alpha_signal,Positive holdout and acceptable stress behavior.
bm_risk_on_minus_defensive_participation,risk_on_expansion_vs_defensive_rotation,none,breadth_decomposition,True,0.006835765710106763,0.4685619614985293,0.5179282868525896,1004,-0.011588297711663007,452,0.010231336287013407,298,-0.08381638304715072,52,0.012413276048158305,149,0.004457139220791027,0.035656745980474594,-0.05381070635845245,0.008049396525868505,0.012413276048158305,0.0026381036238764632,0.14087964569729985,0.5074775672981057,1003,-0.0023140488746884597,451,0.0312330947608575,297,-0.0535464194280704,52,0.013409059526709049,148,-0.02054194055532353,0.028094969359793547,-0.06701211160038424,0.048937505597461343,0.013409059526709049,0.00297186754885513,0.12561371551841188,0.5014985014985015,1001,-0.00020726849629077053,449,0.031506212742349465,295,-0.05564991493723003,52,-0.007162712188309023,146,-0.005592570213392586,0.014326529233310488,-0.06095711892095876,0.06939656871467255,-0.007162712188309023,0.003732441111275172,0.1243968892323015,0.5080160320641283,998,0.0049016019502796755,446,0.015776980149706927,292,-0.036278054091167675,52,-0.040767671040031414,143,-0.0027937718222905495,0.007177179003380227,-0.015719245025257723,0.07004466551972427,-0.040767671040031414,0.024249583960106635,0.7735986563398917,0.5176233635448136,993,0.011025376249775213,441,0.03845640246134247,287,0.020649603985923803,52,-0.015533634501385481,138,0.046850776686451885,0.025349214276463458,-0.0400960816899638,0.08846059776910394,-0.015533634501385481,0.008085552390844034,0.32661017365728684,0.5105087502516278,993,0.0003634726234825299,441,0.025440805280253952,287,-0.041728233503539006,52,-0.007528336430971713,138,0.0044759266632472495,0.022120927570684464,-0.0475190527190034,0.05697774682536612,-0.007528336430971713,0.6,-0.0475190527190034,0.05057416101529657,251,-0.009949589927867323,438,0.09313799184177164,43,0.14729881394682534,34,-0.040712702041547436,227,0.18522629036472302,breadth_confirmed_momentum,0.18522629036472302,0.21032032080195404,0.41629390667100574,0.20843533013923435,1.0,bm_risk_on_minus_defensive_participation__inverted_diagnostic,-1.0,stressed_panic_ic_below_-0.03; 2022_ic_negative,research-only,Failed stress/holdout safety flags: stressed_panic_ic_below_-0.03; 2022_ic_negative,risk_on_expansion_vs_defensive_rotation,natural,risk_filter_or_invert_diagnostic,Natural sign is dangerous in stressed_panic; inverted version should be inspected only as diagnostic.
bm_risk_on_minus_defensive_participation__inverted_diagnostic,risk_on_expansion_vs_defensive_rotation,none,breadth_decomposition,True,-0.006835765710106763,-0.4685619614985293,0.4820717131474104,1004,0.011588297711663007,452,-0.010231336287013407,298,0.08381638304715072,52,-0.012413276048158305,149,-0.004457139220791027,-0.035656745980474594,0.05381070635845245,-0.008049396525868505,-0.012413276048158305,-0.0026381036238764632,-0.14087964569729985,0.49252243270189433,1003,0.0023140488746884597,451,-0.0312330947608575,297,0.0535464194280704,52,-0.013409059526709049,148,0.02054194055532353,-0.028094969359793547,0.06701211160038424,-0.048937505597461343,-0.013409059526709049,-0.00297186754885513,-0.12561371551841188,0.4985014985014985,1001,0.00020726849629077053,449,-0.031506212742349465,295,0.05564991493723003,52,0.007162712188309023,146,0.005592570213392586,-0.014326529233310488,0.06095711892095876,-0.06939656871467255,0.007162712188309023,-0.003732441111275172,-0.1243968892323015,0.49198396793587174,998,-0.0049016019502796755,446,-0.015776980149706927,292,0.036278054091167675,52,0.040767671040031414,143,0.0027937718222905495,-0.007177179003380227,0.015719245025257723,-0.07004466551972427,0.040767671040031414,-0.024249583960106635,-0.7735986563398917,0.4823766364551863,993,-0.011025376249775213,441,-0.03845640246134247,287,-0.020649603985923803,52,0.015533634501385481,138,-0.046850776686451885,-0.025349214276463458,0.0400960816899638,-0.08846059776910394,0.015533634501385481,-0.008085552390844034,-0.32661017365728684,0.4894912497483722,993,-0.0003634726234825299,441,-0.025440805280253952,287,0.041728233503539006,52,0.007528336430971713,138,-0.0044759266632472495,-0.022120927570684464,0.0475190527190034,-0.05697774682536612,0.007528336430971713,0.4,-0.05697774682536612,-0.05057416101529657,251,0.009949589927867323,438,-0.09313799184177164,43,-0.14729881394682534,34,0.040712702041547436,227,0.18522629036472302,breadth_confirmed_momentum,-0.18522629036472302,0.21032032080195404,0.41629390667100574,0.20843533013923435,1.0,bm_risk_on_minus_defensive_participation,-1.0,2020_holdout_ic_negative; 2016_holdout_ic_negative; unstable_subperiods,reject,Failed stress/holdout safety flags: 2020_holdout_ic_negative; 2016_holdout_ic_negative; unstable_subperiods,risk_on_expansion_vs_defensive_rotation,inverted_diagnostic,research_only_diagnostic,Negative full and holdout IC; not a standalone alpha.
bm_offensive_vs_defensive_sector_breadth,risk_on_expansion_vs_defensive_rotation,none,breadth_decomposition,True,0.0003949559137417517,0.02361689568268494,0.5068870523415978,726,-0.004359682883826194,378,0.02467588005402141,233,0.06982452899812946,35,0.005924935788147384,145,0.010565303308682866,0.0012991999684763525,-0.05101682884602269,0.055572322310291127,0.005924935788147384,0.006533050992560411,0.3150876542387376,0.5158620689655172,725,0.0033276787060771418,377,0.02802655013530057,232,0.12338917568975545,35,0.0022997123002267894,144,0.03495822354053203,-0.011230790792925055,-0.03619051558068033,0.0701250120472395,0.0022997123002267894,-0.004908201918128779,-0.19522595726306302,0.48686030428769017,723,0.007617628985343617,375,0.03164472136666831,230,0.12785312263331794,35,-0.027615999474694026,142,0.010346268792679424,-0.04287576522946632,-0.03049431065399901,0.1272699754515939,-0.027615999474694026,-0.04006381239751275,-1.215209742714918,0.4527777777777778,720,-0.03351428294298041,372,-0.03266877785299936,227,0.09208989099675335,35,-0.06578145773312145,139,0.005678638633123012,-0.09195326517404338,-0.0348379357390197,0.019634205139466215,-0.06578145773312145,-0.04471378576582215,-1.2653868167455875,0.44475524475524475,715,-0.027815290335614345,367,-0.01663882540825619,222,0.05071766913119936,35,-0.027634400892793485,134,-0.014159096085612211,-0.1037057973175235,-0.04492684353474202,0.00010443726138013739,-0.027634400892793485,-0.016551558635032305,-0.4674235933604292,0.4814284896255655,715,-0.010948789694200036,367,0.007007909658946948,222,0.09277487748983111,35,-0.022561442002446957,134,0.009477867637881027,-0.049693283709096384,-0.03949328687089275,0.05454119044199418,-0.022561442002446957,0.4,-0.049693283709096384,-0.007557563751067217,172,-0.0358456630877473,324,-0.03636324220243398,35,-0.07234131031809306,27,0.02779664057745111,157,0.05635700344323296,breadth_confirmed_momentum,0.05635700344323296,0.07316176656492762,0.2700955907907749,0.08234846189921662,1.0,bm_offensive_vs_defensive_sector_breadth__inverted_diagnostic,-1.0,2016_holdout_ic_negative; unstable_subperiods,reject,Failed stress/holdout safety flags: 2016_holdout_ic_negative; unstable_subperiods,risk_on_expansion_vs_defensive_rotation,natural,research_only_diagnostic,Holdout instability prevents pass-through use.
bm_offensive_vs_defensive_sector_breadth__inverted_diagnostic,risk_on_expansion_vs_defensive_rotation,none,breadth_decomposition,True,-0.0003949559137417517,-0.02361689568268494,0.4931129476584022,726,0.004359682883826194,378,-0.02467588005402141,233,-0.06982452899812946,35,-0.005924935788147384,145,-0.010565303308682866,-0.0012991999684763525,0.05101682884602269,-0.055572322310291127,-0.005924935788147384,-0.006533050992560411,-0.3150876542387376,0.48413793103448277,725,-0.0033276787060771418,377,-0.02802655013530057,232,-0.12338917568975545,35,-0.0022997123002267894,144,-0.03495822354053203,0.011230790792925055,0.03619051558068033,-0.0701250120472395,-0.0022997123002267894,0.004908201918128779,0.19522595726306302,0.5131396957123098,723,-0.007617628985343617,375,-0.03164472136666831,230,-0.12785312263331794,35,0.027615999474694026,142,-0.010346268792679424,0.04287576522946632,0.03049431065399901,-0.1272699754515939,0.027615999474694026,0.04006381239751275,1.215209742714918,0.5472222222222223,720,0.03351428294298041,372,0.03266877785299936,227,-0.09208989099675335,35,0.06578145773312145,139,-0.005678638633123012,0.09195326517404338,0.0348379357390197,-0.019634205139466215,0.06578145773312145,0.04471378576582215,1.2653868167455875,0.5552447552447553,715,0.027815290335614345,367,0.01663882540825619,222,-0.05071766913119936,35,0.027634400892793485,134,0.014159096085612211,0.1037057973175235,0.04492684353474202,-0.00010443726138013739,0.027634400892793485,0.016551558635032305,0.4674235933604292,0.5185715103744344,715,0.010948789694200036,367,-0.007007909658946948,222,-0.09277487748983111,35,0.022561442002446957,134,-0.009477867637881027,0.049693283709096384,0.03949328687089275,-0.05454119044199418,0.022561442002446957,0.6,-0.05454119044199418,0.007557563751067217,172,0.0358456630877473,324,0.03636324220243398,35,0.07234131031809306,27,-0.02779664057745111,157,0.05635700344323296,breadth_confirmed_momentum,-0.05635700344323296,0.07316176656492762,0.2700955907907749,0.08234846189921662,1.0,bm_offensive_vs_defensive_sector_breadth,-1.0,2022_ic_negative; 2020_holdout_ic_negative,research-only,Failed stress/holdout safety flags: 2022_ic_negative; 2020_holdout_ic_negative,risk_on_expansion_vs_defensive_rotation,inverted_diagnostic,research_only_diagnostic,Holdout instability prevents pass-through use.
bm_breadth_change_4w,breadth_thrust,none,breadth_decomposition,True,0.025000610142609087,1.6571130076080067,0.5206030150753769,995,0.013703947048453227,494,-0.017389737346211364,301,-0.021473593571359726,51,-0.0031048175924533704,156,0.029605360320577506,0.04121377070834636,0.06219720613028765,-0.03275834066749583,-0.0031048175924533704,0.031014513348636138,1.755984501675034,0.5372233400402414,994,0.03021526115557342,493,0.01448086820089526,300,0.03755659258934835,51,0.01608795536256335,155,0.03352074179105641,0.030465461229096723,0.05467286678460681,0.012762947441870747,0.01608795536256335,0.026854924265290816,1.395591193702152,0.5252016129032258,992,0.01618795534948537,491,-0.011935191266171295,298,-0.035710225062537786,51,0.04045071214203968,153,0.05530315561543567,0.023334779130463668,0.059611259450343845,-0.06721135141414564,0.04045071214203968,0.014925396105596895,0.718621498494702,0.5273279352226721,988,-0.005390815775812757,487,-0.037641683957538745,294,-0.131984259192505,51,-0.001557194153618275,149,0.04855657125875758,0.023892657905966792,0.04373744974453667,-0.07472160796294666,-0.001557194153618275,0.01873152469053508,0.9068841547579869,0.5142276422764228,984,0.008052547786121248,483,0.006664006452890239,290,-0.006502167882416093,51,0.051555002443760004,145,0.06326723981804487,0.002435865938433086,0.01013895704330775,-0.03822698953797953,0.051555002443760004,0.023305393710533605,1.2868388712475762,0.5249167091035878,984,0.012553779112764101,483,-0.009164347583227182,290,-0.03162273062389405,51,0.02068633164045828,145,0.046050613760774406,0.024268506982461323,0.046071547830616545,-0.04003106842813938,0.02068633164045828,0.8,-0.04003106842813938,0.017933760074758484,264,0.01904284736357823,433,0.1141869835734163,40,0.06354271711655539,37,0.01461843552099613,210,0.08186353695388032,breadth_confirmed_momentum,-0.08186353695388032,0.08621337946158802,0.24002478286785767,0.06723000555261324,0.9999999999999999,bm_breadth_change_4w__inverted_diagnostic,-0.9999999999999999,2022_ic_negative; 2020_holdout_ic_negative,research-only,Failed stress/holdout safety flags: 2022_ic_negative; 2020_holdout_ic_negative,breadth_thrust,natural,research_only_diagnostic,Holdout instability prevents pass-through use.
