pair,ticker_a,ticker_b,signal_file,verdict,verdict_reason,training_start,training_end,train_obs,hedge_alpha_train,hedge_beta_train,cointegration_pvalue_train,adf_pvalue_train_spread,ou_half_life_weeks_train,full_ic_1w,full_ic_tstat_nw_1w,full_hit_rate_1w,full_n_obs_1w,holdout_ic_1w,holdout_n_obs_1w,full_ic_2w,full_ic_tstat_nw_2w,full_hit_rate_2w,full_n_obs_2w,holdout_ic_2w,holdout_n_obs_2w,full_ic_4w,full_ic_tstat_nw_4w,full_hit_rate_4w,full_n_obs_4w,holdout_ic_4w,holdout_n_obs_4w,full_ic_8w,full_ic_tstat_nw_8w,full_hit_rate_8w,full_n_obs_8w,holdout_ic_8w,holdout_n_obs_8w,full_ic_13w,full_ic_tstat_nw_13w,full_hit_rate_13w,full_n_obs_13w,holdout_ic_13w,holdout_n_obs_13w,avg_full_ic,avg_holdout_ic,min_full_n_obs,min_holdout_n_obs,max_redundancy_vs_strong,most_redundant_existing_signal
SPY/QQQ,SPY,QQQ,,rejected,failed training-period cointegration p<=0.05; failed training-spread ADF p<=0.05; OU half-life not in 2-13 week range; weak or non-positive full/holdout pair IC,2005-01-07,2019-12-27,782,1.914530648946019,0.7036724326491798,0.6518102165410382,0.4036027594247245,56.23422591033514,-0.009560698817619402,5.575999937058964,0.5069252077562327,1083,-0.04781097588808249,327,-0.012899015305386508,5.4679302488009816,0.5138632162661737,1082,-0.09331027473069463,326,-0.004273952035985703,5.476395897188674,0.5009259259259259,1080,-0.1366022374294626,324,-0.006759677786264767,4.769657897739075,0.5074349442379182,1076,-0.1971435989891143,320,0.012279859755255178,5.226446602346411,0.5004668534080299,1071,-0.13337446523095062,315,-0.004242696838000241,-0.12164831045366094,1071,315,0.17977449632982442,breadth_confirmed_momentum
IWM/SPY,IWM,SPY,,rejected,failed training-period cointegration p<=0.05; OU half-life not in 2-13 week range,2005-01-07,2019-12-27,782,-0.2970149388394691,0.9562189833997151,0.08853404517545377,0.026834502144726533,22.837113786205407,0.02594859212102696,12.707081636412184,0.5060018467220684,1083,0.0344937615994852,327,0.04698826317244156,13.713096776442653,0.49722735674676527,1082,0.019744125430822594,326,0.055549073248207785,14.045442593120537,0.49722222222222223,1080,0.031571364572814155,324,0.06634657297895191,13.636196723747565,0.5176579925650557,1076,0.08950924412493484,320,0.12228032196836129,16.51661237209535,0.5284780578898226,1071,0.197029923350911,315,0.0634225646977979,0.07446968381579355,1071,315,0.4300870022658973,moving_average_distance
TLT/SPY,TLT,SPY,,rejected,failed training-period cointegration p<=0.05; failed training-spread ADF p<=0.05; OU half-life not in 2-13 week range; redundancy above 0.50 versus existing strong signals,2005-01-07,2019-12-27,782,1.5165519613953933,0.5701542859611204,0.37380350885272295,0.1723351130047297,44.958284176280216,0.01954118659982714,13.125609859187918,0.4709141274238227,1083,0.09717419386722713,327,0.03712137578986276,14.608100498607573,0.4676524953789279,1082,0.09910075290837377,326,0.06644473955977137,14.441624401693964,0.4722222222222222,1080,0.13847882652836216,324,0.0807983040794422,14.196524478928284,0.4758364312267658,1076,0.2833427328391879,320,0.0934716291314964,15.941467304991976,0.44164332399626516,1071,0.4253821080153419,315,0.059475447032079964,0.20869572283169857,1071,315,0.6201284949882171,moving_average_distance
GLD/TLT,GLD,TLT,,rejected,failed training-period cointegration p<=0.05; failed training-spread ADF p<=0.05; OU half-life not in 2-13 week range; weak or non-positive full/holdout pair IC,2005-01-07,2019-12-27,782,0.6938310023569572,0.923504805228091,0.42751739940043076,0.2063984977495703,74.6743147853614,-0.026366954700314887,16.147480774402563,0.48107109879963067,1083,0.08391722390235666,327,-0.023327226754104806,17.175248591885264,0.4704251386321627,1082,0.10386637283468488,326,-0.027411355614826292,18.26481218457946,0.4703703703703704,1080,0.18351776878092668,324,-0.054667786299175465,17.477707274674515,0.44609665427509293,1076,0.2642783376790789,320,-0.06953850866612513,16.316670889745843,0.44164332399626516,1071,0.33607959671815196,315,-0.04026236640690932,0.19433185998303984,1071,315,0.4901486295677167,multi_mom_equal
XLE/USO,XLE,USO,,rejected,failed training-period cointegration p<=0.05; OU half-life not in 2-13 week range,2006-04-14,2019-12-27,716,3.5929400470843995,-0.1005671031859662,0.13760029290980524,0.04602402159676804,34.79265962213996,0.05806835393618622,4.795239492635184,0.5014749262536873,1017,0.010384772660860292,327,0.093081324844388,5.8122669557362014,0.5039370078740157,1016,0.07979173124917482,326,0.10825218515736892,5.773124514008716,0.5,1014,0.078380812345838,324,0.12315233487398199,3.8664914743515246,0.4891089108910891,1010,0.12215590681668284,320,0.12291596930375724,2.1207894660414484,0.48258706467661694,1005,0.1312458307378531,315,0.10109403362313647,0.08439181076208183,1005,315,0.11782310340039436,trend_clarity_momentum
HYG/LQD,HYG,LQD,data/02_layer1_signals/signal_r4_pair_hyg_lqd.csv,research-only,OU half-life not in 2-13 week range,2007-04-13,2019-12-27,664,-1.0463333328347568,1.1281010990780873,0.022307876011799625,0.005142634393020891,16.281294810064065,0.0238930463973673,11.802949507073336,0.5005181347150259,965,0.042250156840511394,327,0.04306825285102687,12.800829623210674,0.5020746887966805,964,0.06541617778855353,326,0.02633542140675482,11.812270758232739,0.5041580041580042,962,0.07948382771912184,324,0.02753428933537148,9.229673068181235,0.4989561586638831,958,0.13861072862039667,320,0.060212443487759594,10.149515274111554,0.5078698845750262,953,0.2705105907556928,315,0.036208690695656014,0.11925429634485525,953,315,0.40795674942919025,moving_average_distance
EEM/SPY,EEM,SPY,,rejected,failed training-period cointegration p<=0.05; OU half-life not in 2-13 week range; weak or non-positive full/holdout pair IC,2005-01-07,2019-12-27,782,1.4921707428756767,0.38360997729647917,0.0580179927769873,0.01600703295445667,37.739090457265526,-0.04192641825233725,9.625659315933582,0.49122807017543857,1083,-0.0196572296955029,327,-0.05214535995331878,9.980213136884405,0.4879852125693161,1082,-0.038513752808794176,326,-0.04575799451888521,10.53346509110178,0.48055555555555557,1080,0.0077267074171098946,324,-0.052598646004003956,11.505744578095282,0.4628252788104089,1076,-0.027839993554624555,320,-0.04033471905411292,12.891858981795345,0.47245564892623715,1071,0.003655797560498037,315,-0.046552627556531626,-0.014925694216262738,1071,315,0.480617002786083,moving_average_distance
XLK/QQQ,XLK,QQQ,,rejected,failed training-period cointegration p<=0.05; failed training-spread ADF p<=0.05; OU half-life not in 2-13 week range,2005-01-07,2019-12-27,782,-1.0369826871998564,0.8771429401818738,0.9850658016290039,0.9576283419919892,196.38288954706022,0.021986168346330236,11.932415158135337,0.4903047091412742,1083,0.1339685660041156,327,0.016847918628945635,11.461313428706347,0.4833641404805915,1082,0.15682470959557693,326,0.008531357337126204,12.822837422597061,0.4787037037037037,1080,0.18087692836918845,324,0.00676382938399582,14.754011880196952,0.48141263940520446,1076,0.17485351419447456,320,-0.04242161922657193,10.852626877299404,0.4715219421101774,1071,0.11741283790787944,315,0.0023415308939651936,0.152787311214247,1071,315,0.16315482568518272,multi_mom_invvol
