base_signal,gated_signal_name,gate_name,mechanism_hypothesis,gate_active_share,active_calm_trend_n,active_neutral_mixed_n,active_recovery_fragile_n,active_recovery_confirmed_n,active_stressed_panic_n,original_2020_plus_avg_ic,gated_2020_plus_avg_ic,holdout_2020_ic_delta,original_stressed_panic_avg_ic,gated_stressed_panic_avg_ic,stressed_panic_ic_delta,original_calm_trend_avg_ic,gated_calm_trend_avg_ic,gated_verdict,low_n_warning,research_only
r2_credit_spread,r2_credit_spread__calm_trend_only,calm_trend_only,calm-state confirmation,0.26576576576576577,253,40,0,2,0,0.01657612868589338,0.09162297911334,0.07504685042744662,-0.07808771304751769,,,0.0619440031455483,0.05813400316271785,promising-if-gated,False,True
r2_vix_term_structure,r2_vix_term_structure__calm_trend_only,calm_trend_only,calm-state confirmation,0.26576576576576577,253,40,0,2,0,0.005107216682585697,0.0705357978276694,0.06542858114508371,-0.13947726756462384,,,0.08572759684623277,0.0738079924293053,promising-if-gated,False,True
r2_vix_term_structure,r2_vix_term_structure__no_stressed_panic,no_stressed_panic,stress avoidance,0.7927927927927928,295,468,43,43,31,0.005107216682585697,0.05463352621255006,0.04952630952996437,-0.13947726756462384,0.08801369544716084,0.22749096301178467,0.08572759684623277,0.08572759684623277,promising-if-gated,False,True
r2_credit_spread,r2_credit_spread__vix_below_past_median,vix_below_past_median,volatility filter / credit condition improvement,0.4864864864864865,247,235,25,22,11,0.01657612868589338,0.06624927740664217,0.049673148720748794,-0.07808771304751769,0.02519917029340072,0.1032868833409184,0.0619440031455483,0.06421464256074419,promising-if-gated,False,True
r2_financial_conditions,r2_financial_conditions__recovery_only,recovery_only,recovery timing,0.08288288288288288,3,30,27,29,3,0.035990121241382234,0.19732973356763456,0.16133961232625232,-0.03599126782045299,0.04168102753936216,0.07767229535981515,0.07027116986593089,0.08729708938370619,research-only,True,True
r2_commodity_regime,r2_commodity_regime__recovery_only,recovery_only,commodity/inflation recovery regime,0.08288288288288288,3,30,27,29,3,-0.022432793750112846,0.09934918192907093,0.12178197567918378,-0.039357178001255974,0.030088378572274914,0.06944555657353088,-0.02406664698097093,0.2611392236360141,research-only,True,True
