signal_name,market_state,horizon_weeks,mean_ic,ic_tstat_nw,hit_rate,n_dates,mean_coverage,warning,base_signal,gate_name
r2_yield_curve__calm_trend_only,calm_trend,4,-0.034473639377958096,-0.7937710135515434,0.47186147186147187,231,34.35064935064935,,r2_yield_curve,calm_trend_only
r2_yield_curve__calm_trend_only,neutral_mixed,4,-0.07657925428807541,-1.0501045293804092,0.4722222222222222,36,34.361111111111114,,r2_yield_curve,calm_trend_only
r2_yield_curve__calm_trend_only,recovery_confirmed,4,-0.02325525005620796,,0.5,2,31.5,Small state sample; treat as directional only.,r2_yield_curve,calm_trend_only
r2_yield_curve__calm_trend_only,calm_trend,8,-0.08978591723558646,-1.7975029204965807,0.4199134199134199,231,34.35064935064935,,r2_yield_curve,calm_trend_only
r2_yield_curve__calm_trend_only,neutral_mixed,8,-0.182995941575035,-2.1986329597976666,0.3333333333333333,36,34.361111111111114,,r2_yield_curve,calm_trend_only
r2_yield_curve__calm_trend_only,recovery_confirmed,8,-0.09212317494501474,,0.5,2,31.5,Small state sample; treat as directional only.,r2_yield_curve,calm_trend_only
r2_yield_curve__calm_trend_only,calm_trend,13,-0.16334117285831973,-3.2120288194154902,0.3722943722943723,231,34.35064935064935,,r2_yield_curve,calm_trend_only
r2_yield_curve__calm_trend_only,neutral_mixed,13,-0.24630657613766094,-2.980375600367654,0.2777777777777778,36,34.361111111111114,,r2_yield_curve,calm_trend_only
r2_yield_curve__calm_trend_only,recovery_confirmed,13,0.17240671182566975,,0.5,2,31.5,Small state sample; treat as directional only.,r2_yield_curve,calm_trend_only
r2_yield_curve__no_stressed_panic,calm_trend,1,-0.04997497866308859,-2.121943712377418,0.45185185185185184,270,34.32592592592592,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,neutral_mixed,1,0.0017287298955053938,0.07438284192156161,0.5,390,34.15897435897436,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,recovery_confirmed,1,0.04960625560316041,0.6881993608393787,0.5384615384615384,39,34.333333333333336,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,recovery_fragile,1,-0.040376438382658975,-0.8343551793439102,0.45,40,34.175,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,stressed_panic,1,-0.2135334588757287,-2.2348070176344184,0.32142857142857145,28,34.107142857142854,Small state sample; treat as directional only.,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,calm_trend,2,-0.07499300154317044,-2.2891162547717405,0.40370370370370373,270,34.32592592592592,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,neutral_mixed,2,0.00764959281673749,0.2505042377785882,0.5256410256410257,390,34.15897435897436,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,recovery_confirmed,2,-0.01382766625317458,-0.1905855415460929,0.48717948717948717,39,34.333333333333336,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,recovery_fragile,2,-0.09675572176936811,-1.5362246452893382,0.3,40,34.175,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,stressed_panic,2,-0.2270210584558981,-3.976864937486514,0.4074074074074074,27,34.074074074074076,Small state sample; treat as directional only.,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,calm_trend,4,-0.06077465261511046,-1.4455717404785446,0.44074074074074077,270,34.32592592592592,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,neutral_mixed,4,0.0010166162140141854,0.02810528475273014,0.493573264781491,389,34.15681233933162,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,recovery_confirmed,4,0.09407099505790628,1.0578367448431023,0.5641025641025641,39,34.333333333333336,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,recovery_fragile,4,-0.06977372496640812,-0.8156541121941627,0.4,40,34.175,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,stressed_panic,4,-0.1319452915110778,-1.9449138491850897,0.4444444444444444,27,34.074074074074076,Small state sample; treat as directional only.,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,calm_trend,8,-0.11591594875587467,-2.3791248074209843,0.3888888888888889,270,34.32592592592592,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,neutral_mixed,8,-0.01839059080971049,-0.4223983987639098,0.48704663212435234,386,34.15025906735751,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,recovery_confirmed,8,0.19142887339615244,1.6042048427651354,0.6666666666666666,39,34.333333333333336,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,recovery_fragile,8,0.10603070033211419,0.984112269058463,0.575,40,34.175,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,stressed_panic,8,-0.1118461874348528,-1.212595339997506,0.4230769230769231,26,34.03846153846154,Small state sample; treat as directional only.,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,calm_trend,13,-0.16858432401473633,-3.4056253163253696,0.37037037037037035,270,34.32592592592592,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,neutral_mixed,13,0.00421692300203027,0.08964126015318204,0.5065616797900262,381,34.13910761154855,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,recovery_confirmed,13,0.22175961155344995,2.1442046129992427,0.6666666666666666,39,34.333333333333336,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,recovery_fragile,13,-0.0032595121673710038,-0.03203847805880623,0.5,40,34.175,,r2_yield_curve,no_stressed_panic
r2_yield_curve__no_stressed_panic,stressed_panic,13,-0.08831689490744193,-0.8188794953030675,0.4230769230769231,26,34.03846153846154,Small state sample; treat as directional only.,r2_yield_curve,no_stressed_panic
r2_yield_curve__recovery_only,calm_trend,1,0.05810465345726936,0.32125200863176184,0.6666666666666666,3,30.0,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,neutral_mixed,1,0.029701242528730836,0.5446163505423826,0.4642857142857143,28,34.285714285714285,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,recovery_confirmed,1,0.057344918445573184,0.7915146407637099,0.52,25,34.6,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,recovery_fragile,1,-0.09779932450365379,-1.6688459619083966,0.34615384615384615,26,34.46153846153846,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,stressed_panic,1,-0.6255020424108944,-24.960684973276084,0.0,3,34.333333333333336,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,calm_trend,2,-0.05486613575216729,-0.4639835801029738,0.3333333333333333,3,30.0,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,neutral_mixed,2,0.15273803774480474,1.5610914311530009,0.6071428571428571,28,34.285714285714285,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,recovery_confirmed,2,-0.018313734160567224,-0.27806718061732016,0.52,25,34.6,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,recovery_fragile,2,-0.15296648701502952,-1.7892192009098542,0.23076923076923078,26,34.46153846153846,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,stressed_panic,2,-0.37581163104817444,-3.7619418223029317,0.3333333333333333,3,34.333333333333336,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,calm_trend,4,-0.11006927203518363,-0.6788981333587016,0.3333333333333333,3,30.0,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,neutral_mixed,4,0.1393420995795613,1.257380250080208,0.5357142857142857,28,34.285714285714285,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,recovery_confirmed,4,0.12556254239392975,1.2140504143911794,0.6,25,34.6,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,recovery_fragile,4,-0.01845755548739838,-0.16653067336109345,0.46153846153846156,26,34.46153846153846,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,stressed_panic,4,-0.3828964658083501,-5.185084632358502,0.0,3,34.333333333333336,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,calm_trend,8,-0.3672883482844534,-6.816382378299924,0.0,3,30.0,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,neutral_mixed,8,0.09120561360664238,0.9802550009755645,0.5714285714285714,28,34.285714285714285,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,recovery_confirmed,8,0.18321257447310554,1.170758468749829,0.64,25,34.6,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,recovery_fragile,8,0.1776998014639483,1.8885003382277332,0.6153846153846154,26,34.46153846153846,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,stressed_panic,8,-0.07508110186933042,-0.53346415055025,0.3333333333333333,3,34.333333333333336,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,calm_trend,13,0.09174292492287756,0.5753871902536396,0.6666666666666666,3,30.0,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,neutral_mixed,13,0.10382473949502427,0.8355733103995454,0.6071428571428571,28,34.285714285714285,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,recovery_confirmed,13,0.2170590944454225,1.638155646870362,0.68,25,34.6,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,recovery_fragile,13,0.03744490189721123,0.34883613337217406,0.5384615384615384,26,34.46153846153846,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__recovery_only,stressed_panic,13,-0.2563872082571863,-1.6044922038412026,0.3333333333333333,3,34.333333333333336,Small state sample; treat as directional only.,r2_yield_curve,recovery_only
r2_yield_curve__vix_below_past_median,calm_trend,1,-0.07311265253419684,-2.8150800662784943,0.41739130434782606,230,34.28260869565217,,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,neutral_mixed,1,-0.01578618789926909,-0.5373926341485018,0.4681818181818182,220,34.222727272727276,,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,recovery_confirmed,1,0.090473153883154,0.7536197997711316,0.5263157894736842,19,33.63157894736842,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,recovery_fragile,1,-0.13642640340135712,-2.504549893552224,0.36363636363636365,22,34.27272727272727,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,stressed_panic,1,0.04839314516830277,0.46617272186551706,0.5,10,35.0,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,calm_trend,2,-0.10727492697910315,-2.9920556597137593,0.3739130434782609,230,34.28260869565217,,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,neutral_mixed,2,0.03425116280829814,0.834954869772844,0.5590909090909091,220,34.222727272727276,,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,recovery_confirmed,2,-0.0051809115254986896,-0.047746606349190236,0.42105263157894735,19,33.63157894736842,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,recovery_fragile,2,-0.1413429411096909,-2.281648676470845,0.18181818181818182,22,34.27272727272727,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,stressed_panic,2,0.052009071332808555,0.47579704816879503,0.5,10,35.0,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,calm_trend,4,-0.10274083008811448,-2.4093952252957793,0.4,230,34.28260869565217,,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,neutral_mixed,4,0.049345681205347935,1.093234463257259,0.5045454545454545,220,34.222727272727276,,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,recovery_confirmed,4,0.007298649750425122,0.048818573106959855,0.5263157894736842,19,33.63157894736842,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,recovery_fragile,4,-0.17509798730459714,-2.4890012353271977,0.3181818181818182,22,34.27272727272727,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,stressed_panic,4,0.0847030704035486,0.6708991579496567,0.5,10,35.0,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,calm_trend,8,-0.1514885401084386,-3.119972162732549,0.34782608695652173,230,34.28260869565217,,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,neutral_mixed,8,0.017370575797420174,0.3197199832929937,0.5227272727272727,220,34.222727272727276,,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,recovery_confirmed,8,-0.07600548826454692,-0.537188430587344,0.47368421052631576,19,33.63157894736842,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,recovery_fragile,8,0.07998772823471965,0.7329445038715718,0.5454545454545454,22,34.27272727272727,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,stressed_panic,8,-0.005740282786152956,-0.0425465509528009,0.4,10,35.0,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,calm_trend,13,-0.2051958206069064,-4.108676759698337,0.3217391304347826,230,34.28260869565217,,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,neutral_mixed,13,0.029366343580079602,0.49930695026822075,0.5137614678899083,218,34.21559633027523,,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,recovery_confirmed,13,0.07607361072150526,0.7172093154387268,0.5263157894736842,19,33.63157894736842,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,recovery_fragile,13,-0.08295605204588613,-0.9369583941279019,0.4090909090909091,22,34.27272727272727,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__vix_below_past_median,stressed_panic,13,-0.11191291479145482,-1.009313064022803,0.3,10,35.0,Small state sample; treat as directional only.,r2_yield_curve,vix_below_past_median
r2_yield_curve__breadth_confirms,calm_trend,1,-0.04997497866308859,-2.121943712377418,0.45185185185185184,270,34.32592592592592,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,neutral_mixed,1,-8.119671102242254e-05,-0.003612266392944719,0.49635036496350365,411,34.13138686131387,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,recovery_confirmed,1,0.04960625560316041,0.6881993608393787,0.5384615384615384,39,34.333333333333336,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,recovery_fragile,1,-0.06172873491337026,-1.1174491916482752,0.4222222222222222,45,34.22222222222222,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,stressed_panic,1,-0.022145988505327077,-0.6205386584007232,0.49523809523809526,210,34.5,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,calm_trend,2,-0.07499300154317044,-2.2891162547717405,0.40370370370370373,270,34.32592592592592,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,neutral_mixed,2,0.0128780687751519,0.43821279977372923,0.5304136253041363,411,34.13138686131387,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,recovery_confirmed,2,-0.01382766625317458,-0.1905855415460929,0.48717948717948717,39,34.333333333333336,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,recovery_fragile,2,-0.1095940638579139,-1.8807428867041065,0.28888888888888886,45,34.22222222222222,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,stressed_panic,2,-0.002277165219870385,-0.05618269425215827,0.5023923444976076,209,34.49760765550239,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,calm_trend,4,-0.06077465261511046,-1.4455717404785446,0.44074074074074077,270,34.32592592592592,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,neutral_mixed,4,-5.798647698190489e-05,-0.0016414575912113137,0.4938875305623472,409,34.127139364303176,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,recovery_confirmed,4,0.09407099505790628,1.0578367448431023,0.5641025641025641,39,34.333333333333336,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,recovery_fragile,4,-0.06727972988567228,-0.8425983984930573,0.4222222222222222,45,34.22222222222222,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,stressed_panic,4,0.016229692341674297,0.29448969720087137,0.49760765550239233,209,34.49760765550239,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,calm_trend,8,-0.11591594875587467,-2.3791248074209843,0.3888888888888889,270,34.32592592592592,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,neutral_mixed,8,-0.023543373325577363,-0.5461606755428373,0.4827586206896552,406,34.12068965517241,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,recovery_confirmed,8,0.19142887339615244,1.6042048427651354,0.6666666666666666,39,34.333333333333336,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,recovery_fragile,8,0.05901596596168686,0.5683134695315826,0.5333333333333333,45,34.22222222222222,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,stressed_panic,8,-0.014319601518823184,-0.2099244003016081,0.47596153846153844,208,34.49519230769231,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,calm_trend,13,-0.16858432401473633,-3.4056253163253696,0.37037037037037035,270,34.32592592592592,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,neutral_mixed,13,0.002783757783848412,0.06061073367104195,0.5062344139650873,401,34.109725685785534,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,recovery_confirmed,13,0.22175961155344995,2.1442046129992427,0.6666666666666666,39,34.333333333333336,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,recovery_fragile,13,-0.024086140771082086,-0.23244342431384238,0.4888888888888889,45,34.22222222222222,,r2_yield_curve,breadth_confirms
r2_yield_curve__breadth_confirms,stressed_panic,13,-0.06150853851020117,-0.8588832706346495,0.41346153846153844,208,34.49519230769231,,r2_yield_curve,breadth_confirms
r2_yield_curve__calm_or_breadth_no_stress,calm_trend,1,-0.04997497866308859,-2.121943712377418,0.45185185185185184,270,34.32592592592592,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,neutral_mixed,1,0.0017287298955053938,0.07438284192156161,0.5,390,34.15897435897436,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,recovery_confirmed,1,0.04960625560316041,0.6881993608393787,0.5384615384615384,39,34.333333333333336,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,recovery_fragile,1,-0.040376438382658975,-0.8343551793439102,0.45,40,34.175,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,stressed_panic,1,-0.2135334588757287,-2.2348070176344184,0.32142857142857145,28,34.107142857142854,Small state sample; treat as directional only.,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,calm_trend,2,-0.07499300154317044,-2.2891162547717405,0.40370370370370373,270,34.32592592592592,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,neutral_mixed,2,0.00764959281673749,0.2505042377785882,0.5256410256410257,390,34.15897435897436,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,recovery_confirmed,2,-0.01382766625317458,-0.1905855415460929,0.48717948717948717,39,34.333333333333336,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,recovery_fragile,2,-0.09675572176936811,-1.5362246452893382,0.3,40,34.175,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,stressed_panic,2,-0.2270210584558981,-3.976864937486514,0.4074074074074074,27,34.074074074074076,Small state sample; treat as directional only.,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,calm_trend,4,-0.06077465261511046,-1.4455717404785446,0.44074074074074077,270,34.32592592592592,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,neutral_mixed,4,0.0010166162140141854,0.02810528475273014,0.493573264781491,389,34.15681233933162,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,recovery_confirmed,4,0.09407099505790628,1.0578367448431023,0.5641025641025641,39,34.333333333333336,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,recovery_fragile,4,-0.06977372496640812,-0.8156541121941627,0.4,40,34.175,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,stressed_panic,4,-0.1319452915110778,-1.9449138491850897,0.4444444444444444,27,34.074074074074076,Small state sample; treat as directional only.,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,calm_trend,8,-0.11591594875587467,-2.3791248074209843,0.3888888888888889,270,34.32592592592592,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,neutral_mixed,8,-0.01839059080971049,-0.4223983987639098,0.48704663212435234,386,34.15025906735751,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,recovery_confirmed,8,0.19142887339615244,1.6042048427651354,0.6666666666666666,39,34.333333333333336,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,recovery_fragile,8,0.10603070033211419,0.984112269058463,0.575,40,34.175,,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,stressed_panic,8,-0.1118461874348528,-1.212595339997506,0.4230769230769231,26,34.03846153846154,Small state sample; treat as directional only.,r2_yield_curve,calm_or_breadth_no_stress
r2_yield_curve__calm_or_breadth_no_stress,calm_trend,13,-0.16858432401473633,-3.4056253163253696,0.37037037037037035,270,34.32592592592592,,r2_yield_curve,calm_or_breadth_no_stress
