cash_defense_bucket,n_weeks,avg_composite_forward_4w_return,avg_composite_forward_13w_return,avg_production_forward_4w_return,avg_production_forward_13w_return,prob_stressed_panic_within_next_4w,prob_prod_drawdown_worsen_next_4w
high_defense,119,0.0070307629791207145,0.017101124438822418,0.005777750209048882,0.017946956616791514,0.025210084033613446,0.7142857142857143
low_defense,119,0.003180787216295305,0.015876850704206764,0.003283009261295144,0.014982956681762477,0.04201680672268908,0.680672268907563
medium_defense,139,0.008035495856156628,0.028228114653138122,0.007467382658643214,0.026095608558364077,0.07913669064748201,0.6402877697841727
