variant_name,efa_spy_raw_top20_event,efa_spy_raw_top10_event,efa_spy_raw_top30_event,efa_spy_vol_filtered_top20_event,efa_spy_low_or_normal_vol_top20_event,efa_spy_strength_scaled_score_event,efa_spy_drawdown_aware_top20_event,efa_spy_market_trend_confirmed_top20_event,market_trend_raw_event,market_trend_breadth_confirmed_event,market_trend_ex_high_vol_drawdown_event,market_trend_recent_stress_filtered_event,market_trend_calm_neutral_event,market_trend_vol_scaled_score_event,market_drawdown_top20_event,market_drawdown_vol_filtered_top20_event,leadlag_GLD_minus_SPY_13w_top20_event,leadlag_GLD_minus_SPY_13w_vol_filtered_top20_event,leadlag_DBA_minus_SPY_13w_top20_event,leadlag_DBA_minus_SPY_13w_vol_filtered_top20_event,breadth_ret13_positive_x_recovery_confirmed_top20_event,breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,breadth_ret13_positive_x_recovery_confirmed_state_filtered_event
efa_spy_raw_top20_event,1.0,0.5793103448275863,1.0,0.7517241379310344,0.6137931034482759,0.593103448275862,1.0,0.7379310344827587,0.7379310344827587,0.30344827586206896,0.5172413793103449,0.46206896551724136,0.5862068965517241,0.09655172413793103,0.2620689655172414,0.25517241379310346,0.296551724137931,0.20689655172413793,0.2689655172413793,0.20689655172413793,1.0,0.7517241379310344,0.013793103448275862
efa_spy_raw_top10_event,1.0,1.0,1.0,0.7738095238095238,0.6190476190476191,0.6071428571428571,1.0,0.7261904761904762,0.7261904761904762,0.2857142857142857,0.5119047619047619,0.4166666666666667,0.5119047619047619,0.08333333333333333,0.32142857142857145,0.30952380952380953,0.38095238095238093,0.27380952380952384,0.23809523809523808,0.19047619047619047,1.0,0.7738095238095238,0.0
efa_spy_raw_top30_event,0.6621004566210046,0.3835616438356164,1.0,0.4977168949771689,0.4063926940639269,0.547945205479452,0.6621004566210046,0.4885844748858447,0.7671232876712328,0.3607305936073059,0.5296803652968036,0.4977168949771689,0.639269406392694,0.136986301369863,0.2237442922374429,0.2146118721461187,0.2831050228310502,0.1917808219178082,0.2557077625570776,0.2009132420091324,1.0,0.7351598173515982,0.0091324200913242
efa_spy_vol_filtered_top20_event,1.0,0.5963302752293578,1.0,1.0,0.8165137614678899,0.7889908256880734,1.0,0.6880733944954128,0.6880733944954128,0.25688073394495414,0.6880733944954128,0.45871559633027525,0.5596330275229358,0.12844036697247707,0.3394495412844037,0.3394495412844037,0.27522935779816515,0.27522935779816515,0.27522935779816515,0.27522935779816515,1.0,1.0,0.0
efa_spy_low_or_normal_vol_top20_event,1.0,0.5842696629213483,1.0,1.0,1.0,0.9662921348314607,1.0,0.651685393258427,0.651685393258427,0.2247191011235955,0.651685393258427,0.39325842696629215,0.5168539325842697,0.15730337078651685,0.39325842696629215,0.39325842696629215,0.2808988764044944,0.2808988764044944,0.24719101123595505,0.24719101123595505,1.0,1.0,0.0
efa_spy_strength_scaled_score_event,0.4075829383886256,0.24170616113744076,0.5687203791469194,0.4075829383886256,0.4075829383886256,1.0,0.4075829383886256,0.26066350710900477,0.7488151658767772,0.2890995260663507,0.7488151658767772,0.41706161137440756,0.5924170616113744,0.5023696682464455,0.20853080568720378,0.20853080568720378,0.2132701421800948,0.2132701421800948,0.1848341232227488,0.1848341232227488,1.0,1.0,0.04265402843601896
efa_spy_drawdown_aware_top20_event,1.0,0.5793103448275863,1.0,0.7517241379310344,0.6137931034482759,0.593103448275862,1.0,0.7379310344827587,0.7379310344827587,0.30344827586206896,0.5172413793103449,0.46206896551724136,0.5862068965517241,0.09655172413793103,0.2620689655172414,0.25517241379310346,0.296551724137931,0.20689655172413793,0.2689655172413793,0.20689655172413793,1.0,0.7517241379310344,0.013793103448275862
efa_spy_market_trend_confirmed_top20_event,1.0,0.5700934579439252,1.0,0.7009345794392523,0.5420560747663551,0.514018691588785,1.0,1.0,1.0,0.411214953271028,0.7009345794392523,0.6261682242990654,0.794392523364486,0.1308411214953271,0.14018691588785046,0.1308411214953271,0.2336448598130841,0.1308411214953271,0.14018691588785046,0.09345794392523364,1.0,0.7009345794392523,0.009345794392523364
market_trend_raw_event,0.12369942196531791,0.07052023121387284,0.19421965317919074,0.08670520231213873,0.06705202312138728,0.18265895953757225,0.12369942196531791,0.12369942196531791,1.0,0.3976878612716763,0.6878612716763006,0.6092485549132948,0.8277456647398844,0.20578034682080926,0.04508670520231214,0.028901734104046242,0.10404624277456648,0.06242774566473988,0.13179190751445086,0.08092485549132948,0.9653179190751445,0.6936416184971098,0.04971098265895954
market_trend_breadth_confirmed_event,0.12790697674418605,0.06976744186046512,0.22965116279069767,0.08139534883720931,0.05813953488372093,0.17732558139534885,0.12790697674418605,0.12790697674418605,1.0,1.0,0.7325581395348837,0.6918604651162791,0.877906976744186,0.20930232558139536,0.03488372093023256,0.02616279069767442,0.1308139534883721,0.08139534883720931,0.11046511627906977,0.07848837209302326,1.0,0.7325581395348837,0.08139534883720931
