variant_name,efa_spy_raw_top20_event,efa_spy_raw_top10_event,efa_spy_raw_top30_event,efa_spy_vol_filtered_top20_event,efa_spy_low_or_normal_vol_top20_event,efa_spy_strength_scaled_score_event,efa_spy_drawdown_aware_top20_event,efa_spy_market_trend_confirmed_top20_event,market_trend_raw_event,market_trend_breadth_confirmed_event,market_trend_ex_high_vol_drawdown_event,market_trend_recent_stress_filtered_event,market_trend_calm_neutral_event,market_trend_vol_scaled_score_event,market_drawdown_top20_event,market_drawdown_vol_filtered_top20_event,leadlag_GLD_minus_SPY_13w_top20_event,leadlag_GLD_minus_SPY_13w_vol_filtered_top20_event,leadlag_DBA_minus_SPY_13w_top20_event,leadlag_DBA_minus_SPY_13w_vol_filtered_top20_event,breadth_ret13_positive_x_recovery_confirmed_top20_event,breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,breadth_ret13_positive_x_recovery_confirmed_state_filtered_event
market_trend_ex_high_vol_drawdown_event,0.12605042016806722,0.07226890756302522,0.1949579831932773,0.12605042016806722,0.09747899159663866,0.26554621848739496,0.12605042016806722,0.12605042016806722,1.0,0.4235294117647059,1.0,0.5781512605042017,0.8252100840336134,0.29747899159663865,0.04201680672268908,0.04201680672268908,0.0907563025210084,0.0907563025210084,0.11764705882352941,0.11764705882352941,1.0,1.0,0.06218487394957983
market_trend_recent_stress_filtered_event,0.127134724857685,0.06641366223908918,0.20683111954459202,0.09487666034155598,0.06641366223908918,0.16698292220113853,0.127134724857685,0.127134724857685,1.0,0.45161290322580644,0.6527514231499051,1.0,0.9886148007590133,0.14231499051233396,0.011385199240986717,0.0018975332068311196,0.08918406072106262,0.04933586337760911,0.12903225806451613,0.08918406072106262,0.9430740037950665,0.6565464895635673,0.0
market_trend_calm_neutral_event,0.11871508379888268,0.06005586592178771,0.19553072625698323,0.08519553072625698,0.06424581005586592,0.17458100558659218,0.11871508379888268,0.11871508379888268,1.0,0.42178770949720673,0.6857541899441341,0.7276536312849162,1.0,0.19553072625698323,0.025139664804469275,0.01675977653631285,0.08100558659217877,0.04888268156424581,0.11173184357541899,0.0782122905027933,0.9581005586592178,0.6927374301675978,0.0
market_trend_vol_scaled_score_event,0.07865168539325842,0.03932584269662921,0.16853932584269662,0.07865168539325842,0.07865168539325842,0.5955056179775281,0.07865168539325842,0.07865168539325842,1.0,0.4044943820224719,0.9943820224719101,0.42134831460674155,0.7865168539325843,1.0,0.011235955056179775,0.011235955056179775,0.06179775280898876,0.06179775280898876,0.03932584269662921,0.03932584269662921,1.0,1.0,0.0898876404494382
market_drawdown_top20_event,0.22485207100591717,0.15976331360946747,0.28994082840236685,0.21893491124260356,0.20710059171597633,0.2603550295857988,0.22485207100591717,0.08875739644970414,0.23076923076923078,0.07100591715976332,0.14792899408284024,0.03550295857988166,0.10650887573964497,0.011834319526627219,1.0,0.8047337278106509,0.40828402366863903,0.2958579881656805,0.5088757396449705,0.378698224852071,1.0,0.8047337278106509,0.0
market_drawdown_vol_filtered_top20_event,0.27205882352941174,0.19117647058823528,0.34558823529411764,0.27205882352941174,0.25735294117647056,0.3235294117647059,0.27205882352941174,0.10294117647058823,0.18382352941176472,0.0661764705882353,0.18382352941176472,0.007352941176470588,0.08823529411764706,0.014705882352941176,1.0,1.0,0.36764705882352944,0.36764705882352944,0.47058823529411764,0.47058823529411764,1.0,1.0,0.0
leadlag_GLD_minus_SPY_13w_top20_event,0.2182741116751269,0.16243654822335024,0.3147208121827411,0.15228426395939088,0.12690355329949238,0.22842639593908629,0.2182741116751269,0.12690355329949238,0.45685279187817257,0.22842639593908629,0.27411167512690354,0.23857868020304568,0.29441624365482233,0.05583756345177665,0.350253807106599,0.25380710659898476,1.0,0.6294416243654822,0.5177664974619289,0.350253807106599,1.0,0.6294416243654822,0.015228426395939087
leadlag_GLD_minus_SPY_13w_vol_filtered_top20_event,0.24193548387096775,0.18548387096774194,0.3387096774193548,0.24193548387096775,0.20161290322580644,0.3629032258064516,0.24193548387096775,0.11290322580645161,0.43548387096774194,0.22580645161290322,0.43548387096774194,0.20967741935483872,0.28225806451612906,0.08870967741935484,0.4032258064516129,0.4032258064516129,1.0,1.0,0.5564516129032258,0.5564516129032258,1.0,1.0,0.016129032258064516
leadlag_DBA_minus_SPY_13w_top20_event,0.17256637168141592,0.08849557522123894,0.24778761061946902,0.13274336283185842,0.09734513274336283,0.17256637168141592,0.17256637168141592,0.06637168141592921,0.504424778761062,0.168141592920354,0.30973451327433627,0.3008849557522124,0.35398230088495575,0.030973451327433628,0.3805309734513274,0.2831858407079646,0.45132743362831856,0.3053097345132743,1.0,0.6769911504424779,1.0,0.6769911504424779,0.008849557522123894
leadlag_DBA_minus_SPY_13w_vol_filtered_top20_event,0.19607843137254902,0.10457516339869281,0.2875816993464052,0.19607843137254902,0.1437908496732026,0.2549019607843137,0.19607843137254902,0.06535947712418301,0.45751633986928103,0.17647058823529413,0.45751633986928103,0.30718954248366015,0.3660130718954248,0.0457516339869281,0.41830065359477125,0.41830065359477125,0.45098039215686275,0.45098039215686275,1.0,1.0,1.0,1.0,0.006535947712418301
breadth_ret13_positive_x_recovery_confirmed_top20_event,0.13705103969754254,0.07939508506616257,0.20699432892249528,0.10302457466918714,0.08412098298676748,0.1994328922495274,0.13705103969754254,0.10113421550094517,0.7892249527410208,0.32514177693761814,0.5623818525519849,0.46975425330812853,0.6483931947069943,0.16824196597353497,0.15973534971644612,0.1285444234404537,0.18620037807183365,0.11720226843100189,0.21361058601134217,0.1446124763705104,1.0,0.7334593572778828,0.04158790170132325
breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,0.1404639175257732,0.08376288659793814,0.20747422680412372,0.1404639175257732,0.11469072164948453,0.27190721649484534,0.1404639175257732,0.09664948453608248,0.7731958762886598,0.3247422680412371,0.7667525773195877,0.44587628865979384,0.6391752577319587,0.22938144329896906,0.17525773195876287,0.17525773195876287,0.15979381443298968,0.15979381443298968,0.19716494845360824,0.19716494845360824,1.0,1.0,0.04768041237113402
breadth_ret13_positive_x_recovery_confirmed_state_filtered_event,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.20454545454545456,0.045454545454545456,0.022727272727272728,0.9772727272727273,0.6363636363636364,0.8409090909090909,0.0,0.0,0.36363636363636365,0.0,0.0,0.06818181818181818,0.045454545454545456,0.045454545454545456,0.022727272727272728,1.0,0.8409090909090909,1.0
