label,mean_ic,std_ic,t_stat,n_dates,pct_positive,scope,market_state
full,0.014655975942139611,0.32896395987610866,1.4484513613749366,1057,0.5061494796594135,full,
development,0.017758387981550525,0.33946772138399434,1.6157688908929655,954,0.5115303983228512,development,
holdout,-0.01407898605395757,0.20677480606061244,-0.6910227872063697,103,0.4563106796116505,holdout,
calm_trend,0.010548904007774916,0.29469580713041005,0.6085304364470143,289,0.5051903114186851,full_by_state,calm_trend
neutral_mixed,0.02358099141628971,0.33794009298469474,1.4752855971631444,447,0.5190156599552572,full_by_state,neutral_mixed
recovery_confirmed,0.07330816537541049,0.24013581095194192,2.001841315849486,43,0.627906976744186,full_by_state,recovery_confirmed
recovery_fragile,-0.014946737683582428,0.3054120125890592,-0.3425771072268068,49,0.4489795918367347,full_by_state,recovery_fragile
stressed_panic,-0.0022612699350829514,0.3695365748341767,-0.09260036971520844,229,0.47161572052401746,full_by_state,stressed_panic
