decision_date,realization_date,net_return,turnover,mean_invested_weight,daily_observations
2005-02-18,2005-02-25,-0.0106549535038,0.66328243088,0.55,4
2005-02-25,2005-03-04,0.00316409215671,0.771498266727,1,5
2005-03-04,2005-03-11,-0.0107657802116,0.453590845764,1,5
2005-03-11,2005-03-18,-0.0120546450793,0.805450117109,0.6,5
2005-03-18,2005-03-25,-0.00763177199771,0.397074501329,0.15,4
2005-03-25,2005-04-01,0.000990133997874,0.401280523683,0.16,5
2005-04-01,2005-04-08,-0.00771610901215,0.67161350852,0.64,5
2005-04-08,2005-04-15,0.00217138577097,1.13631328761,0.72,5
2005-04-15,2005-04-22,0.00291330947929,0.204886173512,0.72,5
2005-04-22,2005-04-29,0.00938659353404,0.00807059017239,0.8,5
2005-04-29,2005-05-06,-0.003668987637,1.01579228044,1,5
2005-05-06,2005-05-13,-0.0152176343269,0.691550454627,1,5
2005-05-13,2005-05-20,0.00924564552803,1.33069153523,0.84,5
2005-05-20,2005-05-27,0.00525081666815,0.254482819438,1,5
2005-05-27,2005-06-03,0.00128725769202,0.592983471452,1,4
2005-06-03,2005-06-10,0.00320922662185,0.214105402486,1,5
2005-06-10,2005-06-17,0.0224294609869,0.396224953961,1,5
2005-06-17,2005-06-24,-0.0125923585324,0.695539517306,1,5
2005-06-24,2005-07-01,-0.00423550031207,0.292302516079,1,5
2005-07-01,2005-07-08,0.00203731185121,0.767618266176,0.65,4
2005-07-08,2005-07-15,0.00250324135652,0.960012393092,1,5
2005-07-15,2005-07-22,0.00829627573487,0.430012576035,1,5
2005-07-22,2005-07-29,0.00463911282393,0.274360719611,1,5
2005-07-29,2005-08-05,-0.00669465807814,0.01007339385,1,5
2005-08-05,2005-08-12,0.0150438516663,0.782018157377,0.92,5
2005-08-12,2005-08-19,-0.0140386985333,0.775514431457,0.96,5
2005-08-19,2005-08-26,-0.0012649683337,0.607297768259,0.8,5
2005-08-26,2005-09-02,-0.000305954738697,1.24553400225,0.8,5
2005-09-02,2005-09-09,0.0129265888833,0.204765524759,1,4
2005-09-09,2005-09-16,0.000703107036515,0.118652597936,1,5
2005-09-16,2005-09-23,-0.0190205016177,0.695459351684,0.92,5
2005-09-23,2005-09-30,0.0205855820252,0.0112742594625,0.8,5
2005-09-30,2005-10-07,-0.0344058263115,1.73515687318,0.68,5
2005-10-07,2005-10-14,-0.00237790384837,0.00301687409748,0.2,5
2005-10-14,2005-10-21,-0.00295035451189,0.200946948933,0.12,5
2005-10-21,2005-10-28,-0.0262493558468,2.20214946526,0.64,5
2005-10-28,2005-11-04,0.00388224887341,1.09676709585,0.84,5
2005-11-04,2005-11-11,0.0164962067986,0.00958600336974,1,5
2005-11-11,2005-11-18,0.00543148500332,0.737954953034,1,5
2005-11-18,2005-11-25,0.0108485728144,0.00662431455569,1,4
2005-11-25,2005-12-02,0.00651594316549,0.0127969935367,1,5
2005-12-02,2005-12-09,0.000766187107042,0.72731435241,1,5
2005-12-09,2005-12-16,6.56262844634e-05,0.683384353882,1,5
2005-12-16,2005-12-23,0.0113501880989,0.292358471996,1,5
2005-12-23,2005-12-30,-0.00543678432565,0.316503968746,1,4
2005-12-30,2006-01-06,0.0308602582401,0.744112344759,1,4
2006-01-06,2006-01-13,0.0034041703387,0.107813441675,1,5
2006-01-13,2006-01-20,-0.0147160345513,0.22998309526,1,4
2006-01-20,2006-01-27,0.0201396659703,0.678608795935,1,5
2006-01-27,2006-02-03,-0.0133961408795,0.434363296509,1,5
2006-02-03,2006-02-10,-0.0172663751913,1.30360875379,0.56,5
2006-02-10,2006-02-17,-0.000974666167529,1.2014468206,0.48,5
2006-02-17,2006-02-24,0.0030302892075,0.418323461941,1,4
2006-02-24,2006-03-03,-0.0095041383707,0.554329449449,1,5
2006-03-03,2006-03-10,-0.0202543408451,1.1004195745,0.52,5
2006-03-10,2006-03-17,0.0103023996545,1.21330206544,0.8,5
2006-03-17,2006-03-24,-0.00378367063253,0.133383000453,1,5
2006-03-24,2006-03-31,0.00647967770601,0.640449492128,1,5
2006-03-31,2006-04-07,0.00397301419642,0.133237759299,1,5
2006-04-07,2006-04-14,-0.00918464817479,0.688167300265,0.85,4
2006-04-14,2006-04-21,0.0152337973727,1.01697848525,0.8,5
2006-04-21,2006-04-28,0.00442418719045,0.401602802418,1,5
2006-04-28,2006-05-05,0.0228185264233,0.618470225059,1,5
2006-05-05,2006-05-12,-0.019782802549,0.92420027103,0.96,5
2006-05-12,2006-05-19,-0.0241564972895,1.18731401169,0.24,5
2006-05-19,2006-05-26,-0.000586099226995,0.00172537696529,0.4,5
2006-05-26,2006-06-02,0.000725139812544,0.668062724889,0.55,4
2006-06-02,2006-06-09,-0.0113130380319,0.51001053919,0.76,5
2006-06-09,2006-06-16,-0.00829082168153,0.209502700917,0.56,5
2006-06-16,2006-06-23,-0.0137517106189,1.00335169739,0.48,5
2006-06-23,2006-06-30,0.0114622372836,1.75187847557,0.6,5
2006-06-30,2006-07-07,-0.00847862251085,0.413460254103,1,4
2006-07-07,2006-07-14,-0.0190610160255,0.746795180394,1,5
2006-07-14,2006-07-21,-0.0163980030288,0.418320961469,0.84,5
2006-07-21,2006-07-28,0.0294852524595,0.821248190362,0.96,5
2006-07-28,2006-08-04,-0.00333928189928,0.334991968066,1,5
2006-08-04,2006-08-11,-0.0171353981258,0.677586239595,1,5
2006-08-11,2006-08-18,0.0309177083159,0.889849005287,0.92,5
2006-08-18,2006-08-25,-0.0122791409371,0.348494878466,1,5
2006-08-25,2006-09-01,0.0105993924174,0.615182170413,1,5
2006-09-01,2006-09-08,-0.0152954559518,0.471252375393,1,4
2006-09-08,2006-09-15,0.010291440904,0.500751970862,1,5
2006-09-15,2006-09-22,-0.0100363015099,0.813539788944,1,5
2006-09-22,2006-09-29,0.00620926999852,0.414139577525,1,5
2006-09-29,2006-10-06,0.000427726971765,0.985714978865,1,5
2006-10-06,2006-10-13,0.0164108256653,0.522856763186,1,5
2006-10-13,2006-10-20,0.000506223759112,0.131277237349,1,5
2006-10-20,2006-10-27,0.00737469067088,0.455788805073,1,5
2006-10-27,2006-11-03,-0.00305210398796,0.599577180672,1,5
2006-11-03,2006-11-10,0.00608307081592,1.0126536993,1,5
2006-11-10,2006-11-17,0.00454596426667,0.363457286388,1,5
2006-11-17,2006-11-24,0.0132602856353,0.461445119787,1,4
2006-11-24,2006-12-01,-0.0033175830749,0.975235409606,1,5
2006-12-01,2006-12-08,-0.00329923676131,0.530677683957,1,5
2006-12-08,2006-12-15,-0.00220185245822,1.08252455263,0.96,5
2006-12-15,2006-12-22,-0.00956501124032,0.503932847617,0.76,5
2006-12-22,2006-12-29,0.00248364424572,0.569136883823,0.85,4
2006-12-29,2007-01-05,-0.0229596271642,0.702308250196,0.933333333333,3
2007-01-05,2007-01-12,-0.00336818248431,1.80300453165,0.48,5
2007-01-12,2007-01-19,-0.0135515201299,0.853894392208,1,4
2007-01-19,2007-01-26,0.00422087340605,0.279388587798,1,5
2007-01-26,2007-02-02,0.0117790373522,0.705290645287,1,5
2007-02-02,2007-02-09,0.00095962673877,0.18640782941,1,5
2007-02-09,2007-02-16,0.011710475698,0.847452673079,1,5
2007-02-16,2007-02-23,0.00787949927965,0.0100417227864,1,4
2007-02-23,2007-03-02,-0.0346361532048,0.9974345773,0.8,5
2007-03-02,2007-03-09,-0.00290989630998,0.00290067295423,0.4,5
2007-03-09,2007-03-16,-0.0114202282104,1.39645140421,0.24,5
2007-03-16,2007-03-23,-0.00724105976967,1.20042053205,0.4,5
2007-03-23,2007-03-30,-0.0140303259206,0.625577089334,1,5
2007-03-30,2007-04-06,0.00646380839195,1.15175304263,0.8,4
2007-04-06,2007-04-13,0.00521629101702,0.725768907046,1,5
2007-04-13,2007-04-20,0.00315730368803,0.722602627931,1,5
2007-04-20,2007-04-27,-0.00340100250762,0.275142885651,1,5
2007-04-27,2007-05-04,0.000763521108217,0.803471850121,1,5
2007-05-04,2007-05-11,-0.0106138560657,0.738697610529,1,5
2007-05-11,2007-05-18,-0.0066159826137,0.704447575133,0.88,5
2007-05-18,2007-05-25,-0.000275854391584,0.861606508055,0.92,5
2007-05-25,2007-06-01,0.0148107021258,0.783711504778,0.9,4
2007-06-01,2007-06-08,-0.0303220734603,0.890112484748,0.88,5
