variant,cost_bps,full_observations,full_years,full_total_return,full_annual_return,full_annual_volatility,full_sharpe_zero_rf,full_sortino_zero_target,full_max_drawdown,full_max_drawdown_duration_weeks,full_calmar,full_cvar_5_weekly,full_positive_week_share,full_worst_week,full_best_week,full_annual_turnover,full_mean_invested_weight,oos_2016_2020_observations,oos_2016_2020_years,oos_2016_2020_total_return,oos_2016_2020_annual_return,oos_2016_2020_annual_volatility,oos_2016_2020_sharpe_zero_rf,oos_2016_2020_sortino_zero_target,oos_2016_2020_max_drawdown,oos_2016_2020_max_drawdown_duration_weeks,oos_2016_2020_calmar,oos_2016_2020_cvar_5_weekly,oos_2016_2020_positive_week_share,oos_2016_2020_worst_week,oos_2016_2020_best_week,oos_2016_2020_annual_turnover,oos_2016_2020_mean_invested_weight,oos_2021_present_observations,oos_2021_present_years,oos_2021_present_total_return,oos_2021_present_annual_return,oos_2021_present_annual_volatility,oos_2021_present_sharpe_zero_rf,oos_2021_present_sortino_zero_target,oos_2021_present_max_drawdown,oos_2021_present_max_drawdown_duration_weeks,oos_2021_present_calmar,oos_2021_present_cvar_5_weekly,oos_2021_present_positive_week_share,oos_2021_present_worst_week,oos_2021_present_best_week,oos_2021_present_annual_turnover,oos_2021_present_mean_invested_weight
source_default,10,1120,21.5384615385,0.171768240503,0.00738672330179,0.102820323,0.123087435785,0.174780992504,-0.394575513221,983,0.0187206835049,-0.0310263005141,0.514285714286,-0.0967380990687,0.084317428486,46.7380532259,0.865020833333,261,5.01923076923,0.253422501048,0.0460304495488,0.0876080676296,0.557127015976,0.904694663099,-0.142638529284,114,0.32270698373,-0.0238578421271,0.547892720307,-0.0458863070246,0.084317428486,45.7183278792,0.895670498084,293,5.63461538462,0.0481604765531,0.00838275048142,0.0960934625719,0.13473507563,0.195626643248,-0.240076461329,248,0.0349170028375,-0.0264851698541,0.488054607509,-0.0402121595592,0.0378956845766,49.3267774314,0.861979522184
source_default,50,1120,21.5384615385,-0.979183293283,-0.164538824866,0.108117344223,-1.60548087402,-1.90489403268,-0.979883903909,1071,-0.16791665238,-0.0360064984349,0.408035714286,-0.105877530208,0.0825892480207,46.7380532259,0.865020833333,261,5.01923076923,-0.499795021116,-0.128915792915,0.0929725145446,-1.43644741724,-1.84199735969,-0.518173685096,260,-0.248788768367,-0.0290770731439,0.390804597701,-0.0497696752535,0.0825892480207,45.7183278792,0.895670498084,293,5.63461538462,-0.655494981589,-0.172316958211,0.101725549313,-1.80490272029,-2.1087639281,-0.672676794696,286,-0.25616605117,-0.0315740205327,0.409556313993,-0.0475898316091,0.0340210261905,49.3267774314,0.861979522184
source_default,100,1120,21.5384615385,-0.999866162471,-0.339059224188,0.116829997984,-3.47122751155,-3.43360135566,-0.99986764812,1118,-0.339104105254,-0.0431485820845,0.298214285714,-0.117217501267,0.0804309935208,46.7380532259,0.865020833333,261,5.01923076923,-0.841653423844,-0.307316149983,0.101981304095,-3.53696454594,-3.61576697686,-0.842739015402,260,-0.364663489368,-0.0359788573413,0.272030651341,-0.054619831677,0.0804309935208,45.7183278792,0.895670498084,293,5.63461538462,-0.914475471665,-0.353641547292,0.111301366138,-3.84849233485,-3.66767026291,-0.916907252889,291,-0.385689551673,-0.0396536500911,0.290102389078,-0.0567525376932,0.0291880321968,49.3267774314,0.861979522184
source_default_stale_1d,10,1120,21.5384615385,0.386819731098,0.0152985975153,0.0985698368993,0.203181963313,0.29793320451,-0.26242438353,474,0.0582971647279,-0.0300150628637,0.515178571429,-0.0519142327043,0.0879753624623,46.8982051707,0.864744047619,261,5.01923076923,0.24075700983,0.0439160068915,0.0888101461992,0.52796165933,0.850677713385,-0.131106786377,102,0.334963643799,-0.0247648330776,0.51724137931,-0.0519142327043,0.0879753624623,45.8419837922,0.895440613027,293,5.63461538462,0.00898559302271,0.00158885155654,0.0959363054429,0.0643898205848,0.0906456867196,-0.26242438353,269,0.00605451191376,-0.0280386997931,0.518771331058,-0.0390393730082,0.0386637476165,49.5683587773,0.86133105802
source_default_stale_1d,50,1120,21.5384615385,-0.975684472074,-0.158490765406,0.101705907179,-1.64292484856,-1.97718795777,-0.976065733958,1118,-0.162377143149,-0.034542383193,0.399107142857,-0.0565448318371,0.0858642376514,46.8982051707,0.864744047619,261,5.01923076923,-0.506019048638,-0.131086098824,0.092333199994,-1.474002246,-1.90648531671,-0.551348331372,249,-0.237755501133,-0.0299217998934,0.367816091954,-0.0565448318371,0.0858642376514,45.8419837922,0.895440613027,293,5.63461538462,-0.670291564533,-0.178740474271,0.0994094479572,-1.92734189911,-2.21014816148,-0.681217978462,286,-0.262383671486,-0.0327120858061,0.412969283276,-0.0461159470804,0.0339625872242,49.5683587773,0.86133105802
source_default_stale_1d,100,1120,21.5384615385,-0.999846219238,-0.33478304872,0.108006275198,-3.70515308096,-3.63443816434,-0.999846255191,1118,-0.334834527791,-0.0405706821694,0.28125,-0.0628949168071,0.0832289674668,46.8982051707,0.864744047619,261,5.01923076923,-0.844086341548,-0.309449709961,0.0992557499248,-3.66776932386,-3.76301167962,-0.845093166738,260,-0.366172301636,-0.0364840880738,0.245210727969,-0.0623099525775,0.0832289674668,45.8419837922,0.895440613027,293,5.63461538462,-0.918742624396,-0.359486113114,0.106365993261,-4.11681334725,-3.84370581332,-0.919123408403,291,-0.391118439404,-0.0393666553666,0.273037542662,-0.0557373222995,0.0289264074607,49.5683587773,0.86133105802
source_default_stale_5d,10,1120,21.5384615385,0.53486689414,0.0200911920063,0.107679548607,0.238817455136,0.331544603514,-0.339270274844,599,0.0592188396568,-0.0364060641501,0.549107142857,-0.103230295184,0.0923667945428,46.8952604113,0.8630625,261,5.01923076923,0.11232447251,0.0214353220682,0.103955342008,0.255574695851,0.383365491856,-0.22556137263,152,0.0950309967448,-0.0323145514375,0.524904214559,-0.0653922599653,0.0923667945428,45.8323188463,0.894597701149,293,5.63461538462,0.133348087652,0.0224641676708,0.100656584567,0.27116677885,0.377049303587,-0.193743515124,203,0.115947972021,-0.031989623721,0.549488054608,-0.0735233418577,0.0426819665552,49.6220313577,0.859078498294
source_default_stale_5d,50,1120,21.5384615385,-0.973092941688,-0.15452468609,0.108892884488,-1.48415790089,-1.76559445331,-0.973262469155,1119,-0.158769798474,-0.0399969206424,0.401785714286,-0.10634368591,0.0913861179567,46.8952604113,0.8630625,261,5.01923076923,-0.557133828216,-0.149791275585,0.105107785951,-1.48924577546,-1.8923848573,-0.606050954416,260,-0.247159540784,-0.0362614558586,0.352490421456,-0.0663439493177,0.0913861179567,45.8323188463,0.894597701149,293,5.63461538462,-0.629906364869,-0.161725294181,0.100997073575,-1.69294153511,-1.96275265643,-0.640655657013,286,-0.252437159356,-0.0356090395699,0.389078498294,-0.0756008125474,0.0380738068067,49.6220313577,0.859078498294
source_default_stale_5d,100,1120,21.5384615385,-0.999829863062,-0.331653983131,0.112902768827,-3.49811469553,-3.4725328339,-0.99983005133,1119,-0.331710356865,-0.0451004785033,0.25625,-0.110231960347,0.0901608555242,46.8952604113,0.8630625,261,5.01923076923,-0.860212777904,-0.324308728031,0.108987789627,-3.5290355405,-3.66322597631,-0.862210221764,260,-0.376136491827,-0.0416043939918,0.229885057471,-0.0675328379351,0.0901608555242,45.8323188463,0.894597701149,293,5.63461538462,-0.908867675882,-0.346315046167,0.104545683262,-3.99706947607,-3.77017966683,-0.909299586208,291,-0.380859126541,-0.0409236178897,0.221843003413,-0.0781925881374,0.032331855932,49.6220313577,0.859078498294
source_default_inverted,10,1120,21.5384615385,0.756392729057,0.0264964053009,0.132077038554,0.264950359952,0.353777098529,-0.354400735876,334,0.0747639680699,-0.0471667602124,0.571428571429,-0.151447109115,0.110952089391,52.863523366,0.76656547619,261,5.01923076923,0.131291852442,0.0248820302197,0.131910424918,0.253118739743,0.333849241565,-0.289192593622,153,0.0860396523577,-0.0464419780138,0.578544061303,-0.109511952487,0.110952089391,54.6009265977,0.778275862069,293,5.63461538462,0.208569745081,0.0341918810896,0.107770094554,0.365992261708,0.515042456593,-0.220004100039,142,0.155414744923,-0.0334675981235,0.546075085324,-0.0749047023603,0.0452728126835,54.6649840442,0.769385665529
