decision_date,realization_date,net_return,turnover,mean_invested_weight,daily_observations
2005-02-18,2005-02-25,-0.00829768829152,0.801800607821,0.6,4
2005-02-25,2005-03-04,0.00622592831164,0.674178611547,1,5
2005-03-04,2005-03-11,-0.0139311987914,1.0544703716,0.96,5
2005-03-11,2005-03-18,-0.0128023507164,1.0002677637,0.36,5
2005-03-18,2005-03-25,-0.00347039003072,0.398815225584,0.05,4
2005-03-25,2005-04-01,-0.00643322145281,1.06666666667,0.32,5
2005-04-01,2005-04-08,-0.00713255104447,1.51820800021,0.88,5
2005-04-08,2005-04-15,-0.00709280688766,1.23355846278,0.92,5
2005-04-15,2005-04-22,0.00291330947929,0.204886173512,0.72,5
2005-04-22,2005-04-29,0.0031837747846,0.974908630811,0.96,5
2005-04-29,2005-05-06,-0.00128078632535,1.35641730571,0.96,5
2005-05-06,2005-05-13,-0.0151215558604,0.932759574873,0.96,5
2005-05-13,2005-05-20,0.0081385944661,1.09009238907,0.84,5
2005-05-20,2005-05-27,0.00410470958121,0.25390448755,1,5
2005-05-27,2005-06-03,0.00177689111617,0.452595141216,1,4
2005-06-03,2005-06-10,0.0039162069381,0.549028084139,1,5
2005-06-10,2005-06-17,0.0220557604674,0.788537614029,1,5
2005-06-17,2005-06-24,-0.013778164664,0.807340701728,1,5
2005-06-24,2005-07-01,-0.0119467264636,1.16755324048,0.72,5
2005-07-01,2005-07-08,0.00783378361675,0.406399278527,0.65,4
2005-07-08,2005-07-15,0.00497655272721,0.756040359939,1,5
2005-07-15,2005-07-22,0.00802584934904,0.434637828534,1,5
2005-07-22,2005-07-29,0.00139165925585,0.592579452555,1,5
2005-07-29,2005-08-05,-0.0106667340534,0.462962546414,1,5
2005-08-05,2005-08-12,0.00734264279302,1.26956569204,0.68,5
2005-08-12,2005-08-19,-0.0127011998386,0.903020271122,0.88,5
2005-08-19,2005-08-26,0.00159117438098,0.208125361621,0.68,5
2005-08-26,2005-09-02,0.00537043876137,0.967544605413,0.76,5
