variant,decision_date,realization_date,cost_bps,active_assets,invested_weight,turnover,gross_return,cost,net_return
source_default,2005-02-25,2005-02-28,50,6,1,0.666666666667,-0.00246522059217,0.00333333333333,-0.0057985539255
source_default,2005-02-28,2005-03-01,50,6,1,0.00268034481946,0.00491113967449,1.34017240973e-05,0.00489773795039
source_default,2005-03-01,2005-03-02,50,6,1,0.0019956340248,-0.00237157858906,9.97817012398e-06,-0.00238155675919
source_default,2005-03-02,2005-03-03,50,6,1,0.00122725412581,-0.00261886816891,6.13627062905e-06,-0.00262500443954
source_default,2005-03-03,2005-03-04,50,6,1,0.00160871190981,0.0122312720288,8.04355954904e-06,0.0122232284692
source_default,2005-03-04,2005-03-07,50,7,1,0.142857142857,0.00188073507981,0.000714285714286,0.00116644936553
source_default,2005-03-07,2005-03-08,50,9,1,0.222222222222,-0.00352799504662,0.00111111111111,-0.00463910615773
source_default,2005-03-08,2005-03-09,50,8,1,0.111005337164,-0.00888379290178,0.000555026685818,-0.0094388195876
source_default,2005-03-09,2005-03-10,50,6,1,0.24661379027,0.00187956624823,0.00123306895135,0.000646497296886
source_default,2005-03-10,2005-03-11,50,4,0.8,0.33177187909,-4.73423389602e-05,0.00165885939545,-0.00170620173441
source_default,2005-03-11,2005-03-14,50,4,0.8,0.20003905172,-0.00599254756862,0.0010001952586,-0.00699274282722
source_default,2005-03-14,2005-03-15,50,2,0.4,0.400561409356,-0.000779487169905,0.00200280704678,-0.00278229421668
source_default,2005-03-15,2005-03-16,50,2,0.4,0.000760465019783,0.00113481612441,3.80232509891e-06,0.00113101379931
source_default,2005-03-16,2005-03-17,50,1,0.2,0.200680117866,-0.00221169787082,0.00100340058933,-0.00321509846015
source_default,2005-03-17,2005-03-18,50,0,0,0.198226719743,0,0.000991133598716,-0.000991133598716
source_default,2005-03-18,2005-03-21,50,0,0,0,0,0,0
source_default,2005-03-21,2005-03-22,50,0,0,0,0,0,0
source_default,2005-03-22,2005-03-23,50,1,0.2,0.2,-0.00147877799683,0.001,-0.00247877799683
source_default,2005-03-23,2005-03-24,50,0,0,0.198815225584,0,0.000994076127921,-0.000994076127921
source_default,2005-03-24,2005-03-28,50,0,0,0,0,0,0
source_default,2005-03-28,2005-03-29,50,0,0,0,0,0,0
source_default,2005-03-29,2005-03-30,50,1,0.2,0.2,0.000514121735834,0.001,-0.000485878264166
source_default,2005-03-30,2005-03-31,50,2,0.4,0.2,-0.000175394666485,0.001,-0.00117539466648
source_default,2005-03-31,2005-04-01,50,6,1,0.666666666667,-0.00144712520379,0.00333333333333,-0.00478045853713
source_default,2005-04-01,2005-04-04,50,8,1,0.25,0.000950916871812,0.00125,-0.000299083128188
source_default,2005-04-04,2005-04-05,50,4,0.8,0.499685032928,0.000178238257003,0.00249842516464,-0.00232018690764
source_default,2005-04-05,2005-04-06,50,3,0.6,0.201084888107,0.00222464917277,0.00100542444053,0.00121922473224
source_default,2005-04-06,2005-04-07,50,5,1,0.40077141251,0.00349686579814,0.00200385706255,0.00149300873559
source_default,2005-04-07,2005-04-08,50,6,1,0.166666666667,-0.00638695036704,0.000833333333333,-0.00722028370038
source_default,2005-04-08,2005-04-11,50,5,1,0.165191350119,0.00186146775182,0.000825956750593,0.00103551100122
source_default,2005-04-11,2005-04-12,50,6,1,0.166666666667,0.00412146035412,0.000833333333333,0.00328812702079
source_default,2005-04-12,2005-04-13,50,5,1,0.500036093284,-0.00113258648069,0.00250018046642,-0.00363276694711
source_default,2005-04-13,2005-04-14,50,5,1,0.00166435270945,-0.0107786154719,8.32176354727e-06,-0.0107869372355
source_default,2005-04-14,2005-04-15,50,3,0.6,0.4,0.00505378423465,0.002,0.00305378423465
source_default,2005-04-15,2005-04-18,50,3,0.6,0.00210632064542,-0.000420846002084,1.05316032271e-05,-0.000431377605311
source_default,2005-04-18,2005-04-19,50,3,0.6,0.000289085178301,0.00376012019596,1.4454258915e-06,0.00375867477006
source_default,2005-04-19,2005-04-20,50,4,0.8,0.2,-0.000328895710449,0.001,-0.00132889571045
source_default,2005-04-20,2005-04-21,50,4,0.8,0.000861069790064,-0.00415194926167,4.30534895032e-06,-0.00415625461062
source_default,2005-04-21,2005-04-22,50,4,0.8,0.0016296978978,0.00510470337535,8.14848948902e-06,0.00509655488587
source_default,2005-04-22,2005-04-25,50,5,1,0.200166850676,0.00645471020728,0.00100083425338,0.0054538759539
source_default,2005-04-25,2005-04-26,50,5,1,0.00254572937852,-0.00256262445599,1.27286468926e-05,-0.00257535310289
source_default,2005-04-26,2005-04-27,50,7,1,0.285714285714,0.00221701614341,0.00142857142857,0.000788444714837
source_default,2005-04-27,2005-04-28,50,5,1,0.285578007112,-0.00125716029664,0.00142789003556,-0.0026850503322
source_default,2005-04-28,2005-04-29,50,4,0.8,0.20090375793,0.00322584468421,0.00100451878965,0.00222132589456
source_default,2005-04-29,2005-05-02,50,5,1,0.202347037676,-0.00111802661888,0.00101173518838,-0.00212976180726
source_default,2005-05-02,2005-05-03,50,4,0.8,0.2,0.000555574737747,0.001,-0.000444425262253
source_default,2005-05-03,2005-05-04,50,5,1,0.400498839461,0.00532354443999,0.0020024941973,0.00332105024269
source_default,2005-05-04,2005-05-05,50,7,1,0.428571428571,0.00230296257705,0.00214285714286,0.000160105434196
source_default,2005-05-05,2005-05-06,50,8,1,0.125,-0.00155331458466,0.000625,-0.00217831458466
source_default,2005-05-06,2005-05-09,50,8,1,0.00241686416409,0.00476722559192,1.20843208205e-05,0.0047551412711
source_default,2005-05-09,2005-05-10,50,7,1,0.123976788238,-0.0109225663736,0.000619883941188,-0.0115424503148
source_default,2005-05-10,2005-05-11,50,6,1,0.142428076967,0.00369203333109,0.000712140384835,0.00297989294625
source_default,2005-05-11,2005-05-12,50,6,1,0.167719473325,-0.0104486888321,0.000838597366627,-0.0112872861987
source_default,2005-05-12,2005-05-13,50,4,0.8,0.496218372178,0.00248575883503,0.00248109186089,4.66697413991e-06
source_default,2005-05-13,2005-05-16,50,3,0.6,0.400495919032,0.000777991345697,0.00200247959516,-0.00122448824946
source_default,2005-05-16,2005-05-17,50,3,0.6,0.00116802868103,0.00187633681591,5.84014340516e-06,0.0018704966725
source_default,2005-05-17,2005-05-18,50,5,1,0.400265420323,0.00879074225085,0.00200132710162,0.00678941514923
source_default,2005-05-18,2005-05-19,50,7,1,0.285714285714,0.00286764943227,0.00142857142857,0.0014390780037
source_default,2005-05-19,2005-05-20,50,7,1,0.00244873531685,-0.000729851438236,1.22436765843e-05,-0.000742095114821
source_default,2005-05-20,2005-05-23,50,7,1,0.00141761590066,0.00464351115708,7.0880795033e-06,0.00463642307757
source_default,2005-05-23,2005-05-24,50,8,1,0.125,-0.00188025771674,0.000625,-0.00250525771674
source_default,2005-05-24,2005-05-25,50,8,1,0.00193038220806,-0.00480184324871,9.6519110403e-06,-0.00481149515975
source_default,2005-05-25,2005-05-26,50,8,1,0.00155710070293,0.00375657394694,7.78550351466e-06,0.00374878844342
source_default,2005-05-26,2005-05-27,50,7,1,0.123999388738,0.00368501434615,0.000619996943691,0.00306501740246
source_default,2005-05-27,2005-05-31,50,8,1,0.125,-0.00262389713339,0.000625,-0.00324889713339
source_default,2005-05-31,2005-06-01,50,8,1,0.126506683372,0.00874847652062,0.000632533416862,0.00811594310376
source_default,2005-06-01,2005-06-02,50,8,1,0.00108845784399,0.00379796693917,5.44228921997e-06,0.00379252464995
source_default,2005-06-02,2005-06-03,50,10,1,0.2,-0.00581570355484,0.001,-0.00681570355484
source_default,2005-06-03,2005-06-06,50,10,1,0.00182057189169,0.00511679411047,9.10285945846e-06,0.00510769125101
source_default,2005-06-06,2005-06-07,50,9,1,0.0995170508634,0.00241930742027,0.000497585254317,0.00192172216595
source_default,2005-06-07,2005-06-08,50,9,1,0.00163899792628,-0.00231531856598,8.19498963141e-06,-0.00232351355561
source_default,2005-06-08,2005-06-09,50,9,1,0.00110318016643,0.00182501547139,5.51590083213e-06,0.00181949957056
source_default,2005-06-09,2005-06-10,50,5,1,0.444948283291,-0.000369527523487,0.00222474141645,-0.00259426893994
source_default,2005-06-10,2005-06-13,50,6,1,0.333333333333,0.00199511331054,0.00166666666667,0.000328446643869
source_default,2005-06-13,2005-06-14,50,5,1,0.1657628067,0.00372915992269,0.000828814033499,0.00290034588919
source_default,2005-06-14,2005-06-15,50,5,1,0.00186216672552,0.00486219153419,9.31083362762e-06,0.00485288070056
source_default,2005-06-15,2005-06-16,50,5,1,0.0018650215564,0.00904841039157,9.32510778201e-06,0.00903908528379
source_default,2005-06-16,2005-06-17,50,7,1,0.285714285714,0.00619176856917,0.00142857142857,0.0047631971406
source_default,2005-06-17,2005-06-20,50,8,1,0.125,-0.00340157333809,0.000625,-0.00402657333809
source_default,2005-06-20,2005-06-21,50,7,1,0.125426647942,0.00168619314673,0.000627133239708,0.00105905990702
source_default,2005-06-21,2005-06-22,50,7,1,0.00268317915031,0.000113686763686,1.34158957516e-05,0.000100270867935
source_default,2005-06-22,2005-06-23,50,9,1,0.222222222222,-0.00685537911076,0.00111111111111,-0.00796649022187
source_default,2005-06-23,2005-06-24,50,6,1,0.332008652414,-0.00133509816101,0.00166004326207,-0.00299514142308
source_default,2005-06-24,2005-06-27,50,5,1,0.165111282696,-0.000368610950607,0.00082555641348,-0.00119416736409
source_default,2005-06-27,2005-06-28,50,3,0.6,0.4,-0.00408599340713,0.002,-0.00608599340713
source_default,2005-06-28,2005-06-29,50,3,0.6,0.200550784811,-0.00104025627543,0.00100275392406,-0.00204301019949
source_default,2005-06-29,2005-06-30,50,4,0.8,0.200732498984,0.00180521344414,0.00100366249492,0.000801550949214
source_default,2005-06-30,2005-07-01,50,3,0.6,0.201158673994,-0.00246349717815,0.00100579336997,-0.00346929054812
source_default,2005-07-01,2005-07-05,50,4,0.8,0.202363066557,0.00315275325215,0.00101181533279,0.00214093791936
source_default,2005-07-05,2005-07-06,50,3,0.6,0.20190266684,-0.0018830240839,0.0010095133342,-0.0028925374181
source_default,2005-07-06,2005-07-07,50,3,0.6,0.00156584797193,0.00128184960711,7.82923985965e-06,0.00127402036725
source_default,2005-07-07,2005-07-08,50,3,0.6,0.000567697157609,0.00731759040113,2.83848578804e-06,0.00731475191534
source_default,2005-07-08,2005-07-11,50,8,1,0.625,0.00733175174139,0.003125,0.00420675174139
source_default,2005-07-11,2005-07-12,50,7,1,0.123408919228,0.00434882077764,0.00061704459614,0.0037317761815
source_default,2005-07-12,2005-07-13,50,7,1,0.00201637080179,-0.00346294780891,1.00818540089e-05,-0.00347302966292
source_default,2005-07-13,2005-07-14,50,7,1,0.00217068510104,0.000116956323039,1.08534255052e-05,0.000106102897533
source_default,2005-07-14,2005-07-15,50,7,1,0.0034443848083,0.000431737314649,1.72219240415e-05,0.000414515390607
source_default,2005-07-15,2005-07-18,50,6,1,0.143388201134,-0.00340135284776,0.000716941005669,-0.00411829385343
source_default,2005-07-18,2005-07-19,50,6,1,0.000611607597478,0.00759510807677,3.05803798739e-06,0.00759205003878
source_default,2005-07-19,2005-07-20,50,6,1,0.00216465077557,0.00585764376592,1.08232538779e-05,0.00584682051204
source_default,2005-07-20,2005-07-21,50,7,1,0.142857142857,-0.0010647022664,0.000714285714286,-0.00177898798068
source_default,2005-07-21,2005-07-22,50,7,1,0.14561622617,0.00123622368743,0.000728081130852,0.000508142556576
source_default,2005-07-22,2005-07-25,50,7,1,0.00283820499394,-0.00532274006656,1.41910249697e-05,-0.00533693109153
source_default,2005-07-25,2005-07-26,50,7,1,0.00190511265521,-0.000188471675282,9.52556327605e-06,-0.000197997238558
source_default,2005-07-26,2005-07-27,50,7,1,0.144105279613,0.00568038253408,0.000720526398064,0.00495985613601
source_default,2005-07-27,2005-07-28,50,7,1,0.143730855293,0.00902765013335,0.000718654276465,0.00830899585688
source_default,2005-07-28,2005-07-29,50,10,1,0.3,-0.00476263815296,0.0015,-0.00626263815296
source_default,2005-07-29,2005-08-01,50,9,1,0.0994847900937,0.00389432765037,0.000497423950468,0.0033969036999
source_default,2005-08-01,2005-08-02,50,8,1,0.110417154351,0.00895163553544,0.000552085771756,0.00839954976369
source_default,2005-08-02,2005-08-03,50,8,1,0.00207005828948,0.00128778033676,1.03502914474e-05,0.00127743004531
source_default,2005-08-03,2005-08-04,50,8,1,0.00197984762458,-0.00932565141763,9.89923812288e-06,-0.00933555065575
source_default,2005-08-04,2005-08-05,50,6,1,0.249010696055,-0.0130289562886,0.00124505348028,-0.0142740097688
source_default,2005-08-05,2005-08-08,50,2,0.4,0.663191555496,-0.00067084006248,0.00331595777748,-0.00398679783996
source_default,2005-08-08,2005-08-09,50,2,0.4,0.00101330078122,0.0025099524041,5.06650390612e-06,0.00250488590019
source_default,2005-08-09,2005-08-10,50,3,0.6,0.200546746532,0.0019577850745,0.00100273373266,0.000955051341838
source_default,2005-08-10,2005-08-11,50,5,1,0.401232003689,0.0144753776023,0.00200616001844,0.0124692175838
source_default,2005-08-11,2005-08-12,50,5,1,0.00358208554119,-0.00450969242713,1.79104277059e-05,-0.00452760285483
source_default,2005-08-12,2005-08-15,50,6,1,0.333333333333,0.000993785478938,0.00166666666667,-0.000672881187729
source_default,2005-08-15,2005-08-16,50,6,1,0.00251268389104,-0.00392351957709,1.25634194552e-05,-0.00393608299655
source_default,2005-08-16,2005-08-17,50,5,1,0.165516700306,-0.00214016248741,0.000827583501532,-0.00296774598894
source_default,2005-08-17,2005-08-18,50,4,0.8,0.200993200211,-0.00334009571699,0.00100496600105,-0.00434506171804
source_default,2005-08-18,2005-08-19,50,3,0.6,0.20066435338,0.000164768755036,0.0010033217669,-0.000838553011866
source_default,2005-08-19,2005-08-22,50,3,0.6,0.000333929037308,0.00537395536339,1.66964518654e-06,0.0053722857182
source_default,2005-08-22,2005-08-23,50,3,0.6,0.00457826379047,-0.000521968006878,2.28913189523e-05,-0.00054485932583
source_default,2005-08-23,2005-08-24,50,3,0.6,0.00149926168027,-0.00113791589951,7.49630840136e-06,-0.00114541220792
source_default,2005-08-24,2005-08-25,50,4,0.8,0.20103035493,0.00266300643073,0.00100515177465,0.00165785465608
source_default,2005-08-25,2005-08-26,50,4,0.8,0.000683552182879,-0.00372302384452,3.41776091439e-06,-0.00372644160544
source_default,2005-08-26,2005-08-29,50,3,0.6,0.19925261269,9.10999362304e-05,0.000996263063452,-0.000905163127221
source_default,2005-08-29,2005-08-30,50,3,0.6,0.00023577450018,0.000507208361251,1.1788725009e-06,0.00050602948875
source_default,2005-08-30,2005-08-31,50,3,0.6,0.00138955155619,0.00563173629856,6.94775778097e-06,0.00562478854078
source_default,2005-08-31,2005-09-01,50,9,1,0.666666666667,0.00321247961709,0.00333333333333,-0.000120853716246
source_default,2005-09-01,2005-09-02,50,10,1,0.1,0.000767609247035,0.0005,0.000267609247035
source_default,2005-09-02,2005-09-06,50,10,1,0.0017332717088,0.00866800378292,8.666358544e-06,0.00865933742437
source_default,2005-09-06,2005-09-07,50,10,1,0.0034363262048,-0.00159699153663,1.7181631024e-05,-0.00161417316766
source_default,2005-09-07,2005-09-08,50,8,1,0.199015595625,-0.00354462777929,0.000995077978124,-0.00453970575741
source_default,2005-09-08,2005-09-09,50,8,1,0.00214129417958,0.0112022273609,1.07064708979e-05,0.01119152089
source_default,2005-09-09,2005-09-12,50,8,1,0.0030874426946,-0.000772402350547,1.5437213473e-05,-0.00078783956402
source_default,2005-09-12,2005-09-13,50,8,1,0.00153831111159,-0.00660448191776,7.69155555794e-06,-0.00661217347331
source_default,2005-09-13,2005-09-14,50,8,1,0.000647179831706,-0.0020692134162,3.23589915853e-06,-0.00207244931536
source_default,2005-09-14,2005-09-15,50,8,1,0.00271408822671,0.00337664466251,1.35704411336e-05,0.00336307422138
source_default,2005-09-15,2005-09-16,50,6,1,0.248663501998,0.00702792463326,0.00124331750999,0.00578460712327
source_default,2005-09-16,2005-09-19,50,6,1,0.00111971468144,-0.00280924126322,5.59857340718e-06,-0.00281483983663
source_default,2005-09-19,2005-09-20,50,6,1,0.00280572518269,-0.00182020602357,1.40286259134e-05,-0.00183423464948
source_default,2005-09-20,2005-09-21,50,4,0.8,0.331239020463,0.00588506349718,0.00165619510232,0.00422886839486
source_default,2005-09-21,2005-09-22,50,4,0.8,0.00259372879819,-0.00305700665093,1.29686439909e-05,-0.00306997529492
source_default,2005-09-22,2005-09-23,50,3,0.6,0.201757498808,-0.00262295135867,0.00100878749404,-0.00363173885271
source_default,2005-09-23,2005-09-26,50,1,0.2,0.3991042481,0.00324234360869,0.0019955212405,0.00124682236819
source_default,2005-09-26,2005-09-27,50,2,0.4,0.2,-0.00194176237484,0.001,-0.00294176237484
source_default,2005-09-27,2005-09-28,50,2,0.4,0.00116732409091,0.00544131283378,5.83662045453e-06,0.00543547621332
source_default,2005-09-28,2005-09-29,50,3,0.6,0.2,0.0094839177477,0.001,0.0084839177477
source_default,2005-09-29,2005-09-30,50,6,1,0.5,-0.00265825490987,0.0025,-0.00515825490987
source_default,2005-09-30,2005-10-03,50,7,1,0.142857142857,-0.00176485689859,0.000714285714286,-0.00247914261287
source_default,2005-10-03,2005-10-04,50,7,1,0.00173009833866,-0.0085591748715,8.65049169328e-06,-0.0085678253632
source_default,2005-10-04,2005-10-05,50,7,1,0.145008044736,-0.0145015527195,0.000725040223678,-0.0152265929431
source_default,2005-10-05,2005-10-06,50,2,0.4,0.712354081602,0.00103544683293,0.00356177040801,-0.00252632357508
source_default,2005-10-06,2005-10-07,50,1,0.2,0.200620625475,0.000635465065824,0.00100310312738,-0.000367638061551
source_default,2005-10-07,2005-10-10,50,1,0.2,0.000508049205138,4.22226410657e-05,2.54024602569e-06,3.968239504e-05
source_default,2005-10-10,2005-10-11,50,3,0.6,0.4,-0.000660510409391,0.002,-0.00266051040939
source_default,2005-10-11,2005-10-12,50,3,0.6,0.000481067560109,-0.00506897442556,2.40533780054e-06,-0.00507137976336
source_default,2005-10-12,2005-10-13,50,1,0.2,0.399233696672,0.000725728875899,0.00199616848336,-0.00127043960746
source_default,2005-10-13,2005-10-14,50,1,0.2,0.00058016206036,-0.000935777195071,2.9008103018e-06,-0.000938678005373
source_default,2005-10-14,2005-10-17,50,1,0.2,0.2,-0.00332225943432,0.001,-0.00432225943432
source_default,2005-10-17,2005-10-18,50,2,0.4,0.202666666907,-0.00397197606634,0.00101333333453,-0.00498530940087
source_default,2005-10-18,2005-10-19,50,1,0.2,0.19791442446,-0.00280850998899,0.000989572122302,-0.00379808211129
source_default,2005-10-19,2005-10-20,50,2,0.4,0.4,-0.00503476856829,0.002,-0.00703476856829
source_default,2005-10-20,2005-10-21,50,3,0.6,0.203036147441,0.00394797216727,0.0010151807372,0.00293279143007
source_default,2005-10-21,2005-10-24,50,5,1,0.400007737228,0.00802464633982,0.00200003868614,0.00602460765368
source_default,2005-10-24,2005-10-25,50,6,1,0.166666666667,-0.00533323123212,0.000833333333333,-0.00616656456546
source_default,2005-10-25,2005-10-26,50,7,1,0.428571428571,-0.00338775186051,0.00214285714286,-0.00553060900337
source_default,2005-10-26,2005-10-27,50,7,1,0.00147938285476,-0.00868969214235,7.39691427382e-06,-0.00869708905662
source_default,2005-10-27,2005-10-28,50,6,1,0.141092040673,0.0123916518204,0.000705460203365,0.011686191617
source_default,2005-10-28,2005-10-31,50,5,1,0.165882075418,0.000969672277605,0.000829410377088,0.000140261900517
source_default,2005-10-31,2005-11-01,50,7,1,0.428571428571,0.00150429293218,0.00214285714286,-0.000638564210679
source_default,2005-11-01,2005-11-02,50,6,1,0.139484121658,0.0142289924245,0.000697420608289,0.0135315718162
source_default,2005-11-02,2005-11-03,50,6,1,0.002142257647,0.0044465609071,1.0711288235e-05,0.00443584961887
source_default,2005-11-03,2005-11-04,50,6,1,0.00175009514098,-0.00329183428119,8.75047570489e-06,-0.00330058475689
source_default,2005-11-04,2005-11-07,50,6,1,0.00179381617757,0.00334086774798,8.96908088786e-06,0.00333189866709
source_default,2005-11-07,2005-11-08,50,6,1,0.00153248445281,-0.00236553698188,7.66242226404e-06,-0.00237319940414
source_default,2005-11-08,2005-11-09,50,6,1,0.000831974745976,0.00178587065937,4.15987372988e-06,0.00178171078564
source_default,2005-11-09,2005-11-10,50,6,1,0.00194715954135,0.00355396696765,9.73579770676e-06,0.00354423116994
source_default,2005-11-10,2005-11-11,50,8,1,0.375,0.0053228948249,0.001875,0.0034478948249
source_default,2005-11-11,2005-11-14,50,10,1,0.2,-0.00420432042785,0.001,-0.00520432042785
source_default,2005-11-14,2005-11-15,50,8,1,0.19903618254,-0.00375131353726,0.000995180912698,-0.00474649444996
source_default,2005-11-15,2005-11-16,50,7,1,0.124788156358,0.00678243093723,0.000623940781789,0.00615849015544
source_default,2005-11-16,2005-11-17,50,8,1,0.125,0.0110221202891,0.000625,0.0103971202891
source_default,2005-11-17,2005-11-18,50,10,1,0.2,0.00278556630226,0.001,0.00178556630226
source_default,2005-11-18,2005-11-21,50,10,1,0.00153174131094,0.00490708719279,7.65870655468e-06,0.00489942848623
source_default,2005-11-21,2005-11-22,50,10,1,0.00128640044553,0.00333000528947,6.43200222765e-06,0.00332357328724
source_default,2005-11-22,2005-11-23,50,10,1,0.00160723208013,0.00348029707378,8.03616040063e-06,0.00347226091338
source_default,2005-11-23,2005-11-25,50,10,1,0.0021989407191,-0.000870241872873,1.09947035955e-05,-0.000881236576468
source_default,2005-11-25,2005-11-28,50,10,1,0.00221581888504,-0.00230963402535,1.10790944252e-05,-0.00232071311977
source_default,2005-11-28,2005-11-29,50,10,1,0.00337905659846,-0.0020325627949,1.68952829923e-05,-0.00204945807789
source_default,2005-11-29,2005-11-30,50,9,1,0.0997212707749,-0.00434336876228,0.000498606353875,-0.00484197511615
source_default,2005-11-30,2005-12-01,50,7,1,0.222465893342,0.0163581458193,0.00111232946671,0.0152458163526
source_default,2005-12-01,2005-12-02,50,8,1,0.25,0.00115189560651,0.00125,-9.81043934937e-05
source_default,2005-12-02,2005-12-05,50,8,1,0.00106921714722,0.000127055662236,5.34608573611e-06,0.0001217095765
source_default,2005-12-05,2005-12-06,50,7,1,0.124518425462,0.00482210785256,0.000622592127309,0.00419951572525
source_default,2005-12-06,2005-12-07,50,7,1,0.00150434026089,-0.00323822173723,7.52170130443e-06,-0.00324574343854
source_default,2005-12-07,2005-12-08,50,6,1,0.142443036113,-0.00288801990494,0.000712215180567,-0.0036002350855
source_default,2005-12-08,2005-12-09,50,6,1,0.335820935927,0.00639988797382,0.00167910467964,0.00472078329418
source_default,2005-12-09,2005-12-12,50,4,0.8,0.330355193802,0.00682009180201,0.00165177596901,0.005168315833
source_default,2005-12-12,2005-12-13,50,6,1,0.333333333333,0.00235777061045,0.00166666666667,0.000691103943788
source_default,2005-12-13,2005-12-14,50,7,1,0.285714285714,-0.00119192088788,0.00142857142857,-0.00262049231645
source_default,2005-12-14,2005-12-15,50,9,1,0.222222222222,-0.00465335606478,0.00111111111111,-0.00576446717589
source_default,2005-12-15,2005-12-16,50,7,1,0.222311599071,0.00366390424721,0.00111155799536,0.00255234625185
source_default,2005-12-16,2005-12-19,50,7,1,0.00210514075811,-0.00303849904205,1.05257037905e-05,-0.00304902474584
source_default,2005-12-19,2005-12-20,50,7,1,0.0017440364437,0.00240696677841,8.72018221848e-06,0.00239824659619
source_default,2005-12-20,2005-12-21,50,5,1,0.285351130324,0.00652600452817,0.00142675565162,0.00509924887655
source_default,2005-12-21,2005-12-22,50,5,1,0.00321155535361,0.0043399335763,1.60577767681e-05,0.00432387579953
source_default,2005-12-22,2005-12-23,50,6,1,0.166666666667,0.00366455007193,0.000833333333333,0.0028312167386
source_default,2005-12-23,2005-12-27,50,6,1,0.166978058437,-0.00500377262434,0.000834890292186,-0.00583866291653
