target_drag_reduced,sharpe_not_materially_worse,ann_return_not_materially_worse,drawdown_not_materially_worse,cvar_not_materially_worse,turnover_under_cap,state_guardrails_preserved,hidden_beta_not_higher,guard_state_ann_return_deltas,final_decision
False,False,False,True,True,True,False,True,stressed_panic:-0.0053%;recovery_confirmed:-1.0612%;recovery_fragile:-2.0776%,REJECT
