cik10,company_name_as_filed,sector,current_tickers,current_exchanges,has_current_sec_ticker,identity_status,candidate_symbols,symbol_count,symbol_source,collision_flag,single_symbol_usable_for_price_probe,tiingo_symbol,first_eligible_decision,last_eligible_decision,inventory_interval_overlap,inventory_status
0001036044,"IDENTIV, INC.",technology,INVE,Nasdaq,True,current_ticker_available,INVE,1,current_sec_mapping,False,True,INVE,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001036262,INTEST CORP,technology,INTT,NYSE,True,current_ticker_available,INTT,1,current_sec_mapping,False,True,INTT,2024-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001037646,METTLER TOLEDO INTERNATIONAL INC/,technology,MTD,NYSE,True,current_ticker_available,MTD,1,current_sec_mapping,False,True,MTD,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001037868,AMETEK INC/,technology,AME,NYSE,True,current_ticker_available,AME,1,current_sec_mapping,False,True,AME,2021-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001038074,SILICON LABORATORIES INC.,technology,SLAB,Nasdaq,True,current_ticker_available,SLAB,1,current_sec_mapping,False,True,SLAB,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001039065,OSI SYSTEMS INC,technology,OSIS,Nasdaq,True,current_ticker_available,OSIS,1,current_sec_mapping,False,True,OSIS,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001039399,FORMFACTOR INC,technology,FORM,Nasdaq,True,current_ticker_available,FORM,1,current_sec_mapping,False,True,FORM,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001040161,"PIXELWORKS, INC",technology,PXLW,Nasdaq,True,current_ticker_available,PXLW,1,current_sec_mapping,False,True,PXLW,2015-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported
0001043961,TRANSGENOMIC INC,technology,PRPO,Nasdaq,True,current_ticker_available,PRPO,1,current_sec_mapping,False,True,PRPO,2012-04-01 00:00:00+00:00,2015-04-01 00:00:00+00:00,True,candidate_supported
0001044777,ONESPAN INC.,technology,OSPN,Nasdaq,True,current_ticker_available,OSPN,1,current_sec_mapping,False,True,OSPN,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001045810,NVIDIA CORP,technology,NVDA,Nasdaq,True,current_ticker_available,NVDA,1,current_sec_mapping,False,True,NVDA,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001047127,"AMKOR TECHNOLOGY, INC.",technology,AMKR,Nasdaq,True,current_ticker_available,AMKR,1,current_sec_mapping,False,True,AMKR,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001048695,"F5, INC.",technology,FFIV,Nasdaq,True,current_ticker_available,FFIV,1,current_sec_mapping,False,True,FFIV,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001049502,MKS INC,technology,MKSI,Nasdaq,True,current_ticker_available,MKSI,1,current_sec_mapping,False,True,MKSI,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001049521,MERCURY SYSTEMS INC,technology,MRCY,Nasdaq,True,current_ticker_available,MRCY,1,current_sec_mapping,False,True,MRCY,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001050377,PC CONNECTION INC,technology,CNXN,Nasdaq,True,current_ticker_available,CNXN,1,current_sec_mapping,False,True,CNXN,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001051627,AXT INC,technology,AXTI,Nasdaq,True,current_ticker_available,AXTI,1,current_sec_mapping,False,True,AXTI,2012-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,True,candidate_supported
0001056696,MANHATTAN ASSOCIATES INC,technology,MANH,Nasdaq,True,current_ticker_available,MANH,1,current_sec_mapping,False,True,MANH,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,technology,CTSH,Nasdaq,True,current_ticker_available,CTSH,1,current_sec_mapping,False,True,CTSH,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001058811,IMMERSION CORP,technology,IMMR,Nasdaq,True,current_ticker_available,IMMR,1,current_sec_mapping,False,True,IMMR,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported
0001066194,EGAIN CORP,technology,EGAN,Nasdaq,True,current_ticker_available,EGAN,1,current_sec_mapping,False,True,EGAN,2014-10-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,True,candidate_supported
0001070235,BLACKBERRY LTD,technology,BB,NYSE,True,current_ticker_available,BB,1,current_sec_mapping,False,True,BB,2020-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001078075,NETSCOUT SYSTEMS INC,technology,NTCT,Nasdaq,True,current_ticker_available,NTCT,1,current_sec_mapping,False,True,NTCT,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001078271,EXTREME NETWORKS INC,technology,EXTR,Nasdaq,True,current_ticker_available,EXTR,1,current_sec_mapping,False,True,EXTR,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001081745,"INTELLINETICS, INC.",technology,INLX,NYSE,True,current_ticker_available,INLX,1,current_sec_mapping,False,True,INLX,2023-07-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,True,candidate_supported
0001090872,"AGILENT TECHNOLOGIES, INC.",technology,A,NYSE,True,current_ticker_available,A,1,current_sec_mapping,False,True,A,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001092699,SPS COMMERCE INC,technology,SPSC,Nasdaq,True,current_ticker_available,SPSC,1,current_sec_mapping,False,True,SPSC,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001094285,TELEDYNE TECHNOLOGIES INC,technology,TDY,NYSE,True,current_ticker_available,TDY,1,current_sec_mapping,False,True,TDY,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001095565,HEALTHSTREAM INC,technology,HSTM,Nasdaq,True,current_ticker_available,HSTM,1,current_sec_mapping,False,True,HSTM,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001097864,ON SEMICONDUCTOR CORP,technology,ON,Nasdaq,True,current_ticker_available,ON,1,current_sec_mapping,False,True,ON,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001102993,LIVEPERSON INC,technology,LPSN,Nasdaq,True,current_ticker_available,LPSN,1,current_sec_mapping,False,True,LPSN,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001107843,"QUALYS, INC.",technology,QLYS,Nasdaq,True,current_ticker_available,QLYS,1,current_sec_mapping,False,True,QLYS,2014-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001108524,"SALESFORCE, INC.",technology,CRM,NYSE,True,current_ticker_available,CRM,1,current_sec_mapping,False,True,CRM,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001110803,"ILLUMINA, INC.",technology,ILMN,Nasdaq,True,current_ticker_available,ILMN,1,current_sec_mapping,False,True,ILMN,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001111928,IPG PHOTONICS CORP,technology,IPGP,Nasdaq,True,current_ticker_available,IPGP,1,current_sec_mapping,False,True,IPGP,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001114925,LANTRONIX INC,technology,LTRX,Nasdaq,True,current_ticker_available,LTRX,1,current_sec_mapping,False,True,LTRX,2023-10-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001114995,IMPINJ INC,technology,PI,Nasdaq,True,current_ticker_available,PI,1,current_sec_mapping,False,True,PI,2018-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001116942,TTM TECHNOLOGIES INC,technology,TTMI,Nasdaq,True,current_ticker_available,TTMI,1,current_sec_mapping,False,True,TTMI,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001120914,PDF SOLUTIONS INC,technology,PDFS,Nasdaq,True,current_ticker_available,PDFS,1,current_sec_mapping,False,True,PDFS,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001121788,GARMIN LTD,technology,GRMN,NYSE,True,current_ticker_available,GRMN,1,current_sec_mapping,False,True,GRMN,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001122904,"NETGEAR, INC.",technology,NTGR,Nasdaq,True,current_ticker_available,NTGR,1,current_sec_mapping,False,True,NTGR,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001123494,HARVARD BIOSCIENCE INC,technology,HBIO,Nasdaq,True,current_ticker_available,HBIO,1,current_sec_mapping,False,True,HBIO,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001124796,"NLIGHT, INC.",technology,LASR,Nasdaq,True,current_ticker_available,LASR,1,current_sec_mapping,False,True,LASR,2020-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001126741,GSI TECHNOLOGY INC,technology,GSIT,Nasdaq,True,current_ticker_available,GSIT,1,current_sec_mapping,False,True,GSIT,2012-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,True,candidate_supported
0001133311,TRAVELZOO,technology,TZOO,Nasdaq,True,current_ticker_available,TZOO,1,current_sec_mapping,False,True,TZOO,2012-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,True,candidate_supported
0001133421,NORTHROP GRUMMAN CORP /DE/,technology,NOC,NYSE,True,current_ticker_available,NOC,1,current_sec_mapping,False,True,NOC,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001137789,SEAGATE TECHNOLOGY HOLDINGS PLC,technology,STX,Nasdaq,True,current_ticker_available,STX,1,current_sec_mapping,False,True,STX,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001144879,APPLIED DIGITAL CORP.,technology,APLD,Nasdaq,True,current_ticker_available,APLD,1,current_sec_mapping,False,True,APLD,2025-10-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,AAOI,Nasdaq,True,current_ticker_available,AAOI,1,current_sec_mapping,False,True,AAOI,2015-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001158324,"COGENT COMMUNICATIONS HOLDINGS, INC.",technology,CCOI,Nasdaq,True,current_ticker_available,CCOI,1,current_sec_mapping,False,True,CCOI,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,True,candidate_supported
0001162194,STANDARD BIOTOOLS INC.,technology,LAB,Nasdaq,True,current_ticker_available,LAB,1,current_sec_mapping,False,True,LAB,2013-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001167419,"RIOT BLOCKCHAIN, INC.",technology,RIOT,Nasdaq,True,current_ticker_available,RIOT,1,current_sec_mapping,False,True,RIOT,2022-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,True,candidate_supported
0001169561,COMMVAULT SYSTEMS INC,technology,CVLT,Nasdaq,True,current_ticker_available,CVLT,1,current_sec_mapping,False,True,CVLT,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001173489,CEVA INC,technology,CEVA,Nasdaq,True,current_ticker_available,CEVA,1,current_sec_mapping,False,True,CEVA,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001177394,TD SYNNEX CORP,technology,SNX,NYSE,True,current_ticker_available,SNX,1,current_sec_mapping,False,True,SNX,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001210677,FIRST ADVANTAGE CORP,technology,FA,Nasdaq,True,current_ticker_available,FA,1,current_sec_mapping,False,True,FA,2025-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001261333,"DOCUSIGN, INC.",technology,DOCU,Nasdaq,True,current_ticker_available,DOCU,1,current_sec_mapping,False,True,DOCU,2020-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001262039,"FORTINET, INC.",technology,FTNT,Nasdaq,True,current_ticker_available,FTNT,1,current_sec_mapping,False,True,FTNT,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001272842,AIRGAIN INC,technology,AIRG,Nasdaq,True,current_ticker_available,AIRG,1,current_sec_mapping,False,True,AIRG,2018-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported
0001274494,"FIRST SOLAR, INC.",technology,FSLR,Nasdaq,True,current_ticker_available,FSLR,1,current_sec_mapping,False,True,FSLR,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001275014,"ULTRA CLEAN HOLDINGS, INC.",technology,UCTT,Nasdaq,True,current_ticker_available,UCTT,1,current_sec_mapping,False,True,UCTT,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001280058,BLACKBAUD INC,technology,BLKB,Nasdaq,True,current_ticker_available,BLKB,1,current_sec_mapping,False,True,BLKB,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001280263,AMBARELLA INC,technology,AMBA,Nasdaq,True,current_ticker_available,AMBA,1,current_sec_mapping,False,True,AMBA,2014-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001280452,MONOLITHIC POWER SYSTEMS INC,technology,MPWR,Nasdaq,True,current_ticker_available,MPWR,1,current_sec_mapping,False,True,MPWR,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001282631,NETLIST INC,technology,NLST,OTC,True,current_ticker_available,NLST,1,current_sec_mapping,False,True,NLST,2022-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,True,candidate_supported
0001286139,"LEGALZOOM.COM, INC.",technology,LZ,Nasdaq,True,current_ticker_available,LZ,1,current_sec_mapping,False,True,LZ,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001288469,"MAXLINEAR, INC",technology,MXL,Nasdaq,True,current_ticker_available,MXL,1,current_sec_mapping,False,True,MXL,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001288847,"FIVE9, INC.",technology,FIVN,Nasdaq,True,current_ticker_available,FIVN,1,current_sec_mapping,False,True,FIVN,2016-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001299130,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",technology,PACB,Nasdaq,True,current_ticker_available,PACB,1,current_sec_mapping,False,True,PACB,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001308547,"DOLBY LABORATORIES, INC.",technology,DLB,NYSE,True,current_ticker_available,DLB,1,current_sec_mapping,False,True,DLB,2012-04-01 00:00:00+00:00,2016-10-01 00:00:00+00:00,True,candidate_supported
0001314102,"EYEPOINT PHARMACEUTICALS, INC.",technology,EYPT,Nasdaq,True,current_ticker_available,EYPT,1,current_sec_mapping,False,True,EYPT,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported
0001314727,SONOS INC,technology,SONO,Nasdaq,True,current_ticker_available,SONO,1,current_sec_mapping,False,True,SONO,2020-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001315098,ROBLOX CORP,technology,RBLX,NYSE,True,current_ticker_available,RBLX,1,current_sec_mapping,False,True,RBLX,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001321655,PALANTIR TECHNOLOGIES INC.,technology,PLTR,Nasdaq,True,current_ticker_available,PLTR,1,current_sec_mapping,False,True,PLTR,2022-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001325702,MAGNACHIP SEMICONDUCTOR CORP,technology,MX,NYSE,True,current_ticker_available,MX,1,current_sec_mapping,False,True,MX,2013-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001326801,"META PLATFORMS, INC.",technology,META,Nasdaq,True,current_ticker_available,META,1,current_sec_mapping,False,True,META,2014-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001327567,PALO ALTO NETWORKS INC,technology,PANW,Nasdaq,True,current_ticker_available,PANW,1,current_sec_mapping,False,True,PANW,2013-10-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001327688,OOMA INC,technology,OOMA,NYSE,True,current_ticker_available,OOMA,1,current_sec_mapping,False,True,OOMA,2017-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001327811,"WORKDAY, INC.",technology,WDAY,Nasdaq,True,current_ticker_available,WDAY,1,current_sec_mapping,False,True,WDAY,2014-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001336920,"LEIDOS HOLDINGS, INC.",technology,LDOS,NYSE,True,current_ticker_available,LDOS,1,current_sec_mapping,False,True,LDOS,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,technology,DRTTF,OTC,True,current_ticker_available,DRTTF,1,current_sec_mapping,False,True,DRTTF,2022-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,True,candidate_supported
0001351636,"SHOTSPOTTER, INC",technology,SSTI,Nasdaq,True,current_ticker_available,SSTI,1,current_sec_mapping,False,True,SSTI,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported
0001352010,"EPAM SYSTEMS, INC.",technology,EPAM,NYSE,True,current_ticker_available,EPAM,1,current_sec_mapping,False,True,EPAM,2014-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001361113,VARONIS SYSTEMS INC,technology,VRNS,Nasdaq,True,current_ticker_available,VRNS,1,current_sec_mapping,False,True,VRNS,2016-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001373715,"SERVICENOW, INC.",technology,NOW,NYSE,True,current_ticker_available,NOW,1,current_sec_mapping,False,True,NOW,2014-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001377149,CAREVIEW COMMUNICATIONS INC,technology,CRVW,OTC,True,current_ticker_available,CRVW,1,current_sec_mapping,False,True,CRVW,2012-04-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,True,candidate_supported
0001377789,"AVIAT NETWORKS, INC.",technology,AVNW,Nasdaq,True,current_ticker_available,AVNW,1,current_sec_mapping,False,True,AVNW,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001384905,"RINGCENTRAL, INC.",technology,RNG,NYSE,True,current_ticker_available,RNG,1,current_sec_mapping,False,True,RNG,2015-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001387467,ALPHA & OMEGA SEMICONDUCTOR LTD,technology,AOSL,Nasdaq,True,current_ticker_available,AOSL,1,current_sec_mapping,False,True,AOSL,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001393052,VEEVA SYSTEMS INC,technology,VEEV,NYSE,True,current_ticker_available,VEEV,1,current_sec_mapping,False,True,VEEV,2015-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001402436,SS&C TECHNOLOGIES HOLDINGS INC,technology,SSNC,Nasdaq,True,current_ticker_available,SSNC,1,current_sec_mapping,False,True,SSNC,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001404655,HUBSPOT INC,technology,HUBS,NYSE,True,current_ticker_available,HUBS,1,current_sec_mapping,False,True,HUBS,2016-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001408710,FABRINET,technology,FN,NYSE,True,current_ticker_available,FN,1,current_sec_mapping,False,True,FN,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001410384,"Q2 HOLDINGS, INC.",technology,QTWO,NYSE,True,current_ticker_available,QTWO,1,current_sec_mapping,False,True,QTWO,2015-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001411690,"BIONANO GENOMICS, INC.",technology,BNGO,Nasdaq,True,current_ticker_available,BNGO,1,current_sec_mapping,False,True,BNGO,2022-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,True,candidate_supported
0001413447,NXP SEMICONDUCTORS N.V.,technology,NXPI,Nasdaq,True,current_ticker_available,NXPI,1,current_sec_mapping,False,True,NXPI,2020-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001415404,ECHOSTAR CORP,technology,ECHO,Nasdaq,True,current_ticker_available,ECHO,1,current_sec_mapping,False,True,ECHO,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported
0001418819,IRIDIUM COMMUNICATIONS INC.,technology,IRDM,Nasdaq,True,current_ticker_available,IRDM,1,current_sec_mapping,False,True,IRDM,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001419612,"SOLAREDGE TECHNOLOGIES, INC.",technology,SEDG,Nasdaq,True,current_ticker_available,SEDG,1,current_sec_mapping,False,True,SEDG,2016-10-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001420520,ATOMERA INC,technology,ATOM,Nasdaq,True,current_ticker_available,ATOM,1,current_sec_mapping,False,True,ATOM,2020-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported
0001422930,"PUBMATIC, INC.",technology,PUBM,Nasdaq,True,current_ticker_available,PUBM,1,current_sec_mapping,False,True,PUBM,2022-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001432133,KALTURA INC,technology,KLTR,Nasdaq,True,current_ticker_available,KLTR,1,current_sec_mapping,False,True,KLTR,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001433195,APPFOLIO INC,technology,APPF,Nasdaq,True,current_ticker_available,APPF,1,current_sec_mapping,False,True,APPF,2017-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001437283,"VIRTUAL PIGGY, INC.",technology,RPMT,OTC,True,current_ticker_available,RPMT,1,current_sec_mapping,False,True,RPMT,2013-07-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,True,candidate_supported
0001438423,EVERSPIN TECHNOLOGIES INC,technology,MRAM,Nasdaq,True,current_ticker_available,MRAM,1,current_sec_mapping,False,True,MRAM,2018-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported
0001441683,APPIAN CORP,technology,APPN,Nasdaq,True,current_ticker_available,APPN,1,current_sec_mapping,False,True,APPN,2019-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001441816,"MONGODB, INC.",technology,MDB,Nasdaq,True,current_ticker_available,MDB,1,current_sec_mapping,False,True,MDB,2019-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001442145,"VERISK ANALYTICS, INC.",technology,VRSK,Nasdaq,True,current_ticker_available,VRSK,1,current_sec_mapping,False,True,VRSK,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001445305,WORKIVA INC,technology,WK,NYSE,True,current_ticker_available,WK,1,current_sec_mapping,False,True,WK,2016-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001447669,TWILIO INC,technology,TWLO,NYSE,True,current_ticker_available,TWLO,1,current_sec_mapping,False,True,TWLO,2018-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001451809,SITIME CORP,technology,SITM,Nasdaq,True,current_ticker_available,SITM,1,current_sec_mapping,False,True,SITM,2022-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001454938,TEADS HOLDING CO.,technology,TEAD,Nasdaq,True,current_ticker_available,TEAD,1,current_sec_mapping,False,True,TEAD,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001459200,"ALARM.COM HOLDINGS, INC.",technology,ALRM,Nasdaq,True,current_ticker_available,ALRM,1,current_sec_mapping,False,True,ALRM,2017-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001462056,"BACKBLAZE, INC.",technology,BLZE,Nasdaq,True,current_ticker_available,BLZE,1,current_sec_mapping,False,True,BLZE,2025-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001463101,"ENPHASE ENERGY, INC.",technology,ENPH,Nasdaq,True,current_ticker_available,ENPH,1,current_sec_mapping,False,True,ENPH,2014-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001463972,VUZIX CORP,technology,VUZI,Nasdaq,True,current_ticker_available,VUZI,1,current_sec_mapping,False,True,VUZI,2017-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,True,candidate_supported
0001466258,TRANE TECHNOLOGIES PLC,technology,TT,NYSE,True,current_ticker_available,TT,1,current_sec_mapping,False,True,TT,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001467623,"DROPBOX, INC.",technology,DBX,Nasdaq,True,current_ticker_available,DBX,1,current_sec_mapping,False,True,DBX,2020-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001474432,"EVERPURE, INC.",technology,P,NYSE,True,current_ticker_available,P,1,current_sec_mapping,False,True,P,2017-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001476840,"EXPENSIFY, INC.",technology,EXFY,Nasdaq,True,current_ticker_available,EXFY,1,current_sec_mapping,False,True,EXFY,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001477294,SENSATA TECHNOLOGIES HOLDING PLC,technology,ST,NYSE,True,current_ticker_available,ST,1,current_sec_mapping,False,True,ST,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001477333,"CLOUDFLARE, INC.",technology,NET,NYSE,True,current_ticker_available,NET,1,current_sec_mapping,False,True,NET,2021-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001477720,"ASANA, INC.",technology,ASAN,NYSE,True,current_ticker_available,ASAN,1,current_sec_mapping,False,True,ASAN,2022-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001487952,"VISHAY PRECISION GROUP, INC.",technology,VPG,NYSE,True,current_ticker_available,VPG,1,current_sec_mapping,False,True,VPG,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001493594,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.",technology,MTSI,Nasdaq,True,current_ticker_available,MTSI,1,current_sec_mapping,False,True,MTSI,2014-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
