portfolio,state,label,n_weeks,ann_return,ann_vol,sharpe,max_drawdown,calmar,cvar_5,worst_4w,worst_13w,avg_BIL,avg_SPY,avg_QQQ,avg_sector_sleeve_exposure,avg_offense_exposure,avg_defense_exposure,avg_cash_exposure
improved_phase4_sector_25pct_offense,calm_trend,improved_phase4_sector_25pct_offense,295,0.04705331157648418,0.08779833718826428,0.5359248601210826,-0.1370264199156983,0.34338860787162373,-0.029248634097472456,-0.07067747532921441,-0.08832535145034451,0.08608752044129969,0.06410392725451211,0.018719596382689378,0.23034885841161476,0.6470270760430293,0.30910550416585364,0.043867419791116746
improved_phase4_sector_25pct_offense,neutral_mixed,improved_phase4_sector_25pct_offense,493,0.1140846134537683,0.083582812578434,1.364929103656466,-0.10952242396400746,1.0416553005735165,-0.02615061804912585,-0.08277253039754069,-0.0799629502679609,0.22477463748619933,0.05490504588828118,0.024311012228279867,0.161111960041769,0.5514679634510599,0.24884523577045511,0.19968680077848477
improved_phase4_sector_25pct_offense,recovery_confirmed,improved_phase4_sector_25pct_offense,44,0.04224711387911673,0.08158611275667263,0.5178223652488149,-0.05634954339752696,0.7497330294422732,-0.025051749401516468,-0.037181157205978504,-0.0432878242285459,0.0816145403762881,0.04591928290419389,0.04221566557651447,0.1898301996448177,0.6833353933811875,0.25455236627235406,0.0621122403464581
improved_phase4_sector_25pct_offense,recovery_fragile,improved_phase4_sector_25pct_offense,49,0.08316036018352979,0.061086748198051474,1.3613486171159854,-0.030333539456388503,2.7415317062847904,-0.017088650687389132,-0.02714077611303669,-0.023470629067005,0.14283981654298075,0.04745120324321101,0.0383141806731679,0.09271362731160614,0.565656568141847,0.32722832293987125,0.10711510891828149
improved_phase4_sector_25pct_offense,stressed_panic,improved_phase4_sector_25pct_offense,229,0.040637082719286344,0.08208259671931982,0.4950755013056449,-0.13936036217106773,0.29159713770981366,-0.02582806024993141,-0.1279085927794214,-0.1204196877121026,0.5172680158913736,0.021521569467128212,0.010953338767415095,0.055553169095990784,0.2901973127727218,0.20999765647704355,0.49980503075023436
improved_phase4_balanced_sector_breadth,calm_trend,improved_phase4_balanced_sector_breadth,295,0.04139847502168381,0.0865790811006435,0.478157939486102,-0.13226142834811982,0.3130048989998853,-0.03003527081480066,-0.0884792917351505,-0.08216347232459259,0.08025854675704823,0.05800127573862976,0.016191056259613066,0.27414295357032226,0.6788618934222527,0.2936126828489335,0.02752542372881357
improved_phase4_balanced_sector_breadth,neutral_mixed,improved_phase4_balanced_sector_breadth,493,0.10478310774401911,0.07958687262787595,1.316587827667926,-0.10489041306514613,0.9989769768466793,-0.02532048120212802,-0.0784777799531378,-0.07346638599992339,0.2676176170614619,0.05179693016909227,0.02368131166584487,0.2019036345663904,0.5732718657586047,0.24027581627605685,0.18645231796533815
improved_phase4_balanced_sector_breadth,recovery_confirmed,improved_phase4_balanced_sector_breadth,44,0.05066377146843837,0.0857264944431303,0.5909931555879492,-0.05757964409334859,0.8798903200287561,-0.02758303964932117,-0.0349180943324163,-0.04251819275140232,0.05740768068624911,0.0446075099459217,0.0420891821131151,0.24923676523093297,0.7254675126562284,0.25941694137577687,0.015115545967994547
improved_phase4_balanced_sector_breadth,recovery_fragile,improved_phase4_balanced_sector_breadth,49,0.05000927238156283,0.04721595908543483,1.059160363365142,-0.030114372152820645,1.6606446957546395,-0.014813626748356968,-0.021397731808205603,-0.020646401653063494,0.34791431878637796,0.04177307267439482,0.03397617924939878,0.22143508226791841,0.6274632021557237,0.2733002389769582,0.09923655886731783
improved_phase4_balanced_sector_breadth,stressed_panic,improved_phase4_balanced_sector_breadth,229,0.03279688330489394,0.0628100868843864,0.522159495898528,-0.10742152383130599,0.3053101662977518,-0.018511368344689808,-0.1023659419824024,-0.0936742174871079,0.6487504387198829,0.019217426119769076,0.009876722558089827,0.13603340864266114,0.3350999142666074,0.16606191616246993,0.49883816957092236
improved_phase4_stretch_sector_momentum,calm_trend,improved_phase4_stretch_sector_momentum,295,0.029705696359151545,0.08127146151345398,0.36551202360540735,-0.15285582164502975,0.19433801107121557,-0.028350174404419632,-0.0817034232654406,-0.0873313038357138,0.10389727593517027,0.05480259583577972,0.015154980561656985,0.30909926395383297,0.6903452930275968,0.28219707985375886,0.027457627118644072
improved_phase4_stretch_sector_momentum,neutral_mixed,improved_phase4_stretch_sector_momentum,493,0.10386095104010007,0.0770406303083816,1.3481321560371575,-0.10469558571121684,0.9920279860373583,-0.024926284608381203,-0.07531733223616119,-0.0702303236574054,0.2923053109317458,0.049305058940394934,0.022401468437055403,0.23497597107018958,0.5899647783650372,0.2283603944958394,0.18167482713912309
improved_phase4_stretch_sector_momentum,recovery_confirmed,improved_phase4_stretch_sector_momentum,44,0.07329626033923531,0.08436583853406815,0.8687907524280366,-0.052642955313285444,1.3923279934236066,-0.02555135198693027,-0.035935001086976004,-0.03880756875823153,0.07874053341286978,0.04290729273463142,0.04228964818899871,0.2824004012460735,0.744805150873336,0.2427064152498158,0.01248843387684801
improved_phase4_stretch_sector_momentum,recovery_fragile,improved_phase4_stretch_sector_momentum,49,0.07864644949538757,0.052849981516042796,1.4881074172469515,-0.030755158736757493,2.5571791115937916,-0.0152909211366992,-0.02098658406776,-0.0185947995805575,0.2559402380312349,0.03952395490734474,0.03363896265121539,0.26260925169918786,0.6540192477322325,0.2508198131174013,0.09516093915036582
improved_phase4_stretch_sector_momentum,stressed_panic,improved_phase4_stretch_sector_momentum,229,0.031096184196000243,0.06251126324721108,0.49744930082480115,-0.10968702419238108,0.2834992053523155,-0.01815202607965079,-0.1050367636498026,-0.0965271672953347,0.6685501535219732,0.018246208186773014,0.009758106414844361,0.15824128945759589,0.3481444950074432,0.15519997319527573,0.49665553179728067
improved_phase4_sector_us_hybrid,calm_trend,improved_phase4_sector_us_hybrid,295,0.041913624992157894,0.08139766945743683,0.5149241405993165,-0.12709287332923913,0.32978737433671035,-0.028079677680654058,-0.0789130904294725,-0.0816328941772356,0.12900917666120523,0.06811781109971862,0.02379409487818239,0.26107831845600316,0.6688526511049208,0.2970075881545023,0.03413976074057673
improved_phase4_sector_us_hybrid,neutral_mixed,improved_phase4_sector_us_hybrid,493,0.10179847067698367,0.07638784015317002,1.3326528210885555,-0.09842860489542848,1.0342366508713128,-0.024312393938049612,-0.0756923843962508,-0.06988606403014798,0.30224179787621297,0.05045936142259701,0.023973076205958895,0.17988223615074392,0.5406373544463523,0.2335464942479804,0.22581615130566698
improved_phase4_sector_us_hybrid,recovery_confirmed,improved_phase4_sector_us_hybrid,44,0.04911855118771191,0.08256150251069118,0.5949328645194094,-0.0546028236888636,0.8995606430099288,-0.026421197370279967,-0.0326797920672056,-0.03948286650317453,0.10542165613765807,0.04312743276730666,0.04218830944498904,0.22579301873820157,0.683361402169286,0.2501038792126174,0.06653471861809643
improved_phase4_sector_us_hybrid,recovery_fragile,improved_phase4_sector_us_hybrid,49,0.049360853178410435,0.04660599279198834,1.0591095741424836,-0.029293290382434778,1.6850566301697822,-0.014722874233271267,-0.021135271564023998,-0.020258703347730497,0.3588387987559903,0.04171842777583433,0.03419435183402092,0.20587039713329366,0.6077873663653716,0.26696482883853,0.12524780479609804
improved_phase4_sector_us_hybrid,stressed_panic,improved_phase4_sector_us_hybrid,229,0.03397033147996842,0.06014911590152074,0.5647685917044302,-0.10099599824561734,0.336353242406241,-0.017802095502631267,-0.09607349953571881,-0.08763908308325509,0.6530864199345358,0.018761019288286516,0.010105417019475801,0.12968786072571764,0.32690520277570156,0.1638267437324795,0.5092680534918185
ggg1,calm_trend,ggg1,295,0.04085050192523543,0.07953371985417827,0.5136249379525201,-0.13932214620799088,0.29320896237307914,-0.027025855044929395,-0.0671860052550783,-0.0744074126360933,0.11033000592010062,0.07982519020615454,0.02101357376028164,0.0,0.526719788329487,0.43695629377075296,0.03632391789975976
ggg1,neutral_mixed,ggg1,493,0.11211233905761886,0.07670728102960378,1.461560591808112,-0.09121696089228515,1.2290733868014778,-0.02470568782041674,-0.07053592921169222,-0.06817310660097112,0.26035567144318916,0.06583888319418474,0.02972744769017575,0.0,0.4598541646387805,0.3114995414278187,0.22864629393340052
ggg1,recovery_confirmed,ggg1,44,0.02570451511736649,0.07466441754032846,0.34426726899038246,-0.053798275665570494,0.47779440510612337,-0.022095707267119336,-0.033816737795466276,-0.048169733198372075,0.1136074973664243,0.05581500696228929,0.05166739864300462,0.0,0.576633758220574,0.3390959679708478,0.08427027380857775
ggg1,recovery_fragile,ggg1,49,0.0666705276141002,0.05837429590621985,1.1421213151968206,-0.032194211382499116,2.0708855645503563,-0.017134665795987398,-0.027488511643348194,-0.02044807094519,0.16992943172469585,0.05421892789626929,0.04161923774620755,0.0,0.5053523285397453,0.3644472039723851,0.13020046748786926
ggg1,stressed_panic,ggg1,229,0.035802805834722395,0.07448256601549053,0.4806870620874729,-0.12162167458993178,0.29437849754525797,-0.023120023505570523,-0.1114212440122295,-0.10185444956016229,0.5313361164921149,0.025175541432439413,0.011822602646758489,0.0,0.27002788304707737,0.22073726038344632,0.509234856569476
phase2_best,calm_trend,phase2_best,295,0.04126819180250041,0.07980623126085717,0.5171048820437328,-0.13979281294256896,0.2952096816268703,-0.027137273321946997,-0.06718593374158979,-0.0743478800762705,0.10518871708425613,0.08028565949658478,0.021115275840898104,0.0,0.5302853164437568,0.4394366516283657,0.030278031927877248
phase2_best,neutral_mixed,phase2_best,493,0.11743509383550688,0.07995350135295932,1.4687923836766437,-0.09721342895708773,1.2080130810666647,-0.02560171385260939,-0.07312828188887169,-0.07144565101442,0.22678372358168272,0.06885054896773486,0.03068026518008496,0.0,0.48191572217207274,0.3265454404259637,0.19153883740196337
phase2_best,recovery_confirmed,phase2_best,44,0.026741123419163015,0.07715655770751557,0.3465826394242864,-0.053930184791240565,0.49584705712905985,-0.022877000513945266,-0.035128173452165304,-0.04861925530975761,0.08396254478961049,0.05725666265973124,0.05201046985062914,0.0,0.5994455114450372,0.3527687811836129,0.04778570737134977
phase2_best,recovery_fragile,phase2_best,49,0.06960552174468737,0.06017886931536476,1.1566438940539518,-0.03238666567345683,2.1492030839634735,-0.017249188645400964,-0.027488551478950095,-0.019219213173601302,0.14756227492917942,0.055364468646266436,0.04247768118898379,0.0,0.520357445421058,0.3739193317601101,0.10572322281883165
phase2_best,stressed_panic,phase2_best,229,0.03556258865431161,0.07781226839908992,0.4570306120869694,-0.13039410072754665,0.2727315764738333,-0.024113200260261893,-0.11950637818094612,-0.10993272098400081,0.5217679432616686,0.02605976766955929,0.012138995353185134,0.0,0.2759307366487492,0.22523254407788415,0.4988367192733663
phase3_best,calm_trend,phase3_best,295,0.04357799840298493,0.0741167462815261,0.5879642670423988,-0.12200617617820797,0.35717862626341845,-0.025019963852958425,-0.06508150957556741,-0.0729082822350989,0.1587273168818635,0.0928749967613729,0.03128638782993563,0.0,0.5461688299200791,0.4182787986360697,0.03555237144385094
phase3_best,neutral_mixed,phase3_best,493,0.11271353278171592,0.07712147198104165,1.4615065024877076,-0.093329458971663,1.2076951267438332,-0.024880423738692068,-0.0703331611484912,-0.0695495476887748,0.25989697469265133,0.06563247478569836,0.028699309122024844,0.0,0.46879169267322096,0.3033689642759164,0.22783934305086234
phase3_best,recovery_confirmed,phase3_best,44,0.02460581692515218,0.07629159549831707,0.3225232971526328,-0.054833640143954976,0.4487357917613062,-0.02262162274318773,-0.034921775950289266,-0.05020223570256566,0.10678030131674916,0.056275629723771876,0.05298522845925704,0.0,0.590762839102379,0.33100990364632266,0.07822725725129799
phase3_best,recovery_fragile,phase3_best,49,0.06771943234743705,0.05766254702625426,1.1744093148816996,-0.03129608947340212,2.1638304812807476,-0.0165357051789356,-0.02725903279105828,-0.019656484282053976,0.17511889303920825,0.05295592981754114,0.042364376817866256,0.0,0.5146176058822274,0.356519044145502,0.12886334997227034
phase3_best,stressed_panic,phase3_best,229,0.03718311115620154,0.07560362017028631,0.4918165436053448,-0.12214499091541509,0.3044178142511853,-0.023467816583786452,-0.11430801735761212,-0.10231703802141251,0.5317606238363283,0.02571561805530511,0.012187542756869816,0.0,0.2778998609895799,0.2128664558005897,0.5092336832098301
