variant,state,sharpe,capture,max_dd
ggg_baseline_no_modifier,calm_trend,0.5136249379525288,0.47348866999573624,-0.13932214620799088
ggg_baseline_no_modifier,neutral_mixed,1.4615605918081227,0.9456616483785811,-0.09121696089228437
ggg_baseline_no_modifier,recovery_confirmed,0.3442672689903927,0.3954557240128317,-0.05379827566557094
ggg_baseline_no_modifier,recovery_fragile,1.1421213151968135,0.24764069057396362,-0.03219421138249978
ggg_baseline_no_modifier,stressed_panic,0.48068706208748657,0.46401861979458403,-0.1216216745899299
phase1_r2a_reference,calm_trend,0.5286347338003082,0.4699158541672875,-0.1413685562872692
phase1_r2a_reference,neutral_mixed,1.468748189747995,0.9463847319078682,-0.08627439530269354
phase1_r2a_reference,recovery_confirmed,0.323528592510104,0.38205495653903593,-0.056449239289761866
phase1_r2a_reference,recovery_fragile,1.1607105643344504,0.2517123118540234,-0.031297262286556715
phase1_r2a_reference,stressed_panic,0.47912759717759495,0.4624950522404386,-0.12163728042218047
phase1_plus_phase2_reference,calm_trend,0.5269351938081094,0.4683977254924839,-0.1415676840780815
phase1_plus_phase2_reference,neutral_mixed,1.4679577623812863,0.9518301241069872,-0.08833668786734739
phase1_plus_phase2_reference,recovery_confirmed,0.3020674168345528,0.3625630163282204,-0.057540264634345695
phase1_plus_phase2_reference,recovery_fragile,1.157951027676715,0.25111152645268114,-0.031345432179531896
phase1_plus_phase2_reference,stressed_panic,0.47790801901858104,0.46130036685710823,-0.12167279121012997
phase5_master_quality_010,calm_trend,0.5152952904055488,0.467184851987072,-0.1436526623203782
phase5_master_quality_010,neutral_mixed,1.475499263197463,0.9606963695417974,-0.08684508377935662
phase5_master_quality_010,recovery_confirmed,0.3496388665631333,0.4098451891396906,-0.05580906833922983
phase5_master_quality_010,recovery_fragile,1.1805484650926534,0.256968133447068,-0.03164974153156308
phase5_master_quality_010,stressed_panic,0.4788016510138359,0.46218017410493994,-0.12164163041356824
phase5_master_quality_012,calm_trend,0.5150839303094548,0.46554417096427103,-0.14453149020801703
phase5_master_quality_012,neutral_mixed,1.477874079691463,0.9627723638912177,-0.08597298487844152
phase5_master_quality_012,recovery_confirmed,0.34497263134387585,0.40519207125993045,-0.056328914850868994
phase5_master_quality_012,recovery_fragile,1.1853714522848529,0.257830735161824,-0.031481770899031924
phase5_master_quality_012,stressed_panic,0.47842113062990316,0.4618054693325731,-0.12164786790057247
phase5_positive_only_confidence,calm_trend,0.5091583353556822,0.4746799822339243,-0.1443799224303256
phase5_positive_only_confidence,neutral_mixed,1.4666164639803074,0.9698843417712495,-0.09105072702243477
phase5_positive_only_confidence,recovery_confirmed,0.3723678558767007,0.4411649491680747,-0.05566793845121387
phase5_positive_only_confidence,recovery_fragile,1.1837498980055234,0.26070438919878575,-0.031908489133772644
phase5_positive_only_confidence,stressed_panic,0.47941489099068574,0.46277959816983616,-0.12163075861270767
phase5_fragility_guard,calm_trend,0.527713709589674,0.4691559305360502,-0.14151674403915215
phase5_fragility_guard,neutral_mixed,1.473903788135384,0.9471949539775486,-0.08626100182449725
phase5_fragility_guard,recovery_confirmed,0.338704239271853,0.38871610489471403,-0.05397174559702467
phase5_fragility_guard,recovery_fragile,1.156953626079116,0.24971597429682288,-0.03129726228655694
phase5_fragility_guard,stressed_panic,0.47928296592096675,0.4626419404694146,-0.12163728042218092
phase5_master_quality_plus_frag,calm_trend,0.5086359636778789,0.46071481424608013,-0.14401888866079082
phase5_master_quality_plus_frag,neutral_mixed,1.4735764729377643,0.9571903339759773,-0.08684216003276035
phase5_master_quality_plus_frag,recovery_confirmed,0.33972482912555013,0.38885810857259884,-0.05387101065142086
phase5_master_quality_plus_frag,recovery_fragile,1.1906052313741595,0.258062278149916,-0.03164974153156341
phase5_master_quality_plus_frag,stressed_panic,0.478842580535931,0.46221997172949036,-0.12164163041356801
