tested_variant,cik10,ticker,window,weeks,start,end,cagr,total_return,sharpe_zero_rf,max_drawdown,annual_volatility,peak_largest_stock_weight,average_growth_allocation,maximum_growth_allocation,annual_total_turnover,cap_event_weeks
leader_60,0000788965,HNRG,trailing_2y,105,2024-08-09,2026-08-07,0.6243947762144058,1.6633910108634682,1.8659536758455926,-0.2159001275747887,0.28222472831973006,0.20359029710453994,0.3333333333333333,0.6,3.6125728108972472,8
leader_60,0000788965,HNRG,trailing_1y,53,2025-08-08,2026-08-07,1.104877479582255,1.1352204585001622,2.56407934063048,-0.1407326796599635,0.3104542847910097,0.20359029710453994,0.5056603773584906,0.6,3.174501180174754,8
leader_60,0000788965,HNRG,ytd,32,2026-01-02,2026-08-07,1.0905513970724088,0.574285877714249,2.307800464203411,-0.1407326796599635,0.3464932604660357,0.20359029710453994,0.5562499999999999,0.6,3.34946232399962,8
leader_60,0000797721,VSAT,full_recent,188,2023-01-06,2026-08-07,0.4144335009096458,2.5027873855287233,1.5658582279580753,-0.2179953869505885,0.24043943744932705,0.20359029710453996,0.23617021276595743,0.6,2.63620722324118,17
leader_60,0000797721,VSAT,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.42134976696879267,1.8909424408871605,1.51580233605149,-0.2179953869505885,0.2537404154436227,0.20359029710453996,0.26305732484076433,0.6,3.0691916207332963,17
leader_60,0000797721,VSAT,trailing_2y,105,2024-08-09,2026-08-07,0.6243947762144064,1.6633910108634709,1.8659536758455946,-0.21590012757478905,0.28222472831973006,0.20359029710453996,0.3333333333333333,0.6,3.6125728108972472,8
leader_60,0000797721,VSAT,trailing_1y,53,2025-08-08,2026-08-07,1.104877479582254,1.1352204585001613,2.564079340630479,-0.1407326796599636,0.3104542847910098,0.20359029710453996,0.5056603773584906,0.6,3.174501180174753,8
leader_60,0000797721,VSAT,ytd,32,2026-01-02,2026-08-07,1.090551397072407,0.5742858777142481,2.3078004642034102,-0.14073267965996328,0.3464932604660357,0.20359029710453996,0.5562499999999999,0.6,3.3494623239996195,8
leader_60,0000807863,MITK,full_recent,188,2023-01-06,2026-08-07,0.4108067135083635,2.4704242055518266,1.5569303749832188,-0.2179953869505884,0.24010673384665698,0.20359029710453996,0.23617021276595743,0.6,2.634183940472936,13
leader_60,0000807863,MITK,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.4169867319942979,1.8642322583325996,1.5054584542982001,-0.21799538695058807,0.253364400088046,0.20359029710453996,0.26305732484076433,0.6,3.06676883627196,13
leader_60,0000807863,MITK,trailing_2y,105,2024-08-09,2026-08-07,0.6243947762144035,1.663391010863461,1.8659536758455901,-0.21590012757478882,0.28222472831972995,0.20359029710453996,0.3333333333333333,0.6,3.6125728108972472,8
leader_60,0000807863,MITK,trailing_1y,53,2025-08-08,2026-08-07,1.104877479582251,1.1352204585001577,2.564079340630472,-0.14073267965996417,0.3104542847910098,0.20359029710453996,0.5056603773584906,0.6,3.1745011801747527,8
leader_60,0000807863,MITK,ytd,32,2026-01-02,2026-08-07,1.0905513970724052,0.5742858777142472,2.307800464203403,-0.14073267965996394,0.3464932604660357,0.20359029710453996,0.5562499999999999,0.6,3.3494623239996195,8
leader_60,0000858470,0000858470,full_recent,188,2023-01-06,2026-08-07,0.4110999901788184,2.473033151762933,1.5556584497535746,-0.21799538695058873,0.24049815400063349,0.2035902971045399,0.23617021276595743,0.6,2.639861440172411,20
leader_60,0000858470,0000858470,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.41845155536016376,1.8731813140320561,1.5085644178822724,-0.21799538695058818,0.2535665678693199,0.2035902971045399,0.26305732484076433,0.6,3.061268126778103,13
leader_60,0000858470,0000858470,trailing_2y,105,2024-08-09,2026-08-07,0.6243947762144031,1.6633910108634593,1.865953675845589,-0.2159001275747897,0.2822247283197301,0.2035902971045399,0.3333333333333333,0.6,3.6125728108972472,8
leader_60,0000858470,0000858470,trailing_1y,53,2025-08-08,2026-08-07,1.104877479582251,1.1352204585001577,2.564079340630473,-0.14073267965996394,0.3104542847910098,0.2035902971045399,0.5056603773584906,0.6,3.1745011801747527,8
leader_60,0000858470,0000858470,ytd,32,2026-01-02,2026-08-07,1.0905513970724043,0.574285877714247,2.3078004642034062,-0.14073267965996383,0.34649326046603574,0.2035902971045399,0.5562499999999999,0.6,3.34946232399962,8
leader_60,0000889900,PTEN,full_recent,188,2023-01-06,2026-08-07,0.4165020269687836,2.5213430777220416,1.5803700095732143,-0.21506737596757441,0.2388980846706107,0.2035902971045399,0.23617021276595743,0.6,2.646343787334169,18
leader_60,0000889900,PTEN,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.42383919913490953,1.9062569410773036,1.5313466756829937,-0.21506737596757453,0.25198839252500205,0.2035902971045399,0.26305732484076433,0.6,3.081329672003881,18
leader_60,0000889900,PTEN,trailing_2y,105,2024-08-09,2026-08-07,0.6312519193366395,1.6861422900479948,1.8939144190323547,-0.21296427144308572,0.27991638268487895,0.2035902971045399,0.3333333333333333,0.6,3.6354784617991402,12
leader_60,0000889900,PTEN,trailing_1y,53,2025-08-08,2026-08-07,1.1048774795822531,1.13522045850016,2.564079340630476,-0.14073267965996372,0.3104542847910099,0.2035902971045399,0.5056603773584906,0.6,3.1745011801747536,8
leader_60,0000889900,PTEN,ytd,32,2026-01-02,2026-08-07,1.0905513970724074,0.5742858777142483,2.3078004642034085,-0.14073267965996372,0.34649326046603574,0.2035902971045399,0.5562499999999999,0.6,3.3494623239996186,8
leader_60,0000896429,0000896429,full_recent,188,2023-01-06,2026-08-07,0.4122866220183852,2.48360374055391,1.56052353453554,-0.21799538695058662,0.24025277197759773,0.20359029710453994,0.23617021276595743,0.6,2.6373790721449994,19
leader_60,0000896429,0000896429,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.4186989779973527,1.874694738484699,1.5096105011462564,-0.21799538695058696,0.25349472353764185,0.20359029710453994,0.26305732484076433,0.6,3.064274072873205,19
leader_60,0000896429,0000896429,trailing_2y,105,2024-08-09,2026-08-07,0.6243947762144064,1.6633910108634709,1.865953675845595,-0.21590012757478816,0.28222472831972995,0.20359029710453994,0.3333333333333333,0.6,3.6125728108972472,8
leader_60,0000896429,0000896429,trailing_1y,53,2025-08-08,2026-08-07,1.1048774795822536,1.1352204585001608,2.5640793406304785,-0.14073267965996383,0.3104542847910097,0.20359029710453994,0.5056603773584906,0.6,3.174501180174753,8
leader_60,0000896429,0000896429,ytd,32,2026-01-02,2026-08-07,1.0905513970724074,0.5742858777142483,2.3078004642034093,-0.14073267965996394,0.34649326046603574,0.20359029710453994,0.5562499999999999,0.6,3.3494623239996195,8
leader_60,0000909494,TCX,full_recent,188,2023-01-06,2026-08-07,0.41647437241877183,2.5210945349410774,1.5722542558724273,-0.21799538695058895,0.24037494501584628,0.20359029710453996,0.23617021276595743,0.6,2.6516161623664947,20
leader_60,0000909494,TCX,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.4238059126680014,1.9060518121914276,1.5230274962803088,-0.21799538695058862,0.2536660738408573,0.20359029710453996,0.26305732484076433,0.6,3.087643089240042,20
leader_60,0000909494,TCX,trailing_2y,105,2024-08-09,2026-08-07,0.6243947762144049,1.6633910108634655,1.8659536758455912,-0.2159001275747887,0.28222472831972995,0.20359029710453996,0.3333333333333333,0.6,3.6125728108972472,8
leader_60,0000909494,TCX,trailing_1y,53,2025-08-08,2026-08-07,1.1048774795822531,1.13522045850016,2.5640793406304767,-0.14073267965996372,0.3104542847910096,0.20359029710453996,0.5056603773584906,0.6,3.1745011801747527,8
leader_60,0000909494,TCX,ytd,32,2026-01-02,2026-08-07,1.0905513970724057,0.5742858777142474,2.307800464203408,-0.14073267965996372,0.34649326046603546,0.20359029710453996,0.5562499999999999,0.6,3.3494623239996186,8
leader_60,0000912093,VIAV,full_recent,188,2023-01-06,2026-08-07,0.36730822178405753,2.098912998587303,1.4002341286044282,-0.21799538695058784,0.24540175255553673,0.20470809240026713,0.23617021276595743,0.6,2.659093718928648,17
leader_60,0000912093,VIAV,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.36483177652391685,1.5576143003268998,1.331042273031039,-0.21799538695058773,0.25938701011486087,0.20470809240026713,0.26305732484076433,0.6,3.0965971060151056,17
leader_60,0000912093,VIAV,trailing_2y,105,2024-08-09,2026-08-07,0.5334449963796137,1.3708656684763918,1.6206891162482542,-0.21590012757478894,0.2905530025489793,0.20470809240026713,0.3333333333333333,0.6,3.6653980465182885,12
leader_60,0000912093,VIAV,trailing_1y,53,2025-08-08,2026-08-07,0.8778123799578472,0.9007051007674836,2.0963460405245558,-0.1451317554730973,0.3270626155627505,0.20470809240026713,0.5056603773584906,0.6,3.2791549488579474,12
leader_60,0000912093,VIAV,ytd,32,2026-01-02,2026-08-07,0.7304253908102658,0.4013790407101716,1.6628902242182635,-0.1451317554730973,0.3709197963039915,0.20470809240026713,0.5562499999999999,0.6,3.522795128381159,12
leader_60,0000927003,AEIS,full_recent,188,2023-01-06,2026-08-07,0.41633467614358644,2.519839221193258,1.5692836194449638,-0.21799538695058784,0.24082991206233703,0.2035902971045399,0.23617021276595743,0.6,2.6424031363741944,19
leader_60,0000927003,AEIS,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.42363776886525617,1.905015768780629,1.5199306741085303,-0.21799538695058773,0.2541828381208367,0.2035902971045399,0.26305732484076433,0.6,3.0766109307269693,19
leader_60,0000927003,AEIS,trailing_2y,105,2024-08-09,2026-08-07,0.6332833195441196,1.6929010178369106,1.8810303231723269,-0.21590012757478894,0.28299823979822003,0.2035902971045399,0.3333333333333333,0.6,3.6355139558493614,14
leader_60,0000927003,AEIS,trailing_1y,53,2025-08-08,2026-08-07,1.1272678786079564,1.1583727789334506,2.58946087352146,-0.1407326796599635,0.3116929082917319,0.2035902971045399,0.5056603773584906,0.6,3.200701411010414,14
leader_60,0000927003,AEIS,ytd,32,2026-01-02,2026-08-07,1.090551397072408,0.5742858777142485,2.30780046420341,-0.14073267965996372,0.3464932604660357,0.2035902971045399,0.5562499999999999,0.6,3.3494623239996195,8
leader_60,0000936395,CIEN,full_recent,188,2023-01-06,2026-08-07,0.4101723203541434,2.4647855878566474,1.5549207109451069,-0.21799538695058818,0.24012986571441627,0.2035902971045399,0.23617021276595743,0.6,2.63912645825044,18
leader_60,0000936395,CIEN,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.41622378271341653,1.8595785590329381,1.5031901597336126,-0.2179953869505874,0.2533909862524942,0.2035902971045399,0.26305732484076433,0.6,3.0726872652029833,18
leader_60,0000936395,CIEN,trailing_2y,105,2024-08-09,2026-08-07,0.6243947762144055,1.6633910108634677,1.8659536758455926,-0.2159001275747887,0.28222472831973,0.2035902971045399,0.3333333333333333,0.6,3.6125728108972472,8
leader_60,0000936395,CIEN,trailing_1y,53,2025-08-08,2026-08-07,1.1048774795822527,1.1352204585001595,2.564079340630476,-0.14073267965996372,0.31045428479100967,0.2035902971045399,0.5056603773584906,0.6,3.1745011801747527,8
leader_60,0000936395,CIEN,ytd,32,2026-01-02,2026-08-07,1.0905513970724061,0.5742858777142477,2.3078004642034062,-0.14073267965996372,0.3464932604660356,0.2035902971045399,0.5562499999999999,0.6,3.3494623239996186,8
leader_60,0001006655,EPM,full_recent,188,2023-01-06,2026-08-07,0.4124897706726405,2.485415731608062,1.5600346392268571,-0.2179953869505883,0.24045079133285666,0.20359029710453994,0.23617021276595743,0.6,2.633098310525259,13
leader_60,0001006655,EPM,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.4190111792239857,1.876605158585893,1.5091952951610477,-0.21799538695058818,0.2537543209185817,0.20359029710453994,0.26305732484076433,0.6,3.0654688462709188,13
leader_60,0001006655,EPM,trailing_2y,105,2024-08-09,2026-08-07,0.6243947762144053,1.6633910108634669,1.865953675845591,-0.21590012757478838,0.28222472831973,0.20359029710453994,0.3333333333333333,0.6,3.6125728108972472,8
leader_60,0001006655,EPM,trailing_1y,53,2025-08-08,2026-08-07,1.1048774795822536,1.1352204585001608,2.5640793406304763,-0.1407326796599634,0.3104542847910098,0.20359029710453994,0.5056603773584906,0.6,3.1745011801747527,8
leader_60,0001006655,EPM,ytd,32,2026-01-02,2026-08-07,1.090551397072408,0.5742858777142485,2.30780046420341,-0.1407326796599636,0.34649326046603557,0.20359029710453994,0.5562499999999999,0.6,3.3494623239996186,8
leader_60,0001035002,VLO,full_recent,188,2023-01-06,2026-08-07,0.4098022485249908,2.46149937518541,1.550491601164342,-0.21799538695058895,0.2407397763011153,0.20359029710453994,0.23617021276595743,0.6,2.6386082312532335,13
leader_60,0001035002,VLO,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.41893709746090324,1.8761517610399157,1.5084636502316262,-0.21799538695058884,0.25386195886983964,0.20359029710453994,0.26305732484076433,0.6,3.065164336978075,13
leader_60,0001035002,VLO,trailing_2y,105,2024-08-09,2026-08-07,0.6243947762144035,1.663391010863461,1.8659536758455901,-0.21590012757478994,0.28222472831973,0.20359029710453994,0.3333333333333333,0.6,3.6125728108972472,8
leader_60,0001035002,VLO,trailing_1y,53,2025-08-08,2026-08-07,1.1048774795822536,1.1352204585001608,2.564079340630479,-0.1407326796599634,0.31045428479100967,0.20359029710453994,0.5056603773584906,0.6,3.174501180174753,8
leader_60,0001035002,VLO,ytd,32,2026-01-02,2026-08-07,1.0905513970724083,0.5742858777142488,2.3078004642034107,-0.14073267965996328,0.34649326046603557,0.20359029710453994,0.5562499999999999,0.6,3.3494623239996195,8
leader_60,0001039399,FORM,full_recent,188,2023-01-06,2026-08-07,0.4164891613522017,2.5212274475714715,1.5725797375938726,-0.21380013272565557,0.240322407046873,0.20359029710453996,0.23617021276595743,0.6,2.6360287669714797,15
leader_60,0001039399,FORM,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.4238237133880123,1.906161508476651,1.5233651834651152,-0.21380013272565523,0.2536063983203516,0.20359029710453996,0.26305732484076433,0.6,3.068977927875311,15
leader_60,0001039399,FORM,trailing_2y,105,2024-08-09,2026-08-07,0.633602304215958,1.6939630993673296,1.8861800678994662,-0.21380013272565535,0.2822215129386128,0.20359029710453996,0.3333333333333333,0.6,3.6241007992045016,10
leader_60,0001039399,FORM,trailing_1y,53,2025-08-08,2026-08-07,1.1048774795822531,1.13522045850016,2.564079340630476,-0.1407326796599635,0.31045428479100967,0.20359029710453996,0.5056603773584906,0.6,3.1745011801747536,8
leader_60,0001039399,FORM,ytd,32,2026-01-02,2026-08-07,1.090551397072407,0.5742858777142481,2.3078004642034076,-0.1407326796599636,0.3464932604660357,0.20359029710453996,0.5562499999999999,0.6,3.3494623239996195,8
leader_60,0001045810,NVDA,full_recent,188,2023-01-06,2026-08-07,0.3826116724270323,2.226156322509156,1.4634739489918003,-0.23825219374991524,0.24188839731402692,0.20359029710453996,0.23617021276595743,0.6,2.6894537316955427,29
leader_60,0001045810,NVDA,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.38314388947452827,1.662631558001452,1.4004873522396977,-0.23825219374991502,0.2553979414681093,0.20359029710453996,0.26305732484076433,0.6,3.1329517709843806,29
leader_60,0001045810,NVDA,trailing_2y,105,2024-08-09,2026-08-07,0.6112554729265258,1.6200690798189128,1.8298982907325934,-0.21861848211641222,0.28355224663982886,0.20359029710453996,0.3333333333333333,0.6,3.6696339768655406,18
leader_60,0001045810,NVDA,trailing_1y,53,2025-08-08,2026-08-07,1.104877479582255,1.1352204585001622,2.564079340630479,-0.14073267965996383,0.3104542847910098,0.20359029710453996,0.5056603773584906,0.6,3.174501180174753,8
leader_60,0001045810,NVDA,ytd,32,2026-01-02,2026-08-07,1.0905513970724074,0.5742858777142483,2.3078004642034102,-0.1407326796599636,0.34649326046603574,0.20359029710453996,0.5562499999999999,0.6,3.3494623239996195,8
leader_60,0001104485,NOG,full_recent,188,2023-01-06,2026-08-07,0.4127483255630813,2.4877229063772432,1.5604909961178095,-0.21799538695058784,0.24050573189142121,0.20359029710453994,0.23617021276595743,0.6,2.635487231970803,18
leader_60,0001104485,NOG,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.41932222141831765,1.8785093305280247,1.509747235201208,-0.21799538695058773,0.25381658536468843,0.20359029710453994,0.26305732484076433,0.6,3.0683294655815074,18
leader_60,0001104485,NOG,trailing_2y,105,2024-08-09,2026-08-07,0.6258858702793315,1.6683299930195035,1.8673797188451597,-0.21590012757478894,0.2825515975541571,0.20359029710453994,0.3333333333333333,0.6,3.6231311936794817,13
leader_60,0001104485,NOG,trailing_1y,53,2025-08-08,2026-08-07,1.104877479582254,1.1352204585001613,2.5640793406304803,-0.1407326796599634,0.31045428479100967,0.20359029710453994,0.5056603773584906,0.6,3.174501180174753,8
leader_60,0001104485,NOG,ytd,32,2026-01-02,2026-08-07,1.090551397072408,0.5742858777142485,2.307800464203412,-0.1407326796599634,0.34649326046603557,0.20359029710453994,0.5562499999999999,0.6,3.3494623239996195,8
leader_60,0001162194,LAB,full_recent,188,2023-01-06,2026-08-07,0.43256234321745435,2.667840639218259,1.6384769268849675,-0.2086986231962611,0.2371016763955765,0.20359029710453994,0.23617021276595743,0.6,2.6527993309782456,15
leader_60,0001162194,LAB,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.4431918485077935,2.0271652267944416,1.596322556755829,-0.2086986231962611,0.24993672277142334,0.20359029710453994,0.26305732484076433,0.6,3.0890598771318203,15
leader_60,0001162194,LAB,trailing_2y,105,2024-08-09,2026-08-07,0.6529676822694399,1.7588374760970362,1.9430096331738893,-0.2086986231962611,0.2797268976311424,0.20359029710453994,0.3333333333333333,0.6,3.6418684159303045,10
leader_60,0001162194,LAB,trailing_1y,53,2025-08-08,2026-08-07,1.1048774795822554,1.1352204585001626,2.5640793406304816,-0.14073267965996383,0.3104542847910098,0.20359029710453994,0.5056603773584906,0.6,3.1745011801747527,8
leader_60,0001162194,LAB,ytd,32,2026-01-02,2026-08-07,1.0905513970724088,0.574285877714249,2.3078004642034102,-0.14073267965996372,0.34649326046603574,0.20359029710453994,0.5562499999999999,0.6,3.3494623239996195,8
leader_60,0001280452,MPWR,full_recent,188,2023-01-06,2026-08-07,0.4121946133296275,2.4827832903065277,1.5608263120325543,-0.21799538695058873,0.24014875754618073,0.20359029710453994,0.23617021276595743,0.6,2.6376594184487234,19
leader_60,0001280452,MPWR,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.41862922896832844,1.8742680465872699,1.5094040184939892,-0.21799538695058818,0.25349790011729023,0.20359029710453994,0.26305732484076433,0.6,3.0645405009463644,19
leader_60,0001280452,MPWR,trailing_2y,105,2024-08-09,2026-08-07,0.6243947762144046,1.6633910108634646,1.8659536758455906,-0.21590012757478916,0.2822247283197301,0.20359029710453994,0.3333333333333333,0.6,3.6125728108972472,8
leader_60,0001280452,MPWR,trailing_1y,53,2025-08-08,2026-08-07,1.1048774795822531,1.1352204585001604,2.5640793406304776,-0.14073267965996383,0.3104542847910098,0.20359029710453994,0.5056603773584906,0.6,3.174501180174753,8
leader_60,0001280452,MPWR,ytd,32,2026-01-02,2026-08-07,1.0905513970724088,0.574285877714249,2.3078004642034107,-0.14073267965996372,0.3464932604660357,0.20359029710453994,0.5562499999999999,0.6,3.3494623239996195,8
leader_60,0001321655,PLTR,full_recent,188,2023-01-06,2026-08-07,0.4340865716886695,2.6819694526939477,1.6066851966639266,-0.21799538695058784,0.24341106900566825,0.20549882846162587,0.23617021276595743,0.6,2.7980783061821635,23
leader_60,0001321655,PLTR,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.44503077515929435,2.0388261076931795,1.5639423392648248,-0.21799538695058773,0.2571016833085068,0.20549882846162587,0.26305732484076433,0.6,3.2630245098600787,23
leader_60,0001321655,PLTR,trailing_2y,105,2024-08-09,2026-08-07,0.6701176812337741,1.816940963412132,1.9389824467377432,-0.21590012757478894,0.28668703812890584,0.20549882846162587,0.3333333333333333,0.6,3.914246640838868,18
leader_60,0001321655,PLTR,trailing_1y,53,2025-08-08,2026-08-07,1.22387482637222,1.2583202957926782,2.6896660751790264,-0.14655304078144238,0.3175126559466137,0.20549882846162587,0.5056603773584906,0.6,3.772156881002492,18
leader_60,0001321655,PLTR,ytd,32,2026-01-02,2026-08-07,1.2622056640155788,0.6526222327433835,2.456200513425952,-0.1465530407814425,0.36008096160977404,0.20549882846162587,0.5562499999999999,0.6,4.0426775450174235,13
leader_60,0001431959,nan,full_recent,188,2023-01-06,2026-08-07,0.4118004335150993,2.4792699334750816,1.5568817153423953,-0.2179953869505893,0.24065394899943363,0.20359029710453994,0.23617021276595743,0.6,2.641048845526977,20
leader_60,0001431959,nan,since_incumbent_holdout_start,157,2023-08-11,2026-08-07,0.41845155536016465,1.873181314032062,1.5085644178822728,-0.21799538695058862,0.25356656786931986,0.20359029710453994,0.26305732484076433,0.6,3.061268126778103,13
leader_60,0001431959,nan,trailing_2y,105,2024-08-09,2026-08-07,0.6243947762144046,1.663391010863465,1.8659536758455906,-0.21590012757478927,0.28222472831973006,0.20359029710453994,0.3333333333333333,0.6,3.6125728108972472,8
leader_60,0001431959,nan,trailing_1y,53,2025-08-08,2026-08-07,1.1048774795822527,1.1352204585001595,2.564079340630478,-0.14073267965996406,0.31045428479100967,0.20359029710453994,0.5056603773584906,0.6,3.1745011801747527,8
