lookback_weeks,exceptional_allocation,minimum_positive_holdings,maximum_positive_contribution_share,maximum_volatility_ratio,exceptional_share,since_incumbent_holdout_start__cagr,since_incumbent_holdout_start__sharpe_zero_rf,since_incumbent_holdout_start__max_drawdown,since_incumbent_holdout_start__peak_largest_stock_weight,since_incumbent_holdout_start__annual_total_turnover,trailing_2y__cagr,trailing_2y__sharpe_zero_rf,trailing_2y__max_drawdown,trailing_2y__peak_largest_stock_weight,trailing_2y__annual_total_turnover,trailing_1y__cagr,trailing_1y__sharpe_zero_rf,trailing_1y__max_drawdown,trailing_1y__peak_largest_stock_weight,trailing_1y__annual_total_turnover,ytd__cagr,ytd__sharpe_zero_rf,ytd__max_drawdown,ytd__peak_largest_stock_weight,ytd__annual_total_turnover,positive_recent_and_holdout_improvement
20,0.5,3,0.5,1.25,0.1276595744680851,0.35956242208039524,1.4211852132440368,-0.22164141759005618,0.15811016707328276,3.377145733641917,0.4893604941630465,1.6457169755731877,-0.22164141759005618,0.15811016707328276,4.546062334527624,0.7632934004131453,2.067894485038132,-0.15890036985728895,0.15811016707328276,5.150465142361395,0.5370402315709464,1.474230257970096,-0.15890036985728884,0.15811016707328276,6.71848739450895,False
20,0.5,3,0.5,1.5,0.13829787234042554,0.3557509924517024,1.4084475499288374,-0.22203129320015091,0.1581101670732827,3.495154090288866,0.48886760543285335,1.6443307958755986,-0.22203129320015114,0.1581101670732827,4.640399330158969,0.7632934004131435,2.067894485038129,-0.1589003698572894,0.1581101670732827,5.150465142361394,0.5370402315709404,1.4742302579700879,-0.15890036985728972,0.1581101670732827,6.718487394508951,False
20,0.5,3,0.5,1.75,0.14361702127659576,0.35253817458421155,1.3986755054546867,-0.22203129320015125,0.15811016707328268,3.5064787744968626,0.488867605432854,1.6443307958755986,-0.22203129320015103,0.15811016707328268,4.640399330158969,0.763293400413144,2.06789448503813,-0.15890036985728917,0.15811016707328268,5.150465142361395,0.5370402315709459,1.4742302579700972,-0.15890036985728928,0.15811016707328268,6.718487394508951,False
20,0.5,3,0.6,1.25,0.1595744680851064,0.3672742817145478,1.4317255157212418,-0.22041734149582826,0.17176723232759442,3.314613184184314,0.5020101624428714,1.659406235858087,-0.2204173414958286,0.17176723232759442,4.452561284386255,0.7903246318897517,2.0834893151832574,-0.1589003698572895,0.17176723232759442,4.965078903914368,0.5704736614634236,1.5067231759641515,-0.15890036985728917,0.17176723232759442,6.720496202737153,False
20,0.5,3,0.6,1.5,0.2127659574468085,0.3650053136707492,1.4188837937293193,-0.2208078302390285,0.17176723232759444,3.4660754652329486,0.504089323582672,1.6574306025067862,-0.22080783023902828,0.17176723232759444,4.596919862218216,0.7930060344606704,2.0747099180731365,-0.15890036985728928,0.17176723232759444,5.054632790356093,0.5743712871005597,1.501798296754506,-0.15890036985728895,0.17176723232759444,6.868819827156262,False
20,0.5,3,0.6,1.75,0.21808510638297873,0.3617705651915679,1.4092489123614702,-0.22080783023902828,0.17176723232759444,3.477400149440945,0.5040893235826727,1.6574306025067866,-0.22080783023902828,0.17176723232759444,4.596919862218216,0.7930060344606709,2.0747099180731388,-0.15890036985728917,0.17176723232759444,5.054632790356093,0.5743712871005597,1.5017982967545074,-0.15890036985728928,0.17176723232759444,6.868819827156262,False
20,0.5,3,0.7,1.25,0.18617021276595744,0.36097543483532,1.4115702026749275,-0.22041734149582826,0.17176723232759442,3.3278501001881358,0.4916755893204723,1.6321308080560413,-0.2204173414958286,0.17176723232759442,4.472353625458638,0.7660027903760185,2.0343428903606253,-0.15890036985728895,0.17176723232759442,5.004290145661539,0.5629564385483079,1.4958643920336376,-0.15890036985728884,0.17176723232759442,6.514141471175139,False
20,0.5,3,0.7,1.5,0.24468085106382978,0.3568909539012832,1.391778309797827,-0.2208078302390285,0.17176723232759442,3.480857379012589,0.4907398693549525,1.6206821565488696,-0.22080783023902828,0.17176723232759442,4.619022342822061,0.7616161357409683,2.0084685767116577,-0.1589003698572895,0.17176723232759442,5.09842072362786,0.5565316238199254,1.4676269872575491,-0.15890036985728928,0.17176723232759442,6.670045240931859,False
20,0.5,3,0.7,1.75,0.25,0.3536754345874842,1.3821599836607408,-0.22080783023902828,0.17176723232759444,3.4921820632205858,0.4907398693549532,1.6206821565488714,-0.22080783023902828,0.17176723232759444,4.619022342822061,0.7616161357409692,2.0084685767116617,-0.15890036985728895,0.17176723232759444,5.098420723627861,0.5565316238199267,1.467626987257554,-0.15890036985728895,0.17176723232759444,6.670045240931859,False
20,0.5,4,0.5,1.25,0.10638297872340426,0.3633178616972488,1.4358068181724755,-0.21344451460057912,0.15811016707328265,3.247085782418608,0.4955160691357521,1.6656624578340196,-0.21344451460057934,0.15811016707328265,4.351591740793724,0.7595819142211877,2.0657715339839813,-0.15890036985728873,0.15811016707328265,4.961749895619833,0.5300458188623847,1.4650512235576478,-0.1589003698572885,0.15811016707328265,6.400547286740083,False
