target,model,bucket,n,mean_pred,mean_actual
target_etf_forward_top_quantile_4w,random_forest_small,1,1353,0.21987710006074235,0.20842572062084258
target_etf_forward_top_quantile_4w,random_forest_small,2,1354,0.24665101101115341,0.28729689807976366
target_etf_forward_top_quantile_4w,random_forest_small,3,1353,0.26456400444764494,0.28750923872875095
target_etf_forward_top_quantile_4w,random_forest_small,4,1354,0.2989500472683398,0.2776957163958641
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,0,1392,0.19065447445423195,0.25862068965517243
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,1,1352,0.2298025831381957,0.28254437869822485
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,2,1336,0.2480395210491019,0.3068862275449102
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,3,1408,0.269638760657103,0.30113636363636365
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,4,1280,0.29284940687395095,0.3
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,0,1354,0.14769307131705972,0.2570162481536189
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,1,1353,0.2156714062249415,0.2719881744271988
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,2,1354,0.25903196616974605,0.2555391432791728
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,3,1353,0.306244076449574,0.2645971914264597
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,4,1354,0.4153752008455285,0.3988183161004431
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,0,1354,0.3395451345467793,0.25406203840472674
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,1,1353,0.452021357998849,0.2579453067257945
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,2,1354,0.5100512653807119,0.27031019202363366
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,3,1353,0.5673241696311165,0.2771618625277162
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,4,1354,0.673578034711939,0.38847858197932056
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,0,1360,0.19862145680330665,0.2823529411764706
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,1,1541,0.24647493302808984,0.24789097988319272
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,2,1187,0.25755664274452084,0.2923336141533277
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,3,1381,0.2652170412840885,0.2433019551049964
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,4,1299,0.4409076305351058,0.3933795227097768
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,0,1356,0.2074299792736657,0.2610619469026549
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,1,1351,0.2359626858650469,0.2472242783123612
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,2,1354,0.2543317393629494,0.2673559822747415
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,3,1357,0.2740930553476146,0.26676492262343404
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,4,1350,0.326257952473474,0.4059259259259259
target_sleeve_opportunity_top_quantile_4w,baseline_state_rate,0,1086,0.2472786329697186,0.24493554327808473
target_sleeve_opportunity_top_quantile_4w,baseline_state_rate,1,966,0.2743756057002559,0.22153209109730848
target_sleeve_opportunity_top_quantile_4w,baseline_state_rate,2,1014,0.30049944030968145,0.28500986193293887
target_sleeve_opportunity_top_quantile_4w,baseline_state_rate,3,1140,0.31762845627007175,0.26666666666666666
target_sleeve_opportunity_top_quantile_4w,baseline_state_rate,4,870,0.34065845680596946,0.27816091954022987
target_sleeve_opportunity_top_quantile_4w,logistic_l2,0,1016,0.1683660124142171,0.2588582677165354
target_sleeve_opportunity_top_quantile_4w,logistic_l2,1,1015,0.221706315829348,0.24039408866995074
target_sleeve_opportunity_top_quantile_4w,logistic_l2,2,1015,0.259352409729444,0.2561576354679803
target_sleeve_opportunity_top_quantile_4w,logistic_l2,3,1015,0.30371170983661544,0.23251231527093597
target_sleeve_opportunity_top_quantile_4w,logistic_l2,4,1015,0.4219061670707539,0.30738916256157633
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,0,1016,0.3231928944859703,0.25393700787401574
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,1,1015,0.4105818157967486,0.2522167487684729
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,2,1015,0.46006005442306996,0.24433497536945814
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,3,1015,0.5128068936965231,0.2374384236453202
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,4,1015,0.6250910500285399,0.30738916256157633
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,0,1043,0.2223991030262376,0.23969319271332695
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,1,1058,0.25750988507995054,0.2533081285444234
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,2,954,0.28555176324469944,0.2526205450733753
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,3,1095,0.30956300212834137,0.2639269406392694
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,4,926,0.39947413962868256,0.28833693304535635
target_sleeve_opportunity_top_quantile_4w,random_forest_small,0,1017,0.24563242117412906,0.25073746312684364
target_sleeve_opportunity_top_quantile_4w,random_forest_small,1,1014,0.2698410921117811,0.257396449704142
target_sleeve_opportunity_top_quantile_4w,random_forest_small,2,1022,0.2872788622273609,0.24266144814090018
target_sleeve_opportunity_top_quantile_4w,random_forest_small,3,1008,0.30496032997523126,0.2638888888888889
target_sleeve_opportunity_top_quantile_4w,random_forest_small,4,1015,0.33901960902804146,0.28078817733990147
target_state_quality_good_4w,baseline_state_rate,0,190,0.3239093766840567,0.5105263157894737
target_state_quality_good_4w,baseline_state_rate,1,152,0.38329978250534746,0.45394736842105265
target_state_quality_good_4w,baseline_state_rate,2,181,0.4083493523318955,0.39779005524861877
target_state_quality_good_4w,baseline_state_rate,3,175,0.5135429404367867,0.6342857142857142
target_state_quality_good_4w,baseline_state_rate,4,152,0.6034337560755613,0.47368421052631576
target_state_quality_good_4w,logistic_l2,0,170,0.1282671327996211,0.4117647058823529
target_state_quality_good_4w,logistic_l2,1,170,0.2955203644648562,0.5176470588235295
target_state_quality_good_4w,logistic_l2,2,170,0.4530199387186049,0.5176470588235295
target_state_quality_good_4w,logistic_l2,3,170,0.6115404277690412,0.5647058823529412
target_state_quality_good_4w,logistic_l2,4,170,0.8085630048497261,0.4647058823529412
target_state_quality_good_4w,logistic_l2_balanced,0,170,0.17541310316888312,0.4176470588235294
target_state_quality_good_4w,logistic_l2_balanced,1,170,0.36302231258207096,0.5
target_state_quality_good_4w,logistic_l2_balanced,2,170,0.5249223418872608,0.5117647058823529
target_state_quality_good_4w,logistic_l2_balanced,3,170,0.6723401397751384,0.5588235294117647
target_state_quality_good_4w,logistic_l2_balanced,4,170,0.8359457257058333,0.48823529411764705
target_state_quality_good_4w,decision_tree_depth3,0,172,0.12005536546635728,0.38953488372093026
target_state_quality_good_4w,decision_tree_depth3,1,176,0.3494321380064822,0.5340909090909091
target_state_quality_good_4w,decision_tree_depth3,2,182,0.48239141525740126,0.510989010989011
target_state_quality_good_4w,decision_tree_depth3,3,150,0.6109343164819647,0.5666666666666667
target_state_quality_good_4w,decision_tree_depth3,4,170,0.7355828801131249,0.4823529411764706
target_state_quality_good_4w,random_forest_small,0,170,0.37256857646541763,0.49411764705882355
target_state_quality_good_4w,random_forest_small,1,170,0.4172486126956126,0.5176470588235295
target_state_quality_good_4w,random_forest_small,2,176,0.44714779118329895,0.5
target_state_quality_good_4w,random_forest_small,3,164,0.4782553713732176,0.4451219512195122
target_state_quality_good_4w,random_forest_small,4,170,0.5353894401379252,0.5176470588235295
target_state_quality_good_4w,hist_gradient_shallow,0,176,0.3378007130021749,0.4602272727272727
target_state_quality_good_4w,hist_gradient_shallow,1,164,0.41376308559968106,0.4634146341463415
target_state_quality_good_4w,hist_gradient_shallow,2,172,0.45219934870471473,0.5232558139534884
target_state_quality_good_4w,hist_gradient_shallow,3,168,0.479884105506446,0.48214285714285715
target_state_quality_good_4w,hist_gradient_shallow,4,170,0.5206353781023688,0.5470588235294118
target_stress_transition_4w,baseline_state_rate,0,170,0.023508912869132738,0.058823529411764705
target_stress_transition_4w,baseline_state_rate,1,171,0.07271422236074274,0.04093567251461988
target_stress_transition_4w,baseline_state_rate,2,168,0.16194172337235418,0.25
target_stress_transition_4w,baseline_state_rate,3,169,0.19450093122908532,0.10059171597633136
target_stress_transition_4w,baseline_state_rate,4,168,0.823685922879954,0.7619047619047619
target_stress_transition_4w,logistic_l2,0,170,0.0027383483270009795,0.058823529411764705
target_stress_transition_4w,logistic_l2,1,169,0.013599134046612013,0.029585798816568046
target_stress_transition_4w,logistic_l2,2,169,0.07951765848525551,0.1242603550295858
target_stress_transition_4w,logistic_l2,3,169,0.3636810306933626,0.3136094674556213
target_stress_transition_4w,logistic_l2,4,169,0.8597676323964125,0.6804733727810651
target_stress_transition_4w,logistic_l2_balanced,0,170,0.005518887014420488,0.06470588235294118
target_stress_transition_4w,logistic_l2_balanced,1,169,0.027966613242128156,0.029585798816568046
target_stress_transition_4w,logistic_l2_balanced,2,169,0.1586054737003487,0.11834319526627218
target_stress_transition_4w,logistic_l2_balanced,3,169,0.5488794507305814,0.3076923076923077
target_stress_transition_4w,logistic_l2_balanced,4,169,0.9280403867635766,0.6863905325443787
target_stress_transition_4w,decision_tree_depth3,0,179,0.0015854690724126778,0.07262569832402235
target_stress_transition_4w,decision_tree_depth3,1,165,0.02249721906605009,0.08484848484848485
target_stress_transition_4w,decision_tree_depth3,2,186,0.08610278982758261,0.1827956989247312
target_stress_transition_4w,decision_tree_depth3,3,149,0.20230569230374437,0.06711409395973154
target_stress_transition_4w,decision_tree_depth3,4,167,0.829548837519879,0.7964071856287425
target_stress_transition_4w,random_forest_small,0,171,0.07744632469643248,0.0935672514619883
target_stress_transition_4w,random_forest_small,1,168,0.1315001621425037,0.047619047619047616
target_stress_transition_4w,random_forest_small,2,170,0.23067544673024648,0.14705882352941177
target_stress_transition_4w,random_forest_small,3,182,0.34283706697109767,0.19230769230769232
target_stress_transition_4w,random_forest_small,4,155,0.5620151502524287,0.7741935483870968
target_stress_transition_4w,hist_gradient_shallow,0,173,0.16805743838521098,0.1907514450867052
target_stress_transition_4w,hist_gradient_shallow,1,176,0.18467533039177084,0.0625
target_stress_transition_4w,hist_gradient_shallow,2,160,0.19334209247531003,0.04375
target_stress_transition_4w,hist_gradient_shallow,3,169,0.25818813667855073,0.1301775147928994
target_stress_transition_4w,hist_gradient_shallow,4,168,0.5522492303327691,0.7797619047619048
