target,model,subperiod,start,end,n_oos,brier,auc,log_loss,positive_rate,prediction_mean,top_decile_precision,top_decile_recall,calibration_mae
target_etf_forward_top_quantile_4w,baseline_state_rate,0,2010-01-01,2014-01-17,1692,0.1814951955312892,0.47781301973571105,0.5500987958631922,0.23699763593380616,0.23925315668181787,0.22745901639344263,0.27680798004987534,0.02975136036318492
target_etf_forward_top_quantile_4w,baseline_state_rate,1,2014-01-17,2018-02-02,1692,0.18261167966653816,0.4740424184868629,0.5519004291690854,0.2393617021276596,0.24440500554216968,0.225,0.1111111111111111,0.02693229949616622
target_etf_forward_top_quantile_4w,baseline_state_rate,2,2018-02-09,2022-02-25,1692,0.18322218485603653,0.48249954187282384,0.5530166271558177,0.24113475177304963,0.2436925364373284,0.20673076923076922,0.1053921568627451,0.02468796024552682
target_etf_forward_top_quantile_4w,baseline_state_rate,3,2022-02-25,2026-03-13,1692,0.1872775196544149,0.4919207373959772,0.5618879597068198,0.24940898345153664,0.24343670405845233,0.2532051282051282,0.1872037914691943,0.028993880286932755
target_etf_forward_top_quantile_4w,logistic_l2,0,2010-01-01,2014-01-17,1692,0.1969816854501658,0.5528587516491498,0.661431295717162,0.23699763593380616,0.2731870606592622,0.28823529411764703,0.12219451371571072,0.06836065122308096
target_etf_forward_top_quantile_4w,logistic_l2,1,2014-01-17,2018-02-02,1692,0.18578110855447258,0.5221003961744703,0.5594429610272286,0.2393617021276596,0.24695553464202633,0.20588235294117646,0.08641975308641975,0.05517971158826085
target_etf_forward_top_quantile_4w,logistic_l2,2,2018-02-09,2022-02-25,1692,0.18373623320511762,0.5722332936289781,0.5531816487469295,0.24113475177304963,0.2526785906026453,0.3058823529411765,0.12745098039215685,0.04556503685389722
target_etf_forward_top_quantile_4w,logistic_l2,3,2022-02-25,2026-03-13,1692,0.18508244090144305,0.5836959361122513,0.556809574688092,0.24940898345153664,0.23960949343431734,0.3588235294117647,0.14454976303317535,0.030057367457789065
target_etf_forward_top_quantile_4w,logistic_l2_balanced,0,2010-01-01,2014-01-17,1692,0.2662446397909116,0.556596502546886,0.8163014608084334,0.23699763593380616,0.505126499145211,0.28823529411764703,0.12219451371571072,0.2681092159804065
target_etf_forward_top_quantile_4w,logistic_l2_balanced,1,2014-01-17,2018-02-02,1692,0.2525640557483925,0.5241474574807908,0.6985091715564717,0.2393617021276596,0.490364562640903,0.2,0.08395061728395062,0.2509584691258667
target_etf_forward_top_quantile_4w,logistic_l2_balanced,2,2018-02-09,2022-02-25,1692,0.2524958873356795,0.5768775578767333,0.7006257947803503,0.24113475177304963,0.4971160569588941,0.32941176470588235,0.13725490196078433,0.25594099047136565
target_etf_forward_top_quantile_4w,logistic_l2_balanced,3,2022-02-25,2026-03-13,1692,0.24372118224104894,0.584552375265888,0.6807264207733648,0.24940898345153664,0.48682775078022716,0.3235294117647059,0.13033175355450238,0.23745266230361423
target_etf_forward_top_quantile_4w,decision_tree_depth3,0,2010-01-01,2014-01-17,1692,0.18269258769708163,0.5790539144006753,0.5498157249471614,0.23699763593380616,0.255672424076771,0.2907488986784141,0.16458852867830423,0.04574456322958062
target_etf_forward_top_quantile_4w,decision_tree_depth3,1,2014-01-17,2018-02-02,1692,0.18215262005337526,0.5573637610674647,0.550260946201629,0.2393617021276596,0.24352316498044108,0.28823529411764703,0.12098765432098765,0.039471308576896826
target_etf_forward_top_quantile_4w,decision_tree_depth3,2,2018-02-09,2022-02-25,1692,0.18054180129958838,0.5862271699957241,0.5472207861955662,0.24113475177304963,0.23000158638155702,0.2689075630252101,0.1568627450980392,0.02938463248387571
target_etf_forward_top_quantile_4w,decision_tree_depth3,3,2022-02-25,2026-03-13,1692,0.1869181060417766,0.5594068365861851,0.5647878430051722,0.24940898345153664,0.25033064185168113,0.2850467289719626,0.14454976303317535,0.036698322864193944
target_etf_forward_top_quantile_4w,random_forest_small,0,2010-01-01,2014-01-17,1692,0.17858834903888865,0.5710472076972557,0.5409510338332942,0.23699763593380616,0.25016943714307666,0.2529411764705882,0.10723192019950124,0.02924140569491699
target_etf_forward_top_quantile_4w,random_forest_small,1,2014-01-17,2018-02-02,1692,0.1797409599328869,0.5810574884648959,0.5433320497924958,0.2393617021276596,0.23858019554596424,0.2529411764705882,0.10617283950617284,0.0398143086640422
target_etf_forward_top_quantile_4w,random_forest_small,2,2018-02-09,2022-02-25,1692,0.17999851327774957,0.5853500473398082,0.5435628333445635,0.24113475177304963,0.24120212213719153,0.3,0.125,0.04031376561802665
target_etf_forward_top_quantile_4w,random_forest_small,3,2022-02-25,2026-03-13,1692,0.1848134048343974,0.5778184125088629,0.5553541857091956,0.24940898345153664,0.2417821453266573,0.3176470588235294,0.12796208530805686,0.023128083507581394
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,0,2010-01-01,2014-01-17,1692,0.19772329406090647,0.5168467346630293,0.5901789847897766,0.2635933806146572,0.2095347772177681,0.28125,0.16143497757847533,0.0494003078319921
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,1,2014-01-17,2018-02-02,1692,0.2010572344674685,0.482686234572349,0.5931315807225268,0.27364066193853426,0.24507688083001797,0.23387096774193547,0.12526997840172785,0.04837855416698182
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,2,2018-02-09,2022-02-25,1692,0.20485814623690748,0.4958026130791126,0.6006147162480762,0.2848699763593381,0.26053528936942355,0.26704545454545453,0.0975103734439834,0.03291904528790823
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,3,2022-02-25,2026-03-13,1692,0.22867937476450564,0.48693870141333084,0.6521434284210957,0.33628841607565013,0.26710100575571594,0.3141025641025641,0.17223198594024605,0.06264390235468918
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,0,2010-01-01,2014-01-17,1692,0.21643098887540446,0.4769486572277926,0.674338181033696,0.2635933806146572,0.25255880957850013,0.2411764705882353,0.09192825112107623,0.11254211948757083
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,1,2014-01-17,2018-02-02,1692,0.20346598547889092,0.5191229941637217,0.6013538150686145,0.27364066193853426,0.2577765768232596,0.27058823529411763,0.09935205183585313,0.05882520488994397
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,2,2018-02-09,2022-02-25,1692,0.20279982646347988,0.5672044854428862,0.5978561649045784,0.2848699763593381,0.27947455995600073,0.4294117647058823,0.15145228215767634,0.030207769315293842
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,3,2022-02-25,2026-03-13,1692,0.20675947208465983,0.6653343495251078,0.6042900530305781,0.33628841607565013,0.2854119039735635,0.8235294117647058,0.2460456942003515,0.07578112560200076
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,0,2010-01-01,2014-01-17,1692,0.2773586954730196,0.4813681808693649,0.8073458983556788,0.2635933806146572,0.5010655521400311,0.2411764705882353,0.09192825112107623,0.23743704832098972
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,1,2014-01-17,2018-02-02,1692,0.260295235126431,0.5172074435835207,0.71568784169362,0.27364066193853426,0.5025980867061718,0.25882352941176473,0.09503239740820735,0.22893723115171918
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,2,2018-02-09,2022-02-25,1692,0.26054874482551293,0.5632522890161517,0.7156538330662939,0.2848699763593381,0.5176834794606033,0.43529411764705883,0.15352697095435686,0.23286623490073177
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,3,2022-02-25,2026-03-13,1692,0.2365065533708341,0.6647036637678074,0.664799549097053,0.33628841607565013,0.5126674699822789,0.8235294117647058,0.2460456942003515,0.17652359450193725
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,0,2010-01-01,2014-01-17,1692,0.20019444532450067,0.4870122508619511,0.5906819161934856,0.2635933806146572,0.25849139524017345,0.2569444444444444,0.16591928251121077,0.04891757770548244
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,1,2014-01-17,2018-02-02,1692,0.20028529654106658,0.4911190505898666,0.6169306521872371,0.27364066193853426,0.26667143779137337,0.27358490566037735,0.12526997840172785,0.03685662348059207
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,2,2018-02-09,2022-02-25,1692,0.21135777285975946,0.5182495456260073,0.8619995129805489,0.2848699763593381,0.28528589315507863,0.4416243654822335,0.18049792531120332,0.06928122557456101
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,3,2022-02-25,2026-03-13,1692,0.18086085846533562,0.6453652421723759,0.5979886697976633,0.33628841607565013,0.30933054926547754,0.9948979591836735,0.3427065026362039,0.05854876506539532
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,0,2010-01-01,2014-01-17,1692,0.1960103233729708,0.49878175183007145,0.5822112785701048,0.2635933806146572,0.23120138471002757,0.2529411764705882,0.09641255605381166,0.04019134573415574
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,1,2014-01-17,2018-02-02,1692,0.20034892183434191,0.5020332954323784,0.5907584338336335,0.27364066193853426,0.2563057044132932,0.2,0.0734341252699784,0.03866865879673345
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,2,2018-02-09,2022-02-25,1692,0.20004990945179252,0.58779534309523,0.5885450609919635,0.2848699763593381,0.26680915314445885,0.4482758620689655,0.16182572614107885,0.024951328689548684
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,3,2022-02-25,2026-03-13,1692,0.21089491586992132,0.6712969121437525,0.6115918333955184,0.33628841607565013,0.28399246195332284,0.8294117647058824,0.2478031634446397,0.07425704510023472
target_sleeve_opportunity_top_quantile_4w,baseline_state_rate,0,2010-01-01,2014-01-17,1269,0.20571806521399208,0.49901906857352396,0.6021208072358725,0.28368794326241137,0.32868569157474226,0.24242424242424243,0.08888888888888889,0.050133388304571494
target_sleeve_opportunity_top_quantile_4w,baseline_state_rate,1,2014-01-17,2018-02-02,1269,0.18843707708639473,0.49562043795620436,0.5653541054569767,0.24428684003152087,0.2993625034779467,0.23129251700680273,0.10967741935483871,0.05881495485450321
target_sleeve_opportunity_top_quantile_4w,baseline_state_rate,2,2018-02-09,2022-02-25,1269,0.18453760404664743,0.5123165636194953,0.5561205471515769,0.24192277383766744,0.28058187102675597,0.22916666666666666,0.14332247557003258,0.042107842648733754
target_sleeve_opportunity_top_quantile_4w,baseline_state_rate,3,2022-02-25,2026-03-13,1269,0.19460971544398567,0.5215267670444074,0.5776435475956168,0.26635145784081954,0.27085548203296933,0.2857142857142857,0.14201183431952663,0.021485430617722658
target_sleeve_opportunity_top_quantile_4w,logistic_l2,0,2010-01-01,2014-01-17,1269,0.21047160784078306,0.5225369759198142,0.6283530948857605,0.28368794326241137,0.2747354887566882,0.4645669291338583,0.1638888888888889,0.06767231981473916
target_sleeve_opportunity_top_quantile_4w,logistic_l2,1,2014-01-17,2018-02-02,1269,0.19275095913726792,0.5191765616065122,0.5738124498723401,0.24428684003152087,0.300739253494643,0.29133858267716534,0.11935483870967742,0.06798778000420873
target_sleeve_opportunity_top_quantile_4w,logistic_l2,2,2018-02-09,2022-02-25,1269,0.18964282774144642,0.5406590504310373,0.567350583098768,0.24192277383766744,0.2642382383763362,0.29133858267716534,0.12052117263843648,0.060098525802530764
