annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_core_exposure,average_ml_sleeve_exposure,active_weeks,strategy_name,strategy_family,task_id,barrier_id,model_name,threshold,split
0.05218810600014612,0.08269412642320018,0.6310980991934698,-0.139754039463866,0.37342824722887225,-0.027422585422860628,0.11912225705329153,0.0061943573667711605,0.06583072100313479,0.9341692789968652,0.0,319,task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.50__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,0.5,holdout
0.051201260797834935,0.0707321222370702,0.723875647703961,-0.13905944013193927,0.36819694333053044,-0.024892408164243908,0.09261939218523878,0.004816208393632416,0.06222865412445731,0.9377713458755427,0.0,691,task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.50__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,0.5,train
0.03204871293819367,0.06526171978610038,0.49107980977570703,-0.0813901723161925,0.39376637284520905,-0.0242792853014904,0.038461538461538464,0.002,0.009615384615384616,0.9903846153846154,0.0,104,task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.50__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,0.5,validation
0.06370909469432195,0.0834387634104754,0.7635431313969298,-0.139754039463866,0.455865855031648,-0.027422585422860628,0.06896551724137931,0.003586206896551724,0.047021943573667714,0.9529780564263323,0.0,319,task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,0.6,holdout
0.056919020460865166,0.07221654087970386,0.7881715153828699,-0.12511686533611877,0.45492684226027974,-0.024981744162940262,0.07525325615050651,0.003913169319826339,0.03907380607814761,0.9609261939218524,0.0,691,task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,0.6,train
0.038204897781858094,0.06554963614256779,0.582839204458191,-0.0813901723161925,0.4694043112900163,-0.0242792853014904,0.0,0.0,0.0,1.0,0.0,104,task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,0.6,validation
0.07355470608911241,0.08462557046115012,0.8691782600494242,-0.139754039463866,0.526315420801345,-0.027422585422860628,0.018808777429467086,0.0009780564263322884,0.0219435736677116,0.9780564263322884,0.0,319,task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.70__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,0.7,holdout
0.06134395053180319,0.0740216394732977,0.8287299628635243,-0.11155674862623777,0.5498900899068988,-0.025376616262053866,0.02894356005788712,0.0015050651230101304,0.015918958031837915,0.984081041968162,0.0,691,task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.70__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,0.7,train
0.038204897781858094,0.06554963614256779,0.582839204458191,-0.0813901723161925,0.4694043112900163,-0.0242792853014904,0.0,0.0,0.0,1.0,0.0,104,task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.70__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,0.7,validation
0.030346658462951703,0.08108538148098725,0.37425560450828405,-0.139754039463866,0.21714333681780956,-0.027422585422860628,0.18181818181818182,0.009454545454545453,0.08150470219435736,0.9184952978056427,0.0,319,task_1_production_triple_barrier__h13_u3_l3__lightgbm__thr0.50__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,lightgbm,0.5,holdout
0.04914599263668995,0.06844793425328838,0.7180054909301938,-0.11920460398250066,0.4122826719335826,-0.02450729352244814,0.10998552821997105,0.005719247467438495,0.11287988422575977,0.8871201157742402,0.0,691,task_1_production_triple_barrier__h13_u3_l3__lightgbm__thr0.50__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,lightgbm,0.5,train
0.038204897781858094,0.06554963614256779,0.582839204458191,-0.0813901723161925,0.4694043112900163,-0.0242792853014904,0.0,0.0,0.0,1.0,0.0,104,task_1_production_triple_barrier__h13_u3_l3__lightgbm__thr0.50__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,lightgbm,0.5,validation
0.066745069927721,0.08419660398182872,0.7927287654277112,-0.139754039463866,0.4775895579388832,-0.027422585422860628,0.05642633228840126,0.0029341692789968655,0.034482758620689655,0.9655172413793104,0.0,319,task_1_production_triple_barrier__h13_u3_l3__lightgbm__thr0.60__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,lightgbm,0.6,holdout
0.05085308843228553,0.0694675764123446,0.7320406304436551,-0.11717621441255233,0.4339881492778279,-0.024735254477442178,0.09261939218523878,0.004816208393632416,0.09117221418234443,0.9088277858176556,0.0,691,task_1_production_triple_barrier__h13_u3_l3__lightgbm__thr0.60__production_risk_filter,production_risk_filter,task_1_production_triple_barrier,h13_u3_l3,lightgbm,0.6,train
