strategy_name,split,year,market_state,n,mean_turnover,mean_bil_exposure,mean_core_exposure,mean_ml_sleeve_exposure,mean_net_return
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2025,recovery_fragile,4,0.0,0.0,1.0,0.0,0.00261361204270295
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2025,stressed_panic,12,0.0,0.0,1.0,0.0,0.001980726832471342
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2026,neutral_mixed,6,0.0,1.0,0.0,0.0,0.0006449049120685166
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2004,unknown,13,0.0,0.0,1.0,0.0,0.0
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2005,calm_trend,6,0.0,0.0,1.0,0.0,0.0
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2005,neutral_mixed,46,0.0,0.0,1.0,0.0,0.0
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2006,calm_trend,7,0.0,0.0,1.0,0.0,-0.0010648859343439286
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2006,neutral_mixed,36,0.0,0.0,1.0,0.0,0.0013403860696828444
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2006,recovery_confirmed,3,0.0,0.0,1.0,0.0,0.011251070876197934
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2006,recovery_fragile,3,0.0,0.0,1.0,0.0,-0.004931476739368001
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2006,stressed_panic,3,0.0,0.0,1.0,0.0,0.0069303719246221
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2007,calm_trend,9,0.0,0.0,1.0,0.0,0.0049513912918401
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2007,neutral_mixed,22,0.0,0.0,1.0,0.0,0.0005676332569334267
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2007,recovery_fragile,2,0.0,0.0,1.0,0.0,0.011711355728987
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2007,stressed_panic,19,0.0,0.0,1.0,0.0,0.0028281834910351424
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2008,neutral_mixed,12,0.3333333333333333,0.4166666666666667,0.5833333333333334,0.0,-0.00035838129289627484
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2008,recovery_fragile,1,0.0,0.0,1.0,0.0,-0.000431528032365
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2008,stressed_panic,39,0.10256410256410256,0.05128205128205128,0.9487179487179487,0.0,0.0002960196131013592
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2009,calm_trend,16,0.25,0.0625,0.9375,0.0,0.004112642282705238
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2009,neutral_mixed,9,0.0,0.0,1.0,0.0,0.006207031540358349
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2009,recovery_fragile,8,0.0,0.0,1.0,0.0,0.0015666568342994625
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2009,stressed_panic,19,0.0,0.0,1.0,0.0,-0.0009551188745304273
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2010,calm_trend,24,0.3333333333333333,0.08333333333333333,0.9166666666666666,0.0,0.0008222662735323338
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2010,neutral_mixed,29,0.0,0.0,1.0,0.0,0.0012362439660189859
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2011,calm_trend,16,0.375,0.3125,0.6875,0.0,-0.0048533197992477
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2011,neutral_mixed,22,0.09090909090909091,0.0,1.0,0.0,0.002621904164430141
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2011,stressed_panic,14,0.0,0.0,1.0,0.0,0.0030855385304354504
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2012,calm_trend,18,0.0,0.0,1.0,0.0,5.051015313549439e-05
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2012,neutral_mixed,28,0.0,0.0,1.0,0.0,0.003041587089391186
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2012,recovery_confirmed,4,0.0,0.0,1.0,0.0,-0.004581520497189475
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2012,recovery_fragile,2,0.0,0.0,1.0,0.0,0.0059622421403625
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2013,calm_trend,16,0.25,0.0625,0.9375,0.0,0.000900122814418094
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2013,neutral_mixed,36,0.1111111111111111,0.027777777777777776,0.9722222222222222,0.0,0.0026430074702795603
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2014,calm_trend,15,0.0,0.0,1.0,0.0,-0.0018227395046618458
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2014,neutral_mixed,25,0.0,0.0,1.0,0.0,0.0014402487428721161
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2014,recovery_confirmed,1,0.0,0.0,1.0,0.0,0.0021456868817818
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2014,recovery_fragile,6,0.0,0.0,1.0,0.0,0.005193226264229849
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2014,stressed_panic,5,0.0,0.0,1.0,0.0,0.00724723931486136
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2015,neutral_mixed,29,0.20689655172413793,0.06896551724137931,0.9310344827586207,0.0,-0.0014588039700598105
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2015,recovery_confirmed,1,0.0,0.0,1.0,0.0,-0.0257753775450503
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2015,recovery_fragile,7,0.2857142857142857,0.0,1.0,0.0,-0.004722299953068357
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2015,stressed_panic,15,0.0,0.0,1.0,0.0,0.00102691133147204
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2016,calm_trend,18,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.0,-0.0016963187037823328
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2016,neutral_mixed,18,0.0,0.0,1.0,0.0,-0.0001383591437047276
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2016,recovery_confirmed,4,0.0,0.0,1.0,0.0,0.007977088180545424
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2016,recovery_fragile,2,0.0,0.0,1.0,0.0,0.00609158590933505
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2016,stressed_panic,11,0.0,0.0,1.0,0.0,0.0006374237072217001
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2017,calm_trend,37,0.0,0.0,1.0,0.0,0.0017742578020253296
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,train,2017,neutral_mixed,15,0.0,0.0,1.0,0.0,0.005928347005430928
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,validation,2018,neutral_mixed,20,0.0,0.0,1.0,0.0,-0.00268902401498456
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,validation,2018,recovery_fragile,4,0.0,0.0,1.0,0.0,2.1406261733475027e-05
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,validation,2018,stressed_panic,28,0.0,0.0,1.0,0.0,0.0002991832089225251
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,validation,2019,calm_trend,12,0.0,0.0,1.0,0.0,0.0012595090712642534
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,validation,2019,neutral_mixed,25,0.0,0.0,1.0,0.0,0.003627280716360596
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,validation,2019,recovery_confirmed,10,0.0,0.0,1.0,0.0,0.0003957298046030528
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,validation,2019,stressed_panic,5,0.0,0.0,1.0,0.0,0.00297974001294208
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2020,calm_trend,8,0.0,0.0,1.0,0.0,-0.0004044279016706001
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2020,neutral_mixed,14,0.0,0.0,1.0,0.0,0.006775961702513043
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2020,recovery_confirmed,11,0.0,0.0,1.0,0.0,-0.0020475107298389837
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2020,recovery_fragile,1,0.0,0.0,1.0,0.0,0.0131030178430381
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2020,stressed_panic,18,0.2222222222222222,0.05555555555555555,0.9444444444444444,0.0,-0.0008089215948750494
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2021,calm_trend,37,0.32432432432432434,0.04054054054054054,0.9594594594594594,0.0,0.0006551159054692323
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2021,neutral_mixed,16,0.25,0.03125,0.96875,0.0,0.005957303101879649
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2022,neutral_mixed,13,0.0,0.0,1.0,0.0,-0.0001449480584762077
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2022,stressed_panic,39,0.0,0.0,1.0,0.0,-0.0003634654613106998
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2023,calm_trend,26,0.0,0.0,1.0,0.0,0.0007641252910536655
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2023,neutral_mixed,17,0.0,0.0,1.0,0.0,0.004231049082271382
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2023,recovery_fragile,9,0.0,0.0,1.0,0.0,-0.000670464083998175
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2024,calm_trend,27,0.0,0.0,1.0,0.0,0.0012303508111175074
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2024,neutral_mixed,25,0.0,0.0,1.0,0.0,0.003620279133654548
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2025,calm_trend,3,0.0,0.0,1.0,0.0,0.0077055372618442
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2025,neutral_mixed,24,0.0,0.0,1.0,0.0,0.0036463586501623083
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2025,recovery_confirmed,9,0.0,0.0,1.0,0.0,0.002345241018468678
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2025,recovery_fragile,4,0.0,0.0,1.0,0.0,0.002979864911088725
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2025,stressed_panic,12,0.0,0.0,1.0,0.0,0.002302829816750141
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,holdout,2026,neutral_mixed,6,0.0,0.0,1.0,0.0,0.012135019154050767
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2004,unknown,13,0.0,0.0,1.0,0.0,0.0
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2005,calm_trend,6,0.0,0.0,1.0,0.0,0.0
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2005,neutral_mixed,46,0.0,0.0,1.0,0.0,0.0
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2006,calm_trend,7,0.0,0.0,1.0,0.0,-0.0013490365602268856
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2006,neutral_mixed,36,0.0,0.0,1.0,0.0,0.001204852481721239
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2006,recovery_confirmed,3,0.0,0.0,1.0,0.0,0.010908184218497133
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2006,recovery_fragile,3,0.0,0.0,1.0,0.0,-0.0059526633304184005
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2006,stressed_panic,3,0.0,0.0,1.0,0.0,0.0068069967969673
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2007,calm_trend,9,0.4444444444444444,0.16666666666666666,0.8333333333333334,0.0,0.002807250902305733
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2007,neutral_mixed,22,0.18181818181818182,0.06818181818181818,0.9318181818181818,0.0,0.0008067737546460368
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2007,recovery_fragile,2,0.0,0.0,1.0,0.0,0.01038406324620385
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2007,stressed_panic,19,0.0,0.0,1.0,0.0,0.0027767430852415897
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2008,neutral_mixed,12,0.5,0.2916666666666667,0.7083333333333334,0.0,-0.0005619163323919459
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2008,recovery_fragile,1,0.0,0.0,1.0,0.0,-0.0006355331192883
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2008,stressed_panic,39,0.20512820512820512,0.1282051282051282,0.8717948717948718,0.0,-0.0002628364847556913
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2009,calm_trend,16,0.5,0.0625,0.9375,0.0,0.003718499996986547
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2009,neutral_mixed,9,0.0,0.0,1.0,0.0,0.005171218920702011
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2009,recovery_fragile,8,0.0,0.0,1.0,0.0,0.0017771417924729626
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2009,stressed_panic,19,0.10526315789473684,0.02631578947368421,0.9736842105263158,0.0,-0.0012382226016272788
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2010,calm_trend,24,0.5833333333333334,0.125,0.875,0.0,0.0011780147491664919
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2010,neutral_mixed,29,0.06896551724137931,0.0,1.0,0.0,0.0009222283774363518
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2011,calm_trend,16,0.625,0.125,0.875,0.0,-0.004709904341111282
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2011,neutral_mixed,22,0.09090909090909091,0.022727272727272728,0.9772727272727273,0.0,0.0019131474858839876
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2011,stressed_panic,14,0.0,0.0,1.0,0.0,0.003690459064943499
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2012,calm_trend,18,0.2222222222222222,0.1388888888888889,0.8611111111111112,0.0,-0.0005297227408668999
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2012,neutral_mixed,28,0.14285714285714285,0.03571428571428571,0.9642857142857143,0.0,0.002402314179485977
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2012,recovery_confirmed,4,0.0,0.0,1.0,0.0,-0.0014747065605810248
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2012,recovery_fragile,2,0.0,0.0,1.0,0.0,0.0050431160627647
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2013,calm_trend,16,0.25,0.15625,0.84375,0.0,0.00029803290898175504
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2013,neutral_mixed,36,0.1111111111111111,0.041666666666666664,0.9583333333333334,0.0,0.0018245337501433638
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2014,calm_trend,15,0.0,0.0,1.0,0.0,-0.0006517974959210602
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2014,neutral_mixed,25,0.0,0.0,1.0,0.0,0.0018820853446699939
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2014,recovery_confirmed,1,0.0,0.0,1.0,0.0,0.0072608424861921
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2014,recovery_fragile,6,0.0,0.0,1.0,0.0,0.005738716085993866
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2014,stressed_panic,5,0.0,0.0,1.0,0.0,0.005114517237188259
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2015,neutral_mixed,29,0.27586206896551724,0.20689655172413793,0.7931034482758621,0.0,-0.0007690067300736967
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2015,recovery_confirmed,1,0.0,0.0,1.0,0.0,-0.0255610283993452
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2015,recovery_fragile,7,0.8571428571428571,0.21428571428571427,0.7857142857142857,0.0,-0.004223040691904864
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2015,stressed_panic,15,0.13333333333333333,0.1,0.9,0.0,0.0009149298611156666
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2016,calm_trend,18,0.4444444444444444,0.3888888888888889,0.6111111111111112,0.0,-0.0015400393009595418
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2016,neutral_mixed,18,0.2222222222222222,0.05555555555555555,0.9444444444444444,0.0,-0.0014408114359193529
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2016,recovery_confirmed,4,0.0,0.0,1.0,0.0,0.0064490001203142255
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2016,recovery_fragile,2,0.0,0.0,1.0,0.0,0.00793753655814965
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2016,stressed_panic,11,0.0,0.0,1.0,0.0,0.0009019376972519636
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2017,calm_trend,37,0.0,0.0,1.0,0.0,0.0017461932649116094
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,train,2017,neutral_mixed,15,0.0,0.0,1.0,0.0,0.005834956469498634
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,validation,2018,neutral_mixed,20,0.0,0.0,1.0,0.0,-0.003058987924263481
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,validation,2018,recovery_fragile,4,0.0,0.0,1.0,0.0,6.770587419250001e-05
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,validation,2018,stressed_panic,28,0.0,0.0,1.0,0.0,0.0002591301978956712
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,validation,2019,calm_trend,12,0.0,0.0,1.0,0.0,0.0018343302817203503
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,validation,2019,neutral_mixed,25,0.0,0.0,1.0,0.0,0.0032176238706255844
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,validation,2019,recovery_confirmed,10,0.0,0.0,1.0,0.0,0.00031317696575064907
task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,validation,2019,stressed_panic,5,0.0,0.0,1.0,0.0,0.0035283375491097996
