task_id,barrier_id,model_name,feature,importance,rank
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,xs_mean_trailing_return_26w,1.012781517813067,1
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,phase4b_ret_13w,0.9039664933289105,2
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,pct_near_52w_high,0.8400614687375892,3
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,BIL_vol_13w,0.7878713959926533,4
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,xs_std_rolling_max_drawdown_26w,0.781228297561857,5
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,xs_mean_drawdown_from_52w_high,0.767335023944285,6
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,SPY_vol_13w,0.7279622811040206,7
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,xs_std_realized_vol_26w,0.6946700553553254,8
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,transition_non_stress_prob,0.6657698378340331,9
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,xs_mean_rolling_sharpe_26w,0.6546130771166431,10
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,mlx6_transformer_ret_4w,0.617807247041578,11
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,production_ret_13w,0.5999634701903597,12
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,breadth_13w_mom,0.5892717051313281,13
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,xs_mean_rolling_max_drawdown_26w,0.5632957176286192,14
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,BIL_ret_13w,0.544963073737437,15
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,z_breadth_decay,0.5309519345314178,16
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,canary_breadth_pair,0.5255188650969929,17
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,phase4b_ret_1w,0.5243335940466728,18
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,pct_positive_13w_return,0.5087936563057387,19
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,production_ret_4w,0.4727407067036333,20
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,xs_std_drawdown_from_52w_high,0.4586549624005986,21
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,xs_mean_relative_strength_vs_BIL_13w,0.45737431140761015,22
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,xs_std_trailing_return_52w,0.44408643573457435,23
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,mlx9_ensemble_ret_1w,0.44146900046180426,24
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,market_state_neutral_mixed,0.4379218657790931,25
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,mlx9_ensemble_vol_13w,0.4235697905214692,26
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,mlx5_sequence_ret_4w,0.4201339424439244,27
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,market_vol_risk_off_z,0.4194386032567583,28
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,xs_mean_relative_strength_vs_BIL_4w,0.4110619600758458,29
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,xs_mean_rolling_sharpe_13w,0.41085997544261477,30
task_1_production_triple_barrier,h4_u1_l1,random_forest,mlx9_ensemble_vol_13w,0.06558118803680112,1
task_1_production_triple_barrier,h4_u1_l1,random_forest,production_vol_13w,0.05916813366369699,2
task_1_production_triple_barrier,h4_u1_l1,random_forest,xs_mean_cross_sectional_return_rank_13w,0.05214806600639493,3
task_1_production_triple_barrier,h4_u1_l1,random_forest,xs_mean_cross_sectional_vol_rank_13w,0.04985982860483087,4
task_1_production_triple_barrier,h4_u1_l1,random_forest,xs_std_drawdown_from_52w_high,0.04456061070290588,5
task_1_production_triple_barrier,h4_u1_l1,random_forest,xs_mean_cross_sectional_return_rank_26w,0.04296241627480012,6
task_1_production_triple_barrier,h4_u1_l1,random_forest,xs_std_cross_sectional_vol_rank_13w,0.03618437574446149,7
task_1_production_triple_barrier,h4_u1_l1,random_forest,google_fear_z_tradable,0.03148523765296279,8
task_1_production_triple_barrier,h4_u1_l1,random_forest,xs_std_cross_sectional_return_rank_13w,0.02893874588206136,9
