task_id,barrier_id,model_name,split,n_obs,accuracy,balanced_accuracy,macro_f1,precision_positive,recall_positive,precision_negative,recall_negative,roc_auc_ovr,actual_positive_rate,actual_danger_rate,predicted_positive_rate,predicted_danger_rate
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,train,682,0.7624633431085044,0.7735239672168676,0.7585988006509453,0.8293650793650794,0.6989966555183946,0.6018957345971564,0.8037974683544303,0.9203931342748719,0.43841642228739003,0.2316715542521994,0.36950146627565983,0.3093841642228739
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,validation,104,0.40384615384615385,0.37847222222222227,0.3335353535353535,0.3382352941176471,0.71875,0.1111111111111111,0.041666666666666664,0.5739004629629628,0.3076923076923077,0.23076923076923078,0.6538461538461539,0.08653846153846154
task_1_production_triple_barrier,h4_u1_l1,logistic_regression,holdout,327,0.4740061162079511,0.4792698824753696,0.47560908983322775,0.5804195804195804,0.4715909090909091,0.33076923076923076,0.4574468085106383,0.6163828227510437,0.5382262996941896,0.2874617737003058,0.43730886850152906,0.39755351681957185
task_1_production_triple_barrier,h4_u1_l1,random_forest,train,682,0.7873900293255132,0.781058348895443,0.7792116205833652,0.7924528301886793,0.842809364548495,0.6850828729281768,0.7848101265822784,0.9190433876725201,0.43841642228739003,0.2316715542521994,0.4662756598240469,0.2653958944281525
task_1_production_triple_barrier,h4_u1_l1,random_forest,validation,104,0.4230769230769231,0.4375,0.41409689535491845,0.3492063492063492,0.6875,0.47058823529411764,0.3333333333333333,0.6477719907407407,0.3076923076923077,0.23076923076923078,0.6057692307692307,0.16346153846153846
task_1_production_triple_barrier,h4_u1_l1,random_forest,holdout,327,0.4648318042813456,0.44951120951960816,0.44889771171188153,0.5933333333333334,0.5056818181818182,0.3089430894308943,0.40425531914893614,0.650096079397903,0.5382262996941896,0.2874617737003058,0.45871559633027525,0.3761467889908257
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,train,682,0.8049853372434017,0.767366702886791,0.7847902245124029,0.7546666666666667,0.9464882943143813,0.8761904761904762,0.5822784810126582,0.9509875682295013,0.43841642228739003,0.2316715542521994,0.5498533724340176,0.15395894428152493
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,validation,104,0.3173076923076923,0.3229166666666667,0.21311475409836067,0.3,0.84375,0.0,0.0,0.5373243220899471,0.3076923076923077,0.23076923076923078,0.8653846153846154,0.009615384615384616
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,holdout,327,0.5382262996941896,0.4392009399708168,0.4387787959937433,0.6035242290748899,0.7784090909090909,0.375,0.22340425531914893,0.6256342366326852,0.5382262996941896,0.2874617737003058,0.6941896024464832,0.1712538226299694
task_1_production_triple_barrier,h4_u1_l1,xgboost,train,682,0.7683284457478006,0.7241525196505934,0.7430792233986047,0.7060301507537688,0.939799331103679,0.8526315789473684,0.5126582278481012,0.9341002930055607,0.43841642228739003,0.2316715542521994,0.5835777126099707,0.13929618768328444
